kepid,KOI,Morph,Mult,BJD0,BJD0 Err,Period,Period Err,Kepmag,Teff,RA,Dec
6312521,3656,0.32,1,55002.107084,0.019444,3.015549,1.13E-05,17.357,5095,298.8824,41.6633
6314173,3708,0.58,1,55001.65428,0.183855,1.433263,3.8E-06,17.719,7073,299.2406,41.6217
6344429, ,0.76,1,54999.948235,0.023892,0.408459,5.2E-06,14.655,6816,283.9302,41.7032
6350020, ,0.74,1,54964.613787,0.012586,0.241793,1E-07,15.383,5592,286.6452,41.7034
6353203, ,0.64,1,54954.104166,0.018082,0.508504,4E-07,11.753,6102,288.0366,41.7901
6359771, ,0.91,1,54964.976479,0.023111,0.406068,3E-07,14.967,6078,290.3423,41.7866
6359798,1121,0.08,1,54959.543281,0.028273,14.154038,4.79E-05,12.932,5452,290.3529,41.7697
6362386,6146,0.32,1,54956.954223,0.035903,4.592402,9.4E-06,12.93,6983,291.2642,41.7488
6363494,3634,0.48,1,55003.946981,0.021755,1.815633,5.14E-05,14.42,9727,291.635,41.7657
6365321,1123,0.44,1,54964.887524,0.01022,0.848485,8E-07,15.323,5648,292.2368,41.7393
6367628, ,0.59,1,54957.352101,0.103727,3.779692,7.1E-06,13.035,5185,292.9853,41.7169
6368316, ,0.92,1,54964.637347,0.019264,0.338505,2E-07,15.084,5440,293.1879,41.7281
6370120,2811,0.44,1,54964.641692,0.018787,1.354777,1.6E-06,15.169,4244,293.7289,41.7012
6370361, ,0.84,1,54953.659559,0.027583,0.45491,3E-07,13.21,6509,293.8004,41.7731
6370558, ,-1,1,55015.363887,,60.316584,0.000368,12.278,,293.8644,41.7169
6370665, ,0.96,1,54965.405285,0.055209,0.932316,9E-07,13.999,7386,293.8957,41.7601
6372268, ,0.52,1,54966.725142,0.054785,5.220047,1.14E-05,11.446,,294.3562,41.7772
6387193, ,0,1,54930.626423,0.138291,553.99,0.00735,14.926,5510,298.032,41.7166
6387450,1228,0.2,1,54968.269124,0.018156,3.661326,6.9E-06,14.349,5205,298.0917,41.7941
6387887,5280,0.58,1,54999.968602,0.005585,0.2169,8E-07,17.037,10648,298.1854,41.734
6388770,3035,0.43,1,55009.786615,0.214152,21.34197,8.62E-05,13.87,6073,298.3619,41.7811
6390205, ,0.8,1,54964.657643,0.027134,0.449402,3E-07,12.545,8254,298.6646,41.78
6421188, ,0.09,1,54969.287716,0.037088,16.434354,6.18E-05,13.814,5657,282.906,41.8318
6421483, ,0.58,1,54954.096898,0.045798,2.158402,3.3E-06,13.024,5016,283.0451,41.8601
6422170, ,0,1,55363.239726,1.053053,624.312,0.00735,13.538,5205,283.3781,41.8153
6424124, ,0.91,1,54964.891371,0.024926,0.385528,3E-07,13.979,5797,284.3411,41.8387
6426592,3554,0,1,55179.171883,0.03669,394.684665,0.00505,15.207,5568,285.6016,41.8175
6431545, ,0.91,1,54964.589641,0.019741,0.316834,2E-07,13.853,5459,287.8287,41.8049
6431670,3534,0.05,1,55097.476729,0.04363,29.911485,0.000298,16.128,5103,287.8848,41.8794
6432059,1229,0.54,1,54964.7543,0.012775,0.76974,7E-07,14.84,5412,288.0399,41.8184
6436029,2828,0,1,55291.074885,0.100395,505.466934,0.00735,15.768,4652,289.5388,41.8928
6436038, ,0.96,1,55002.127347,0.02279,0.376307,3E-07,15.179,5745,289.5422,41.8904
6443392, ,0.53,1,54953.619364,0.013063,0.776976,7E-07,12.723,,291.993,41.8841
6443538, ,0.97,1,54999.778242,1.389784,6.261446,1.56E-05,13.928,,292.0531,41.8371
6446219, ,0.95,1,54964.952724,0.025889,0.444806,3E-07,14.152,6225,292.9238,41.8843
6447430, ,0.92,1,54954.148049,0.066584,1.160002,1.3E-06,11.405,8010,293.2967,41.8741
6448768, ,0.13,1,54981.090131,0.05297,16.486798,5.99E-05,13.645,5859,293.7218,41.8731
6449358,6147,0.31,1,54955.07341,0.043601,5.77679,1.31E-05,11.61,7449,293.8964,41.8318
6449552, ,0.09,1,54968.810783,0.049051,20.148811,7.95E-05,14.904,5357,293.9489,41.8555
6452742, ,0.46,1,54965.553936,0.016509,1.375544,1.7E-06,14.726,5642,294.8835,41.8005
6462057, ,0.93,1,54954.018541,0.02666,0.478716,4E-07,11.849,6518,297.1442,41.8817
6464285, ,0.55,1,54964.946805,0.017176,0.843651,8E-07,13.826,5061,297.671,41.876
6466939, ,0.41,1,54964.90023,0.020041,2.285894,3.5E-06,14.454,4920,298.2575,41.8506
6467389, ,0.79,1,54953.686178,0.017779,0.288976,2E-07,13.132,5183,298.3585,41.8914
6468938, ,0.16,1,54961.234627,0.0279,7.217012,1.81E-05,13.272,5805,298.69,41.8809
6469946, ,0.52,1,55003.342964,0.011569,0.715802,7E-07,15.579,5097,298.9068,41.8356
6470516,3705,0.56,1,55002.256848,0.039976,2.080431,6.6E-06,16.448,8162,299.0235,41.822
6471048, ,0.77,1,54953.685654,0.018704,0.297228,2E-07,12.836,4850,299.1282,41.8283
6504095, ,0.96,1,54964.632606,0.015836,0.306775,2E-07,14.842,5679,284.9609,41.9469
6504534, ,0.02,1,54976.717044,0.020502,28.1626,0.000133,14.216,4788,285.1671,41.9671
6504954,1790,0,1,55107.425192,0.053864,130.354594,0.00118,15.254,5700,285.3719,41.9939
6507541, ,0.91,1,54964.69946,0.080539,0.327212,2E-07,15.278,5797,286.561,41.9956
6516874,3824,0.61,1,55001.920115,0.019143,0.916327,1.2E-06,15.896,5787,290.0969,41.9707
6521542, ,0.31,1,54965.681641,0.02793,4.425754,9.1E-06,14.28,5880,291.5281,41.916
6522750, ,0.09,1,54968.745463,0.035913,17.445641,6.39E-05,11.23,5547,291.9289,41.9564
6523216, ,0.19,1,54956.906624,0.072463,14.313156,4.85E-05,13.254,6200,292.0838,41.915
6525196,5293,0.36,1,54954.352139,0.024179,3.420604,6.2E-06,10.154,5966,292.718,41.9225
6525209,3479,0.08,1,55017.899326,0.136416,75.13171,0.000507,14.658,5207,292.7214,41.9049
6526545, ,0.95,1,54963.784265,0.127553,2.101418,3.1E-06,13.671,5948,293.1286,41.9491
6527229,5296,0,1,55096.873092,0.048109,200.800071,0.00228,15.814,5668,293.334,41.9373
6531485, ,0.54,1,54964.798481,0.011728,0.67699,6E-07,15.553,5587,294.5879,41.9143
6531496,3646,0.1,1,55011.179978,0.030887,14.323914,0.000145,16.095,5604,294.5905,41.9465
6543674,5298,0.53,1,54965.303847,0.034581,2.39103,3.7E-06,13.535,,297.5416,41.9509
6545018, ,0.42,1,54965.835642,0.038328,3.99146,7.8E-06,13.748,5594,297.8138,41.9631
6546508,3613,0.2,1,55189.794079,0.02257,6.107057,1.83E-05,15.74,5210,298.1314,41.951
6548447, ,0.3,1,54955.257314,0.09909,10.768379,3.22E-05,12.88,5031,298.5425,41.9532
6549491, ,0.79,1,54964.73373,0.049261,0.764653,7E-07,14.915,5597,298.7572,41.9771
6579806,967,0.07,1,54967.08592,0.018271,9.880482,2.88E-05,15.212,5869,281.6692,42.0386
6591789, ,0.25,1,54967.354443,0.028213,5.08841,1.11E-05,15.353,5410,287.0465,42.0005
6593363, ,0.09,1,54972.256833,0.043398,18.527824,6.98E-05,12.893,5865,287.6727,42.0592
6593575, ,0.88,1,54964.829012,0.019916,0.345744,2E-07,15.511,5687,287.7549,42.0003
6594972, ,0.13,1,54965.985195,0.032513,10.819171,3.29E-05,14.342,5680,288.2931,42.0574
6595662, ,0.32,1,54965.597778,0.020962,2.680514,4.4E-06,14.746,5759,288.5331,42.0476
6599919,858,0.04,1,54843.666732,0.016829,13.610105,4.53E-05,15.06,5440,289.8978,42.0092
6603043,368,0.03,1,55030.326542,0.108273,110.324286,0.00084,11.375,9034,290.8546,42.0869
6603756,1729,0.38,1,54968.885056,0.050339,5.204283,1.14E-05,15.424,5115,291.0916,42.0585
6606282, ,0.32,1,54965.435543,0.014372,2.1071,3.1E-06,12.97,5594,291.8724,42.0305
6606653,1224,0.59,1,54965.284591,0.066164,2.698024,4.4E-06,13.717,6352,291.9869,42.0377
6606934,6028,0.01,1,54986.839905,0.024139,37.806939,0.000195,14.898,6122,292.0717,42.0764
6607610, ,0.08,1,54995.183066,0.130017,63.518026,0.000415,14.985,4856,292.2761,42.0377
6610219, ,0.2,1,54962.134169,0.040424,11.300995,3.43E-05,13.203,5986,293.0256,42.0014
6611330,1691,0.02,1,54864.047291,0.015831,35.14669,0.000219,15.838,5230,293.3381,42.0163
6613627, ,0.98,1,55115.344848,0.008552,0.1508,1E-07,12.548,7090,293.9765,42.0483
6614926,6029,0.41,1,54966.327253,0.032412,3.026765,5.2E-06,14.044,6038,294.3314,42.094
6615041, ,0.76,1,54964.806732,0.018441,0.340085,2E-07,13.877,5718,294.3619,42.0459
6620003,1225,0.2,1,54966.31524,0.01401,3.428551,6.3E-06,15.686,3955,295.6222,42.0929
6628237,6030,0.18,1,54968.139103,0.018679,3.840129,7.4E-06,14.479,5679,297.471,42.0879
6629332,1227,0.18,1,54968.730786,0.014116,4.310556,8.7E-06,13.997,5452,297.7071,42.0474
6629588, ,0.55,1,54966.783103,0.042077,2.264471,3.4E-06,13.983,6520,297.7556,42.0091
6631721,160,0.07,1,54967.429814,0.024172,13.738283,4.6E-05,13.805,6153,298.1836,42.0131
6633929, ,0.9,1,54950.066672,0.02229,0.358908,4.9E-06,15.529,5482,298.6054,42.0997
6634112,5308,0.07,1,54966.846749,0.016143,9.942229,2.91E-05,14.099,5099,298.6425,42.0928
6665064, ,0.52,1,54964.697452,0.009325,0.69837,9.8E-06,15.183,5780,281.65,42.1321
6665223,1232,0.01,1,54946.21815,0.061312,119.412025,0.000945,14.427,4906,281.7426,42.1231
6669809, ,0.65,1,54953.998571,0.029897,0.733738,7E-07,10.763,7239,283.9097,42.131
6670812, ,0.99,1,55001.46173,0.091269,1.741814,2.4E-06,7.243,,284.3557,42.1035
6671698, ,0.73,1,54954.077303,0.022332,0.471525,4E-07,13.489,5570,284.6989,42.1468
6672229, ,0.09,1,55023.882992,0.042837,23.832374,0.000108,15.581,5487,284.9411,42.1132
6675060,3611,0.09,1,54997.959235,0.024462,10.443328,9.2E-05,16.51,5883,286.2449,42.1464
6677225, ,0.89,1,54964.733473,0.033364,0.525027,4E-07,13.715,7163,287.1373,42.1445
6678383,111,0.02,1,55259.383542,0.062247,103.512357,0.000765,12.596,5853,287.6046,42.1668
6689368, ,0.96,1,54954.343791,0.061121,1.270114,1.5E-06,12.982,,291.1778,42.1988
6690171,3320,0,1,55237.407206,0.030455,85.062415,0.000765,15.954,5034,291.4268,42.1641
6692340, ,0.95,1,54954.126755,0.038845,0.674849,6E-07,13.33,6270,292.09,42.1384
6693555, ,-1,1,54997.298851,,10.874988,3.29E-05,13.846,6605,292.4559,42.1372
6694186,6031,0.24,1,54957.053147,0.03254,5.554224,1.24E-05,12.376,5247,292.6311,42.1808
6695510, ,0.97,1,55001.716302,0.120371,2.172967,3.2E-06,11.997,5920,293.0068,42.1103
6695889, ,0.5,1,54965.373754,0.016331,1.106561,1.2E-06,15.415,5964,293.1074,42.1226
6697716, ,0.44,1,54965.580655,0.015789,1.443249,1.8E-06,14.424,4898,293.5947,42.1431
6698670, ,0.1,1,54962.075695,0.203079,10.81589,3.25E-05,12.96,6002,293.8383,42.1222
6699562,5317,0.04,1,54960.384514,0.056654,46.270531,0.000259,13.529,6127,294.0647,42.1129
6699679, ,1,1,54953.612834,0.011484,0.201203,1E-07,11.574,,294.0955,42.1616
6706287, ,0.38,1,54966.387341,0.021403,2.535388,4E-06,13.62,,295.6771,42.1114
6707942,3569,0.08,1,55000.607445,0.01857,9.0142,3E-05,13.57,4678,296.0576,42.1109
6756202,3547,0,1,55226.525029,0.073006,290.78597,0.00381,14.282,5055,283.8986,42.3
6756669,862,0.16,1,54965.860764,0.024667,5.851532,1.4E-05,15.33,5353,284.0873,42.2332
6757558, ,0.02,1,54348.569861,0.409745,421.16,0.00505,12.865,4742,284.4548,42.2048
6758917,453,0.21,1,54966.86979,0.012166,2.236102,3.5E-06,14.549,5457,285.1197,42.2991
6762188,5323,0.18,1,54967.001224,0.033585,7.155502,1.81E-05,13.672,4801,286.5511,42.2348
6762829,1740,0.15,1,54971.667903,0.078533,18.795266,7.23E-05,13.941,5640,286.8304,42.2792
6766325, ,0.92,1,54964.712111,0.026608,0.439966,3E-07,13.775,6154,288.1966,42.2752
6766748, ,0.25,1,54969.012548,0.035537,7.002865,1.75E-05,13.934,6601,288.3636,42.2481
6775034, ,-1,1,55005.339857,,10.028547,2.94E-05,13.992,6886,291.082,42.2686
6778050, ,0.55,1,54965.564982,0.016548,0.945828,1E-06,14.514,5091,292.0221,42.2901
6778289, ,0.11,1,54955.099947,0.081555,30.13015,0.000141,13.076,6320,292.1024,42.2522
6781535, ,0.12,1,54971.834534,0.029149,9.122086,2.58E-05,13.666,5727,293.0745,42.2803
6784887,5328,0.02,1,54968.341088,0.036035,44.714448,0.000248,14.965,5961,293.9911,42.2609
6791604, ,0.7,1,54964.682474,0.028439,0.528806,4E-07,13.924,7346,295.6755,42.2406
6794131, ,0.81,1,54954.308318,0.069055,1.613328,2.1E-06,12.537,9189,296.2302,42.2228
6803335, ,0.95,1,54954.334913,0.060936,1.110853,1.2E-06,12.118,,298.2075,42.2011
6805146,668,0.16,1,54956.568667,0.061413,13.779702,4.6E-05,13.21,6214,298.5916,42.2064
6805779, ,0.95,1,55000.932684,0.044487,0.801921,8E-07,13.084,6200,298.7236,42.2586
6806632, ,-1,1,54973.97478,,9.469157,2.7E-05,13.292,9224,298.8907,42.2099
6836140, ,0.73,1,54964.661378,0.028036,0.487721,4E-07,14.646,5037,281.0407,42.3979
6841577, ,0.09,1,54973.272656,0.037217,15.537535,5.71E-05,14.875,5478,283.7758,42.3593
6842345, ,0.04,1,55010.171917,0.018727,17.381612,6.98E-05,15.567,5834,284.1321,42.3504
6843507, ,0.78,1,54964.768043,0.019837,0.343182,2E-07,15.093,5489,284.6444,42.3989
6844489, ,0.84,1,54965.376438,0.065771,1.07976,1.2E-06,14.136,6077,285.1266,42.318
6847018,1349,0.06,1,54958.523585,0.025093,16.662167,5.99E-05,13.344,6211,286.3003,42.3748
6849046,201,0.22,1,54966.334555,0.023916,4.225385,8.5E-06,14.014,5491,287.1306,42.3502
6850665,3244,-1,1,55110.512239,,214.716056,0.00228,12.391,4828,287.7663,42.3227
6852488, ,0.56,1,54966.937685,0.045232,2.172041,3.2E-06,13.908,7262,288.4731,42.3801
6853229, ,0.96,1,55002.043939,0.025318,0.426111,4E-07,15.796,5939,288.7466,42.3532
6859813, ,0.13,1,54954.793569,0.033922,10.882422,3.25E-05,12.068,5951,290.8067,42.3439
6862603,866,0.18,1,55004.64563,0.013335,2.861166,5E-06,15.618,5848,291.6717,42.3431
6863161,3757,0.55,1,55004.056778,0.027806,1.986639,5.8E-05,14.726,9011,291.8533,42.3067
6863229, ,0.61,1,54954.485937,0.052384,1.994921,2.8E-06,12.134,6465,291.8704,42.3286
6863840, ,0.31,1,54964.745869,0.023521,3.852734,7.4E-06,15.138,5024,292.0549,42.335
6864859, ,0.06,1,54955.5563,0.057525,40.877843,0.000219,11.663,,292.3502,42.3934
6865626, ,0.66,1,54964.842153,0.030532,0.726768,7E-07,13.83,5611,292.5733,42.3502
6866228,1348,0.12,1,54970.562764,0.024398,7.70237,2.01E-05,15.144,5388,292.7399,42.3594
6867766,1798,0.03,1,54969.142306,0.012384,12.964725,4.25E-05,14.384,5971,293.1962,42.3706
6877673, ,0.11,1,54989.092342,0.097465,36.758887,0.000188,13.676,5819,295.7658,42.3913
6880727, ,0.94,1,54965.032712,0.023517,0.412737,3E-07,13.678,5902,296.4392,42.3836
6881709, ,-1,1,55003.281167,,6.741116,1.66E-05,14.156,5748,296.6588,42.3698
6889235,74,0.43,1,54956.285879,0.045776,5.18867,1.13E-05,10.96,9288,298.3242,42.3885
6891512,5335,0.45,1,54955.20628,0.036054,3.505126,6.4E-06,11.388,5591,298.7989,42.3909
6927629, ,0.21,1,54968.343029,0.033703,7.735228,2.09E-05,15.244,5550,283.9054,42.4419
6929869, ,0.96,1,55000.093721,0.015835,0.283692,2E-07,15.536,4992,284.9426,42.4373
6933781,3737,0,1,55062.757796,0.025824,130.419563,0.00105,11.241,5502,286.6973,42.4512
6934587,6032,0.48,1,54954.476823,0.019684,1.570919,2E-06,13.406,5840,286.9976,42.4652
6936977, ,0.01,1,54992.765888,0.018386,36.473122,0.000182,14.359,5269,287.9515,42.4132
6939670, ,0.33,1,54968.201068,0.032029,4.238855,8.5E-06,14.858,5436,288.9649,42.4694
6947164,3531,0.02,1,55023.499016,0.054666,70.582851,0.000471,14.624,5743,291.357,42.4936
6947666, ,0.02,1,55014.442172,0.062451,56.690264,0.00505,15.585,5777,291.5061,42.4481
6948480,2975,-1,1,55063.937917,0.044874,175.329305,0.00158,15.31,5751,291.7875,42.4695
6948815,5339,0.54,1,55000.4341,0.029068,1.541531,3.55E-05,15.348,7431,291.8871,42.4302
6949550, ,0.15,1,54969.587142,0.032934,7.841067,2.06E-05,15.144,5718,292.1175,42.4563
6956014,31,0.4,1,54954.559115,0.015991,1.851182,2.5E-06,10.795,,294.0318,42.4688
6956216,3604,0.37,1,54998.410568,0.044551,4.81883,3.06E-05,14.55,,294.0878,42.4897
6960446,3654,0.18,1,54999.452809,0.035357,10.149,8.81E-05,16.798,6117,295.1958,42.4189
6960487,3386,0.02,1,55190.257396,0.028859,34.525988,0.000219,15.142,5858,295.2039,42.4305
6960913,1361,0.03,1,54984.132665,0.041026,59.88,0.000368,14.995,4050,295.3045,42.4753
6962018, ,0.45,1,54965.073843,0.014189,1.269894,1.5E-06,14.791,4191,295.5437,42.4284
6963171, ,-1,1,54997.777557,,23.308219,0.00158,14.106,5931,295.8099,42.4592
6964043,1351,0.4,1,55292.008176,0.308696,5.362582,1.52E-05,15.613,5374,296.0145,42.4223
6964796, ,0.97,1,54964.683664,0.023247,0.399966,3E-07,12.611,5657,296.1969,42.4304
6965293, ,0.18,1,54957.473848,0.020853,5.07782,1.09E-05,12.847,5944,296.3164,42.4335
6966265, ,0.76,1,54964.757106,0.016756,0.313435,2E-07,14.55,5460,296.5353,42.4371
7009828, ,0.23,1,54968.123854,0.0486,10.642454,3.19E-05,15.013,5581,282.4277,42.5936
7013934, ,0.9,1,54953.767682,0.037792,0.641368,6E-07,12.94,7699,284.3202,42.539
7019489,2128,-1,1,54965.481782,0.027534,24.259843,0.000129,15.962,5283,286.9442,42.5806
7021177,3452,0.06,1,55017.497406,0.021714,18.645328,7.37E-05,15.511,5684,287.637,42.5308
7023917, ,0.71,1,54953.888778,0.030232,0.772842,7E-07,10.115,,288.7184,42.5023
7023960,187,-1,1,54984.52955,0.043153,30.882537,0.000145,14.857,5768,288.7295,42.5509
7024530,3922,0.02,1,55008.70692,0.051816,66.153,0.00118,15.52,5814,288.9292,42.5292
7025540,3550,0.39,1,55279.406534,0.017537,2.148207,4E-06,15.783,4516,289.2528,42.5626
7025851, ,0.31,1,55000.868483,0.026838,4.681,0.00017,14.39,6054,289.3596,42.5302
7033748, ,0.49,1,54968.71307,0.057557,4.39271,8.9E-06,13.685,6202,291.8437,42.5585
7035139, ,0.8,1,54964.871775,0.019909,0.309741,2E-07,15.48,5656,292.2836,42.5946
7037319, ,0.84,1,54965.123496,0.120417,0.57811,5E-07,13.712,7027,292.9485,42.5084
7037405, ,0.16,1,54905.625221,0.892253,207.150524,0.00192,11.875,4605,292.9762,42.5477
7037540,1347,0.12,1,55294.236375,0.043946,14.405911,6.29E-05,14.808,,293.0204,42.5088
7038831, ,0.63,1,55000.03273,0.014889,0.627291,5E-07,14.374,6266,293.3968,42.5484
7039026, ,-1,1,54996.118502,,9.943929,2.88E-05,10.82,6914,293.4486,42.5866
7041856, ,-1,1,54999.450276,,4.000669,7.7E-06,11.978,6672,294.2317,42.5901
7047299,5351,0.01,1,55034.414371,0.024922,35.882244,0.000182,14.295,5608,295.6107,42.5784
7049486, ,0.09,1,54971.05084,0.050429,26.718425,0.000119,13.144,,296.125,42.5221
7050060,2215,-1,1,55012.472816,,22.044,9E-05,12.999,,296.2551,42.5302
7051984,2879,0.54,1,54964.539453,0.011645,0.678133,6E-07,12.771,5438,296.7019,42.5087
7060333, ,0.91,1,55005.617622,0.139468,2.527248,9.9E-06,9.088,7576,298.5506,42.5611
7091476, ,0.95,1,54954.384662,0.050083,0.807736,8E-07,13.164,6658,281.3239,42.67
7097571, ,0.55,1,54954.495717,0.041998,2.213964,3.4E-06,11.267,,284.3138,42.6009
7105574, ,0.08,1,54976.200686,0.039866,20.726066,8.28E-05,14.069,5765,287.7462,42.6486
7107567,5353,0.5,1,55000.300464,0.011157,0.812598,1.41E-05,14.235,6897,288.4957,42.6956
7108433,6153,0.55,1,54999.851991,0.031042,1.519188,9.61E-05,15.106,7206,288.8238,42.6023
7115291,3357,0.02,1,55053.072287,0.034831,52.802776,0.000313,15.193,5609,291.001,42.6222
7117003,3514,0.01,1,55109.618185,0.242546,428.3,0.00505,14.173,5473,291.5439,42.639
7117153, ,0.78,1,55003.165289,0.021172,0.359529,2E-07,15.607,5672,291.5928,42.6376
7117541, ,0.47,1,55003.069603,0.021385,1.585674,2.1E-06,15.634,5854,291.7239,42.6298
7118545, ,0.13,1,54977.695194,0.048782,14.797219,5.14E-05,14.185,6095,292.0287,42.6696
7118621, ,0.74,1,54964.861971,0.019498,0.370553,2E-07,14.136,5693,292.059,42.6354
7118656, ,0.93,1,54964.747849,0.019556,0.321355,2E-07,15.033,5271,292.0682,42.6423
7119757, ,0.64,1,54965.303131,0.020948,0.742922,7E-07,15.608,5072,292.3985,42.6299
7119876, ,0.85,1,54964.657436,0.022681,0.366364,2E-07,15.015,5995,292.4324,42.6824
7121885,3467,0.05,1,55206.106606,0.044617,33.937542,0.000211,15.191,5970,293.0307,42.6352
7122259,3454,0.12,1,55292.799998,0.048118,20.882168,0.000105,15.6,6122,293.1458,42.6242
7125636, ,0.14,1,54965.066874,0.021296,6.490661,1.58E-05,15.507,4358,294.1079,42.6173
7128918, ,0.16,1,54970.15678,0.025922,7.118799,1.79E-05,15.758,5386,294.9982,42.6939
7129465,6155,0.24,1,54966.17109,0.024862,5.491822,1.24E-05,15.316,5182,295.137,42.647
7130044, ,0.76,1,54964.695612,0.016644,0.297665,2E-07,14.302,5047,295.2743,42.6689
7132542,3517,0.08,1,55001.379414,0.118877,66.360987,0.000441,15.327,5389,295.8852,42.6219
7133286, ,0.29,1,54988.595373,0.256636,38.510681,0.000195,13.035,,296.0586,42.6696
7136958,3350,0.08,1,55192.616323,0.055603,29.015853,0.00017,15.546,5553,296.9398,42.6919
7137798, ,0.51,1,54954.217705,0.033644,2.253537,3.4E-06,13.451,6597,297.1378,42.68
7173910, ,0.82,1,54964.706068,0.025342,0.402244,3E-07,14.36,5792,281.2031,42.7461
7174349,3844,0.25,1,55001.193215,0.011683,2.97414,1.52E-05,19.294,,281.437,42.7273
7174617,6156,0.38,1,54966.186266,0.014956,1.608377,2.1E-06,13.819,4889,281.5938,42.71
7176440, ,0.98,1,54964.566395,0.017831,0.358271,2E-07,14.293,5807,282.5124,42.7709
7177553, ,0.06,1,54954.545842,0.029083,17.996467,6.73E-05,11.511,,283.0121,42.7213
7177892, ,0.5,1,54954.651393,0.017278,1.386249,1.7E-06,11.766,,283.169,42.7921
7186665,3033,0.3,1,54970.220495,0.046798,8.559396,2.34E-05,14.538,5848,287.1224,42.7069
7198474, ,0.76,1,55000.068173,0.037166,0.242305,1E-07,15.556,5759,291.2318,42.704
7199183, ,0.97,1,55002.030763,0.026478,0.324092,3E-07,15.772,5462,291.4291,42.7863
7199353, ,0.78,1,54964.814394,0.017115,0.281987,2E-07,14.49,5166,291.4849,42.7378
7199774,1346,0.16,1,54955.947027,0.019049,4.708128,9.8E-06,13.279,5633,291.6101,42.7598
7200102, ,0.06,1,54972.573371,0.022006,14.665757,5.06E-05,15.213,5207,291.7083,42.797
7203179, ,0.56,1,54955.035403,0.048951,2.245739,3.4E-06,13.432,6242,292.6888,42.748
7204041, ,0.92,1,54953.965533,0.017731,0.331679,2E-07,12.989,5089,292.9479,42.7298
7212066,3610,0.21,1,55186.355299,0.018336,3.840486,9.3E-06,15.26,5504,295.2117,42.7863
7212722, ,0.43,1,54965.310995,0.02454,2.316172,3.5E-06,13.969,5683,295.3752,42.7538
7217866, ,0.91,1,54964.726511,0.025362,0.407157,3E-07,13.865,5600,296.5834,42.765
7219906,6033,0.02,1,54986.395147,0.025756,35.08981,0.000176,14.266,5380,297.0146,42.7892
7220320,3775,0.56,1,55000.142187,0.015688,0.752158,2.1E-06,14.082,5533,297.1082,42.7529
7255336,19,0.32,1,54954.897166,0.012831,2.406402,3.7E-06,11.374,,280.9438,42.8392
7257373,6034,0.25,1,54955.658432,0.049997,10.466902,3.09E-05,13.424,,282.0533,42.865
7258889, ,0.59,1,54965.003774,0.023212,0.903905,9E-07,13.673,6203,282.7763,42.8111
7259722, ,-1,1,55008.819044,,9.633226,2.75E-05,13.375,6026,283.1575,42.8904
7259917, ,0.7,1,54953.806646,0.020325,0.384679,3E-07,12.132,,283.2591,42.8456
7269493,1961,0.34,1,54964.636147,0.016464,1.907806,2.6E-06,12.852,5331,287.5712,42.8139
7269797, ,0.86,1,54964.708488,0.017434,0.281792,2E-07,15.637,5163,287.6995,42.8447
7269843, ,0.81,1,54964.567796,0.016728,0.268216,2E-07,15.962,5002,287.7201,42.8886
7270230,876,0.07,1,54997.900966,0.013865,6.99809,1.75E-05,15.877,5417,287.8841,42.8324
7272739, ,0.77,1,54964.852294,0.015867,0.281165,2E-07,12.961,5192,288.8572,42.8125
7273033, ,0.96,1,55002.048055,0.016848,0.305033,2E-07,15.209,5443,288.9512,42.8883
7280704, ,0.93,1,54953.70694,0.017682,0.32435,2E-07,13.057,5869,291.3755,42.8113
7282128, ,0.94,1,54964.935701,0.020399,0.34705,2E-07,14.338,5363,291.8165,42.8026
7284688,1345,0.64,1,54953.678043,0.018998,0.646043,5E-07,11.234,,292.63,42.8293
