"koi_disposition","kepid","kepoi_name","tcet_model_chisq","wst_depth","boot_mesmean","tce_fwm_sra","tce_fwm_pdeco","tce_slogg_sn"
"CANDIDATE",6383785,"K00239.02",62500,24.07,-0.23956,19.81344,0.000182,30.5714285714286
"CANDIDATE",8026752,"K00240.01",67430,36.24,-0.089154,19.405347,-0.0001089,21.1428571428571
"CANDIDATE",11288051,"K00241.01",53670,29.4,-0.20966,19.116849,-0.0001273,93.2
"CANDIDATE",11288051,"K00241.02",51930,27.97,-0.12724,19.116893,-2.438e-05,93.2
"CANDIDATE",11288051,"K00241.03",50190,24.79,-0.34639,19.11683,-6.079e-06,93.2
"FALSE POSITIVE",3642741,"K00242.01",76080,56.21,-0.10466,19.375762,-0.0005473,22.55
"FALSE POSITIVE",9592579,"K00243.01",527600,19,-0.16373,19.577808,0,20.3181818181818
"CANDIDATE",4349452,"K00244.01",70610,3.629,-0.039536,19.109235,1.748e-05,142.666666666667
"CANDIDATE",4349452,"K00244.02",69360,5.298,-0.064724,19.109231,-3.298e-05,142.666666666667
"CANDIDATE",8478994,"K00245.01",78950,6.555,-2.3776,18.937318,-0.0006645,152.333333333333
"CANDIDATE",8478994,"K00245.02",76010,3.757,-0.22533,18.937299,-2.097e-05,152.333333333333
"CANDIDATE",11295426,"K00246.01",68800,2.541,-0.090748,19.402156,0.0001224,142.666666666667
"CANDIDATE",11295426,"K00246.02",62090,0.8327,-0.16582,19.402126,1.555e-05,142.666666666667
"CANDIDATE",11852982,"K00247.01",59350,80.26,0.018815,18.999884,-0.0001805,94.8
"CANDIDATE",5364071,"K00248.01",74070,30.8,-0.22003,19.486295,1.155e-05,117.75
"CANDIDATE",5364071,"K00248.02",68880,36.75,-0.16348,19.486288,-0.0001929,117.75
"CANDIDATE",5364071,"K00248.03",61510,61.99,-0.1003,19.486299,0.00012,117.75
"CANDIDATE",5364071,"K00248.04",58570,106.4,-0.16222,19.486294,6.385e-05,117.75
"CANDIDATE",9390653,"K00249.01",68710,53.9,-0.011264,18.994798,0.001125,81.6666666666667
"CANDIDATE",9757613,"K00250.01",73070,83.48,-0.090549,18.996072,-0.0006605,117.75
"CANDIDATE",9757613,"K00250.02",68820,110.4,-0.14697,18.996072,0.0005987,117.75
"CANDIDATE",9757613,"K00250.03",66580,220.6,-0.16708,18.996079,-0.001088,117.75
"CANDIDATE",9757613,"K00250.04",66850,43.28,-0.24203,18.996069,1.369e-05,117.75
"CANDIDATE",10489206,"K00251.01",61420,39.45,-0.049544,19.883866,0.003124,118.75
"CANDIDATE",10489206,"K00251.02",58810,48.23,-0.046027,19.883871,0.000733,118.75
"CANDIDATE",11187837,"K00252.01",71330,81.37,-0.023412,19.360101,0.001501,94.8
"CANDIDATE",11752906,"K00253.01",56650,70.72,-0.061488,19.038283,-0.001851,117
"CANDIDATE",11752906,"K00253.02",53990,136.4,-0.069076,19.038306,-0.0009121,117
"CANDIDATE",5794240,"K00254.01",92160,48.24,0.03785,19.52486,0.001127,156.666666666667
"CANDIDATE",7021681,"K00255.01",68930,107.2,0.023866,19.190538,0.0005278,118.75
"CANDIDATE",7021681,"K00255.02",66940,75.84,-0.030069,19.190475,9.378e-05,118.75
"FALSE POSITIVE",7021681,"K00255.03",65600,29.18,-0.040907,19.190567,5.038e-05,118.75
"FALSE POSITIVE",11548140,"K00256.01",88730,365.1,-1.3259,19.012349,0.005516,120.5
"CANDIDATE",5514383,"K00257.01",59990,6.273,-0.226,18.975666,1.996e-05,436
"FALSE POSITIVE",11231334,"K00258.01",83510,104.9,-0.16887,18.96947,-0.0004082,11.8064516129032
"FALSE POSITIVE",5790807,"K00259.01",75650,277.4,-1,19.451464,0.0008155,17.6363636363636
"CANDIDATE",8292840,"K00260.01",72720,12.62,-0.54499,19.289816,2.98e-05,141.333333333333
"CANDIDATE",8292840,"K00260.02",68950,4.591,-0.066117,19.289817,2.496e-05,141.333333333333
"CANDIDATE",8292840,"K00260.03",64010,10.12,-0.087387,19.28983,-4.803e-05,141.333333333333
"CANDIDATE",5383248,"K00261.01",88520,14.55,-0.22875,19.804666,0.0003686,40.1818181818182
"CANDIDATE",11807274,"K00262.01",69310,13.42,-0.045125,19.206729,8.71e-05,138
"CANDIDATE",11807274,"K00262.02",68370,3.229,-0.040856,19.206728,9.769e-06,138
"FALSE POSITIVE",10514430,"K00263.01",69610,-14.05,-1.1519,18.751556,0.0001081,135.333333333333
"FALSE POSITIVE",3097346,"K00264.01",71850,7.982,-0.086346,19.046744,0.003282,11.9117647058824
"CANDIDATE",12024120,"K00265.01",67510,4.87,-0.094976,19.801241,0,30.2142857142857
"CANDIDATE",7375348,"K00266.01",68100,12.6,-0.21088,19.693622,-3.581e-05,35.5833333333333
"CANDIDATE",7375348,"K00266.02",65450,20.71,-0.55867,19.693647,5.644e-05,35.5833333333333
"CANDIDATE",3425851,"K00268.01",68190,-13.88,-0.97015,19.048586,0.0002751,141.333333333333
"CANDIDATE",7670943,"K00269.01",66740,6.066,-0.1128,19.156378,-9.293e-07,140.666666666667
"CANDIDATE",6528464,"K00270.01",69100,7.018,-0.13562,19.582181,-3.823e-05,409
"CANDIDATE",6528464,"K00270.02",63770,12.17,-0.53771,19.582183,5.287e-06,409
"CANDIDATE",9451706,"K00271.01",74000,20.28,-0.095862,19.012681,-0.0001935,426
"CANDIDATE",9451706,"K00271.02",69060,18.49,-0.14085,19.012682,-0.0002452,426
"CANDIDATE",9451706,"K00271.03",66680,9.482,-0.028056,19.012685,-5.742e-05,426
"FALSE POSITIVE",5716763,"K00272.01",56180,3.184,-0.34774,19.673408,-7.925e-06,12.4375
"CANDIDATE",3102384,"K00273.01",67150,9.865,-0.1018,19.165235,0.0001089,440
"CANDIDATE",8077137,"K00274.01",66920,9.634,-0.0012972,18.832815,-1.238e-05,135.333333333333
"CANDIDATE",8077137,"K00274.02",63480,12.48,-0.084009,18.832822,5.213e-05,135.333333333333
"CANDIDATE",10586004,"K00275.01",53620,12.78,-0.037666,19.020749,7.346e-07,135.666666666667
"CANDIDATE",10586004,"K00275.02",50050,14.07,-0.7175,19.020752,-7.603e-06,135.666666666667
"CANDIDATE",11133306,"K00276.01",66880,18.51,-0.10901,19.310951,5.465e-05,144
"CANDIDATE",11401755,"K00277.01",75910,10.44,-0.074928,19.416679,-1.709e-05,134.666666666667
"CANDIDATE",11401755,"K00277.02",63310,7.535,0.023864,19.416689,-5.24e-05,134.666666666667
"CANDIDATE",12314973,"K00279.01",73740,34.94,-0.19773,19.699103,-2.576e-05,83.2
"CANDIDATE",12314973,"K00279.02",68320,20.4,-0.03776,19.699108,9.559e-05,83.2
"CANDIDATE",12314973,"K00279.03",64730,7.74,-0.058402,19.699111,-3.869e-06,83.2
"CANDIDATE",4141376,"K00280.01",69500,9.099,-0.11047,19.112639,-6.148e-05,147
"CANDIDATE",4143755,"K00281.01",66790,8.728,-0.098223,19.176999,1.483e-05,136.333333333333
"CANDIDATE",5088536,"K00282.01",68300,10.51,-0.067247,19.23004,-7.086e-06,215
"CANDIDATE",5088536,"K00282.02",65970,9.398,-0.0062949,19.230047,2.572e-05,215
"CANDIDATE",5088536,"K00282.03",61960,11.12,-0.52703,19.230045,6.797e-05,215
"CANDIDATE",5695396,"K00283.01",81730,14.82,-0.14946,19.235389,-6.445e-05,40.0909090909091
"CANDIDATE",5695396,"K00283.02",76710,14.92,-0.23356,19.235385,-1.569e-05,40.0909090909091
"CANDIDATE",6021275,"K00284.01",53750,6.919,-0.10746,18.882405,5.608e-05,30.8571428571429
"CANDIDATE",6021275,"K00284.02",49550,13.51,-0.15849,18.882384,-3.597e-05,30.8571428571429
"CANDIDATE",6021275,"K00284.03",47110,5.956,-0.18311,18.882366,1.642e-05,30.8571428571429
"CANDIDATE",6021275,"K00284.04",43940,33.84,-0.48815,18.882394,0.0001461,30.8571428571429
"CANDIDATE",6196457,"K00285.01",68760,13.68,-0.038644,19.272406,2.604e-05,135
"CANDIDATE",6196457,"K00285.02",64370,15.03,-0.17394,19.272414,-3.191e-05,135
"CANDIDATE",6196457,"K00285.03",61090,15.29,-0.30886,19.272409,-1.266e-05,135
"FALSE POSITIVE",8258171,"K00286.01",68160,85.71,-0.10135,19.947955,-0.001516,12.8666666666667
"FALSE POSITIVE",8703887,"K00287.01",64290,299.2,0.64665,19.795674,-0.003541,21.15
"CANDIDATE",9592705,"K00288.01",68030,7.257,-0.086877,19.581085,6.366e-05,132
"CANDIDATE",10386922,"K00289.01",73340,95.65,-2.9575,18.863043,0.0002782,20.6
"CANDIDATE",10386922,"K00289.02",67030,27.16,-0.22383,18.863041,-1.578e-05,20.6
"FALSE POSITIVE",10488450,"K00290.01",54510,20.98,-0.035482,19.869346,-0.0003683,23.3333333333333
"CANDIDATE",10933561,"K00291.01",53600,16.5,-0.031756,19.818545,-5.668e-05,20.7
"CANDIDATE",10933561,"K00291.02",51600,15.65,-0.0085113,19.818542,3.641e-05,20.7
"CANDIDATE",11075737,"K00292.01",55240,10.14,-0.014813,19.155097,-5.09e-05,44.2
"FALSE POSITIVE",11200415,"K00293.01",67310,10.52,-0.045753,19.756387,0.0001715,14.8888888888889
"CANDIDATE",11259686,"K00294.01",54730,35.67,-0.06236,19.884597,-0.0002038,30.2857142857143
"CANDIDATE",11547513,"K00295.01",56240,16.76,-0.07498,18.982605,6.342e-05,36.5
"CANDIDATE",11547513,"K00295.02",51440,22.44,-0.077278,18.98258,-8.228e-05,36.5
"CANDIDATE",11802615,"K00296.01",54310,28.05,-0.048743,19.002783,-3.641e-05,30.9285714285714
"CANDIDATE",11905011,"K00297.01",53600,9.442,-0.029718,19.083145,2.3e-05,35.1666666666667
"CANDIDATE",12785320,"K00298.01",67610,24.07,-0.056661,19.366286,0.0001147,90.8
"CANDIDATE",12785320,"K00298.02",65840,28.83,-0.069304,19.366272,-0.000178,90.8
"CANDIDATE",2692377,"K00299.01",85090,20.07,-0.37375,19.044101,1.991e-05,33.3846153846154
"FALSE POSITIVE",3438975,"K00300.01",67500,3.909,-0.22777,19.341437,-0.0002269,12.7096774193548
"CANDIDATE",3642289,"K00301.01",67240,9.39,-0.065211,19.366344,1.957e-05,35.5833333333333
"CANDIDATE",3642289,"K00301.02",61450,11.67,-0.11936,19.366384,-0.000127,35.5833333333333
"CANDIDATE",3662838,"K00302.01",55900,31.71,0.029003,19.707248,1.463e-05,14.8461538461538
"CANDIDATE",5966322,"K00303.01",72570,28.87,-0.78207,19.578365,0.0006662,33.5384615384615
"CANDIDATE",6029239,"K00304.01",73210,15.95,-0.052653,19.139333,4.606e-05,37.8333333333333
"CANDIDATE",6029239,"K00304.02",70890,4.941,-0.047106,19.13936,1.187e-05,37.8333333333333
"CANDIDATE",6063220,"K00305.01",77640,11.79,0.014517,19.823612,8.762e-05,92
"CANDIDATE",6071903,"K00306.01",88160,24.63,-0.17309,19.954644,0.0001137,50.7777777777778
"CANDIDATE",6289257,"K00307.01",67390,20.63,-0.14074,19.54534,-7.053e-05,34
"CANDIDATE",6289257,"K00307.02",65580,8.759,-0.072857,19.545369,-1.141e-06,34
"CANDIDATE",6291837,"K00308.01",71270,42.7,-0.12254,19.595311,-2.242e-05,35.9166666666667
"FALSE POSITIVE",7024222,"K00309.01",70890,9.004,-0.034954,19.255402,-0.002303,76.6666666666667
"CANDIDATE",7050989,"K00312.01",63340,7.892,-0.020004,19.764488,-2.228e-05,35.6666666666667
"CANDIDATE",7050989,"K00312.02",60200,17.54,-0.062308,19.764497,-4.267e-05,35.6666666666667
"CANDIDATE",7419318,"K00313.01",70910,21.66,-0.068834,18.809029,-3.009e-05,91
"CANDIDATE",7419318,"K00313.02",66280,13.53,-0.0064315,18.809028,3.286e-06,91
"CANDIDATE",7603200,"K00314.01",79030,21.66,-0.085185,19.358769,6.723e-05,94.8
"CANDIDATE",7603200,"K00314.02",79610,24.4,-0.13069,19.358764,8.338e-05,94.8
"CANDIDATE",7603200,"K00314.03",76110,22.16,0.039596,19.358753,-4.545e-05,94.8
"CANDIDATE",7700622,"K00315.01",81680,22.67,-0.18886,19.818115,-3.147e-05,116
"CANDIDATE",8008067,"K00316.01",70050,10.47,-0.11799,18.826123,-0.0008024,36.0833333333333
"CANDIDATE",8008067,"K00316.02",65910,78.37,-0.98895,18.826144,-0.0009338,36.0833333333333
"CANDIDATE",8008067,"K00316.03",63690,21.33,-0.057365,18.82613,-0.0003585,36.0833333333333
"CANDIDATE",8121310,"K00317.01",67740,27.77,0.02376,19.921094,8.469e-05,35.5833333333333
"CANDIDATE",8121310,"K00317.02",64680,13.92,-0.06002,19.921083,-2.532e-05,35.5833333333333
"CANDIDATE",8156120,"K00318.01",106900,62.98,-0.33484,19.210268,2.315e-05,23.7647058823529
"CANDIDATE",8684730,"K00319.01",68330,24.15,-0.30266,19.341168,-0.0001013,393
"FALSE POSITIVE",8700558,"K00320.01",68590,103.1,-0.15592,19.729808,0.0004418,29.4
"CANDIDATE",8753657,"K00321.01",67060,8.311,-0.35916,19.456548,2.52e-05,37.3333333333333
"CANDIDATE",8753657,"K00321.02",57400,4.273,-0.30158,19.456553,-3.827e-05,37.3333333333333
"FALSE POSITIVE",8948424,"K00322.01",69930,781.3,-0.086949,19.347289,-0.003887,0
"CANDIDATE",9139084,"K00323.01",94350,12.44,-0.11477,18.937409,9.678e-05,56.75
"FALSE POSITIVE",9641041,"K00324.01",68520,13.71,-0.19677,19.201637,-0.0001347,17.8260869565217
"FALSE POSITIVE",9724984,"K00325.01",56110,18.47,-0.046675,19.822184,0.01469,14.8148148148148
"CANDIDATE",9880467,"K00326.01",78160,68.91,-0.071779,19.11044,0.0001289,16.8
"CANDIDATE",9880467,"K00326.02",74390,211.6,-0.94621,19.110435,0.0005978,16.8
"CANDIDATE",9881662,"K00327.01",68120,8.329,-0.1647,19.157959,6.348e-06,36.6666666666667
"CANDIDATE",9881662,"K00327.02",59490,43.81,-0.58405,19.157972,-0.0001094,36.6666666666667
"FALSE POSITIVE",9895004,"K00328.01",75300,10.12,-0.83693,19.571726,0.001032,30.7857142857143
"FALSE POSITIVE",10031885,"K00329.01",54500,57.09,-0.073532,19.921259,-0.0004832,21.5238095238095
"CANDIDATE",11361646,"K00330.01",67140,20.5,-0.47645,19.790604,1.957e-05,36.5833333333333
"CANDIDATE",11361646,"K00330.02",61480,5.457,-0.63412,19.790633,5.368e-05,36.5833333333333
"CANDIDATE",10285631,"K00331.01",55160,25.7,-0.11131,19.745569,-7.162e-05,19.2380952380952
"CANDIDATE",10285631,"K00331.02",51600,35.28,-0.12554,19.745581,1.633e-05,19.2380952380952
"CANDIDATE",10290666,"K00332.01",52620,5.648,-0.18886,19.843391,1.265e-05,40
"CANDIDATE",10290666,"K00332.02",48250,12.69,-0.16336,19.843409,1.767e-05,40
"CANDIDATE",10337258,"K00333.01",72380,38.68,-0.083683,19.397198,0.0001279,14.7037037037037
"FALSE POSITIVE",10383687,"K00334.01",69900,46.45,0.0087878,18.727558,-0.006247,22
"FALSE POSITIVE",10470206,"K00335.01",68160,21.97,-0.53154,19.454596,0.000406,19.6666666666667
"FALSE POSITIVE",10518725,"K00336.01",67810,84.95,-0.066366,18.928173,0.003171,16.0416666666667
"CANDIDATE",10545066,"K00337.01",54770,29.09,-0.37409,19.712306,-2.486e-05,36.0833333333333
"CANDIDATE",10552611,"K00338.01",56450,16.09,-0.042977,19.864705,-7.746e-05,114.25
"CANDIDATE",10552611,"K00338.02",54160,11.04,-0.1644,19.864717,6.066e-05,114.25
"CANDIDATE",10587105,"K00339.01",54730,6.597,-0.36589,19.059234,-9.879e-05,30.6428571428571
"CANDIDATE",10587105,"K00339.02",44940,29.41,-0.16423,19.059234,-9.701e-05,30.6428571428571
"CANDIDATE",10587105,"K00339.03",43090,29.23,-0.20045,19.059193,-1.611e-06,30.6428571428571
"FALSE POSITIVE",10616571,"K00340.01",681500,413.9,-0.22961,19.844341,0,33.3846153846154
"CANDIDATE",10878263,"K00341.01",75280,28.69,-0.15588,19.864111,9.287e-06,49.3333333333333
"CANDIDATE",10878263,"K00341.02",71410,14.69,-0.16472,19.864107,0.0001348,49.3333333333333
"CANDIDATE",10982872,"K00343.01",70960,11.68,-0.23515,19.674597,4.288e-05,26.625
"CANDIDATE",10982872,"K00343.02",62580,7.62,-0.43966,19.674601,-7.255e-06,26.625
"CANDIDATE",10982872,"K00343.03",51470,31.91,-0.17267,19.674604,-2.603e-05,26.625
"CANDIDATE",11015108,"K00344.01",69900,49.96,-0.137,18.889345,-0.000164,41.2727272727273
"CANDIDATE",11074541,"K00345.01",64970,35.01,-0.018145,19.101649,-5.119e-05,75.8333333333333
"CANDIDATE",11100383,"K00346.01",67130,43.77,-0.0098402,19.91073,-0.0001493,76.3333333333333
"CANDIDATE",11189127,"K00347.01",79670,611.8,-0.091647,19.410487,-0.00302,24.0555555555556
"CANDIDATE",11194032,"K00348.01",76400,44.15,0.034076,19.579047,4.054e-05,115.75
"CANDIDATE",11394027,"K00349.01",53530,31.73,0.032487,19.123502,-0.0004363,33.4615384615385
"CANDIDATE",11395587,"K00350.01",56110,34.93,0.034713,19.190761,-5.194e-05,40
"CANDIDATE",11442793,"K00351.01",107500,51.57,-2.3327,18.962233,0.000427,36
"CANDIDATE",11442793,"K00351.02",76600,-84.95,-1.4622,18.96223,0.0004105,36
"CANDIDATE",11442793,"K00351.03",55580,73.6,-0.42892,18.962227,-0.0002498,36
"CANDIDATE",11442793,"K00351.04",59200,-6.761,-0.76403,18.96221,0.0001046,36
"CANDIDATE",11442793,"K00351.05",59080,74.38,-1.0317,18.962253,-0.0001436,36
"CANDIDATE",11442793,"K00351.06",50690,26.94,-0.087978,18.962236,4.227e-05,36
"CANDIDATE",11442793,"K00351.07",46500,31.99,-0.10801,18.962218,-0.0001304,36
"CANDIDATE",11521793,"K00352.01",67850,40.61,0.020838,19.871179,0,23.3333333333333
"CANDIDATE",11521793,"K00352.02",65660,53.05,-0.04473,19.871184,0,23.3333333333333
"CANDIDATE",11566064,"K00353.01",68170,183.3,-0.42843,19.680845,-0.0002041,21.4210526315789
"CANDIDATE",11566064,"K00353.02",67290,67.54,-0.1366,19.680852,-4.687e-06,21.4210526315789
"CANDIDATE",11566064,"K00353.03",67850,32.58,0.030996,19.680831,7.65e-06,21.4210526315789
"CANDIDATE",11568987,"K00354.01",70480,20.21,-0.080382,19.761247,-5.72e-05,40.9090909090909
"CANDIDATE",11568987,"K00354.02",67110,16.32,0.054983,19.761232,-1.761e-05,40.9090909090909
"CANDIDATE",11621223,"K00355.01",67560,9.689,-0.10076,19.77111,-1.855e-05,32.9230769230769
"CANDIDATE",11624249,"K00356.01",68630,5.74,-0.19868,19.8491,-6.571e-05,5.14666666666667
"FALSE POSITIVE",12017140,"K00358.01",108700,1133,-0.093184,19.594328,-0.006728,23.2777777777778
"FALSE POSITIVE",12106929,"K00359.01",63510,70.07,-0.033761,19.278006,-0.001072,35.6153846153846
"FALSE POSITIVE",12107021,"K00360.01",34710,32.46,0.039332,19.280912,0.000375,44.6
"CANDIDATE",12404954,"K00361.01",72780,8.611,-0.075956,19.325378,-1.063e-05,37.5
"FALSE POSITIVE",1571511,"K00362.01",142800,184.8,-0.021323,19.399796,9.951e-05,22
"FALSE POSITIVE",2438070,"K00363.01",84340,24.94,-0.017101,19.351806,-0.004085,12.1176470588235
"CANDIDATE",11623629,"K00365.01",84710,23.7,-0.39323,19.83244,-0.0001404,50
"CANDIDATE",3545478,"K00366.01",68060,65.95,-0.12634,19.444276,-8.289e-05,16.4545454545455
"CANDIDATE",4815520,"K00367.01",57490,25,-0.1367,18.964817,8.014e-08,37
"FALSE POSITIVE",6603043,"K00368.01",85100,30.27,-0.78815,19.390306,0.0001117,21.8947368421053
"CANDIDATE",7175184,"K00369.01",67380,11.75,-0.056769,18.794386,-2.911e-06,24.4705882352941
"CANDIDATE",7175184,"K00369.02",64020,9.172,-0.058879,18.794384,1.473e-05,24.4705882352941
"CANDIDATE",8494142,"K00370.01",68510,19.63,-0.11746,19.425852,-2.254e-05,134.666666666667
"CANDIDATE",8494142,"K00370.02",64970,17.86,-0.055769,19.425841,4.971e-05,134.666666666667
"FALSE POSITIVE",5652983,"K00371.01",66220,189.6,-0.94898,19.978418,0.0004052,180.5
"CANDIDATE",6471021,"K00372.01",201900,74.16,-4.9472,19.941496,0.0007538,33.3076923076923
"CANDIDATE",7364176,"K00373.01",67410,29.96,-0.33904,19.482332,-1.887e-05,44.5
"CANDIDATE",8686097,"K00374.01",66940,37.27,-1.2529,19.374995,-0.00026,26.875
"FALSE POSITIVE",12643589,"K00376.01",75230,72.57,-0.10989,19.220976,0.04227,20.8571428571429
"FALSE POSITIVE",12643589,"K00376.02",67640,64.93,-0.16629,19.221543,0.000995,20.8571428571429
"CANDIDATE",3323887,"K00377.01",271400,-146.4,-1,19.038264,0.0004035,34.5384615384615
"FALSE POSITIVE",2449074,"K00378.01",68970,90.5,-0.20438,19.513729,-0.008007,11.2222222222222
"FALSE POSITIVE",2446113,"K00379.01",67840,17.99,-0.026032,19.470463,-4.298e-05,24.0588235294118
"CANDIDATE",2446113,"K00379.02",65110,36.12,-0.055928,19.470485,-0.0001179,24.0588235294118
"FALSE POSITIVE",2452450,"K00380.01",85140,47.21,0.035379,19.562873,0.00778,32.3076923076923
"FALSE POSITIVE",3230578,"K00381.01",69120,147,0.056625,19.34691,0.0002694,18.8181818181818
"FALSE POSITIVE",3231137,"K00382.01",76390,53.97,-0.030232,19.355327,0.00862,21.3333333333333
"CANDIDATE",3353050,"K00384.01",53380,9.209,-0.12495,19.609975,-3.706e-05,17.1363636363636
"CANDIDATE",3446746,"K00385.01",68660,32.73,-0.04023,19.480989,0.0001171,56
"CANDIDATE",3656121,"K00386.01",55630,43.77,-0.22361,19.607395,-0.0001187,36
"CANDIDATE",3656121,"K00386.02",53400,73.51,-0.38406,19.607378,0.0006536,36
"CANDIDATE",3733628,"K00387.01",86860,16.4,-0.20846,19.147913,-0.0001153,115.25
"CANDIDATE",3831053,"K00388.01",68860,12.99,-0.15139,18.980456,-1.078e-05,18.9047619047619
"FALSE POSITIVE",3847708,"K00389.01",69070,55.44,-0.27026,19.380391,-0.002733,51.1111111111111
"FALSE POSITIVE",3849155,"K00390.01",68540,8.769,-0.37068,19.408492,0.0006628,32.0714285714286
"FALSE POSITIVE",3858804,"K00391.01",54940,421.7,-0.037635,19.578222,-0.001892,20.6111111111111
"CANDIDATE",3942670,"K00392.01",66280,25.65,-0.38601,19.198395,-0.0004271,26.125
"CANDIDATE",3942670,"K00392.02",63900,24.86,-0.079851,19.198396,9.193e-06,26.125
"CANDIDATE",3964109,"K00393.01",53340,18.41,-0.13816,19.601932,-3.387e-05,33.3076923076923
"FALSE POSITIVE",4159347,"K00394.01",71390,382.3,-0.0010923,19.468695,0.001621,11.46875
"FALSE POSITIVE",4165960,"K00395.01",54740,26.64,0.049313,19.571386,0.002168,35.5
"CANDIDATE",4252322,"K00396.01",75820,31.88,-0.085002,19.250527,0.001457,16.8
"FALSE POSITIVE",4376644,"K00397.01",54420,94.27,-0.28057,19.634144,-0.004124,20.4090909090909
"CANDIDATE",9946525,"K00398.01",79640,170.8,-0.16713,19.319086,-0.001273,64.8571428571428
"CANDIDATE",9946525,"K00398.02",72880,24.63,-0.16105,19.319084,-0.0001652,64.8571428571428
"CANDIDATE",9946525,"K00398.03",67240,28.74,-0.18752,19.319088,-0.0001254,64.8571428571428
"FALSE POSITIVE",7289157,"K00399.01",22690000,5741,-1,19.597739,0,33.0769230769231
"FALSE POSITIVE",2695110,"K00400.01",71580,77.83,-0.12078,19.101683,0.02695,22.2
"CANDIDATE",3217264,"K00401.01",69740,19.86,0.08145,19.056908,-0.0001831,49.5555555555556
"CANDIDATE",3217264,"K00401.02",67110,142,-0.032871,19.056901,0.0002509,49.5555555555556
"CANDIDATE",3217264,"K00401.03",66050,58.38,0.018489,19.056895,-0.0003375,49.5555555555556
"FALSE POSITIVE",3342592,"K00402.01",86810,561.5,-0.094836,19.437078,0.02083,20.4090909090909
"FALSE POSITIVE",4247092,"K00403.01",68050,149.2,-0.10564,19.125304,-0.0002615,33.6923076923077
"FALSE POSITIVE",4949751,"K00404.01",73840,70.78,-0.35532,19.869734,0.01915,25.2222222222222
"FALSE POSITIVE",5003117,"K00405.01",638300,719.6,-0.1598,19.290761,0.001177,28
"FALSE POSITIVE",5035972,"K00406.01",75050,1195,-0.031256,19.851484,-0.003767,21.9
"FALSE POSITIVE",5218441,"K00407.01",71800,224.5,-1,19.938376,0.0002254,22.5
"CANDIDATE",5351250,"K00408.01",77870,42.85,-0.1215,19.2156,-0.0001835,44.7
"CANDIDATE",5351250,"K00408.02",71580,73.97,-0.10537,19.215603,-0.0001034,44.7
"CANDIDATE",5351250,"K00408.03",69500,90.07,-0.54734,19.215621,-0.0003213,44.7
"CANDIDATE",5351250,"K00408.04",68530,38.6,-0.1696,19.215591,-0.0001644,44.7
"FALSE POSITIVE",5351250,"K00408.05",61750,185.4,-0.55644,19.215663,0.0004378,44.7
"CANDIDATE",5444548,"K00409.01",68520,26.89,0.014583,19.371083,-4.695e-05,39.6363636363636
"FALSE POSITIVE",5449777,"K00410.01",67750,19.68,-0.042266,19.4832,0.0006684,21.9
"FALSE POSITIVE",5478055,"K00411.01",71750,80.71,0.038895,19.933959,0.006505,18
