"koi_disposition","kepid","kepoi_name","tce_incl","tce_impact","tce_slogg_prov","tce_albedo_stat","tce_fwm_pdeco","tce_ingress_sn"
"CANDIDATE",3967760,"K01760.02",85.09,0.8797,26,1.004,-0.0002323,0.260885275519422
"CANDIDATE",4067336,"K01761.01",86.6,0.9744,7,0.5669,-0.0003342,7.07340946166395
"FALSE POSITIVE",5387843,"K01762.01",68.59,0.9008,7,-0.3774,-0.0002396,0.653683716564993
"FALSE POSITIVE",10491044,"K01763.01",47.01,0.9992,7,0.09978,0.002562,10.8049382716049
"CANDIDATE",11904734,"K01764.01",88.34,0.9345,7,2.261,-0.0006445,41.4954172696575
"FALSE POSITIVE",8043714,"K01765.01",86.79,0.7997,7,3.286,-4.591e-05,87.6543209876543
"FALSE POSITIVE",3654950,"K01766.01",80.13,0.8989,7,-15.74,0.01158,930.393700787402
"FALSE POSITIVE",8223328,"K01767.01",89.16,0.9919,18,4.951,0.002597,510.004083299306
"FALSE POSITIVE",4150390,"K01768.01",89.14,0.9035,7,2.703,-0.00311,310.189452124936
"FALSE POSITIVE",8444552,"K01769.01",66.65,0.872,7,0,-0.0003316,2100.76222346161
"FALSE POSITIVE",7918217,"K01770.01",86.09,0.9999,13,0,0.01993,37.4725943970767
"FALSE POSITIVE",11342573,"K01771.01",89.48,0.903,7,1.832,0.007945,351.881125513753
"FALSE POSITIVE",3345675,"K01772.01",89.75,0.9734,7,0.995,0.000963,108.984615384615
"FALSE POSITIVE",10153011,"K01773.01",88.86,0.945,7,2.317,0.0009313,147.698744769874
"FALSE POSITIVE",11285136,"K01774.01",78.48,0.8993,7,1.167,-0.0003003,286.620164870006
"FALSE POSITIVE",4913000,"K01775.01",78.28,0.9726,18,0.2277,-0.0237,90.3860711582135
"FALSE POSITIVE",8453214,"K01776.01",79.14,0.826,7,1.646,-0.001078,3.52568255437298
"FALSE POSITIVE",5110423,"K01777.01",68.61,1,7,-5.589,-0.01381,7.84868169659916
"FALSE POSITIVE",5444384,"K01778.01",33.82,0.9803,7,0,0,158.151815181518
"CANDIDATE",9909735,"K01779.01",83.96,0.8195,23,0,5.405e-07,7.58064516129032
"CANDIDATE",9909735,"K01779.02",88.24,0.7491,23,2.472,0.0001816,1.10592686002522
"FALSE POSITIVE",5450814,"K01780.01",86.2,0.9718,7,4.663,-0.001214,264.318132699373
"CANDIDATE",11551692,"K01781.01",86.75,0.7893,23,0,0.0001595,8.71581769436997
"CANDIDATE",11551692,"K01781.02",80.39,0.9,23,0.8272,5.197e-05,5.14554645284992
"CANDIDATE",11551692,"K01781.03",89.32,0.7934,23,0.9597,6.107e-05,2.20769230769231
"FALSE POSITIVE",8678664,"K01782.01",88.4,0.948,7,1.649,0.002498,152.511884877297
"CANDIDATE",10005758,"K01783.01",89.44,0.9248,16,2.202,0.0002054,10.8171206225681
"CANDIDATE",10005758,"K01783.02",89.76,0.7971,16,1.985,-0.0006042,2.62589437819421
"CANDIDATE",10158418,"K01784.01",86.35,0.9362,32,-2.246,-0.0004808,98.4229794424106
"FALSE POSITIVE",9366989,"K01785.01",51.18,0.9858,7,0.1155,0,19.08993411981
"FALSE POSITIVE",3128793,"K01786.01",87.64,0.5092,58,-0.9042,-0.001102,18.3495643259867
"CANDIDATE",5864975,"K01787.01",89.67,0.6012,7,2.764,-0.001459,5.90325138778747
"CANDIDATE",2975770,"K01788.01",89.73,0.424,26,1.848,0.001809,2.5103668261563
"FALSE POSITIVE",2975770,"K01788.02",89.73,0.93,26,2.279,0.0004213,2.24914481185861
"FALSE POSITIVE",5565497,"K01789.01",58.7,0.9003,7,1.162,0,0.587359550561798
"CANDIDATE",6504954,"K01790.01",89.8,0.5174,7,1.733,-0.0009885,3.38135048231511
"FALSE POSITIVE",4144231,"K01791.01",87.58,0.9996,7,0.8889,0.1526,76.9137792103143
"CANDIDATE",8552719,"K01792.01",89.22,0.6194,23,1.51,-0.0003275,11.3089320680825
"FALSE POSITIVE",8552719,"K01792.02",80.69,0.9098,23,1.087,-2.276e-05,1.48867562380038
"CANDIDATE",8552719,"K01792.03",17.59,0.9895,23,3.072,2.906e-05,4.17200065649106
"CANDIDATE",5731623,"K01793.01",83.05,0.9314,7,0.003815,0.00282,76.8722073279714
"FALSE POSITIVE",6153672,"K01794.01",85.08,0.9343,7,1.697,-0.0002512,38.7762447510498
"FALSE POSITIVE",9674608,"K01795.01",85.75,0.9,7,6.124,0.0009629,2.83460559796438
"FALSE POSITIVE",10019399,"K01796.01",86.85,0.9906,13,-0.6471,-8.361e-05,124.226616523111
"CANDIDATE",10676014,"K01797.01",88.05,0.7735,32,2.041,0.0001127,1.90679747722495
"FALSE POSITIVE",6867766,"K01798.01",87.9,0.9738,7,0.9454,-0.0003481,74.3600330305533
"FALSE POSITIVE",6058614,"K01799.01",80.47,0.9025,7,-3.904,0.002014,93.2648674468593
"CANDIDATE",11017901,"K01800.01",88.03,0.9451,66,-1.032,-0.0001527,67.8267308404295
"CANDIDATE",5088591,"K01801.01",87.97,0.7898,7,1.35,0.0004463,1.90965732087227
"CANDIDATE",11298298,"K01802.01",83.59,0.9314,26,1.956,-2.887e-05,4.6478527607362
"CANDIDATE",4349442,"K01803.01",83.94,0.8999,16,1.579,-0.0002574,2.55276381909548
"FALSE POSITIVE",4349442,"K01803.02",86.93,0.9024,16,1.476,0.0009721,0.393223010244287
"FALSE POSITIVE",4349442,"K01803.03",82.04,0.915,16,0.9248,0.000335,0.222982074396436
"CANDIDATE",11187436,"K01804.01",88.12,0.8352,7,2.2,-0.00109,3.6536214953271
"CANDIDATE",4644952,"K01805.01",86.16,0.9014,16,2.424,-9.91e-05,2.9484126984127
"CANDIDATE",4644952,"K01805.02",82.46,0.9001,16,1.697,4.672e-05,0.966448801742919
"CANDIDATE",4644952,"K01805.03",89.06,0.7257,16,1.7,0.0001844,0.529576675077096
"FALSE POSITIVE",9529744,"K01806.01",40.29,0.9708,5,0.3098,0,6.92495126705653
"CANDIDATE",9529744,"K01806.02",85.59,0.9048,5,1.624,0,0.471311475409836
"CANDIDATE",9529744,"K01806.03",81.85,0.9237,5,1.149,0,0.338615618661258
"CANDIDATE",10614012,"K01807.01",89.32,0.4536,4,2.036,-9.869e-05,34.4778254649499
"CANDIDATE",7761918,"K01808.01",89.4,0.8763,23,2.39,0.0002489,5.20760233918129
"CANDIDATE",8240797,"K01809.01",87.59,0.8944,23,1.868,-2.964e-05,1.26289517470882
"CANDIDATE",8240797,"K01809.02",81.93,0.8936,23,1.708,0.0001317,1.18471687740517
"FALSE POSITIVE",8164262,"K01810.01",86.07,1,7,1.163,0.0001174,0.399905793688177
"FALSE POSITIVE",3966262,"K01811.01",77.59,0.9999,7,0.9383,0.04763,84.5329249617152
"FALSE POSITIVE",6279974,"K01812.01",71.34,0.9005,26,-103.3,-0.0004356,6.15384615384615
"CANDIDATE",9455325,"K01813.01",86.04,0.94,32,3.337,0.0001911,3.29312762973352
"CANDIDATE",5621125,"K01814.01",87.51,0.6594,26,0.3134,2.864e-05,1.41172595520422
"CANDIDATE",9872283,"K01815.01",84.37,0.8996,7,-0.3662,4.414e-05,1.64818024263432
"CANDIDATE",9872283,"K01815.02",77.33,0.9,7,0.3026,-0.0001054,0.131148225469729
"CANDIDATE",8624520,"K01816.01",88.71,0.9005,7,2.012,0.0008115,2.30113636363636
"FALSE POSITIVE",7918172,"K01817.01",89.53,0.9417,7,1.056,-0.01506,3.31614859742229
"CANDIDATE",7870032,"K01818.01",88.19,0.7436,32,1.83,1.831e-05,0.774139095205942
"CANDIDATE",9597058,"K01819.01",87.01,0.9099,32,2.775,5.872e-05,1.76172707889126
"CANDIDATE",8277797,"K01820.01",81.85,0.891,16,2.349,6.568e-05,1.15315739868049
"CANDIDATE",8277797,"K01820.02",75.39,0.8929,16,1.011,-3.685e-05,0.325087218522042
"CANDIDATE",8832512,"K01821.01",85.37,0.8855,7,2.383,-0.0003113,2.97257006559332
"CANDIDATE",5124667,"K01822.01",89.51,0.7597,5,1.562,-0.0001402,2.08475263584753
"FALSE POSITIVE",10092312,"K01823.01",86.72,0.9,7,1.458,0.0006711,1.15640839971035
"FALSE POSITIVE",10092312,"K01823.02",67.23,0.9001,7,0.9145,0.0006766,0.537554069996068
"CANDIDATE",2989404,"K01824.01",77.45,0.8985,23,1.515,3.304e-05,1.1869109947644
"CANDIDATE",2989404,"K01824.02",69.9,0.8996,23,-0.7364,-1.622e-05,0.790397521941146
"CANDIDATE",5375194,"K01825.01",85.84,0.8962,32,2.621,0.0002819,3.19728292971057
"CANDIDATE",6468138,"K01826.01",89.65,0.5797,23,1.856,0.0002549,0.623247863247863
"FALSE POSITIVE",10031707,"K01827.01",66.41,0.9998,14,0,-3.308e-05,64.7241074063145
"CANDIDATE",11875734,"K01828.01",89.32,0.832,7,1.958,7.547e-06,2.18006042296073
"FALSE POSITIVE",7697568,"K01829.01",88.12,0.9814,7,0.8356,-0.001269,26.4670896114195
"CANDIDATE",3326377,"K01830.01",87.5,0.8104,32,1.806,0.0003312,0.887351142581268
"CANDIDATE",3326377,"K01830.02",89.77,0.5955,32,2.209,-0.0006923,1.62369441957625
"CANDIDATE",11601584,"K01831.01",88.27,0.8925,16,2.992,0.0003956,4.40065681444992
"CANDIDATE",11601584,"K01831.02",81.61,0.8999,16,1.239,0.0001322,0.346315789473684
"CANDIDATE",11601584,"K01831.03",88.24,0.9496,16,1.702,4.481e-05,0.40112269446672
"CANDIDATE",11601584,"K01831.04",87.91,0.799,16,0.9317,-6.897e-05,0.222370486656201
"CANDIDATE",11709244,"K01832.01",84.81,0.8814,26,1.934,-0.0002343,1.18093855829705
"CANDIDATE",11709244,"K01832.02",85.75,0.989,26,0.3997,-0.0001355,11.3152985074627
"CANDIDATE",11709244,"K01832.03",88.96,0.8476,26,2.087,0.0006339,0.67115952732644
"CANDIDATE",11853878,"K01833.01",83.1,0.8991,7,2.639,-0.0001241,1.44691224268689
"CANDIDATE",11853878,"K01833.02",86.98,0.9457,7,1.408,-0.0004549,2.60994152046784
"CANDIDATE",11853878,"K01833.03",84.09,0.9468,7,2.844,-0.0002562,2.08290638099674
"FALSE POSITIVE",5802478,"K01834.01",71.42,0.9777,7,2.135,0,27.0683295274899
"CANDIDATE",9471268,"K01835.01",76.7,0.9005,16,1.471,-0.0001544,0.836175942549372
"CANDIDATE",9471268,"K01835.02",82.66,0.9096,16,1.992,-2.55e-05,0.863150129103652
"CANDIDATE",9471268,"K01835.03",86.8,0.8772,16,1.225,-0.0002337,0.29957700920627
"FALSE POSITIVE",5389540,"K01836.01",85.33,0.919,13,2.719,-0.02125,1.05772976801842
"CANDIDATE",10657406,"K01837.01",88.49,0.8429,23,1.434,-0.0001777,1.4988864142539
"CANDIDATE",10657406,"K01837.02",73.76,0.8985,23,1.174,-4.801e-05,0.442328042328042
"CANDIDATE",5526527,"K01838.01",88.58,0.8699,18,2.664,-0.0007784,1.02801326944342
"CANDIDATE",5856571,"K01839.01",84.29,0.9119,7,0.7365,-0.0001495,3.84947049924357
"CANDIDATE",5856571,"K01839.02",89.59,0.8344,7,0.7732,0.0002205,0.38387842748596
"CANDIDATE",7765528,"K01840.01",81.7,0.9501,26,2.091,-0.0001886,6.21575115817339
"CANDIDATE",7765528,"K01840.02",84.77,0.9069,26,1.062,-0.0001554,0.240856031128405
"CANDIDATE",11760231,"K01841.01",89.19,0.8865,23,2.625,0.0001279,1.31748354059985
"CANDIDATE",7779077,"K01842.01",87.98,0.8786,7,1.599,0.0007065,1.28210042161748
"CANDIDATE",5080636,"K01843.01",84.53,0.8845,42,2.032,6.052e-05,0.946356727760393
"CANDIDATE",5080636,"K01843.02",89.43,0.2887,42,0.3481,0.0003353,0.08428
"FALSE POSITIVE",8892721,"K01844.01",88.01,0.9215,7,3.149,-0.08572,6.70939388390405
"CANDIDATE",3338885,"K01845.01",77.37,0.899,7,-1.509,-6.636e-05,0.79071661237785
"CANDIDATE",3338885,"K01845.02",87.6,0.9001,7,0.5586,0.0001598,0.544043624161074
"CANDIDATE",9886255,"K01846.01",89.64,0.6094,7,2.6,-0.0002853,1.14020666979803
"CANDIDATE",6776401,"K01847.01",88.77,0.7118,7,1.804,-0.0001914,0.701430429128739
"CANDIDATE",7430034,"K01848.01",87.79,0.9217,26,2.508,0.0002196,4.66485507246377
"CANDIDATE",9735426,"K01849.01",87.68,0.8219,26,1.81,0.0004028,0.593931128537334
"CANDIDATE",8826168,"K01850.01",83.43,0.9533,32,2.949,-0.0002123,4.57604663487016
"CANDIDATE",10464050,"K01851.01",82.68,0.9302,7,1.462,0.0001381,1.92311977715877
"CANDIDATE",9763348,"K01852.01",85.47,0.8933,23,1.449,2.045e-05,2.09398148148148
"CANDIDATE",8804397,"K01853.01",88.87,0.8084,23,2.072,0.0003011,1.1063829787234
"CANDIDATE",9662811,"K01854.01",87.98,0.8914,32,2.185,0.0001141,3.04670558798999
"CANDIDATE",5992270,"K01855.01",88.16,0.9446,7,2.709,0.001093,4.18035148372227
"CANDIDATE",11570749,"K01856.01",86.64,0.9815,7,0.8494,7.467e-05,24.6872898453262
"CANDIDATE",11297236,"K01857.01",89.19,0.7913,32,2.725,0.0001913,1.57071024512885
"CANDIDATE",8160953,"K01858.01",89.66,0.6086,32,2.926,0.0003894,1.12243326488706
"FALSE POSITIVE",8625821,"K01859.01",87.96,1,7,0.4378,0.007343,3.48262548262548
"CANDIDATE",4157325,"K01860.01",83.03,0.8824,16,2.302,-0.0007083,1.80878048780488
"CANDIDATE",4157325,"K01860.02",84.96,0.9011,16,2.15,-0.0007022,2.14415481832543
"CANDIDATE",4157325,"K01860.03",77.35,0.8989,16,1.416,-0.0001564,0.430538429921907
"FALSE POSITIVE",4157325,"K01860.04",87.78,0.8096,16,0.8288,-0.0004588,0.176347546259051
"CANDIDATE",3648437,"K01861.01",87.63,0.8029,18,1.637,-0.0001123,1.20964039785769
"CANDIDATE",7286173,"K01862.01",89.22,0.7858,32,2.227,-0.0001331,0.688543872030111
"CANDIDATE",11126381,"K01863.01",88.92,0.6721,7,1.465,0.0001154,0.694051825677267
"CANDIDATE",4149450,"K01864.01",69,0.9292,23,2.009,-1.838e-05,1.45836487509463
"FALSE POSITIVE",9115681,"K01865.01",35.55,0.9994,5,-3.53,0.008945,27.2810577300694
"CANDIDATE",9520838,"K01866.01",89.65,0.6294,32,2.282,0.0002515,0.718585858585859
"CANDIDATE",8167996,"K01867.01",80.06,0.9,42,1.547,-0.0002011,0.8470075307174
"CANDIDATE",8167996,"K01867.02",88.55,0.8967,42,2.15,-0.0008931,0.909157778595072
"CANDIDATE",8167996,"K01867.03",87.22,0.6861,42,0.8065,4.483e-05,0.18615347950429
"CANDIDATE",6773862,"K01868.01",89.01,0.8334,42,2.089,0.0002298,0.657482993197279
"FALSE POSITIVE",8009496,"K01869.01",89.83,0.9433,5,1.716,0.05295,52.1450021450021
"CANDIDATE",10187159,"K01870.01",87.35,0.8896,7,1.643,-0.000253,0.796571428571429
"CANDIDATE",9758089,"K01871.01",89.26,0.8328,16,2.957,0.0009061,1.93029763418977
"CANDIDATE",9758089,"K01871.02",88.13,0.9024,16,3.286,0.0006219,1.98848135798727
"CANDIDATE",9883311,"K01872.01",88.56,0.9697,7,0.9418,-2.905e-05,17.5830013280212
"CANDIDATE",4939346,"K01873.01",89.33,0.6027,7,2.06,0.0002906,1.47179744296816
"CANDIDATE",4939346,"K01873.02",88.78,0.5701,7,0.6843,-0.0008116,0.13964464186563
"CANDIDATE",8978528,"K01874.01",87.91,0.8233,42,2.951,0.0002464,1.29800063471914
"CANDIDATE",8978528,"K01874.02",86.72,0.8449,42,1.176,-0.0001012,0.257134319438219
"CANDIDATE",9967771,"K01875.01",55.07,0.9011,26,-2.976,-6.85e-05,0.384851586489253
"CANDIDATE",9967771,"K01875.02",85.54,0.8907,26,1.6,1.489e-05,0.6712
"CANDIDATE",11622600,"K01876.01",89.62,0.666,42,2.232,-5.436e-05,0.644204358176158
"CANDIDATE",10454632,"K01877.01",86.47,0.9386,23,2.509,-6.408e-05,2.65674769488684
"CANDIDATE",3098810,"K01878.01",88.61,0.9448,23,2.099,0.0001462,2.47394747811588
"CANDIDATE",8367644,"K01879.01",88.97,0.8417,42,3.247,0.002632,2.05413687436159
"CANDIDATE",10332883,"K01880.01",76.23,0.8993,42,0.5779,-5.164e-05,1.07913669064748
"CANDIDATE",4035640,"K01881.01",88.61,0.7677,26,1.787,-8.156e-05,0.852873030583874
"CANDIDATE",6205228,"K01882.01",82.08,0.8988,26,0.8899,-0.000145,0.494413407821229
"CANDIDATE",11758544,"K01883.01",69.9,0.9148,23,0.7559,-2.055e-05,0.813508920985556
"FALSE POSITIVE",4851530,"K01884.01",86.66,0.7547,7,1.475,0,0.467075471698113
"CANDIDATE",4851530,"K01884.02",87.74,0.6413,7,0.4972,0,0.117719653711549
"CANDIDATE",11413812,"K01885.01",84.81,0.8994,7,1.583,-8.811e-05,0.630224106602059
"CANDIDATE",9549648,"K01886.01",85.92,0.8963,23,1.436,3.664e-05,0.517911091929219
"FALSE POSITIVE",10965740,"K01887.01",84.78,0.9938,7,0.5116,-0.003274,23.438328560823
"CANDIDATE",10063802,"K01888.01",89.35,0.6822,23,2.905,0.0001466,3.39243243243243
"CANDIDATE",11074178,"K01889.01",85.85,0.9026,7,2.148,-0.0003581,2.50092833271444
"CANDIDATE",11074178,"K01889.02",86.25,0.7879,7,0.7771,-0.0003461,0.173626825756017
"CANDIDATE",7449136,"K01890.01",76.05,0.899,0,2.081,1.103e-05,1.29353778751369
"CANDIDATE",8680979,"K01891.01",87.77,0.778,26,1.642,-0.0005887,0.51412213740458
"CANDIDATE",8680979,"K01891.02",84.94,0.8885,26,1.144,-0.0003338,0.302101274543576
"CANDIDATE",9030537,"K01892.01",89.36,0.7089,7,1.709,0.0005022,0.627415359207267
"CANDIDATE",8689793,"K01893.01",85.75,0.6935,7,0.4537,6.442e-05,0.33322203672788
"CANDIDATE",11673802,"K01894.01",76.21,0.7701,0,-3.617,-5.608e-05,1.53738124741842
"CANDIDATE",4263293,"K01895.01",86.95,0.8391,7,1.922,0.000455,0.862027231467473
"CANDIDATE",4263293,"K01895.02",88.34,0.8245,7,1.972,-0.001189,0.819341668793059
"CANDIDATE",4263293,"K01895.03",89.41,0.7225,7,0.6531,-0.0003452,0.147382431233363
"FALSE POSITIVE",10294613,"K01896.01",70.32,0.9079,7,2.025,0.1078,1.62711090826107
"CANDIDATE",5695524,"K01897.01",88.92,0.8964,7,1.979,-0.0001019,1.79967585089141
"CANDIDATE",7668663,"K01898.01",84.72,0.9004,32,1.444,2.791e-06,0.534446130500759
"CANDIDATE",7047922,"K01899.01",86.48,0.9378,7,2.173,0.0004102,2.15273581738839
"CANDIDATE",7047922,"K01899.02",85.58,0.8766,7,0.6973,5.146e-06,0.129284369114878
"CANDIDATE",9353314,"K01900.01",83.82,0.9007,7,2.12,2.792e-05,0.769698813507758
"CANDIDATE",3629967,"K01901.01",89.29,0.7703,26,1.909,-0.0003354,0.684845005740528
"FALSE POSITIVE",5809954,"K01902.01",89.77,0.9745,67,0.5108,-0.0009795,11.2438097431763
"FALSE POSITIVE",3836453,"K01903.01",73.18,0.9016,4,2.491,-0.002363,0.799732083054253
"CANDIDATE",8766650,"K01904.01",84.47,0.9517,23,2.85,-6.381e-05,2.69207836456559
"CANDIDATE",10328393,"K01905.01",84.98,0.9114,16,2.093,-0.0004155,0.659643842488086
"CANDIDATE",10328393,"K01905.02",84.19,0.9682,16,2.798,-0.0001327,2.57474672596985
"CANDIDATE",10328393,"K01905.03",87.51,0.926,16,2.424,-6.653e-05,1.03770661157025
"CANDIDATE",11773328,"K01906.01",89.16,0.7907,7,1.342,0.0002305,0.392853246044735
"CANDIDATE",7094486,"K01907.01",88.29,0.7638,42,1.733,-0.0003557,0.496150783116538
"CANDIDATE",5706966,"K01908.01",87.6,0.7994,42,1.523,0.0001743,0.404206098843323
"CANDIDATE",5706966,"K01908.02",87.86,0.8809,42,1.669,-0.0001128,0.503648590642438
"CANDIDATE",10130039,"K01909.01",85.07,0.9013,23,2.226,-1.873e-05,1.15362831858407
"CANDIDATE",10130039,"K01909.02",81.54,0.8987,23,1.806,4.16e-05,0.509075439591605
"CANDIDATE",10130039,"K01909.03",88.34,0.8972,23,1.501,-2.101e-05,0.37095331783223
"CANDIDATE",8226050,"K01910.01",88.95,0.7222,26,1.518,-0.0002305,0.450948509485095
"CANDIDATE",8226050,"K01910.02",86.9,0.9233,26,0.9285,0.0002702,0.211631108052306
"CANDIDATE",9965957,"K01911.01",85.15,0.9288,7,1.772,-0.0003204,1.39385474860335
"FALSE POSITIVE",3952651,"K01912.01",86.93,0.9725,15,2.531,-0.002812,12.6630136986301
"CANDIDATE",9704384,"K01913.01",82.11,0.8977,32,1.742,-5.88e-05,0.807986111111111
"CANDIDATE",8426567,"K01914.01",87.45,0.897,7,0.8877,5.14e-05,1.78721017202693
"CANDIDATE",9101496,"K01915.01",81.44,0.892,16,1.931,-3.099e-05,0.971590909090909
"CANDIDATE",9101496,"K01915.02",88.46,0.765,16,1.367,0.0001837,0.464823315896231
"CANDIDATE",6037581,"K01916.01",85.18,0.8255,16,1.583,4.418e-05,0.720555730975687
"CANDIDATE",6037581,"K01916.02",86.78,0.8933,16,1.659,9.566e-06,0.416395014381592
"CANDIDATE",6037581,"K01916.03",70.9,0.9,16,1.162,9.873e-05,0.295346628679962
"CANDIDATE",10074466,"K01917.01",88.93,0.8976,26,1.8,-0.0002478,0.661661191928672
"FALSE POSITIVE",7369865,"K01918.01",87.95,0.9644,7,0.7338,0.00123,3.97615708274895
"CANDIDATE",8218379,"K01920.01",88.55,0.7507,7,1.255,0.0001846,0.337134563549658
"CANDIDATE",8218379,"K01920.02",82.73,0.9265,7,1.045,2.106e-05,0.226623376623377
"CANDIDATE",7755636,"K01921.01",85.14,0.8536,5,1.925,6.805e-06,3.3822695035461
"CANDIDATE",9411166,"K01922.01",74.83,0.9006,26,0.5394,1.321e-05,0.680210918114144
"CANDIDATE",4989057,"K01923.01",85.4,0.9072,32,1.895,-0.0001502,0.930670188180918
"CANDIDATE",5108214,"K01924.01",75.17,0.6663,0,2.063,0.0009225,0.625798954096456
"CANDIDATE",9955598,"K01925.01",89.36,0.8886,1,0,-0.0001422,0.553219022969913
"CANDIDATE",5770074,"K01928.01",89,0.7624,32,2.35,-0.0003543,1.28882521489971
"CANDIDATE",10136549,"K01929.01",83.65,0.8309,23,1.449,-1.644e-05,0.662978468899522
"CANDIDATE",10136549,"K01929.02",69.16,0.9004,23,0,-1.618e-05,0.628356605800215
"CANDIDATE",5511081,"K01930.01",82.66,0.8823,0,2.035,-0.0001767,1.98503841488071
"CANDIDATE",5511081,"K01930.02",84.63,0.8976,0,3.053,-0.0001387,2.13785199738049
"CANDIDATE",5511081,"K01930.03",87.49,0.8283,0,2.113,-5.257e-05,1.2161897774517
"CANDIDATE",5511081,"K01930.04",80.48,0.8925,0,1.355,-6.007e-05,0.513602337045828
"CANDIDATE",10978763,"K01931.01",82.33,0.8993,26,1.632,0.000115,0.601692805576301
"CANDIDATE",10978763,"K01931.02",82.92,0.9029,26,1.26,9.887e-05,0.455903021784961
"CANDIDATE",10978763,"K01931.03",85.39,0.8925,26,1.224,0.0001512,0.305036505382997
"CANDIDATE",5202905,"K01932.01",84.75,0.9199,16,1.887,2.466e-05,3.67373068432671
"CANDIDATE",5202905,"K01932.02",86.47,0.7717,16,1.563,-5.548e-05,0.369131573644973
"CANDIDATE",9072190,"K01933.01",89.12,0.6903,26,1.633,-0.0006385,0.566189311910583
"CANDIDATE",4242147,"K01934.01",87.73,0.9376,26,3.386,0.000255,4.27782497875956
"FALSE POSITIVE",5396122,"K01935.01",88,0.9731,7,0.6407,-0.003789,17.107908847185
"CANDIDATE",4945877,"K01936.01",69.51,0.9027,18,-2.895,-0.0002269,0.945504555612859
"CANDIDATE",10190777,"K01937.01",76.11,0.8998,26,0.5555,-0.0001265,0.805147058823529
"CANDIDATE",9651234,"K01938.01",89.56,0.698,32,1.916,-9.98e-05,0.746630111948823
"CANDIDATE",7045496,"K01939.01",87.57,0.8631,7,2.56,-0.0001573,0.756651017214398
"CANDIDATE",10005788,"K01940.01",87.75,0.9061,7,2.609,-2.22e-05,0.941856729842596
"FALSE POSITIVE",5213902,"K01941.01",71.21,0.9,7,0.07776,0.0003291,0.374297752808989
"CANDIDATE",2832589,"K01942.01",86.44,0.8451,7,2.092,4.872e-05,1.32703583061889
"CANDIDATE",2832589,"K01942.02",84.84,0.9048,7,0.5155,-0.0002525,0.118025875854049
"CANDIDATE",7810483,"K01943.01",89.03,0.8149,5,1.407,0.0001887,0.415754339118825
"CANDIDATE",2438513,"K01944.01",88.4,0.7405,16,1.289,-0.0003312,0.289367088607595
"FALSE POSITIVE",2438513,"K01944.02",78.12,0.9003,16,2.1,-0.006213,0.763114754098361
"CANDIDATE",11656918,"K01945.01",89.36,0.7906,26,0.99,0.0004854,0.816291585127202
"CANDIDATE",10844890,"K01946.01",85.7,0.8984,7,1.353,-0.0004448,0.984523057485786
"CANDIDATE",12253474,"K01947.01",87.84,0.8604,7,1.373,8.868e-06,0.35867269984917
"FALSE POSITIVE",9536692,"K01948.01",85.96,0.9878,7,0.7288,0.0009112,22.5480769230769
"FALSE POSITIVE",3122985,"K01949.01",80.4,0.7352,7,-0.9805,-0.001173,0.967199327165686
"CANDIDATE",3118797,"K01950.01",89.7,0.371,7,1.328,0.001897,0.343404808317089
"CANDIDATE",8081187,"K01951.01",87.94,0.8233,26,0.07262,9.55e-05,0.861853448275862
"CANDIDATE",7747425,"K01952.01",82.22,0.8941,26,2.029,6.791e-05,0.875865148470641
"CANDIDATE",7747425,"K01952.02",88.12,0.7559,26,1.146,-0.0002885,0.270630554380025
"CANDIDATE",7747425,"K01952.03",88.18,0.8311,26,1.702,0.0003516,0.452807115063924
"CANDIDATE",7747425,"K01952.04",81.82,0.8469,26,0.7332,-0.0001444,0.181110976054455
"FALSE POSITIVE",8652999,"K01953.01",83.11,0.926,7,1.802,0.004731,2.81231884057971
"FALSE POSITIVE",9468717,"K01954.01",85.68,0.9078,5,2.429,-0.0005052,0.517185604528912
"CANDIDATE",9892816,"K01955.01",85.29,0.9259,23,2.656,3.846e-05,1.81487341772152
"CANDIDATE",9892816,"K01955.02",84.57,0.9671,23,2.766,0.0001241,4.88565022421525
"CANDIDATE",9892816,"K01955.03",66.11,0.9001,23,0.9105,1.796e-05,0.303723248314277
"CANDIDATE",9892816,"K01955.04",87.54,0.9566,23,2.313,2.294e-05,0.762883387825004
"FALSE POSITIVE",5730389,"K01956.01",53.14,0.9718,7,1.425,0.02901,3.80670026682478
"CANDIDATE",10028352,"K01957.01",76.49,0.9,5,-6.338,0.0001496,0.973733583489681
"FALSE POSITIVE",10028352,"K01957.02",14.43,0.9979,5,0,3.076e-05,10.9173859432799
"CANDIDATE",9836149,"K01958.01",86.94,0.9154,68,2.457,0.0004162,2.86937137761926
"CANDIDATE",4813563,"K01959.01",89.03,0.816,26,1.832,-0.000423,0.564083731178847
"CANDIDATE",6949061,"K01960.01",83.03,0.8911,16,1.737,-9.98e-05,0.866583541147132
"CANDIDATE",6949061,"K01960.02",88.25,0.9077,16,1.114,-1.028e-05,0.254931364632599
"CANDIDATE",7269493,"K01961.01",75.95,0.9002,23,1.732,-2.54e-05,0.531954022988506
"CANDIDATE",5513648,"K01962.01",88.75,0.8993,0,1.814,5.687e-05,0.52291325695581
"CANDIDATE",10917681,"K01963.01",85.02,0.9788,7,1.62,-8.446e-05,22.0336243129648
"CANDIDATE",7887791,"K01964.01",76.84,0.8999,23,1.117,4.713e-06,0.873855211513301
