"koi_disposition","kepid","kepoi_name","tce_chisq1","tce_steff_prov","boot_fap","tce_fwm_pdeco"
"FALSE POSITIVE",7137725,"K01699.01",3350,5,2.1659e-168,-8.463e-05
"CANDIDATE",7220429,"K01700.01",1041,5,3.4822e-143,3.367e-05
"CANDIDATE",7222086,"K01701.01",3947,26,-1,1.269e-05
"CANDIDATE",7304449,"K01702.01",5079,41,4.1168e-170,0.0003513
"FALSE POSITIVE",7380829,"K01703.01",2859,5,5.6149e-185,-0.005075
"CANDIDATE",7386827,"K01704.01",640,5,9.86859999999999e-278,-0.0002353
"CANDIDATE",7522911,"K01705.01",430.9,5,6.9929e-73,-0.0007899
"CANDIDATE",7626370,"K01706.01",4076,5,0,6.138e-05
"CANDIDATE",7703955,"K01707.01",83.89,15,3.6278e-82,-2.108e-05
"CANDIDATE",7703955,"K01707.02",43.54,15,3.221e-37,-0.001995
"CANDIDATE",7750419,"K01708.01",239.7,26,8.0678e-77,-0.0001687
"FALSE POSITIVE",7768952,"K01709.01",339.4,5,5.0782e-58,-0.0007138
"CANDIDATE",7815744,"K01710.01",324.2,8,3.2064e-121,0.0007265
"CANDIDATE",7955580,"K01711.01",127.9,26,7.9459e-73,-0.0003382
"FALSE POSITIVE",8162790,"K01712.01",768.4,8,3.1987e-227,-0.000991
"CANDIDATE",8230616,"K01713.01",3377,46,3.0349e-164,-3.68e-05
"CANDIDATE",8230616,"K01713.02",1043,46,1.7299e-150,0.0001834
"CANDIDATE",9655129,"K01714.01",106400,5,0,-9.419e-05
"CANDIDATE",9836959,"K01715.01",76.45,23,9.13949999999999e-135,0.000201
"CANDIDATE",9838949,"K01716.01",1612,5,2.5141e-152,-9.048e-05
"CANDIDATE",9895006,"K01717.01",728.8,5,2.7858e-70,0.0004256
"CANDIDATE",9896558,"K01718.01",114.8,5,5.5519e-164,0.0001156
"CANDIDATE",9896558,"K01718.02",35.36,5,6.1781e-24,-0.0003956
"FALSE POSITIVE",9899483,"K01719.01",5748,18,1.8687e-146,-0.0003007
"CANDIDATE",10015937,"K01720.01",117.2,26,1.4919e-76,-0.001633
"CANDIDATE",10019065,"K01721.01",120.6,26,2.7023e-100,0.000235
"CANDIDATE",10080248,"K01722.01",503,5,2.7712e-82,0.0002585
"CANDIDATE",10213902,"K01723.01",169.1,5,7.72869999999999e-147,0.0001367
"CANDIDATE",10214162,"K01724.01",374.3,8,2.2396e-182,-2.354e-05
"CANDIDATE",10905746,"K01725.01",323.6,41,0,-0.000187
"CANDIDATE",8242434,"K01726.01",181.8,23,0,0.0001375
"CANDIDATE",6185331,"K01727.01",173.2,5,0,-0.000182
"CANDIDATE",11820830,"K01728.01",7674,5,-1,0
"CANDIDATE",6603756,"K01729.01",22150,5,0,-0.004556
"FALSE POSITIVE",8460600,"K01730.01",86980,5,0,0.05802
"CANDIDATE",8266276,"K01731.01",1548,8,7.1903e-30,-0.0001875
"FALSE POSITIVE",8266276,"K01731.02",4492,8,2.1848e-20,-0.001161
"CANDIDATE",6869184,"K01732.01",158.8,5,8.7247e-78,-0.0007417
"CANDIDATE",8396405,"K01733.01",419.9,5,3.8189e-51,-0.0003977
"FALSE POSITIVE",8845574,"K01734.01",4185,5,9.64749999999999e-225,-0.001762
"FALSE POSITIVE",3446451,"K01735.01",6580,5,1.8002e-61,-0.005392
"CANDIDATE",6604328,"K01736.01",257.4,5,6.7231e-65,0.0004376
"CANDIDATE",4365645,"K01738.01",1918,18,2.1553e-157,6.758e-05
"FALSE POSITIVE",6762829,"K01740.01",81440,64,0,0.001087
"FALSE POSITIVE",8180020,"K01741.01",33220,8,0,0.02618
"FALSE POSITIVE",9528420,"K01742.01",97180,5,0,0.001173
"FALSE POSITIVE",6364327,"K01744.01",1300,5,2.314e-169,0.0001742
"FALSE POSITIVE",9574614,"K01745.01",15370,5,0,-0.0003828
"CANDIDATE",8197343,"K01746.01",693.1,26,2.3823e-62,-0.0003317
"CANDIDATE",7032421,"K01747.01",369.3,26,5.2675e-62,-0.0003114
"FALSE POSITIVE",7593110,"K01748.01",46840,8,0,-0.0004292
"CANDIDATE",6786348,"K01749.01",288,5,2.5301e-63,0.0004267
"CANDIDATE",6209677,"K01750.01",1036,26,2.428e-90,-0.0001944
"CANDIDATE",6209677,"K01750.02",2938,26,1.7291e-24,-0.0001065
"CANDIDATE",9729691,"K01751.01",733.4,5,0,5.036e-05
"FALSE POSITIVE",9729691,"K01751.02",283.9,5,1.6385e-162,0.0004387
"FALSE POSITIVE",8127586,"K01752.01",408.2,5,3.5884e-26,-0.004439
"FALSE POSITIVE",4950232,"K01753.01",6261,8,1.0322e-101,-0.002948
"CANDIDATE",8651389,"K01754.01",546.7,13,5.1782e-105,9.2e-05
"FALSE POSITIVE",5302006,"K01755.01",1248,5,0,0.03708
"FALSE POSITIVE",4851464,"K01757.01",19910,8,0,0.006653
"CANDIDATE",6705142,"K01758.01",1107,8,3.4957e-242,0.001133
"FALSE POSITIVE",3248019,"K01759.01",483100,8,0,-0.03689
"CANDIDATE",3967760,"K01760.01",1054,26,5.7759e-65,5.217e-05
"CANDIDATE",3967760,"K01760.02",621.2,26,1.1321e-26,-0.0002323
"CANDIDATE",4067336,"K01761.01",600.6,5,1.9573e-58,-0.0003342
"FALSE POSITIVE",5387843,"K01762.01",8582,5,0,-0.0002396
"FALSE POSITIVE",10491044,"K01763.01",3013,5,2.421e-66,0.002562
"CANDIDATE",11904734,"K01764.01",566.2,5,0,-0.0006445
"FALSE POSITIVE",8043714,"K01765.01",9432,5,0,-4.591e-05
"FALSE POSITIVE",3654950,"K01766.01",164300,5,0,0.01158
"FALSE POSITIVE",8223328,"K01767.01",14820,18,0,0.002597
"FALSE POSITIVE",4150390,"K01768.01",15910,8,0,-0.00311
"FALSE POSITIVE",8444552,"K01769.01",4881000,5,-1,-0.0003316
"FALSE POSITIVE",7918217,"K01770.01",3452,55,3.355e-129,0.01993
"FALSE POSITIVE",11342573,"K01771.01",13520,5,0,0.007945
"FALSE POSITIVE",3345675,"K01772.01",2363,5,0,0.000963
"FALSE POSITIVE",10153011,"K01773.01",1599,5,0,0.0009313
"FALSE POSITIVE",11285136,"K01774.01",4343,5,0,-0.0003003
"FALSE POSITIVE",4913000,"K01775.01",4653,18,0,-0.0237
"FALSE POSITIVE",8453214,"K01776.01",11310,8,0,-0.001078
"FALSE POSITIVE",5110423,"K01777.01",8706,5,0,-0.01381
"FALSE POSITIVE",5444384,"K01778.01",536000,8,-1,0
"CANDIDATE",9909735,"K01779.01",1752,23,0,5.405e-07
"CANDIDATE",9909735,"K01779.02",505,23,0,0.0001816
"FALSE POSITIVE",5450814,"K01780.01",6623,5,0,-0.001214
"CANDIDATE",11551692,"K01781.01",1200,23,-1,0.0001595
"CANDIDATE",11551692,"K01781.02",1887,23,-1,5.197e-05
"CANDIDATE",11551692,"K01781.03",295,23,-1,6.107e-05
"FALSE POSITIVE",8678664,"K01782.01",1860,5,0,0.002498
"CANDIDATE",10005758,"K01783.01",455.7,15,0,0.0002054
"CANDIDATE",10005758,"K01783.02",94.44,15,0,-0.0006042
"CANDIDATE",10158418,"K01784.01",3753,31,0,-0.0004808
"FALSE POSITIVE",9366989,"K01785.01",37110,5,-1,0
"FALSE POSITIVE",3128793,"K01786.01",2235,57,0,-0.001102
"CANDIDATE",5864975,"K01787.01",138.7,5,0,-0.001459
"CANDIDATE",2975770,"K01788.01",216.6,26,0,0.001809
"FALSE POSITIVE",2975770,"K01788.02",12.93,26,7.1639e-45,0.0004213
"FALSE POSITIVE",5565497,"K01789.01",4705,8,1.3744e-47,0
"CANDIDATE",6504954,"K01790.01",136.3,5,0,-0.0009885
"FALSE POSITIVE",4144231,"K01791.01",1440,8,0,0.1526
"CANDIDATE",8552719,"K01792.01",168.6,23,0,-0.0003275
"FALSE POSITIVE",8552719,"K01792.02",826.1,23,3.5026e-112,-2.276e-05
"CANDIDATE",8552719,"K01792.03",4977,23,2.1534e-44,2.906e-05
"CANDIDATE",5731623,"K01793.01",2263,8,0,0.00282
"FALSE POSITIVE",6153672,"K01794.01",2756,5,0,-0.0002512
"FALSE POSITIVE",9674608,"K01795.01",3139,5,0,0.0009629
"FALSE POSITIVE",10019399,"K01796.01",1005,13,0,-8.361e-05
"CANDIDATE",10676014,"K01797.01",352.7,31,0,0.0001127
"FALSE POSITIVE",6867766,"K01798.01",833.4,5,0,-0.0003481
"FALSE POSITIVE",6058614,"K01799.01",7067,5,0,0.002014
"CANDIDATE",11017901,"K01800.01",3945,65,0,-0.0001527
"CANDIDATE",5088591,"K01801.01",402.9,5,0,0.0004463
"CANDIDATE",11298298,"K01802.01",1406,26,0,-2.887e-05
"CANDIDATE",4349442,"K01803.01",1679,15,0,-0.0002574
"FALSE POSITIVE",4349442,"K01803.02",567.7,15,1.2597e-62,0.0009721
"FALSE POSITIVE",4349442,"K01803.03",1168,15,1.7342e-20,0.000335
"CANDIDATE",11187436,"K01804.01",1794,5,0,-0.00109
"CANDIDATE",4644952,"K01805.01",1006,15,0,-9.91e-05
"CANDIDATE",4644952,"K01805.02",1477,15,5.14379999999999e-308,4.672e-05
"CANDIDATE",4644952,"K01805.03",207.8,15,4.3941e-117,0.0001844
"FALSE POSITIVE",9529744,"K01806.01",5455,5,-1,0
"CANDIDATE",9529744,"K01806.02",405.8,5,-1,0
"CANDIDATE",9529744,"K01806.03",809.6,5,-1,0
"CANDIDATE",10614012,"K01807.01",6213,4,0,-9.869e-05
"CANDIDATE",7761918,"K01808.01",120,23,0,0.0002489
"CANDIDATE",8240797,"K01809.01",600.4,23,0,-2.964e-05
"CANDIDATE",8240797,"K01809.02",1607,23,0,0.0001317
"FALSE POSITIVE",8164262,"K01810.01",1017,8,0,0.0001174
"FALSE POSITIVE",3966262,"K01811.01",1644,5,0,0.04763
"FALSE POSITIVE",6279974,"K01812.01",18220,26,0,-0.0004356
"CANDIDATE",9455325,"K01813.01",812,31,0,0.0001911
"CANDIDATE",5621125,"K01814.01",544.2,26,0,2.864e-05
"CANDIDATE",9872283,"K01815.01",2356,5,0,4.414e-05
"CANDIDATE",9872283,"K01815.02",3883,5,4.7564e-17,-0.0001054
"CANDIDATE",8624520,"K01816.01",952.5,5,0,0.0008115
"FALSE POSITIVE",7918172,"K01817.01",364.8,5,0,-0.01506
"CANDIDATE",7870032,"K01818.01",514.9,31,0,1.831e-05
"CANDIDATE",9597058,"K01819.01",535.1,31,0,5.872e-05
"CANDIDATE",8277797,"K01820.01",1645,15,0,6.568e-05
"CANDIDATE",8277797,"K01820.02",3805,15,1.2191e-116,-3.685e-05
"CANDIDATE",8832512,"K01821.01",626.4,5,0,-0.0003113
"CANDIDATE",5124667,"K01822.01",79,26,0,-0.0001402
"FALSE POSITIVE",10092312,"K01823.01",1357,5,0,0.0006711
"FALSE POSITIVE",10092312,"K01823.02",5474,5,3.1249e-226,0.0006766
"CANDIDATE",2989404,"K01824.01",2136,23,0,3.304e-05
"CANDIDATE",2989404,"K01824.02",4372,23,0,-1.622e-05
"CANDIDATE",5375194,"K01825.01",373.2,31,0,0.0002819
"CANDIDATE",6468138,"K01826.01",69.73,23,0,0.0002549
"FALSE POSITIVE",10031707,"K01827.01",841.3,13,0,-3.308e-05
"CANDIDATE",11875734,"K01828.01",76.09,5,1.1434e-290,7.547e-06
"FALSE POSITIVE",7697568,"K01829.01",387.8,5,0,-0.001269
"CANDIDATE",3326377,"K01830.01",598.2,31,0,0.0003312
"CANDIDATE",3326377,"K01830.02",87.25,31,1.0398e-181,-0.0006923
"CANDIDATE",11601584,"K01831.01",153.3,15,0,0.0003956
"CANDIDATE",11601584,"K01831.02",1388,15,2.5115e-101,0.0001322
"CANDIDATE",11601584,"K01831.03",357.2,15,1.6459e-30,4.481e-05
"CANDIDATE",11601584,"K01831.04",182.7,15,7.8071e-24,-6.897e-05
"CANDIDATE",11709244,"K01832.01",1557,26,0,-0.0002343
"CANDIDATE",11709244,"K01832.02",536.4,26,9.9476e-87,-0.0001355
"CANDIDATE",11709244,"K01832.03",149.4,26,4.5254e-70,0.0006339
"CANDIDATE",11853878,"K01833.01",1650,5,0,-0.0001241
"CANDIDATE",11853878,"K01833.02",722.9,5,0,-0.0004549
"CANDIDATE",11853878,"K01833.03",839.3,5,4.3507e-173,-0.0002562
"FALSE POSITIVE",5802478,"K01834.01",1593,5,2.9331e-237,0
"CANDIDATE",9471268,"K01835.01",3139,15,0,-0.0001544
"CANDIDATE",9471268,"K01835.02",1476,15,9.29149999999999e-267,-2.55e-05
"CANDIDATE",9471268,"K01835.03",817.6,15,1.5114e-103,-0.0002337
"FALSE POSITIVE",5389540,"K01836.01",840.8,13,2.5681e-53,-0.02125
"CANDIDATE",10657406,"K01837.01",239.6,23,6.1045e-203,-0.0001777
"CANDIDATE",10657406,"K01837.02",3889,23,5.6008e-175,-4.801e-05
"CANDIDATE",5526527,"K01838.01",417.3,18,3.0942e-252,-0.0007784
"CANDIDATE",5856571,"K01839.01",593.6,5,1.3915e-297,-0.0001495
"CANDIDATE",5856571,"K01839.02",71.42,5,1.2927e-24,0.0002205
"CANDIDATE",7765528,"K01840.01",1063,26,0,-0.0001886
"CANDIDATE",7765528,"K01840.02",735.8,26,2.8835e-14,-0.0001554
"CANDIDATE",11760231,"K01841.01",120.8,23,0,0.0001279
"CANDIDATE",7779077,"K01842.01",436.5,5,1.6782e-194,0.0007065
"CANDIDATE",5080636,"K01843.01",1479,41,2.0368e-300,6.052e-05
"CANDIDATE",5080636,"K01843.02",920.2,41,3.3417e-20,0.0003353
"FALSE POSITIVE",8892721,"K01844.01",218.8,8,0,-0.08572
"CANDIDATE",3338885,"K01845.01",3570,5,0,-6.636e-05
"CANDIDATE",3338885,"K01845.02",1317,5,3.05e-195,0.0001598
"CANDIDATE",9886255,"K01846.01",93.81,5,2.2124e-197,-0.0002853
"CANDIDATE",6776401,"K01847.01",271,5,0,-0.0001914
"CANDIDATE",7430034,"K01848.01",195.4,26,1.628e-291,0.0002196
"CANDIDATE",9735426,"K01849.01",931.9,26,0,0.0004028
"CANDIDATE",8826168,"K01850.01",690.5,31,0,-0.0002123
"CANDIDATE",10464050,"K01851.01",1674,5,0,0.0001381
"CANDIDATE",9763348,"K01852.01",541.8,23,6.75139999999999e-227,2.045e-05
"CANDIDATE",8804397,"K01853.01",157.7,23,1.1018e-255,0.0003011
"CANDIDATE",9662811,"K01854.01",155.3,31,8.16439999999999e-246,0.0001141
"CANDIDATE",5992270,"K01855.01",203.9,5,1.4909e-281,0.001093
"CANDIDATE",11570749,"K01856.01",196.3,5,2.2186e-232,7.467e-05
"CANDIDATE",11297236,"K01857.01",85.94,31,1.4446e-223,0.0001913
"CANDIDATE",8160953,"K01858.01",91.33,31,1.553e-113,0.0003894
"FALSE POSITIVE",8625821,"K01859.01",263.5,5,0,0.007343
"CANDIDATE",4157325,"K01860.01",1092,15,0,-0.0007083
"CANDIDATE",4157325,"K01860.02",507.3,15,2.3226e-189,-0.0007022
"CANDIDATE",4157325,"K01860.03",1918,15,2.4245e-101,-0.0001564
"FALSE POSITIVE",4157325,"K01860.04",228.8,15,4.0713e-16,-0.0004588
"CANDIDATE",3648437,"K01861.01",481.6,18,1.9274e-293,-0.0001123
"CANDIDATE",7286173,"K01862.01",147.9,31,0,-0.0001331
"CANDIDATE",11126381,"K01863.01",161.5,5,4.8001e-192,0.0001154
"CANDIDATE",4149450,"K01864.01",2759,23,0,-1.838e-05
"FALSE POSITIVE",9115681,"K01865.01",3852,5,6.4959e-153,0.008945
"CANDIDATE",9520838,"K01866.01",61.11,31,1.3446e-145,0.0002515
"CANDIDATE",8167996,"K01867.01",2936,41,8.39129999999999e-252,-0.0002011
"CANDIDATE",8167996,"K01867.02",479.4,41,2.88e-149,-0.0008931
"CANDIDATE",8167996,"K01867.03",1219,41,1.5344e-102,4.483e-05
"CANDIDATE",6773862,"K01868.01",414.7,41,4.82339999999999e-269,0.0002298
"FALSE POSITIVE",8009496,"K01869.01",302.6,5,0,0.05295
"CANDIDATE",10187159,"K01870.01",974.3,5,5.39489999999999e-299,-0.000253
"CANDIDATE",9758089,"K01871.01",88.27,15,2.9008e-183,0.0009061
"CANDIDATE",9758089,"K01871.02",288.5,15,1.18e-140,0.0006219
"CANDIDATE",9883311,"K01872.01",274.5,5,2.7705e-225,-2.905e-05
"CANDIDATE",4939346,"K01873.01",71.07,5,1.8016e-236,0.0002906
"CANDIDATE",4939346,"K01873.02",201.2,5,1.1739e-31,-0.0008116
"CANDIDATE",8978528,"K01874.01",403.5,46,7.21789999999999e-262,0.0002464
"CANDIDATE",8978528,"K01874.02",1089,46,1.8249e-71,-0.0001012
"CANDIDATE",9967771,"K01875.01",11300,26,1.4903e-207,-6.85e-05
"CANDIDATE",9967771,"K01875.02",444,26,3.0182e-105,1.489e-05
"CANDIDATE",11622600,"K01876.01",100,46,2.4942e-306,-5.436e-05
"CANDIDATE",10454632,"K01877.01",350.2,23,1.8634e-187,-6.408e-05
"CANDIDATE",3098810,"K01878.01",223.2,23,8.54409999999999e-258,0.0001462
"CANDIDATE",8367644,"K01879.01",320.6,41,0,0.002632
"CANDIDATE",10332883,"K01880.01",6501,41,1.9733e-260,-5.164e-05
"CANDIDATE",4035640,"K01881.01",270.2,26,3.7857e-248,-8.156e-05
"CANDIDATE",6205228,"K01882.01",2126,26,9.89529999999999e-203,-0.000145
"CANDIDATE",11758544,"K01883.01",2755,23,7.08759999999999e-248,-2.055e-05
"FALSE POSITIVE",4851530,"K01884.01",416.7,8,1.6839e-58,0
"CANDIDATE",4851530,"K01884.02",852.8,8,2.9951e-43,0
"CANDIDATE",11413812,"K01885.01",1310,5,1.3638e-234,-8.811e-05
"CANDIDATE",9549648,"K01886.01",1213,23,1.1508e-286,3.664e-05
"FALSE POSITIVE",10965740,"K01887.01",328.5,5,1.4607e-249,-0.003274
"CANDIDATE",10063802,"K01888.01",105.4,23,1.2933e-162,0.0001466
"CANDIDATE",11074178,"K01889.01",457.5,5,1.435e-176,-0.0003581
"CANDIDATE",11074178,"K01889.02",693.6,5,3.7628e-38,-0.0003461
"CANDIDATE",7449136,"K01890.01",1784,0,0,1.103e-05
"CANDIDATE",8680979,"K01891.01",531,26,1.5718e-190,-0.0005887
"CANDIDATE",8680979,"K01891.02",914.5,26,1.5089e-47,-0.0003338
"CANDIDATE",9030537,"K01892.01",134.9,5,1.822e-153,0.0005022
"CANDIDATE",8689793,"K01893.01",2177,5,2.9241e-280,6.442e-05
"CANDIDATE",11673802,"K01894.01",1712,0,0,-5.608e-05
"CANDIDATE",4263293,"K01895.01",898.9,5,2.044e-204,0.000455
"CANDIDATE",4263293,"K01895.02",412,5,4.9369e-136,-0.001189
"CANDIDATE",4263293,"K01895.03",171.6,5,4.6483e-42,-0.0003452
"FALSE POSITIVE",10294613,"K01896.01",3901,5,0,0.1078
"CANDIDATE",5695524,"K01897.01",133,5,7.1042e-169,-0.0001019
"CANDIDATE",7668663,"K01898.01",1152,31,9.35869999999999e-232,2.791e-06
"CANDIDATE",7047922,"K01899.01",419.6,5,2.5037e-211,0.0004102
"CANDIDATE",7047922,"K01899.02",722.3,5,5.5812e-18,5.146e-06
"CANDIDATE",9353314,"K01900.01",1415,5,4.1822e-229,2.792e-05
"CANDIDATE",3629967,"K01901.01",102,26,4.5922e-106,-0.0003354
"FALSE POSITIVE",5809954,"K01902.01",143.2,41,4.7458e-93,-0.0009795
"FALSE POSITIVE",3836453,"K01903.01",4557,4,0,-0.002363
"CANDIDATE",8766650,"K01904.01",694.5,23,2.7871e-185,-6.381e-05
"CANDIDATE",10328393,"K01905.01",1030,15,6.70409999999999e-200,-0.0004155
"CANDIDATE",10328393,"K01905.02",435,15,1.6899e-77,-0.0001327
"CANDIDATE",10328393,"K01905.03",183.3,15,3.0058e-39,-6.653e-05
"CANDIDATE",11773328,"K01906.01",900.9,5,1.9886e-251,0.0002305
"CANDIDATE",7094486,"K01907.01",663.1,41,4.4761e-240,-0.0003557
"CANDIDATE",5706966,"K01908.01",650.8,46,5.9209e-160,0.0001743
"CANDIDATE",5706966,"K01908.02",261.5,46,4.5191e-56,-0.0001128
"CANDIDATE",10130039,"K01909.01",579.9,23,5.77209999999999e-218,-1.873e-05
"CANDIDATE",10130039,"K01909.02",1196,23,7.3523e-132,4.16e-05
"CANDIDATE",10130039,"K01909.03",256.2,23,6.377e-74,-2.101e-05
"CANDIDATE",8226050,"K01910.01",226.7,26,2.1338e-158,-0.0002305
"CANDIDATE",8226050,"K01910.02",450.8,26,4.5274e-15,0.0002702
"CANDIDATE",9965957,"K01911.01",996.6,5,5.4608e-199,-0.0003204
"FALSE POSITIVE",3952651,"K01912.01",215.3,14,3.2061e-93,-0.002812
"CANDIDATE",9704384,"K01913.01",1349,31,1.5946e-267,-5.88e-05
"CANDIDATE",8426567,"K01914.01",376.4,5,2.3041e-164,5.14e-05
"CANDIDATE",9101496,"K01915.01",1236,15,3.7232e-240,-3.099e-05
"CANDIDATE",9101496,"K01915.02",96.41,15,1.0043e-27,0.0001837
"CANDIDATE",6037581,"K01916.01",734.2,15,3.9062e-195,4.418e-05
"CANDIDATE",6037581,"K01916.02",358.5,15,5.0386e-119,9.566e-06
"CANDIDATE",6037581,"K01916.03",3221,15,1.1006e-52,9.873e-05
"CANDIDATE",10074466,"K01917.01",255.6,26,1.8112e-163,-0.0002478
"FALSE POSITIVE",7369865,"K01918.01",242.8,5,8.44309999999999e-154,0.00123
"CANDIDATE",8218379,"K01920.01",567.6,5,3.1677e-241,0.0001846
"CANDIDATE",8218379,"K01920.02",769.5,5,7.5598e-13,2.106e-05
"CANDIDATE",7755636,"K01921.01",507.4,26,1.2387e-256,6.805e-06
"CANDIDATE",9411166,"K01922.01",4473,26,1.9212e-274,1.321e-05
"CANDIDATE",4989057,"K01923.01",806.7,31,4.2997e-191,-0.0001502
"CANDIDATE",5108214,"K01924.01",3434,0,8.4136e-40,0.0009225
"CANDIDATE",9955598,"K01925.01",135,0,2.6901e-114,-0.0001422
"CANDIDATE",5770074,"K01928.01",141.2,31,3.2514e-291,-0.0003543
"CANDIDATE",10136549,"K01929.01",822.7,23,1.318e-202,-1.644e-05
"CANDIDATE",10136549,"K01929.02",2240,23,3.1107e-159,-1.618e-05
"CANDIDATE",5511081,"K01930.01",431.9,0,4.0027e-277,-0.0001767
"CANDIDATE",5511081,"K01930.02",272.2,0,9.01399999999999e-199,-0.0001387
"CANDIDATE",5511081,"K01930.03",175,0,2.3032e-156,-5.257e-05
"CANDIDATE",5511081,"K01930.04",570.9,0,1.6962e-72,-6.007e-05
"CANDIDATE",10978763,"K01931.01",1500,26,8.1012e-157,0.000115
"CANDIDATE",10978763,"K01931.02",919.4,26,1.3405e-55,9.887e-05
"CANDIDATE",10978763,"K01931.03",592.6,26,8.1546e-37,0.0001512
"CANDIDATE",5202905,"K01932.01",274.6,15,2.6555e-286,2.466e-05
"CANDIDATE",5202905,"K01932.02",321.8,15,2.9176e-131,-5.548e-05
"CANDIDATE",9072190,"K01933.01",180.6,26,5.2423e-218,-0.0006385
"CANDIDATE",4242147,"K01934.01",282.4,26,2.336e-211,0.000255
"FALSE POSITIVE",5396122,"K01935.01",447,8,0,-0.003789
"CANDIDATE",4945877,"K01936.01",5716,18,4.4009e-199,-0.0002269
"CANDIDATE",10190777,"K01937.01",6143,26,0,-0.0001265
"CANDIDATE",9651234,"K01938.01",119.7,31,7.78929999999999e-267,-9.98e-05
"CANDIDATE",7045496,"K01939.01",510.7,5,1.9404e-179,-0.0001573
"CANDIDATE",10005788,"K01940.01",638.2,5,2.8698e-147,-2.22e-05
"FALSE POSITIVE",5213902,"K01941.01",6599,5,1.5095e-242,0.0003291
"CANDIDATE",2832589,"K01942.01",688.2,5,2.6076e-238,4.872e-05
"CANDIDATE",2832589,"K01942.02",2735,5,4.0389e-13,-0.0002525
"CANDIDATE",7810483,"K01943.01",255.7,5,6.33269999999999e-208,0.0001887
"CANDIDATE",2438513,"K01944.01",616.1,15,1.544e-127,-0.0003312
"FALSE POSITIVE",2438513,"K01944.02",878.3,15,2.6894e-32,-0.006213
"CANDIDATE",11656918,"K01945.01",97.86,26,4.4805e-187,0.0004854
"CANDIDATE",10844890,"K01946.01",935.7,8,2.3352e-260,-0.0004448
"CANDIDATE",12253474,"K01947.01",1176,5,3.0057e-177,8.868e-06
"FALSE POSITIVE",9536692,"K01948.01",299,5,9.37679999999999e-189,0.0009112
"FALSE POSITIVE",3122985,"K01949.01",14350,5,0,-0.001173
"CANDIDATE",3118797,"K01950.01",103.6,8,1.1955e-155,0.001897
"CANDIDATE",8081187,"K01951.01",270.3,26,9.12889999999999e-210,9.55e-05
"CANDIDATE",7747425,"K01952.01",1128,26,4.8491e-183,6.791e-05
"CANDIDATE",7747425,"K01952.02",337.7,26,1.9795e-88,-0.0002885
"CANDIDATE",7747425,"K01952.03",191.6,26,1.945e-57,0.0003516
"CANDIDATE",7747425,"K01952.04",1587,26,2.5934e-47,-0.0001444
"FALSE POSITIVE",8652999,"K01953.01",456.1,5,1.6711e-131,0.004731
"FALSE POSITIVE",9468717,"K01954.01",1112,5,2.1886e-192,-0.0005052
"CANDIDATE",9892816,"K01955.01",560,23,6.33559999999999e-209,3.846e-05
"CANDIDATE",9892816,"K01955.02",200,23,1.3708e-108,0.0001241
"CANDIDATE",9892816,"K01955.03",4697,23,9.9222e-65,1.796e-05
"CANDIDATE",9892816,"K01955.04",247.5,23,8.0217e-48,2.294e-05
"FALSE POSITIVE",5730389,"K01956.01",3144,5,2.3601e-165,0.02901
"CANDIDATE",10028352,"K01957.01",4059,26,0,0.0001496
"FALSE POSITIVE",10028352,"K01957.02",3118,26,1.2963e-23,3.076e-05
"CANDIDATE",9836149,"K01958.01",392.9,66,1.2163e-167,0.0004162
"CANDIDATE",4813563,"K01959.01",175.2,26,2.9178e-148,-0.000423
"CANDIDATE",6949061,"K01960.01",1105,15,3.5817e-218,-9.98e-05
"CANDIDATE",6949061,"K01960.02",401,15,3.3201e-43,-1.028e-05
"CANDIDATE",7269493,"K01961.01",3693,23,0,-2.54e-05
"CANDIDATE",5513648,"K01962.01",194.2,0,6.5145e-145,5.687e-05
"CANDIDATE",10917681,"K01963.01",642.9,5,6.06419999999999e-199,-8.446e-05
"CANDIDATE",7887791,"K01964.01",3144,23,1.0069e-245,4.713e-06
"CANDIDATE",11657891,"K01965.01",3485,5,5.5134e-172,3.096e-05
"FALSE POSITIVE",9973855,"K01966.01",2170,13,4.8003e-172,-0.003344
"CANDIDATE",6205897,"K01967.01",1896,18,3.7608e-182,0.0001112
"CANDIDATE",7948784,"K01968.01",734.8,5,6.36199999999999e-227,0.0004845
"CANDIDATE",9244756,"K01969.01",489.9,26,7.892e-160,-6.382e-05
"CANDIDATE",9650808,"K01970.01",318.9,5,1.3043e-124,-0.0007207
"CANDIDATE",9650808,"K01970.02",72.37,5,3.5116e-83,0.0002335
"CANDIDATE",9347009,"K01971.01",371.4,5,4.2418e-138,0.0005184
"CANDIDATE",11253711,"K01972.01",425.1,18,7.97789999999999e-202,-0.0001642
"CANDIDATE",11253711,"K01972.02",6269,18,1.7959e-58,5.122e-05
"CANDIDATE",4917596,"K01973.01",2078,5,1.2368e-172,1.729e-05
"CANDIDATE",7289577,"K01974.01",45.77,31,4.3076e-122,0.0002086
"CANDIDATE",8543100,"K01975.01",951.8,5,5.3579e-184,-0.000369
"CANDIDATE",2693736,"K01976.01",611,26,1.6313e-242,6.416e-05
"CANDIDATE",9412760,"K01977.01",726,15,2.7016e-130,-0.00013
"CANDIDATE",9412760,"K01977.02",922.9,15,4.66e-29,5.442e-05
"CANDIDATE",9518318,"K01978.01",1088,5,9.32809999999999e-206,0.0001048
