"koi_disposition","kepid","kepoi_name","tce_model_dof","tcet_period","tcet_model_dof","tce_rb_tpdur","tce_rb_tcount2","tce_fwm_sdec","tce_fwm_pdeco","tce_prad_sn"
"CANDIDATE",4545187,"K00223.02",1071,41.0082,1459,6,0,39.677942,0.0003081,4.00857095763969
"FALSE POSITIVE",5547480,"K00224.01",4703,3.97988,8614,6,0,40.79293,0.005859,2.1841704718417
"FALSE POSITIVE",5801571,"K00225.01",17040,0.838595,23600,3,0,41.074725,-0.001055,5.63873067534581
"CANDIDATE",5959753,"K00226.01",5434,8.30863,9127,6,0,41.241024,0.0002362,12.1952207371405
"CANDIDATE",3847907,"K00229.01",12110,3.5732,15070,6,0,38.92791,0.000767,3.61622554660529
"FALSE POSITIVE",3862246,"K00230.01",4633,4.7025,5518,6,0,38.956279,-0.002638,4.44347826086957
"FALSE POSITIVE",4043443,"K00231.01",295.9,119.84,448,6,0,39.190757,-0.0003026,2.31449356463346
"CANDIDATE",4833421,"K00232.01",5812,12.4659,8532,12,0,39.949065,0.0002824,6.27339642481598
"CANDIDATE",4833421,"K00232.02",8446,5.76614,12470,6,0,39.949088,1.418e-05,5.15461806266639
"CANDIDATE",4833421,"K00232.03",2168,37.9952,3641,12,0,39.949031,8.637e-05,6.14065934065934
"CANDIDATE",4833421,"K00232.04",2444,21.5869,4150,12,0,39.949064,3.759e-05,3.23959664820338
"CANDIDATE",4833421,"K00232.05",1516,56.26,2297,12,0,39.949003,0.0001127,3.48941246644796
"FALSE POSITIVE",5023956,"K00233.01",17740,1.82464,25720,6,0,40.170931,-0.2306,5.70609981515712
"CANDIDATE",8491277,"K00234.01",6661,9.61384,10250,12,0,44.518688,0.0001132,3.33714285714286
"CANDIDATE",8107225,"K00235.01",5311,5.63255,7691,6,3,43.915178,-6.52e-05,5.16294642857143
"FALSE POSITIVE",8453211,"K00236.01",11730,5.77674,18560,12,0,44.409979,0.05002,2.21113445378151
"CANDIDATE",8041216,"K00237.01",5651,8.50834,8927,6,0,43.852046,5.715e-05,6.78454485920105
"CANDIDATE",7219825,"K00238.01",3547,17.2324,5635,12,0,42.78208,-0.0002136,4.86371100164204
"CANDIDATE",7219825,"K00238.02",550,363.002,868,31,0,42.781839,0.0001266,5.25580395528805
"CANDIDATE",7219825,"K00238.03",2032,26.695,3327,12,0,42.782041,-3.247e-05,1.53407354588978
"CANDIDATE",6383785,"K00239.01",7252,5.64064,9550,6,0,41.730288,0.001095,5.94857142857143
"CANDIDATE",6383785,"K00239.02",9561,3.62275,13540,6,0,41.730199,0.000182,2.61014593467686
"CANDIDATE",8026752,"K00240.01",13660,4.28685,17640,6,1,43.860255,-0.0001089,3.12478632478632
"CANDIDATE",11288051,"K00241.01",2760,13.8213,4205,6,0,49.064932,-0.0001273,13.1569343065693
"CANDIDATE",11288051,"K00241.02",1617,30.951,2476,12,0,49.064907,-2.438e-05,11.8461538461538
"CANDIDATE",11288051,"K00241.03",6760,3.41044,11900,6,0,49.064898,-6.079e-06,2.23060082704938
"FALSE POSITIVE",3642741,"K00242.01",11630,7.25848,14500,12,0,38.707597,-0.0005473,3.48041615667075
"FALSE POSITIVE",9592579,"K00243.01",23270,2.63756,28600,12,0,46.304705,0,2.83403500997119
"CANDIDATE",4349452,"K00244.01",2987,12.7203,4319,6,0,39.487983,1.748e-05,17.4216027874564
"CANDIDATE",4349452,"K00244.02",7406,6.23847,11650,6,0,39.48801,-3.298e-05,17.1862230005838
"CANDIDATE",8478994,"K00245.01",1582,39.792,2509,12,0,44.518559,-0.0006645,20.1526717557252
"CANDIDATE",8478994,"K00245.02",2290,21.302,3519,6,0,44.518319,-2.097e-05,9.46411483253589
"CANDIDATE",11295426,"K00246.01",8618,5.39872,14020,6,0,49.040122,0.0001224,15.9361022364217
"CANDIDATE",11295426,"K00246.02",3585,9.60504,7134,6,0,49.040141,1.555e-05,4.90883590462833
"CANDIDATE",11852982,"K00247.01",1817,13.815,2574,6,0,50.146792,-0.0001805,9.51996197718631
"CANDIDATE",5364071,"K00248.01",5199,7.20388,7413,6,0,40.591778,1.155e-05,12.2024367385192
"CANDIDATE",5364071,"K00248.02",8671,2.57656,11810,3,0,40.591851,-0.0001929,9.51638903815153
"CANDIDATE",5364071,"K00248.03",2552,10.9127,4193,6,0,40.591756,0.00012,2.5836038961039
"CANDIDATE",5364071,"K00248.04",1447,18.5961,2422,6,0,40.591757,6.385e-05,2.88968824940048
"CANDIDATE",9390653,"K00249.01",2468,9.54927,3299,3,0,45.972486,0.001125,6.3953488372093
"CANDIDATE",9757613,"K00250.01",3370,12.283,4355,6,0,46.566523,-0.0006605,12.4812030075188
"CANDIDATE",9757613,"K00250.02",1575,17.2512,2320,6,0,46.566375,0.0005987,12.3360135421075
"CANDIDATE",9757613,"K00250.03",597.1,46.8277,702,3,0,46.56666,-0.001088,3.09207825967985
"CANDIDATE",9757613,"K00250.04",7247,3.54391,11350,3,0,46.566447,1.369e-05,4.91578535056796
"CANDIDATE",10489206,"K00251.01",5193,4.16439,6087,3,3,47.605126,0.003124,11.003276003276
"CANDIDATE",10489206,"K00251.02",2688,5.77438,5525,3,1,47.604711,0.000733,1.42801672640382
"CANDIDATE",11187837,"K00252.01",2983,17.6044,4269,6,0,48.82267,0.001501,10.115671641791
"CANDIDATE",11752906,"K00253.01",3376,6.38318,4077,3,1,49.962,-0.001851,12.0991253644315
"CANDIDATE",11752906,"K00253.02",1655,20.6182,2290,6,0,49.962096,-0.0009121,10.2802428771602
"CANDIDATE",5794240,"K00254.01",8967,2.45523,12960,3,9,41.064169,0.001127,14.9356804333108
"CANDIDATE",7021681,"K00255.01",2127,27.522,2702,6,0,42.542789,0.0005278,9.04221355090458
"CANDIDATE",7021681,"K00255.02",2590,13.6031,3818,6,0,42.542722,9.378e-05,0.996464646464646
"FALSE POSITIVE",7021681,"K00255.03",4608,7.73318,7907,6,0,42.542739,5.038e-05,1.19805996472663
"FALSE POSITIVE",11548140,"K00256.01",10510,1.37865,18150,3,1,49.56458,0.005516,1.86384544618215
"CANDIDATE",5514383,"K00257.01",3291,6.8834,4858,3,4,40.719801,1.996e-05,22.3171614771904
"FALSE POSITIVE",11231334,"K00258.01",14040,4.15741,20210,12,1,48.961443,-0.0004082,2.56841033473336
"FALSE POSITIVE",5790807,"K00259.01",971.1,79.9962,1345,12,0,41.09805,0.0008155,3.42497904442582
"CANDIDATE",8292840,"K00260.01",1597,100.282,2509,24,0,44.208486,2.98e-05,13.8274932614555
"CANDIDATE",8292840,"K00260.02",5902,10.4958,9125,12,0,44.208448,2.496e-05,13.6317567567568
"CANDIDATE",8292840,"K00260.03",3149,21.8699,5647,12,0,44.208623,-4.803e-05,16.4338235294118
"CANDIDATE",5383248,"K00261.01",3120,16.2385,4444,6,0,40.524953,0.0003686,6.58125577100646
"CANDIDATE",11807274,"K00262.01",3101,9.37659,4565,6,0,50.033503,8.71e-05,8.19410319410319
"CANDIDATE",11807274,"K00262.02",6172,7.81275,11800,12,0,50.033675,9.769e-06,17.300252312868
"FALSE POSITIVE",10514430,"K00263.01",706.4,36.8352,876,3,0,47.773934,0.0001081,1.72255559477586
"FALSE POSITIVE",3097346,"K00264.01",10030,4.02979,15870,6,0,38.25319,0.003282,2.7531328320802
"CANDIDATE",12024120,"K00265.01",11740,3.5681,17790,6,0,50.409074,0,4.87019080387864
"CANDIDATE",7375348,"K00266.01",2874,25.3086,4986,12,0,42.981424,-3.581e-05,5.41386370283709
"CANDIDATE",7375348,"K00266.02",576.9,47.7438,1181,6,0,42.981206,5.644e-05,5.6758467869579
"CANDIDATE",3425851,"K00268.01",1408,110.382,2303,24,0,38.506832,0.0002751,17.2397223705286
"CANDIDATE",7670943,"K00269.01",4608,18.0116,7184,12,0,43.378482,-9.293e-07,13.4846153846154
"CANDIDATE",6528464,"K00270.01",6550,12.5822,10250,12,0,41.9007,-3.823e-05,10.7332101047443
"CANDIDATE",6528464,"K00270.02",2614,33.673,4892,12,0,41.900596,5.287e-06,9.64788732394366
"CANDIDATE",9451706,"K00271.01",3240,29.3933,5594,12,0,46.028246,-0.0001935,22.4630541871921
"CANDIDATE",9451706,"K00271.02",1748,48.6308,2986,12,0,46.028277,-0.0002452,16.9355809753161
"CANDIDATE",9451706,"K00271.03",2968,14.4359,4968,6,0,46.028244,-5.742e-05,5.35363790186125
"FALSE POSITIVE",5716763,"K00272.01",24240,0.640662,25610,3,0,40.986724,-7.925e-06,3.11868176304084
"CANDIDATE",3102384,"K00273.01",2217,10.5737,3066,3,0,38.228946,0.0001089,14.2981908920774
"CANDIDATE",8077137,"K00274.01",5349,15.0896,7150,12,0,43.980323,-1.238e-05,3.98450656786797
"CANDIDATE",8077137,"K00274.02",3472,22.803,4100,12,0,43.979937,5.213e-05,3.7995337995338
"CANDIDATE",10586004,"K00275.01",4875,15.7918,8238,12,0,47.848572,7.346e-07,8.17955886921404
"CANDIDATE",10586004,"K00275.02",1226,82.1982,2215,24,0,47.848583,-7.603e-06,11.0157421289355
"CANDIDATE",11133306,"K00276.01",1513,41.7464,2353,12,0,48.706168,5.465e-05,16.3021751910641
"CANDIDATE",11401755,"K00277.01",6341,16.2315,11500,12,0,49.231831,-1.709e-05,18.3341266063779
"CANDIDATE",11401755,"K00277.02",11070,13.8491,10610,31,0,49.232046,-5.24e-05,0.696993464052288
"CANDIDATE",12314973,"K00279.01",4064,28.455,5708,12,0,51.013482,-2.576e-05,13.9672056479162
"CANDIDATE",12314973,"K00279.02",4994,15.4132,7399,12,0,51.01337,9.559e-05,13.6188731103985
"CANDIDATE",12314973,"K00279.03",8411,7.51423,13170,12,0,51.01351,-3.869e-06,3.56923076923077
"CANDIDATE",4141376,"K00280.01",2646,11.8728,4424,6,0,39.212113,-6.148e-05,18.1150159744409
"CANDIDATE",4143755,"K00281.01",5540,19.5563,8439,12,0,39.24423,1.483e-05,13.8244853737811
"CANDIDATE",5088536,"K00282.01",2791,27.5086,4510,12,0,40.245254,-7.086e-06,18.7750151607035
"CANDIDATE",5088536,"K00282.02",5036,8.45746,8759,6,0,40.245157,2.572e-05,5.19964507542147
"CANDIDATE",5088536,"K00282.03",288.6,87.5173,439,3,0,40.245103,6.797e-05,1.4802371541502
"CANDIDATE",5695396,"K00283.01",2531,16.0918,4176,6,0,40.942406,-6.445e-05,6.64876476906552
"CANDIDATE",5695396,"K00283.02",2330,25.5175,3546,12,0,40.942437,-1.569e-05,3.31695423855964
"CANDIDATE",6021275,"K00284.01",5162,6.41497,8998,6,1,41.342918,5.608e-05,5.98636728147554
"CANDIDATE",6021275,"K00284.02",1605,18.01,3021,6,0,41.343104,-3.597e-05,6.27697262479871
"CANDIDATE",6021275,"K00284.03",4717,6.17807,8435,6,1,41.343003,1.642e-05,4.53880960668291
"CANDIDATE",6021275,"K00284.04",262.4,110.284,484,6,0,41.342718,0.0001461,1.80716543730242
"CANDIDATE",6196457,"K00285.01",5865,13.7489,9339,12,0,41.563002,2.604e-05,12.1150097465887
"CANDIDATE",6196457,"K00285.02",3921,26.723,6692,24,0,41.563064,-3.191e-05,11.0406301824212
"CANDIDATE",6196457,"K00285.03",2464,49.357,4512,24,0,41.563045,-1.266e-05,8.28592814371257
"FALSE POSITIVE",8258171,"K00286.01",4215,23.6275,6855,24,0,44.182899,-0.001516,1.53298538622129
"FALSE POSITIVE",8703887,"K00287.01",3548,14.171,5558,6,0,44.850392,-0.003541,3.22371398400965
"CANDIDATE",9592705,"K00288.01",7601,10.2755,11900,12,0,46.226522,6.366e-05,10.0867947923125
"CANDIDATE",10386922,"K00289.01",574.9,296.634,876,31,0,47.574877,0.0002782,4.70073891625616
"CANDIDATE",10386922,"K00289.02",3788,26.6292,5767,12,0,47.574913,-1.578e-05,4.60199676200756
"FALSE POSITIVE",10488450,"K00290.01",7563,2.68338,12710,3,5,47.628373,-0.0003683,3.0994575045208
"CANDIDATE",10933561,"K00291.01",2608,31.5182,4129,12,0,48.320433,-5.668e-05,3.92955801104972
"CANDIDATE",10933561,"K00291.02",2480,8.12989,4035,3,0,48.320318,3.641e-05,2.261335156072
"CANDIDATE",11075737,"K00292.01",8975,2.58662,13140,6,0,48.673457,-5.09e-05,5.04080966372837
"FALSE POSITIVE",11200415,"K00293.01",8509,4.63953,13890,6,0,48.863139,0.0001715,3.62038352272727
"CANDIDATE",11259686,"K00294.01",1818,34.4355,2951,12,0,48.916915,-0.0002038,5.0958230958231
"CANDIDATE",11547513,"K00295.01",5801,5.3174,9574,6,2,49.598394,6.342e-05,6.18102189781022
"CANDIDATE",11547513,"K00295.02",1953,10.1058,3258,3,0,49.598645,-8.228e-05,2.61812548412084
"CANDIDATE",11802615,"K00296.01",1907,28.8622,2877,12,0,50.075443,-3.641e-05,6.53596343516959
"CANDIDATE",11905011,"K00297.01",5454,5.65177,9055,6,0,50.242344,2.3e-05,4.41901024634838
"CANDIDATE",12785320,"K00298.01",1730,19.9636,2714,6,0,52.055379,0.0001147,2.442322991249
"CANDIDATE",12785320,"K00298.02",858.4,57.3829,1637,12,0,52.055699,-0.000178,12.1316165951359
"CANDIDATE",2692377,"K00299.01",16030,1.54168,32130,3,1,37.964416,1.991e-05,5.30857302429489
"FALSE POSITIVE",3438975,"K00300.01",18660,2.97599,32190,12,0,38.51,-0.0002269,1.38472368884196
"CANDIDATE",3642289,"K00301.01",8425,6.00257,12400,6,0,38.795444,1.957e-05,5.75400801603206
"CANDIDATE",3642289,"K00301.02",5082,11.4484,8707,12,0,38.79594,-0.000127,3.58617131062951
"CANDIDATE",3662838,"K00302.01",3775,24.8544,6070,24,0,38.735721,1.463e-05,2.96368829049368
"CANDIDATE",5966322,"K00303.01",1403,60.9282,2096,12,0,41.295284,0.0006662,6.93010507080859
"CANDIDATE",6029239,"K00304.01",3586,8.51205,5053,6,0,41.373801,4.606e-05,6.76308539944904
"CANDIDATE",6029239,"K00304.02",7713,5.51831,9229,6,0,41.373703,1.187e-05,2.50833333333333
"CANDIDATE",6063220,"K00305.01",6949,4.60356,11660,6,0,41.300256,8.762e-05,13.0620689655172
"CANDIDATE",6071903,"K00306.01",1477,24.308,2199,6,0,41.384672,0.0001137,7.67106089139987
"CANDIDATE",6289257,"K00307.01",2368,19.6739,3818,6,0,41.617872,-7.053e-05,5.15509601181684
"CANDIDATE",6289257,"K00307.02",7916,5.21102,14020,6,0,41.61778,-1.141e-06,4.47924253459578
"CANDIDATE",6291837,"K00308.01",2265,35.597,3627,12,0,41.60295,-2.242e-05,5.74071095383626
"FALSE POSITIVE",7024222,"K00309.01",13470,1.6331,19620,3,0,42.555865,-0.002303,2.47565071368598
"CANDIDATE",7050989,"K00312.01",3383,11.5788,5715,6,0,42.59885,-2.228e-05,5.35672786428073
"CANDIDATE",7050989,"K00312.02",2722,16.3992,4310,6,0,42.598879,-4.267e-05,5.12868507253159
"CANDIDATE",7419318,"K00313.01",2221,18.7356,3543,6,0,43.039182,-3.009e-05,11.7506493506494
"CANDIDATE",7419318,"K00313.02",5037,8.43634,7489,6,0,43.039164,3.286e-06,9.06793048973144
"CANDIDATE",7603200,"K00314.01",2337,13.7812,3118,6,0,43.293033,6.723e-05,10.0831202046036
"CANDIDATE",7603200,"K00314.02",1045,23.089,1744,6,0,43.293021,8.338e-05,3.03094660194175
"CANDIDATE",7603200,"K00314.03",2304,10.3131,3841,6,0,43.293175,-4.545e-05,0.525155725922377
"CANDIDATE",7700622,"K00315.01",2054,35.5816,3080,6,0,43.333124,-3.147e-05,14.2941523922032
"CANDIDATE",8008067,"K00316.01",4399,15.7709,6879,12,0,43.888936,-0.0008024,5.73651242675288
"CANDIDATE",8008067,"K00316.02",709.6,157.065,1038,12,0,43.888994,-0.0009338,5.03725524172587
"CANDIDATE",8008067,"K00316.03",2530,7.30568,4136,3,0,43.888921,-0.0003585,3.89336196099481
"CANDIDATE",8121310,"K00317.01",4245,22.2083,6909,12,0,43.998007,8.469e-05,5.48545331529093
"CANDIDATE",8121310,"K00317.02",7794,11.5056,10690,12,0,43.998193,-2.532e-05,5.07806955287438
"CANDIDATE",8156120,"K00318.01",3731,38.5853,5714,24,0,44.068827,2.315e-05,4.46307506053269
"CANDIDATE",8684730,"K00319.01",1713,46.1514,2371,12,0,44.87295,-0.0001013,13.6074740861975
"FALSE POSITIVE",8700558,"K00320.01",5299,4.79178,9188,3,0,44.826949,0.0004418,3.67903661833374
"CANDIDATE",8753657,"K00321.01",13940,2.42631,22150,6,1,44.968201,2.52e-05,5.60560181680545
"CANDIDATE",8753657,"K00321.02",6917,4.62337,11820,6,0,44.968413,-3.827e-05,2.84291068082448
"FALSE POSITIVE",8948424,"K00322.01",7958,5.88886,9072,6,0,45.251704,-0.003887,13.2980225988701
"CANDIDATE",9139084,"K00323.01",4847,5.83597,7199,3,0,45.506859,9.678e-05,8.69831546707504
"FALSE POSITIVE",9641041,"K00324.01",12830,2.17817,19770,3,1,46.306212,-0.0001347,3.28096118299445
"FALSE POSITIVE",9724984,"K00325.01",3476,7.86332,5484,6,0,46.440171,0.01469,2.7683887915937
"CANDIDATE",9880467,"K00326.01",4811,8.97346,7176,6,0,46.783826,0.0001289,2.82110778443114
"CANDIDATE",9880467,"K00326.02",908.4,108.544,1410,24,0,46.783666,0.0005978,3.94882914137034
"CANDIDATE",9881662,"K00327.01",11780,3.25428,19700,6,0,46.768198,6.348e-06,5.20578778135048
"CANDIDATE",9881662,"K00327.02",1124,91.3506,1955,24,0,46.768361,-0.0001094,5.74846625766871
"FALSE POSITIVE",9895004,"K00328.01",8662,2.25083,14210,3,0,46.77491,0.001032,6.07223476297968
"FALSE POSITIVE",10031885,"K00329.01",7178,8.58962,11890,12,0,46.940894,-0.0004832,1.19577205882353
"CANDIDATE",11361646,"K00330.01",8891,7.97426,13480,12,0,49.162194,1.957e-05,6.01804850535815
"CANDIDATE",11361646,"K00330.02",20040,1.88897,29280,6,0,49.161974,5.368e-05,2.57157464212679
"CANDIDATE",10285631,"K00331.01",3685,18.6843,5551,12,0,47.358816,-7.162e-05,4.17419426787108
"CANDIDATE",10285631,"K00331.02",1379,10.5228,2248,3,0,47.358726,1.633e-05,0.853896103896104
"CANDIDATE",10290666,"K00332.01",7626,5.4585,10830,6,0,47.396153,1.265e-05,5.23649521840269
"CANDIDATE",10290666,"K00332.02",6592,6.86674,10300,12,0,47.396049,1.767e-05,1.90506055363322
"CANDIDATE",10337258,"K00333.01",6069,13.2852,9317,12,1,47.406212,0.0001279,3.16254980079681
"FALSE POSITIVE",10383687,"K00334.01",4271,8.48792,6280,6,0,47.57774,-0.006247,2.29362731917182
"FALSE POSITIVE",10470206,"K00335.01",2239,46.5668,3601,12,0,47.675114,0.000406,3.53872515421522
"FALSE POSITIVE",10518725,"K00336.01",2328,19.5149,3980,6,0,47.779785,0.003171,2.25836298932384
"CANDIDATE",10545066,"K00337.01",2961,19.7831,4341,12,0,47.748127,-2.486e-05,4.34320849636669
"CANDIDATE",10552611,"K00338.01",4420,7.01065,7153,6,1,47.731736,-7.746e-05,7.92029317453046
"CANDIDATE",10552611,"K00338.02",7016,3.10764,12940,6,2,47.731416,6.066e-05,1.56534893102057
"CANDIDATE",10587105,"K00339.01",12630,1.98035,21540,6,0,47.880457,-9.879e-05,5.4039064383892
"CANDIDATE",10587105,"K00339.02",2469,12.8344,4031,6,0,47.880448,-9.701e-05,5.8750890524816
"CANDIDATE",10587105,"K00339.03",1593,35.8653,2346,12,0,47.880352,-1.611e-06,5.81840490797546
"FALSE POSITIVE",10616571,"K00340.01",-1,23.6703,1380,12,0,47.801232,0,-14.53
"CANDIDATE",10878263,"K00341.01",4676,7.1707,7184,6,1,48.244356,9.287e-06,6.71480972031178
"CANDIDATE",10878263,"K00341.02",5680,4.69962,8398,6,2,48.244232,0.0001348,6.38276553106212
"CANDIDATE",10982872,"K00343.01",9536,4.76171,13590,6,0,48.481338,4.288e-05,5.70468611847922
"CANDIDATE",10982872,"K00343.02",14540,2.02413,23660,6,0,48.481371,-7.255e-06,5.6158357771261
"CANDIDATE",10982872,"K00343.03",1771,41.8079,2752,12,0,48.481403,-2.603e-05,2.359565807327
"CANDIDATE",11015108,"K00344.01",2131,39.3093,3399,12,0,48.549149,-0.000164,7.36952960449333
"CANDIDATE",11074541,"K00345.01",1636,29.8845,2500,12,0,48.683625,-5.119e-05,11.0884615384615
"CANDIDATE",11100383,"K00346.01",2296,12.9248,3368,6,0,48.606413,-0.0001493,11.819720694033
"CANDIDATE",11189127,"K00347.01",8834,2.67194,11850,3,0,48.861087,-0.00302,3.62995921394142
"CANDIDATE",11194032,"K00348.01",2192,28.5108,3356,12,0,48.825027,4.054e-05,16.9452736318408
"CANDIDATE",11394027,"K00349.01",1759,14.3868,2501,6,0,49.261807,-0.0004363,6.16290879544993
"CANDIDATE",11395587,"K00350.01",2081,12.9905,3218,6,0,49.264496,-5.194e-05,3.38159946535977
"CANDIDATE",11442793,"K00351.01",425.5,331.603,604,31,0,49.305168,0.000427,6.14694335389793
"CANDIDATE",11442793,"K00351.02",702.5,210.595,1102,24,0,49.305155,0.0004105,6.0958795562599
"CANDIDATE",11442793,"K00351.03",1333,59.7375,1946,12,0,49.305305,-0.0002498,5.86163294797688
"CANDIDATE",11442793,"K00351.04",1081,91.9366,1703,24,0,49.305125,0.0001046,5.96666666666667
"CANDIDATE",11442793,"K00351.05",652,124.91,1054,24,0,49.305259,-0.0001436,5.78588108496497
"CANDIDATE",11442793,"K00351.06",5823,7.0081,10770,12,0,49.305081,4.227e-05,5.54633012288276
"CANDIDATE",11442793,"K00351.07",4023,8.71978,5863,12,0,49.305435,-0.0001304,5.82934131736527
"CANDIDATE",11521793,"K00352.01",2378,27.0825,3774,12,0,49.412633,0,5.0030599755202
"CANDIDATE",11521793,"K00352.02",1169,16.0073,1938,3,0,49.41247,0,0.957570343903528
"CANDIDATE",11566064,"K00353.01",671.6,152.108,916,12,0,49.562149,-0.0002041,4.77691363078183
"CANDIDATE",11566064,"K00353.02",2220,30.6529,3588,12,0,49.562138,-4.687e-06,3.77215485074627
"CANDIDATE",11566064,"K00353.03",5539,11.1619,9111,12,0,49.562111,7.65e-06,2.67768595041322
"CANDIDATE",11568987,"K00354.01",3505,15.9602,5826,12,0,49.540147,-5.72e-05,6.49832517392425
"CANDIDATE",11568987,"K00354.02",5693,7.37864,9819,6,0,49.54016,-1.761e-05,3.32971506105835
"CANDIDATE",11621223,"K00355.01",7985,4.90335,13120,6,0,49.696261,-1.855e-05,5.42352468887997
"CANDIDATE",11624249,"K00356.01",15550,1.82709,23450,3,0,49.637174,-6.571e-05,1.66853277350128
"FALSE POSITIVE",12017140,"K00358.01",2736,22.8451,4125,12,0,50.469347,-0.006728,5.19706534721037
"FALSE POSITIVE",12106929,"K00359.01",7919,5.93721,11880,12,0,50.628526,-0.001072,5.70096463022508
"FALSE POSITIVE",12107021,"K00360.01",4539,5.9371,6472,12,0,50.650336,0.000375,1.34751037344398
"CANDIDATE",12404954,"K00361.01",10370,3.24755,19960,6,0,51.277098,-1.063e-05,5.83646938077318
"FALSE POSITIVE",1571511,"K00362.01",7346,14.0225,11650,12,0,37.199021,9.951e-05,3.2505987372088
"FALSE POSITIVE",2438070,"K00363.01",15820,2.44294,26300,6,0,37.791007,-0.004085,2.4605577689243
"CANDIDATE",11623629,"K00365.01",1068,81.7359,1528,12,0,49.623446,-0.0001404,8.6309725516774
"CANDIDATE",3545478,"K00366.01",862.3,75.113,1241,12,0,38.619268,-8.289e-05,4.04638283142956
"CANDIDATE",4815520,"K00367.01",780.4,31.5785,1045,3,0,39.911903,8.014e-08,6.52915291529153
"FALSE POSITIVE",6603043,"K00368.01",1477,110.321,2471,24,0,42.086956,0.0001117,2.56635951038372
"CANDIDATE",7175184,"K00369.01",4309,5.88526,7199,3,0,42.775567,-2.911e-06,3.75767498976668
"CANDIDATE",7175184,"K00369.02",3174,10.1045,5270,6,0,42.775525,1.473e-05,3.51340847260008
"CANDIDATE",8494142,"K00370.01",3067,42.8831,4558,24,0,44.529083,-2.254e-05,12.923231645994
"CANDIDATE",8494142,"K00370.02",2369,22.9506,4024,12,0,44.528963,4.971e-05,13.22
"FALSE POSITIVE",5652983,"K00371.01",145.2,498.395,215,12,0,40.856432,0.0004052,4.24382359732163
"CANDIDATE",6471021,"K00372.01",825,125.625,459,24,0,41.866823,0.0007538,6.81137309292649
"CANDIDATE",7364176,"K00373.01",869.1,135.188,1373,24,0,42.909479,-1.887e-05,6.94104560622914
"CANDIDATE",8686097,"K00374.01",848.4,172.704,1264,24,0,44.873956,-0.00026,6.08572583906187
"FALSE POSITIVE",12643589,"K00376.01",895.9,44.1459,1214,6,0,51.723855,0.04227,1.84025828186412
"FALSE POSITIVE",12643589,"K00376.02",13710,1.41163,22580,3,1,51.725867,0.000995,2.87289395441031
"CANDIDATE",3323887,"K00377.01",2922,19.2231,4763,6,0,38.400802,0.0004035,6.4879421221865
"FALSE POSITIVE",2449074,"K00378.01",8140,4.94398,15130,6,0,37.712836,-0.008007,2.47017045454546
"FALSE POSITIVE",2446113,"K00379.01",4997,6.7172,8009,6,0,37.77609,-4.298e-05,4.22551398288852
"CANDIDATE",2446113,"K00379.02",1824,23.1368,3127,12,0,37.776301,-0.0001179,4.34065027232216
"FALSE POSITIVE",2452450,"K00380.01",7371,8.09707,12090,12,0,37.718156,0.00778,6.30738213399504
"FALSE POSITIVE",3230578,"K00381.01",3074,6.33763,5059,3,0,38.374908,0.0002694,3.55156950672646
