"koi_disposition","kepid","kepoi_name","tce_insol","tce_mesmedian","tce_fwm_pdeco","tce_depth_sn","tce_fwm_pdeco_sn","tce_dicco_msky_sn"
"CANDIDATE",9305831,"K00204.01",1072.84,-0.3065,0.004011,660.245514636449,13.0651465798046,2.29585635359116
"CANDIDATE",7046804,"K00205.01",44.98,-0.08484,-0.001331,622.477650063857,-2.29087779690189,0.265862573099415
"CANDIDATE",5728139,"K00206.01",1184.61,-0.05059,-0.001888,564.727054589082,-11.1715976331361,0.63217008797654
"CANDIDATE",3762468,"K00208.01",1011.57,-0.1276,-0.00131,435.423197492163,-2.14052287581699,0.380936106983655
"CANDIDATE",10723750,"K00209.01",33.19,-0.1064,-0.0001567,352.995676343422,-0.430494505494506,0.0313261183261183
"CANDIDATE",10723750,"K00209.02",124.92,0.009843,0.0002356,218.421052631579,1.63611111111111,0.372125534950071
"FALSE POSITIVE",10602291,"K00210.01",69.17,0.01919,-0.0003883,241.128790153107,-0.376990291262136,0.698962536023055
"CANDIDATE",10656508,"K00211.01",6.9,-0.006193,0.001418,164.294871794872,0.964625850340136,0.40848792884371
"CANDIDATE",6300348,"K00212.01",280.06,0.002579,-0.000638,341.407867494824,-2.14814814814815,2.51264705882353
"FALSE POSITIVE",9164836,"K00213.01",13.62,-0.07268,-0.0008935,2016.83599419448,-0.0897088353413655,0.920684523809524
"CANDIDATE",11046458,"K00214.01",367.32,0.1405,-0.001449,217.418408507517,-2.34087237479806,0.618959212376934
"FALSE POSITIVE",12508335,"K00215.01",17.29,-0.02038,0.002166,247.931409907458,1.65343511450382,2.77306064880113
"CANDIDATE",6152974,"K00216.01",24.04,-0.01704,-0.0009789,192.052744119743,-1.57632850241546,1.93195739014647
"CANDIDATE",6152974,"K00216.02",89.61,-0.008829,-6.409e-06,16.5268065268065,-0.0356055555555556,1.69986725663717
"CANDIDATE",9595827,"K00217.01",283.35,-0.0263,0.0009357,1329.83970406905,0.703533834586466,0.340523168908819
"FALSE POSITIVE",9838975,"K00218.01",18.44,-0.1364,-0.0001226,1102.72356851812,-0.0127442827442827,0.0877093889716841
"CANDIDATE",6305192,"K00219.01",337.61,0.1119,0.0002142,387.955704864999,1.7702479338843,1.10187408491947
"CANDIDATE",7132798,"K00220.01",513.05,-0.1213,0.0002716,341.369863013699,4.07807807807808,0.14525069637883
"CANDIDATE",7132798,"K00220.02",252.25,-0.1839,0.0001799,17.6,2.7298937784522,1.76849529780564
"CANDIDATE",3937519,"K00221.01",491.88,-0.2464,-5.973e-05,412.053333333333,-0.307886597938144,0.00760441595441595
"CANDIDATE",3937519,"K00221.02",237.27,0.01258,0.0001177,13.1190926275992,0.722085889570552,0.685946601941748
"CANDIDATE",4249725,"K00222.01",25.98,0.01275,-0.0002413,95.2380952380952,-1.44491017964072,1.87418032786885
"CANDIDATE",4249725,"K00222.02",10.13,-0.1488,-4.172e-05,45.2887364208119,-0.194953271028037,1.61877777777778
"CANDIDATE",4545187,"K00223.01",234.19,-0.159,-0.0002351,78.5714285714286,-1.50705128205128,1.18225653206651
"CANDIDATE",4545187,"K00223.02",7.74,0.01526,0.0003081,35.0594821553534,0.885344827586207,2.21835526315789
"FALSE POSITIVE",5547480,"K00224.01",448.39,-0.2734,0.005859,25.3860182370821,28.304347826087,53.7350527549824
"FALSE POSITIVE",5801571,"K00225.01",6382.21,-0.401,-0.001055,181.619433198381,-8.11538461538461,4.4228813559322
"CANDIDATE",5959753,"K00226.01",73.73,-0.1202,0.0002362,57.9490909090909,1.41437125748503,1.07406724511931
"CANDIDATE",3847907,"K00229.01",508.23,-0.2994,0.000767,329.339988907376,4.82389937106918,5.51292134831461
"FALSE POSITIVE",3862246,"K00230.01",219.58,-0.1837,-0.002638,162.440354464894,-4.71071428571429,7.05855106888361
"FALSE POSITIVE",4043443,"K00231.01",1.01,-0.008463,-0.0003026,70.1561894927069,-0.163567567567568,0.834255079006772
"CANDIDATE",4833421,"K00232.01",153.03,0.03097,0.0002824,236.800505848878,2.2592,0.801879954699887
"CANDIDATE",4833421,"K00232.02",427.79,-0.06313,1.418e-05,51.9413919413919,0.188814913448735,0.52896
"CANDIDATE",4833421,"K00232.03",34.63,-0.0784,8.637e-05,23.960597826087,0.599791666666667,1.875770609319
"CANDIDATE",4833421,"K00232.04",73.59,-0.03573,3.759e-05,23.8727858293076,0.289153846153846,1.1111328125
"CANDIDATE",4833421,"K00232.05",20.52,0.02096,0.0001127,22.8651685393258,0.695679012345679,0.496975524475525
"FALSE POSITIVE",5023956,"K00233.01",1223.5,-1.485,-0.2306,81.6206694069289,-294.884910485934,127.503748125937
"CANDIDATE",8491277,"K00234.01",177.69,-0.08847,0.0001132,90.5718879191548,0.951260504201681,0.563068376068376
"CANDIDATE",8107225,"K00235.01",120.08,-0.01332,-6.52e-05,65.4090011433323,-0.557264957264957,2.69789227166276
"FALSE POSITIVE",8453211,"K00236.01",195.86,-0.4043,0.05002,13.7996031746032,95.6405353728489,0
"CANDIDATE",8041216,"K00237.01",161.98,-0.01778,5.715e-05,78.6372453928225,0.607332624867163,0.130349206349206
"CANDIDATE",7219825,"K00238.01",105.61,-0.07313,-0.0002136,58.993304086816,-1.90714285714286,2.30482517482517
"CANDIDATE",7219825,"K00238.02",1.82,-0.01388,0.0001266,11.7258671124112,0.338502673796791,0.3720625
"CANDIDATE",7219825,"K00238.03",58.92,-0.09908,-3.247e-05,10.9638554216867,-0.231928571428571,0.678618881118881
"CANDIDATE",6383785,"K00239.01",379.89,-0.01866,0.001095,125.367965367965,9.69026548672566,3.83396226415094
"CANDIDATE",6383785,"K00239.02",685.56,-0.2726,0.000182,17.1622855982949,2.35446313065977,0.872763157894737
"CANDIDATE",8026752,"K00240.01",519.15,-0.6575,-0.0001089,109.813821394762,-0.878225806451613,1.19934123847167
"CANDIDATE",11288051,"K00241.01",23.22,-0.1394,-0.0001273,65.9860383944154,-0.871917808219178,1.6387323943662
"CANDIDATE",11288051,"K00241.02",7.93,-0.05455,-2.438e-05,17.7254217568354,-0.131783783783784,2.34951351351351
"CANDIDATE",11288051,"K00241.03",150.02,-0.3232,-6.079e-06,18.6996387885524,-0.0712661195779601,0.423369565217391
"FALSE POSITIVE",3642741,"K00242.01",141.73,0.128,-0.0005473,284.19452887538,-2.40043859649123,1.56733238231098
"FALSE POSITIVE",9592579,"K00243.01",872.52,-0.2244,0,2.14943609022556,0,19.2268939393939
"CANDIDATE",4349452,"K00244.01",180.41,0.02023,1.748e-05,364.822871348664,0.410328638497653,0.810310296191819
"CANDIDATE",4349452,"K00244.02",466.45,0.07818,-3.298e-05,211.210526315789,-1.23520599250936,1.17873825503356
"CANDIDATE",8478994,"K00245.01",10.4,0.01282,-0.0006645,171.663360725418,-13.3433734939759,3.83804004214963
"CANDIDATE",8478994,"K00245.02",23.93,0.01415,-2.097e-05,33.4059844846694,-0.590704225352113,3.42672131147541
"CANDIDATE",11295426,"K00246.01",399.51,-0.06006,0.0001224,236.748633879781,4.91566265060241,1.88978007761966
"CANDIDATE",11295426,"K00246.02",185.32,-0.1642,1.555e-05,26.6393046837277,0.465568862275449,3.15427135678392
"CANDIDATE",11852982,"K00247.01",5.52,-0.0302,-0.0001805,42.8748964374482,-0.646953405017921,0.0719712574850299
"CANDIDATE",5364071,"K00248.01",15.89,0.0159,1.155e-05,78.2743362831858,0.0502173913043478,1.32459183673469
"CANDIDATE",5364071,"K00248.02",62.59,-0.04779,-0.0001929,39.5507399577167,-1.36808510638298,0.957841726618705
"CANDIDATE",5364071,"K00248.03",9.13,-0.1264,0.00012,32.5789721829326,0.36144578313253,0.516829268292683
"CANDIDATE",5364071,"K00248.04",4.49,-0.1364,6.385e-05,21.5197152245345,0.200156739811912,1.59238726790451
"CANDIDATE",9390653,"K00249.01",4.63,0.02893,0.001125,91.0167818361303,5.859375,10.3054545454545
"CANDIDATE",9757613,"K00250.01",8.15,-0.03242,-0.0006605,98.7601842012044,-1.71558441558442,1.40173267326733
"CANDIDATE",9757613,"K00250.02",5.18,-0.01,0.0005987,46.6743916570104,1.21194331983806,1.8668
"CANDIDATE",9757613,"K00250.03",1.37,-0.01044,-0.001088,24.8911951791095,-1.58832116788321,0.461063829787234
"CANDIDATE",9757613,"K00250.04",42.77,-8.562e-05,1.369e-05,20.7870619946092,0.0834756097560976,0.843197969543147
"CANDIDATE",10489206,"K00251.01",28.76,0.07891,0.003124,124.302575107296,11.8333333333333,0.523852040816327
"CANDIDATE",10489206,"K00251.02",18.6,0.007155,0.000733,10.7359667359667,2.9203187250996,1.31371364653244
"CANDIDATE",11187837,"K00252.01",4.08,0.02924,0.001501,69.5267175572519,3.36547085201794,1.17328843995511
"CANDIDATE",11752906,"K00253.01",18.76,-0.07093,-0.001851,56.193853427896,-4.15022421524664,4.71907692307692
"CANDIDATE",11752906,"K00253.02",3.93,-0.04476,-0.0009121,12.0005923293351,-2.23553921568627,3.84636118598383
"CANDIDATE",5794240,"K00254.01",67.34,0.1252,0.001127,1004.10846343468,0.216730769230769,0.230329341317365
"CANDIDATE",7021681,"K00255.01",2.29,-0.004463,0.0005278,83.4958468761286,1.3962962962963,2.53256
"CANDIDATE",7021681,"K00255.02",5.86,0.01057,9.378e-05,9.47044917257683,0.367764705882353,2.25859872611465
"FALSE POSITIVE",7021681,"K00255.03",12.44,-0.06969,5.038e-05,7.23094822571262,0.275300546448087,1.69583333333333
"FALSE POSITIVE",11548140,"K00256.01",68.58,-0.2496,0.005516,17.9812970115877,7.95959595959596,3.0558651026393
"CANDIDATE",5514383,"K00257.01",322.09,-0.06072,1.996e-05,153.014998469544,0.616049382716049,0.598188736681887
"FALSE POSITIVE",11231334,"K00258.01",4511.26,0.0415,-0.0004082,1.70378941278565,-0.138843537414966,8.80892388451444
"FALSE POSITIVE",5790807,"K00259.01",62.61,0.01247,0.0008155,790.228013029316,0.28918439716312,2.20090909090909
"CANDIDATE",8292840,"K00260.01",12.1,-0.02748,2.98e-05,51.354151250555,0.474522292993631,2.05544117647059
"CANDIDATE",8292840,"K00260.02",245.28,0.01655,2.496e-05,54.6692607003891,1.0356846473029,2.55480519480519
"CANDIDATE",8292840,"K00260.03",92.16,-0.02047,-4.803e-05,38.7942332896461,-1.42522255192878,3.32934926958831
"CANDIDATE",5383248,"K00261.01",60.5,-0.03441,0.0003686,180.831726797026,7.53783231083844,5.15555555555556
"CANDIDATE",11807274,"K00262.01",379.88,-0.01281,8.71e-05,40.7244414353419,2.32887700534759,1.50023148148148
"CANDIDATE",11807274,"K00262.02",484.51,0.06954,9.769e-06,32.0290344361918,0.317175324675325,0.670500834724541
"FALSE POSITIVE",10514430,"K00263.01",49.22,-0.1073,0.0001081,8.05896495001898,1.87673611111111,1.73060377358491
"FALSE POSITIVE",3097346,"K00264.01",1133.11,-0.1557,0.003282,43.7556973564266,118.057553956835,144.293706293706
"CANDIDATE",12024120,"K00265.01",928.36,0.1634,0,44.8732134624251,0,0.616296296296296
"CANDIDATE",7375348,"K00266.01",60.32,-0.006977,-3.581e-05,44.4125251364551,-1.12257053291536,0.938071428571428
"CANDIDATE",7375348,"K00266.02",25.88,-0.03676,5.644e-05,11.3621188515468,0.839880952380953,1.77822709163347
"CANDIDATE",3425851,"K00268.01",11.84,-0.001102,0.0002751,63.4357957362419,1.89724137931034,0.984133858267716
"CANDIDATE",7670943,"K00269.01",155.72,0.06828,-9.293e-07,42.0225624496374,-0.0303692810457516,0.547140575079872
"CANDIDATE",6528464,"K00270.01",167.78,-0.07244,-3.823e-05,46.1127108185932,-1.42118959107807,1.57928251121076
"CANDIDATE",6528464,"K00270.02",45.16,-0.09228,5.287e-06,43.3231396534149,0.115436681222707,3.69694117647059
"CANDIDATE",9451706,"K00271.01",56.07,-0.00825,-0.0001935,63.0203291384318,-5.17379679144385,4.60876132930514
"CANDIDATE",9451706,"K00271.02",28.65,0.04858,-0.0002452,50.412266743816,-4.69731800766283,4.21367088607595
"CANDIDATE",9451706,"K00271.03",144.7,-0.02501,-5.742e-05,25.1972157772622,-1.86428571428571,3.83159203980099
"FALSE POSITIVE",5716763,"K00272.01",14369.63,-0.9745,-7.925e-06,59.9488609948861,-0.419312169312169,1.72473684210526
"CANDIDATE",3102384,"K00273.01",120.35,-0.01633,0.0001089,66.8923493568043,2.13111545988258,1.72188571428571
"CANDIDATE",8077137,"K00274.01",207.89,0.05133,-1.238e-05,16.0065252854812,-0.499193548387097,1.04806709265176
"CANDIDATE",8077137,"K00274.02",119.88,0.037,5.213e-05,11.3689440993789,1.62398753894081,0.150953038674033
"CANDIDATE",10586004,"K00275.01",162.32,0.03417,7.346e-07,50.8857509627728,0.0214795321637427,1.86018181818182
"CANDIDATE",10586004,"K00275.02",17.99,0.04922,-7.603e-06,25.5092484195739,-0.100568783068783,1.78909836065574
"CANDIDATE",11133306,"K00276.01",27.63,-0.03033,5.465e-05,92.0111972437554,1.00830258302583,1.16037974683544
"CANDIDATE",11401755,"K00277.01",174.35,-0.05386,-1.709e-05,123.532414497192,-0.486894586894587,0.459670731707317
"CANDIDATE",11401755,"K00277.02",215.44,0.1176,-5.24e-05,0.00516693290734824,-0.0179452054794521,0.932911392405063
"CANDIDATE",12314973,"K00279.01",82.87,-0.07139,-2.576e-05,190.03615910004,-0.371717171717172,0.866981519507187
"CANDIDATE",12314973,"K00279.02",187.69,-0.05325,9.559e-05,47.3263558515699,2.0645788336933,0.631328671328671
"CANDIDATE",12314973,"K00279.03",489.15,0.01413,-3.869e-06,9.8090692124105,-0.119046153846154,1.42062365591398
"CANDIDATE",4141376,"K00280.01",131.67,-0.1208,-6.148e-05,110.34039820167,-1.49951219512195,1.570703125
"CANDIDATE",4143755,"K00281.01",95.54,-0.0156,1.483e-05,88.0902880902881,0.304517453798768,0.345120141342756
"CANDIDATE",5088536,"K00282.01",45.75,0.07435,-7.086e-06,139.585172109444,-0.171159420289855,1.49252252252252
"CANDIDATE",5088536,"K00282.02",220.48,-0.02294,2.572e-05,26.6374781085814,0.996899224806202,1.65112903225806
"CANDIDATE",5088536,"K00282.03",9.78,0.01313,6.797e-05,10.9568965517241,0.635233644859813,0.821969696969697
"CANDIDATE",5695396,"K00283.01",62.82,0.01282,-6.445e-05,94.6519337016574,-1.40720524017467,3.03492857142857
"CANDIDATE",5695396,"K00283.02",33.97,0.03055,-1.569e-05,11.5883149545367,-0.294924812030075,2.76129666011788
"CANDIDATE",6021275,"K00284.01",309.27,-0.03011,5.608e-05,40.4255319148936,1.70975609756098,3.00327205882353
"CANDIDATE",6021275,"K00284.02",78.09,-0.0577,-3.597e-05,31.038062283737,-0.625565217391304,1.3790119760479
"CANDIDATE",6021275,"K00284.03",325.18,-0.122,1.642e-05,33.8892686261107,0.50679012345679,0.982923588039867
"CANDIDATE",6021275,"K00284.04",6.97,-0.01265,0.0001461,11.2351326623971,1.08222222222222,0.753488372093023
"CANDIDATE",6196457,"K00285.01",214.06,0.01296,2.604e-05,115.934824634079,0.975280898876405,0.296635
"CANDIDATE",6196457,"K00285.02",88.25,0.02248,-3.191e-05,43.8368246968026,-0.981846153846154,1.10785714285714
"CANDIDATE",6196457,"K00285.03",38.94,-0.009418,-1.266e-05,22.6640159045726,-0.292378752886836,1.33686602870813
"FALSE POSITIVE",8258171,"K00286.01",806.29,-0.06289,-0.001516,23.7206178643385,-35.0115473441109,69.8261261261261
"FALSE POSITIVE",8703887,"K00287.01",651.62,-0.0001281,-0.003541,587.988240235195,-2.85564516129032,5.26510903426791
"CANDIDATE",9592705,"K00288.01",509.19,-0.03542,6.366e-05,71.3946386155412,2.36654275092937,2.42472677595628
"CANDIDATE",10386922,"K00289.01",2.89,-0.06303,0.0002782,154.779206260481,1.15916666666667,0.621553509781358
"CANDIDATE",10386922,"K00289.02",71.89,0.02956,-1.578e-05,75.7528957528957,-0.256168831168831,0.738793103448276
"FALSE POSITIVE",10488450,"K00290.01",2832.67,-0.151,-0.0003683,36.8049426301854,-14.3307392996109,71.319391634981
"CANDIDATE",10933561,"K00291.01",45.75,-0.09831,-5.668e-05,48.2128127577674,-0.610775862068966,2.14935943060498
"CANDIDATE",10933561,"K00291.02",278.63,0.04675,3.641e-05,21.2462908011869,0.433969010727056,0.951428571428572
"CANDIDATE",11075737,"K00292.01",737.24,0.00553,-5.09e-05,57.2280602101676,-1.47109826589595,0.741912621359223
"FALSE POSITIVE",11200415,"K00293.01",1500.9,-0.05977,0.0001715,21.924750447914,7.26694915254237,84.5701149425287
"CANDIDATE",11259686,"K00294.01",42.77,0.002718,-0.0002038,48.4858757062147,-2.15433403805497,3.6338683127572
"CANDIDATE",11547513,"K00295.01",352.66,-0.04954,6.342e-05,73.7973387922211,1.35802997858672,0.383808139534884
"CANDIDATE",11547513,"K00295.02",149.81,-0.03869,-8.228e-05,19.6215951720763,-1.12712328767123,2.70820987654321
"CANDIDATE",11802615,"K00296.01",35.64,-0.02309,-3.641e-05,56.238430211033,-0.29844262295082,0.221409090909091
"CANDIDATE",11905011,"K00297.01",575.25,0.06712,2.3e-05,38.5504794134236,0.563725490196078,0.679689440993789
"CANDIDATE",12785320,"K00298.01",23.93,-0.0274,0.0001147,31.1522539098436,0.903149606299213,3.77283464566929
"CANDIDATE",12785320,"K00298.02",5.86,-0.009847,-0.000178,15.4718176060798,-0.967391304347826,1.23609808102345
"CANDIDATE",2692377,"K00299.01",1520.89,0.7851,1.991e-05,47.7787851314597,0.470685579196218,1.48860655737705
"FALSE POSITIVE",3438975,"K00300.01",2171.6,-0.5262,-0.0002269,21.9116825041923,-7.56333333333333,6.18410138248848
"CANDIDATE",3642289,"K00301.01",505.24,-0.04651,1.957e-05,59.7363690832834,0.418162393162393,1.69853846153846
"CANDIDATE",3642289,"K00301.02",213.6,-0.0171,-0.000127,18.3378016085791,-2.15619694397284,1.45259165613148
"CANDIDATE",3662838,"K00302.01",340.1,0.01305,1.463e-05,72.189349112426,0.216100443131462,1.48363636363636
"CANDIDATE",5966322,"K00303.01",11.29,0.00904,0.0006662,81.0144455305745,8.48662420382166,0.322857142857143
"CANDIDATE",6029239,"K00304.01",117.3,0.03379,4.606e-05,113.624237804878,1.10455635491607,0.849085365853659
"CANDIDATE",6029239,"K00304.02",209.06,0.01223,1.187e-05,7.4016590848274,0.458301158301158,0.462946428571428
"CANDIDATE",6063220,"K00305.01",101.73,-0.1693,8.762e-05,85.7707509881423,1.59309090909091,1.38887775551102
"CANDIDATE",6071903,"K00306.01",18.9,0.004654,0.0001137,71.0596984094195,1.01517857142857,0.196489655172414
"CANDIDATE",6289257,"K00307.01",60.5,-0.01387,-7.053e-05,33.1774947605997,-1.32078651685393,0.19945564516129
"CANDIDATE",6289257,"K00307.02",355.7,-0.05255,-1.141e-06,32.1663019693654,-0.0404609929078014,2.86496855345912
"CANDIDATE",6291837,"K00308.01",41.14,-0.00797,-2.242e-05,68.5949517928719,-0.432818532818533,0.532693548387097
"FALSE POSITIVE",7024222,"K00309.01",325.59,0.02648,-0.002303,14.5032914422501,-66.3688760806916,51.2761006289308
"CANDIDATE",7050989,"K00312.01",193.71,-0.0645,-2.228e-05,56.9113924050633,-0.779020979020979,0.826666666666667
"CANDIDATE",7050989,"K00312.02",121.79,0.004938,-4.267e-05,48.7439502189445,-1.3503164556962,1.29455319148936
"CANDIDATE",7419318,"K00313.01",24.71,0.03266,-3.009e-05,66.9880952380952,-0.328852459016393,0.461416666666667
"CANDIDATE",7419318,"K00313.02",71.6,-0.06344,3.286e-06,65.4651162790698,0.0557894736842105,0.158537313432836
"CANDIDATE",7603200,"K00314.01",6.18,-0.05563,6.723e-05,98.3660130718954,0.913451086956522,0.570932692307692
"CANDIDATE",7603200,"K00314.02",3.11,-0.02392,8.338e-05,29.5734367426078,0.67241935483871,1.04121739130435
"CANDIDATE",7603200,"K00314.03",9.09,-0.0007935,-4.545e-05,6.89961880559085,-0.666422287390029,0.136319201995012
"CANDIDATE",7700622,"K00315.01",6.56,-0.02375,-3.147e-05,90.6063522617902,-0.335501066098081,1.17531531531532
"CANDIDATE",8008067,"K00316.01",75.75,0.0115,-0.0008024,91.6581545795029,-11.5786435786436,2.4392065344224
"CANDIDATE",8008067,"K00316.02",3.54,-0.06289,-0.0009338,35.785016286645,-4.74010152284264,1.86295454545455
"CANDIDATE",8008067,"K00316.03",211.34,-0.003526,-0.0003585,34.0095302927161,-5.31111111111111,2.35227722772277
"CANDIDATE",8121310,"K00317.01",98.52,-0.05793,8.469e-05,58.6508753861998,1.19281690140845,2.32219298245614
"CANDIDATE",8121310,"K00317.02",236.75,0.06248,-2.532e-05,6.98798397863818,-0.458695652173913,1.85969026548673
"CANDIDATE",8156120,"K00318.01",79.22,-0.01691,2.315e-05,75.1528627015009,0.234787018255578,0.779464285714286
"CANDIDATE",8684730,"K00319.01",57.88,0.0007179,-0.0001013,190.190506262499,-1.013,1.5511801242236
"FALSE POSITIVE",8700558,"K00320.01",577.21,-0.543,0.0004418,42.3270440251572,17.0579150579151,35.7836363636364
"CANDIDATE",8753657,"K00321.01",680.66,-0.4901,2.52e-05,66.0975609756098,0.884210526315789,1.90278195488722
"CANDIDATE",8753657,"K00321.02",288.13,-0.2273,-3.827e-05,20.8895502645503,-1.03712737127371,0.719172932330827
"FALSE POSITIVE",8948424,"K00322.01",245.41,-0.1755,-0.003887,154.196078431373,-0.413071200850159,9.96518105849582
"CANDIDATE",9139084,"K00323.01",144.67,-0.04799,9.678e-05,101.296566837107,2.04177215189873,0.32892380952381
"FALSE POSITIVE",9641041,"K00324.01",2908.7,0.1848,-0.0001347,38.5894822666123,-6.63546798029557,9.94161849710983
"FALSE POSITIVE",9724984,"K00325.01",483.22,-0.1264,0.01469,25.1890410958904,162.860310421286,3.37349397590361
"CANDIDATE",9880467,"K00326.01",6196.18,0.01401,0.0001289,42.5530932594645,0.689304812834225,2.84382857142857
"CANDIDATE",9880467,"K00326.02",223.15,0.006887,0.0005978,10.7978311386522,1.14521072796935,4.93298429319372
"CANDIDATE",9881662,"K00327.01",677.51,0.125,6.348e-06,48.1548699334543,0.223521126760563,1.78792207792208
"CANDIDATE",9881662,"K00327.02",7.94,0.005615,-0.0001094,16.8997472620051,-1.05192307692308,0.513822314049587
"FALSE POSITIVE",9895004,"K00328.01",1163.42,-0.01628,0.001032,89.0971969421187,27.8167115902965,25.7578579743888
