"koi_disposition","kepid","kepoi_name","tce_dor","tce_chisqgof","tce_slogg_prov","tce_rb_tcount3","tce_fwm_sra","tce_fwm_pdeco","tce_duration_sn","tce_insol_sn","tce_ptemp_sn","tce_fwm_sdeco_sn","tce_dikco_mra_sn"
"FALSE POSITIVE",5385139,"K06000.01",3.0466262,2667,7,0,19.834804,-0.0004614,16.9504021447721,2.43166441136671,6.33466975922244,1.40898876404494,0.232550607287449
"FALSE POSITIVE",5385150,"K06001.01",2.9514647,2865,7,0,19.83485,5.076e-05,17.6521060842434,2.84317984361425,7.97658306979481,0.116782729805014,-2.96944937833037
"FALSE POSITIVE",5385269,"K06002.01",3.5523525,3369,7,0,19.836789,-2.384e-05,30.6711979609176,2.46215048874744,9.25275035703636,0.0648699763593381,-2.21832740213523
"FALSE POSITIVE",5385509,"K06003.01",2.0388733,3282,7,0,19.840266,0.0002255,19.2783505154639,6.05508474576271,21.1489985587197,-1.85053380782918,-2.73632958801498
"FALSE POSITIVE",5385566,"K06004.01",1.9846852,3066,7,0,19.841165,-0.0001763,20.720802919708,3.93302891933029,20.8747503081304,1.61900647948164,0.536266447368421
"FALSE POSITIVE",5385773,"K06005.01",3.5351809,3757,7,0,19.844494,-0.0002772,23.7167913335053,4.38272816486752,11.7029467576941,2.43543543543544,-4.60399061032864
"FALSE POSITIVE",5386163,"K06006.01",1.6715816,3510,5,0,19.850169,-5.27e-05,19.0325342465753,1.67505882948306,18.9563284158279,1.47182320441989,-2.42867783985102
"FALSE POSITIVE",5470960,"K06007.01",3.322126,3485,7,0,19.835706,2.483e-05,14.2507122507123,4.75682382133995,3.84582226640749,-0.403943661971831,-1.17490099009901
"FALSE POSITIVE",5471068,"K06008.01",3.6414383,3613,7,0,19.837253,0.0001077,20.7448789571695,2.60928961748634,5.76754714591754,-1.17653374233129,-1.62370454545455
"FALSE POSITIVE",5471192,"K06009.01",1.5014327,3298,7,0,19.839148,-0.0001687,19.5920066611157,2.26112251882272,17.9531503431067,2.58049886621315,-2.97167325428195
"FALSE POSITIVE",5471217,"K06010.01",1.4682325,3161,7,0,19.839702,3.609e-06,21.043627031651,3.0296918767507,24.3896097155906,-0.504752066115702,-4.05732484076433
"FALSE POSITIVE",5471769,"K06011.01",2.9640247,3568,7,0,19.849684,8.643e-05,23.6124176857949,3.19850374064838,7.93553847623988,-0.990557451649602,-2.59654654654655
"FALSE POSITIVE",5471770,"K06012.01",1.2635716,3462,7,0,19.849699,-0.0001563,23.453781512605,2.26819243344232,22.490335105934,1.85178875638842,-1.53363499245852
"FALSE POSITIVE",5556804,"K06013.01",1.446529,2695,7,0,19.842091,-0.0002931,12.4739712444224,2.96526772793054,16.3446167509223,0.917640807651435,-1.33139841688654
"FALSE POSITIVE",5597970,"K06014.01",19.313872,7638000,13,0,18.895995,-0.0004567,3040.23470243085,2.83205657041839,28.6337805006866,1221.99630314233,5.73199426111908
"FALSE POSITIVE",5643492,"K06015.01",23.008802,2719,7,0,19.850807,0.005799,122.685525349008,2.98189134808853,6.20955424076968,-19.3888888888889,48.0763888888889
"CANDIDATE",5795648,"K06016.01",8.2094008,1317000,5,0,19.552957,0.001845,3462.98890205797,3.53299047396412,33.1199106682701,91.0095238095239,0.659666283084005
"FALSE POSITIVE",5961350,"K06017.01",10.450533,473100,18,0,19.478298,-0.000216,1404.12979351032,4.27425299695831,65.6979536152797,13.2398921832884,-1.30239227340267
"FALSE POSITIVE",5979863,"K06018.01",34.739413,102000,7,0,19.800001,-0.001047,1213.02871256561,2.88489535941765,30.1124811273276,-8.5320197044335,-1.53974175035868
"FALSE POSITIVE",6117415,"K06019.01",52.333643,10300000,5,0,19.324063,0,2082.25696804895,3.56289736603088,27.6671792618629,510.326086956522,1.57462277091907
"FALSE POSITIVE",6128027,"K06020.01",16.10524,483000,7,0,19.547899,0.009437,1527.31092436975,5.65329341317365,23.3533868092692,-43.6627906976744,-0.080200290275762
"FALSE POSITIVE",6146418,"K06021.01",7.4830172,16670,5,0,19.852625,-0.02516,9.69305522635696,2.07156567041404,9.06354924216679,433.126293995859,-60.3363228699552
"FALSE POSITIVE",6150977,"K06022.01",4.0192489,39180,7,0,19.92149,-0.03959,85.1102941176471,3.56922796463404,11.3783598760539,152.374768089054,-35.6319648093842
"FALSE POSITIVE",6182019,"K06023.01",8.3273055,346400,7,0,18.845657,-0.04061,1635,2.65775645419237,29.0002078353944,-55.3521126760564,-0.76479940564636
"FALSE POSITIVE",6191945,"K06024.01",17.817417,1956,7,0,19.155518,-0.0004811,5.92536864279266,1.00741960110698,5.10870358415897,5.80211081794195,1.56855439642325
"FALSE POSITIVE",6209347,"K06025.01",6.881708,163100,7,0,19.546556,-0.0007466,731.303576707065,3.12102449888641,25.9478989210676,28.721875,-0.672823871906841
"FALSE POSITIVE",6268722,"K06026.01",7.5955024,1055000,5,0,19.034565,0.0002992,3343.86591564775,2.05629278960251,36.983910553586,146.992054483541,3.29985096870343
"FALSE POSITIVE",6301030,"K06027.01",21.160834,192600,7,0,19.753135,-0.293,881.290149892934,2.39862542955327,30.3021531944935,-610.544217687075,2.15809806835067
"FALSE POSITIVE",6606934,"K06028.01",83.95666,226400,7,0,19.47144,-0.005477,1656.74859853385,2.47612156295224,20.6931312798551,-32.5956284153005,-1.41192592592593
"FALSE POSITIVE",6614926,"K06029.01",6.6882108,1130000,7,0,19.622091,0.001187,4036.65413533835,2.51502092698806,30.3902692707731,-230.110159118727,0.592265275707899
"FALSE POSITIVE",6628237,"K06030.01",9.8268862,684500,7,0,19.831416,0.06882,1795.77901924271,2.67195597585083,29.7374456306841,139.061583577713,0.00949411764705882
"FALSE POSITIVE",6694186,"K06031.01",11.785724,8116000,7,0,19.50874,0.00021,8523.19175404301,3.14973357015986,37.4317768344451,945,0.478903133903134
"FALSE POSITIVE",6934587,"K06032.01",4.345062,22750000,7,0,19.133177,0.0003989,825.072886297376,2.43424669681653,21.3588794926004,-353.512132822478,-1.1830447761194
"FALSE POSITIVE",7219906,"K06033.01",34.251338,6228,7,0,19.801,0.02219,105.442352334279,2.89555125725338,14.6948377071823,-104.857142857143,11.2207547169811
"FALSE POSITIVE",7257373,"K06034.01",13.210005,129700000,13,0,18.803544,-0.0007006,-4.5,-287.77,0,-642.413793103448,-0.568017883755589
"FALSE POSITIVE",7295570,"K06035.01",6.88309,3364,7,0,19.710533,-0.001652,186.112913692408,1.20664141246317,26.0046120657591,4.71525423728814,0.037689552238806
"FALSE POSITIVE",7362852,"K06036.01",8.7199081,31580000,7,0,19.453979,0.0117,-4.5,-608.73,0,154.537521815009,1.80230215827338
"FALSE POSITIVE",7373877,"K06037.01",42.099126,289.4,7,0,0,-0.001939,2.80642434488588,6.17829457364341,2.64789369425074,4.30854700854701,0
"FALSE POSITIVE",7436177,"K06038.01",22.768169,285100,7,0,19.274071,0.04674,818.233618233618,2.64257981018119,18.1969273743017,148.968609865471,-0.70955007256894
"FALSE POSITIVE",7537945,"K06039.01",2.4948916,314700,7,0,19.644923,0.04487,2.15450186467768,2.91895496853887,18.1840228914532,-238.911290322581,-60.2421991084695
"FALSE POSITIVE",7624297,"K06040.01",35.169499,2324000,7,0,19.764003,-0.02533,2142.01680672269,5.03640776699029,31.4139903211615,-101.911764705882,1.87211948790896
"FALSE POSITIVE",7695093,"K06041.01",8.9195841,4437000,7,0,19.720549,-0.03478,6515.03226821974,2.67920803923914,36.994109947644,-609.975961538462,-1.19289985052317
"FALSE POSITIVE",7749318,"K06042.01",7.1029754,2914000,7,0,19.366457,0.02106,5282.28809772084,5.19202226345084,33.1520831211164,-26.9418386491557,0.23762331838565
"FALSE POSITIVE",7777397,"K06043.01",8.5818949,302.5,5,0,19.922995,-0.0001317,4.17634323951978,1.86408677384162,5.01579977290846,2.20458891013384,58.8973471741638
"FALSE POSITIVE",7830321,"K06044.01",7.6097433,24590,7,0,19.63029,-0.0002087,29.1624106230848,2.41510989010989,19.5465979561534,0.314705882352941,-1.21025
"FALSE POSITIVE",7841986,"K06045.01",6.6284517,33090,7,0,19.849332,-0.02429,612.711182622687,1.31929814179193,29.6432997896413,272.127659574468,4.8568281938326
"FALSE POSITIVE",7877820,"K06046.01",7.569598,1362000,7,0,19.086,-0.01598,29.5411938825851,2.59118323695828,19.1319526386459,429.90264255911,60.2053571428571
"FALSE POSITIVE",7914906,"K06047.01",16.839421,46070,7,0,19.9211,-0.0002238,822.270322270322,1.71810471789142,14.8281988590057,-16.0088495575221,0.0372922636103152
"FALSE POSITIVE",8019043,"K06048.01",6.380401,3999000,5,0,0,0,2842.67464610427,1.73835001850348,35.6408381102985,0,0.0579759036144578
"FALSE POSITIVE",8019043,"K06048.02",4.56857,13300,5,0,0,0,11.2326961107449,1.73835201672494,13.5350230414747,0,0.162215139442231
"FALSE POSITIVE",8023317,"K06049.01",15.366923,1560000,5,0,19.331355,0.0006196,967.276977015972,1.77621717320744,33.4348490638135,-51.6190476190476,-0.054136023916293
"FALSE POSITIVE",8121067,"K06050.01",2.0206536,277900,7,0,19.917203,0.02606,580.363636363636,2.74611753437778,21.6162162162162,-361.771561771562,52.1065006915629
"FALSE POSITIVE",8153568,"K06051.01",4.4064734,612500,7,0,19.126965,0,-7.5,-2674.15,0,-37.7272727272727,-0.120372460496614
"FALSE POSITIVE",8167938,"K06052.01",8.0645625,2490,7,0,19.507814,2.842e-06,17.8300455235205,1.01658440253839,6.40385901028406,-0.159397417503587,-2.63592592592593
"FALSE POSITIVE",8167978,"K06053.01",19.903331,3139,7,0,19.508896,0.001301,167.007826610476,3.62706270627063,11.8960751619316,-0.0120844748858447,-1.21423236514523
"FALSE POSITIVE",8168581,"K06054.01",3.0902857,7771,7,0,19.523469,0,45.8612376105009,2.58340629345419,26.0220994475138,14.0365853658537,41.0635359116022
"FALSE POSITIVE",8230809,"K06055.01",5.6997865,82930,7,2,19.392782,-0.002396,1572.07320130358,2.96416619051506,27.1576455534229,-45.6181818181818,-1.62304409672831
"FALSE POSITIVE",8364115,"K06056.01",3.8706603,1614,7,0,19.418375,0.0201,1.0095476244601,2.50561797752809,4.05235456236879,-280.379746835443,39.6267217630854
"FALSE POSITIVE",8458207,"K06057.01",8.1930059,1252000,7,0,20.006118,-0.006811,3183.72093023256,2.62135501876624,27.6661412003153,8.73983739837398,-2.15985915492958
"FALSE POSITIVE",8580438,"K06058.01",12.252681,3714000,7,0,19.892178,0.01915,3985.55133079848,2.55332561430593,33.1928715874621,-107.272727272727,0.0505576923076923
"FALSE POSITIVE",8581232,"K06059.01",12.163354,73990,7,0,19.905052,0.03811,377.183406113537,6.22622699386503,33.4915142164426,-190.875912408759,-7.60396475770925
"FALSE POSITIVE",8655458,"K06060.01",2.0654995,228800,7,0,20.073418,0.02241,763.162378599421,3.4559671375036,33.684644272898,-250.673076923077,21.9553125
"FALSE POSITIVE",8695779,"K06061.01",10.395849,6513,13,0,19.622232,0.000191,202.52495596007,1.47732578044757,18.5758303321329,1.74885993485342,0.0750028694404591
"FALSE POSITIVE",8953059,"K06062.01",9.6838333,109200,7,0,19.456146,-9.027e-05,1238.61171366594,2.46475638977636,30.2628777989758,13.5916666666667,-2.65014705882353
"FALSE POSITIVE",9048145,"K06063.01",11.838379,1001000,7,0,19.959867,-0.03478,3747.59437453738,2.57066319142774,27.7012601927354,-539.125,-2.26086956521739
"FALSE POSITIVE",9214712,"K06064.01",246.2201,16370,7,0,19.35933,0.01362,444.970119521912,2.77777777777778,15.1249744463373,40.6925675675676,-1.74196816208394
"FALSE POSITIVE",9214712,"K06064.02",262.1728,35.88,7,0,19.359331,0.0008703,24.3289817232376,2.77777777777778,16.9156096563011,1.26209150326797,0.291225
"FALSE POSITIVE",9214715,"K06065.01",235.07867,32890,7,0,19.359312,0.01387,91.5570781301801,2.44594594594595,17.9091735421619,-15.2666666666667,-63.0874074074074
"FALSE POSITIVE",9214715,"K06065.02",475.49663,47.62,7,0,19.35934,-0.0003778,2.03516998827667,2.44594594594595,2.19606325389383,0.536051502145923,-34.1694915254237
"FALSE POSITIVE",9221398,"K06066.01",26.324595,126500,26,0,19.539525,-2.688e-06,988.803088803089,4.70124137931034,26.1335132890365,-5.5082304526749,-0.784128166915052
"FALSE POSITIVE",9411317,"K06067.01",31.484432,1788,7,0,19.644569,0.04605,88.4937940288494,5.39010989010989,24.4976865997381,2.65358361774744,-0.286935724962631
"FALSE POSITIVE",9418619,"K06068.01",11.54942,94280,7,0,19.812121,0,294.431595801459,1.89692012300776,16.0971745074669,8.32727272727273,-3.19125188536953
"FALSE POSITIVE",9532123,"K06069.01",13.959245,10640,7,0,19.611932,0.0809,309.121621621622,3.33969465648855,18.5321980656361,304.633620689655,-0.594315659679408
"FALSE POSITIVE",9549471,"K06070.01",5.2692731,113100,7,0,19.973993,-0.09035,68.5714285714286,2.76541666666667,8.75896630390067,628.703703703704,5.20143266475645
"FALSE POSITIVE",9649222,"K06071.01",14.561,388400,7,0,19.457228,0.0008589,1900,2.35031055900621,28.1471074380165,-30.6137931034483,-0.608158205430933
"FALSE POSITIVE",9664215,"K06072.01",6.5625573,195500,7,0,19.823975,0.0002872,869.508708084221,3.1883424082835,33.5202644126571,-7.87040618955513,0.79411420204978
"FALSE POSITIVE",9714358,"K06073.01",20.535888,6536000,7,0,19.569352,0.085,32.3923444976077,6.01924927815207,29.4226659167604,-6.94,-1.52567164179104
"FALSE POSITIVE",9851123,"K06074.01",8.1914056,197300,7,0,19.919596,0,34.8647269014803,3.35959438377535,23.1527022306502,-27.042735042735,7.74437627811861
"FALSE POSITIVE",9966115,"K06075.01",16.274247,3742000,5,0,19.829864,-0.007147,6097.43972160079,2.6759746751083,28.4755882352941,-239.439252336449,-0.0158897168405365
"FALSE POSITIVE",10026458,"K06076.01",4.4244793,7548,7,0,19.81787,-0.1184,1.06483516483516,3.1350069735007,4.46588702559576,439.405940594059,21.42875
"FALSE POSITIVE",10139305,"K06077.01",7.1684788,7078,7,0,19.409595,-0.001018,5.74912891986063,6.00482536764706,10.197584315269,7.25957446808511,0.281151586368978
"FALSE POSITIVE",10288922,"K06078.01",15.449717,14500,7,0,19.810284,0.03404,2.11438596491228,2.3951182303585,7.75525699823022,-117.074468085106,-54.9741935483871
"FALSE POSITIVE",10659313,"K06079.01",25.22612,223700,7,0,19.281523,-0.0003014,1633.03147908581,2.58646336928226,25.8255427342069,19.4134897360704,0.926309523809524
"FALSE POSITIVE",10710755,"K06080.01",11.269996,11630000,7,0,18.795754,-0.004838,2117.71177117712,2.88071650155109,35.2146162438168,123.466666666667,2.83459854014599
"FALSE POSITIVE",10727668,"K06081.01",5.8869124,13820,7,0,19.362662,0.0022,183.179598480738,2.24182977507261,20.7358116009028,-3.17620817843866,1.78374836173001
"FALSE POSITIVE",10735519,"K06082.01",1.6010643,24650,58,0,19.570493,1.36e-05,59.9209118399628,0,0,-4.62190812720848,-0.568578732106339
"FALSE POSITIVE",10935310,"K06083.01",14.221704,8892000,7,0,19.861061,0.003704,1627.48538011696,2.60989314664702,24.642665842604,65.541958041958,-1.49027576197388
"FALSE POSITIVE",11021252,"K06084.01",17.516079,3982000,7,0,19.157074,-0.0005491,981.315127560187,2.43508881759136,0,22.8668171557562,-0.182507462686567
"FALSE POSITIVE",11404644,"K06085.01",9.6898475,308100,7,0,19.51707,0.0005904,2172.69544924154,2.41035143769968,27.7010340943995,-51.4925373134328,-2.48129602356406
"FALSE POSITIVE",11408935,"K06086.01",16.758058,117200,7,0,19.65205,-0.0004595,1475.83318792532,2.70504385964912,32.7496899032498,-76.7377398720682,-0.20322962962963
"FALSE POSITIVE",11519226,"K06087.01",28.011287,27710,5,0,19.804714,4.572e-05,18.1281905842314,1.85364238410596,12.8981381055676,7.5,1.3889886039886
"FALSE POSITIVE",11756821,"K06088.01",5.1540789,130000,7,0,19.215449,0,288.813886210222,5.56534616808589,27.0050093029913,-186.014760147602,52.3111739745403
"FALSE POSITIVE",11769146,"K06089.01",254.78655,16030000,7,0,19.654614,0.04631,-12.5,-1.45,0,-25.4375,0.425631349782293
"FALSE POSITIVE",11812199,"K06090.01",18.985443,6355,7,0,19.391268,-0.01512,142.283464566929,2.39130434782609,7.88326158053251,42.8837209302326,-61.6757925072046
"FALSE POSITIVE",11826400,"K06091.01",10.443262,9081000,7,0,19.834226,0.006558,4588.5078776645,2.0143988777952,23.9882459312839,-316.151202749141,-0.505266272189349
"FALSE POSITIVE",12010534,"K06092.01",5.6668514,13250000,7,0,19.335123,0.002908,4032.5271059216,2.81786151960784,33.3024017467249,95.8937691521961,-1.22313056379822
"FALSE POSITIVE",2019477,"K06093.01",8.1242301,1559,26,0,19.503483,-0.0002127,16.2926449604359,1.95699271131156,4.85649033621905,-0.0390442477876106,0.274032825322392
"CANDIDATE",2019477,"K06093.02",7.5864781,908.2,26,0,19.503474,0.0001974,16.1234991423671,1.95700562324274,6.10577924470863,-4.09375,0.216754143646409
"FALSE POSITIVE",2161623,"K06094.01",5.383478,6303000,7,0,19.449646,4.976,-4.5,-3895.19,0,-880.254777070064,1.97932285368803
"FALSE POSITIVE",2707097,"K06095.01",4.9595915,24860,15,0,19.336364,-0.002465,33.6857501044714,0,6.84085186739404,-16.6574803149606,-0.59372641509434
"FALSE POSITIVE",2719873,"K06096.01",33.518547,551700,7,0,19.528705,0.03406,2753.3802055165,6.19125683060109,33.589234058609,-382.365145228216,-3.76204379562044
"FALSE POSITIVE",2997455,"K06098.01",2.8871067,28940,58,0,19.542037,0.001,249.966184228324,0,0,-46.6554054054054,14.8148667601683
"FALSE POSITIVE",3003991,"K06099.01",19.242021,1110000,7,0,19.632666,-0.1539,2420.15613910575,3.42032258064516,33.2833642547928,-464.201183431953,5.7796586059744
"FALSE POSITIVE",3229028,"K06100.01",1.2968085,7713,26,0,19.320734,-6.592e-05,11.5587129126619,3.50181218715822,5.30648055576918,3.16582406471183,-0.351728855721393
"FALSE POSITIVE",3230787,"K06101.01",24.125307,19030000,5,0,19.35032,0.001305,5035.1724137931,2.05026708670045,10.4759803089459,-1038.88888888889,-1.08084656084656
"FALSE POSITIVE",3634051,"K06103.01",154.35046,117.6,5,0,19.198357,8.254e-05,40.4014167650531,1.53802816901408,9.60668251783256,0.0604838709677419,-1.01749019607843
"CANDIDATE",3634051,"K06103.02",341.42399,79.19,5,0,19.198366,6.611e-05,3.68838526912181,1.53800592300099,2.11838684470481,-0.0706521739130435,0.584716242661448
"CANDIDATE",3761319,"K06104.01",9.3898157,1169,7,0,19.670658,0.0006242,13.5829251224633,2.91291291291291,8.36585708597794,-0.576235294117647,-3.40457317073171
"FALSE POSITIVE",4035675,"K06107.01",9.7098648,995300,7,0,18.974958,0.02661,1055.70015616866,1.10666055542824,32.0489250435793,193.440736478711,-0.799944674965422
"FALSE POSITIVE",4144236,"K06109.01",59.293392,38980000,5,0,19.188891,0.02594,2542.55970606246,3.47338080705324,25.1752881265076,-469.846153846154,1.45312406576981
"FALSE POSITIVE",4150701,"K06110.01",12.197989,829.5,7,0,19.317481,0.0008402,3.1611117518164,5.98672566371682,4.30943784940645,-1.22205513784461,-5.71439393939394
"FALSE POSITIVE",4285087,"K06112.01",5.8215382,41690000,7,0,19.776591,0.1534,5009.87109511091,1.6056817396874,10.3684512428298,-810.21021021021,0.733646258503401
"FALSE POSITIVE",4346875,"K06113.01",10.327792,1455000,7,0,19.039046,-0.004584,1419.5258889582,3.5427717594322,29.1865160848734,-146.912442396313,-0.121007407407407
"FALSE POSITIVE",4459068,"K06114.01",34.176515,37160,18,0,19.334955,8.081e-05,259.981255857545,1.29570641545128,10.5285441234808,-4.52922077922078,-0.137786802030457
"FALSE POSITIVE",4547480,"K06116.01",10.358746,3015,7,0,19.142542,0.0004204,44.5303867403315,4.39938285210492,22.1399066091954,-1.30097087378641,-1.51699438202247
"FALSE POSITIVE",4737267,"K06117.01",6.559744,28150000,18,0,19.26102,0.0005179,-7.5,-2226.75,0,-225.673249551167,0.806964285714286
"FALSE POSITIVE",4740676,"K06119.01",6.6705646,7252000,5,0,19.330956,-0.000307,10129.6456352636,1.93249335279183,33.6398180899444,-234.134615384615,-0.430693215339233
"CANDIDATE",4742420,"K06120.01",41.951501,426.7,7,0,19.363348,-0.001446,6.13077384523095,2.41616766467066,4.92858900882529,3.17828947368421,1.22754285714286
"FALSE POSITIVE",4826439,"K06121.01",3.709885,109900000,18,0,19.268654,-0.002704,-3.5,-4671.04,0,180.196850393701,-0.46844776119403
"FALSE POSITIVE",4933476,"K06122.01",463.3604,116.3,7,0,19.629555,-2.974e-06,2.41422018348624,2.64102564102564,1.41992289555025,0.102295719844358,0.113232142857143
"FALSE POSITIVE",4990977,"K06123.01",7.6881679,539800,7,0,18.956331,-0.00504,1659.25925925926,2.58672942605527,36.0214526214526,-28.8189300411523,0.758488888888889
"FALSE POSITIVE",5034333,"K06124.01",3.0809566,77150,7,0,19.826691,-0.0002648,20.7383136740935,2.93499767812797,18.6003207820973,43.8069216757741,-0.518888888888889
"FALSE POSITIVE",5039441,"K06125.01",8.5859667,24840000,7,0,0,0,-2.5,-2098.5,0,0,-1.34193500738552
"FALSE POSITIVE",5121173,"K06126.01",1.2825371,2546,5,0,19.811238,0.0001251,51.5068804731036,1.68821904395566,4.92214582317637,-1.95,0.134362007168459
"FALSE POSITIVE",5385548,"K06128.01",1.6766364,3574,7,0,19.840976,0.0005191,45.014245014245,2.25843275255343,25.9152477884524,-8.9294403892944,-0.867104677060134
"FALSE POSITIVE",5385778,"K06129.01",3.9587583,2028,58,0,19.844524,0,36.0807140085371,2.64780046059565,3.12067652928952,20.174672489083,-4.2912389380531
"CANDIDATE",5428657,"K06130.01",3.9414629,2626,7,1,18.962702,0.0002608,4.28340865074241,6.48799359658485,6.19294184222034,-1.66453382084095,-6.3691500524659
"CANDIDATE",5629353,"K06132.01",37.642942,107.3,7,0,19.637182,0.0006163,49.8884758364312,2.46901779828609,11.3101687851636,0.585666293393057,-2.07001180637544
"CANDIDATE",5629353,"K06132.02",7.4517839,128.9,7,0,19.637181,0.0003648,12.2999407231772,2.46950744558992,11.5010241203265,-0.626086956521739,-1.56301724137931
"CANDIDATE",5629353,"K06132.03",11.491266,122.7,7,0,19.637195,0.0005517,5.82230172927847,2.4693741677763,5.81858629250467,-1.30131332082552,-1.70065217391304
"FALSE POSITIVE",5738698,"K06134.01",5.5578735,218900000,7,0,19.981318,0.02292,-4.5,-1842.02,0,-365.95,0.139927219796215
"FALSE POSITIVE",5768927,"K06135.01",10.259959,685400,7,0,18.88411,0.001666,2298.68114817688,1.9901108976598,32.8915359573838,-29.4148936170213,-0.681862745098039
"FALSE POSITIVE",5814635,"K06136.01",5.0955625,2366,7,0,19.855683,0,11.9888381532217,2.67213873985565,13.2585353308043,2.85282258064516,-0.421426470588235
"CANDIDATE",5816144,"K06137.01",15.582753,806.7,7,0,19.879584,-0.0002438,6.05776736924278,2.30974842767296,3.58480669390377,-2.61928934010152,-0.05049177877429
"FALSE POSITIVE",5816144,"K06137.02",6.7639748,1164,7,0,19.879598,-0.0001721,5.9871931696905,2.30961894552188,6.44618392510561,-2.89750328515112,-0.126940170940171
"FALSE POSITIVE",5817566,"K06138.01",3.8500049,205500,7,0,19.898401,-0.01098,1485.08825319537,1.33427554074221,21.7204771371769,-295.294117647059,-0.907284671532847
"FALSE POSITIVE",5952403,"K06139.01",1.9464902,33090,79,0,19.285947,0,89.0909090909091,0,0,-92.2564102564102,5.0068669527897
"FALSE POSITIVE",5955321,"K06140.01",18.900182,56960000,7,3,19.345513,0.06176,-3.5,-382.46,0,-22.394578313253,0.474918276374443
"FALSE POSITIVE",6197038,"K06144.01",7.2637724,5586000,7,0,19.286717,-0.005495,10076.5794511806,1.83223270799534,37.533681605719,-171.324503311258,-1.41064179104478
"CANDIDATE",6221385,"K06145.01",14.774342,75.92,7,0,19.757281,0,6.9192663007096,2.26587970770096,8.15268030777036,-0.041969696969697,-1.00990950226244
"CANDIDATE",6221385,"K06145.02",20.624796,65.56,7,0,19.757293,0,11.4469840178725,2.26574585635359,9.22624550043664,-0.153115727002967,0.0918947368421053
"CANDIDATE",6221385,"K06145.03",19.949797,123.6,7,0,19.757352,0,5.63173584040358,2.26593026750827,2.31171080541148,0.48336,0.343085501858736
"FALSE POSITIVE",6362386,"K06146.01",8.8455504,5411000,7,0,19.417612,0,8604.89328474753,2.44423607855394,22.9227677919041,125.064935064935,0.492266666666667
"FALSE POSITIVE",6449358,"K06147.01",8.9304587,20740000,7,0,19.593092,3.743e-06,20659.0538336052,1.34264631280003,22.9487096425872,-74.7142857142857,-0.302140718562874
"FALSE POSITIVE",6674908,"K06149.01",1.6377561,10010,7,0,19.080407,0,7.08224201152436,5.36301639344262,0.206855957060478,-316.651162790698,91.5983717774762
"FALSE POSITIVE",7108433,"K06153.01",5.3250971,2621000,7,0,19.254921,-0.007668,-3,-9500.24,0,-63.9150326797386,-0.539700130378096
"FALSE POSITIVE",7129465,"K06155.01",12.559324,10590000,7,0,19.675801,-0.1315,-2.5,-525.66,0,58.3488681757656,-1.09893871449925
"CANDIDATE",7174617,"K06156.01",7.7646039,2936000,7,0,18.772912,-0.03226,388.844621513944,6.59461746784022,29.829640947288,96.2595419847328,0.0482658227848101
"FALSE POSITIVE",7422883,"K06159.01",12.07785,113300,7,0,18.907151,0,2538.52201257862,2.69723159078134,26.256176673568,3.55555555555556,-0.343764976958525
"FALSE POSITIVE",7622059,"K06161.01",1.6980437,5827,5,0,19.727998,-1.788e-05,3.8196915776987,2.69344576466079,2.46024200518583,0.541095890410959,-1.65728070175439
"FALSE POSITIVE",7750740,"K06162.01",14.369273,3315000,7,1,19.399761,0.03414,2989.46629213483,2.52562940232931,28.3760309009291,-24.6386554621849,-0.347159763313609
"FALSE POSITIVE",7779942,"K06163.01",6.1972936,908.1,13,0,19.963367,-0.004144,18.1201044386423,2.29755559639772,1.33587565298839,87.6923076923077,7.70362204724409
"CANDIDATE",7835312,"K06164.01",24.361933,751,26,0,19.73138,0.0004566,5.40887096774194,3.27124183006536,2.29558415708727,-1.22,0.456008968609866
"FALSE POSITIVE",7838906,"K06165.01",5.1827141,27050,14,0,19.799046,-3.937e-05,575.586854460094,0,0,13.6603773584906,5.76320474777448
"FALSE POSITIVE",7838906,"K06165.02",3.943067,3233,14,0,19.799047,-4.71e-05,18.9773299748111,0,0,6.09354838709677,3.73995485327314
"CANDIDATE",7908367,"K06166.01",17.695715,47.46,7,0,19.814127,0.0003435,3.49597423510467,1.21211797772797,2.20374404245213,-0.405230125523013,-1.31373831775701
"CANDIDATE",7908367,"K06166.02",20.524062,28.85,7,0,19.814147,0.0002264,4.52168044541927,1.21203644501279,4.81094120533159,0.00408793969849246,0.973867924528302
"FALSE POSITIVE",7940533,"K06167.01",5.6138369,213000,7,0,18.871083,0.0003105,4589.81417756366,4.0774297188755,36.3065250379363,-446.734397677794,-0.811594634873323
"FALSE POSITIVE",8043882,"K06169.01",1.3098735,8469,7,0,19.780696,4.036e-06,14.026044492675,2.54186588274447,1.72205132937546,-0.02310888252149,-3.18733552631579
"FALSE POSITIVE",8095099,"K06171.01",6.2759321,19860000,7,0,19.394079,0,-3.5,-1104.82,0,2076.95852534562,-0.282197640117994
"FALSE POSITIVE",8197761,"K06175.01",13.604184,3306,7,0,20.069246,-0.0002189,272.222222222222,2.46556291390728,8.52616078941329,16.9811320754717,-1.91956228956229
"FALSE POSITIVE",8265156,"K06177.01",1.9551951,4959,7,0,20.075633,5.855e-05,10.4122919334187,2.51125223632312,8.78954365570121,-1.94620689655172,1.66008241758242
"CANDIDATE",8355178,"K06178.01",16.297207,1061,7,0,19.168821,-0.0001192,3.11622464898596,2.56194801917739,2.17401125797964,0.332338709677419,0.787943037974683
