"koi_disposition","kepid","kepoi_name","tce_duration","tce_fwm_pdeco","tce_dicco_mra"
"CANDIDATE",8827575,"K03052.02",3.859,-3.772e-05,-0.25841
"CANDIDATE",2716801,"K03053.01",5.815,-0.001724,-0.42256
"CANDIDATE",2716801,"K03053.02",4.742,-0.0002063,0.78645
"FALSE POSITIVE",6461850,"K03054.01",1.031,-0.0009051,-0.79907
"FALSE POSITIVE",7281454,"K03055.01",4.252,1.933e-05,-0.52904
"CANDIDATE",7216284,"K03056.01",2.758,-0.000413,0.083874
"CANDIDATE",3234843,"K03057.01",3.739,9.674e-05,-0.14826
"CANDIDATE",3234843,"K03057.02",3.809,-0.0003781,-0.41203
"FALSE POSITIVE",8192911,"K03058.01",4.031,-0.0001851,0.57176
"FALSE POSITIVE",10554967,"K03059.01",0.8597,-0.000791,-2.6428
"CANDIDATE",11019987,"K03060.01",5.031,7.612e-05,-0.69485
"CANDIDATE",4857058,"K03061.01",1.078,-0.000172,0.54154
"FALSE POSITIVE",4857058,"K03061.02",6.649,0.0002298,-0.011505
"FALSE POSITIVE",7613246,"K03062.01",0.7963,-0.0007695,-2.4292
"CANDIDATE",10924562,"K03063.01",7.39,-0.0003379,-0.94829
"FALSE POSITIVE",9899505,"K03064.01",2.969,-0.0005081,-3.3681
"CANDIDATE",5040077,"K03065.01",0.9757,-0.000295,0.3883
"CANDIDATE",4067925,"K03066.01",3.871,0.0002885,0.67632
"FALSE POSITIVE",4847782,"K03067.01",10.04,-0.0007099,6.4419
"CANDIDATE",3230805,"K03068.01",2.067,7.076e-05,0.50636
"CANDIDATE",3230805,"K03068.02",2.439,-0.0001872,-0.053418
"CANDIDATE",4676964,"K03069.01",7.251,-0.0004759,-0.70648
"FALSE POSITIVE",6072593,"K03070.01",1.656,-0.0006154,6.3036
"CANDIDATE",5865654,"K03071.01",3.265,0.0003784,0.71623
"FALSE POSITIVE",3219643,"K03072.01",4.646,-0.0003319,-0.23919
"CANDIDATE",8546542,"K03073.01",1.14,0.0002286,0.03296
"FALSE POSITIVE",8197560,"K03074.01",2.065,-0.0008303,-2.4469
"CANDIDATE",3328080,"K03075.01",2.756,2.677e-05,-0.11002
"CANDIDATE",2715695,"K03077.01",1.676,9.563e-06,-0.41422
"CANDIDATE",2715695,"K03077.02",2.704,-0.0009372,1.1104
"CANDIDATE",8430964,"K03078.01",3.326,-0.0001679,0.45753
"FALSE POSITIVE",3654719,"K03081.01",6.899,-0.005093,-4.9761
"FALSE POSITIVE",10619142,"K03082.01",3.838,0.0003582,0.81639
"CANDIDATE",7106173,"K03083.01",3.099,-3.959e-05,-0.23474
"CANDIDATE",7106173,"K03083.02",4.04,-5.626e-06,-0.14363
"CANDIDATE",7106173,"K03083.03",2.282,-9.442e-06,0.59956
"FALSE POSITIVE",3324986,"K03084.01",1.68,-2.281e-05,2.6833
"FALSE POSITIVE",11912932,"K03085.01",3.738,-0.0001271,1.037
"CANDIDATE",10749059,"K03086.01",10.45,0.0007637,-0.5305
"FALSE POSITIVE",9119568,"K03087.01",4.672,-0.001533,-5.7859
"FALSE POSITIVE",9119568,"K03087.02",1.45,5.961e-05,-2.0432
"CANDIDATE",9020114,"K03088.01",1.573,-0.0002515,0.30163
"CANDIDATE",7668416,"K03089.01",0.6099,0.0002196,0.069249
"CANDIDATE",6609270,"K03090.01",1.938,-0.0002915,0
"FALSE POSITIVE",6609270,"K03090.02",2.397,-0.001082,0
"CANDIDATE",12406807,"K03091.01",5.941,-0.0001105,-0.046733
"CANDIDATE",12406807,"K03091.02",4.949,4.928e-05,0.66941
"FALSE POSITIVE",8046689,"K03092.01",2.536,0.05192,0
"CANDIDATE",5096590,"K03093.01",7.577,4.76e-05,-0.30218
"CANDIDATE",12352520,"K03094.01",0.8248,-0.0004007,0.68753
"CANDIDATE",9650989,"K03095.01",1.873,0.0001118,-0.13433
"CANDIDATE",7455981,"K03096.01",8.644,3.136e-05,-0.53237
"CANDIDATE",7582689,"K03097.01",5.012,7.366e-05,-0.14019
"CANDIDATE",7582689,"K03097.02",4.587,-2.919e-05,0.5698
"CANDIDATE",7582689,"K03097.03",4.834,-3.255e-05,0.040876
"FALSE POSITIVE",9959589,"K03098.01",3.899,0.0003209,1.5286
"FALSE POSITIVE",5124254,"K03099.01",2.947,0.006027,1.9162
"FALSE POSITIVE",7107561,"K03100.01",1.033,0,1.7963
"CANDIDATE",11508644,"K03101.01",4.795,-0.000161,0.65688
"CANDIDATE",11518201,"K03104.01",1.063,-0.000146,0.026929
"CANDIDATE",12168993,"K03105.01",7.194,-0.0001125,-0.053238
"CANDIDATE",8895758,"K03106.01",1.766,-5.284e-05,0.083685
"FALSE POSITIVE",10031500,"K03107.01",7.34,0.001184,0
"CANDIDATE",3756264,"K03108.01",1.423,-0.0005368,0.14038
"CANDIDATE",11572193,"K03109.01",4.749,-2.223e-05,0.31391
"CANDIDATE",11285870,"K03110.01",2.903,-0.0004095,-0.74156
"CANDIDATE",8581240,"K03111.01",3.625,-0.0001034,-1.5637
"CANDIDATE",8581240,"K03111.02",2.971,2.674e-05,0.89533
"CANDIDATE",7022573,"K03112.01",1.008,0.0002096,-0.34398
"CANDIDATE",7676423,"K03113.01",2.023,-2.37e-06,-0.093069
"CANDIDATE",9288237,"K03114.01",6.422,2.436e-06,-0.5675
"CANDIDATE",11714231,"K03115.01",3.969,0.0001028,-0.28938
"CANDIDATE",11720424,"K03116.01",6.239,-0.0005303,0.20769
"CANDIDATE",6523351,"K03117.01",1.878,-4.185e-06,-0.68891
"CANDIDATE",5551672,"K03119.01",1.133,0,0.20541
"CANDIDATE",11499192,"K03120.01",2.306,4.804e-05,-0.095338
"FALSE POSITIVE",10934313,"K03121.01",1.653,-0.0007579,4.4307
"CANDIDATE",12416661,"K03122.01",5.699,4.05e-05,-0.11062
"CANDIDATE",8197793,"K03123.01",4.129,0.0004048,0.73809
"FALSE POSITIVE",4076976,"K03124.01",12.17,-0.0006178,-10.212
"CANDIDATE",8751796,"K03125.01",3.869,4.467e-05,-0.76499
"FALSE POSITIVE",7097534,"K03126.01",4.432,0.0001712,0.42238
"CANDIDATE",9907129,"K03127.01",7.362,9.397e-05,-0.14183
"CANDIDATE",7609674,"K03128.01",4.307,3.469e-05,-0.34374
"FALSE POSITIVE",6964159,"K03129.01",3.589,0.0003873,-0.99166
"CANDIDATE",10252275,"K03130.01",2.169,-3.32e-05,-0.45938
"CANDIDATE",10252275,"K03130.02",2.162,4.16e-05,-0.55936
"CANDIDATE",11455181,"K03131.01",5.978,0.0001268,0.2026
"FALSE POSITIVE",9541295,"K03132.01",4.087,-6.305e-06,-4.6294
"FALSE POSITIVE",6115516,"K03134.01",0.6603,-0.0007902,1.3706
"FALSE POSITIVE",9899352,"K03135.01",4.106,0.001035,0.76721
"CANDIDATE",6945786,"K03136.01",1.994,-8.869e-05,-0.39637
"CANDIDATE",9758032,"K03137.01",1.289,0.0001404,-0.049192
"CANDIDATE",6444896,"K03138.01",1.26,-0.001889,0.35339
"FALSE POSITIVE",6444896,"K03138.02",1.23,0.0009428,0.16832
"CANDIDATE",5978170,"K03140.01",2.75,0.000114,-0.14038
"CANDIDATE",5440317,"K03141.01",1.609,0.0001227,-0.40935
"CANDIDATE",3752110,"K03142.01",5.619,0.000298,1.3427
"CANDIDATE",5688790,"K03144.01",2.426,-0.0009184,-0.45421
"CANDIDATE",1717722,"K03145.01",21.98,0.0004546,-4.711
"CANDIDATE",1717722,"K03145.02",1.866,0.0003794,1.3664
"CANDIDATE",10908248,"K03146.01",8.385,-7.215e-05,-0.58355
"CANDIDATE",7534267,"K03147.01",6.844,-0.0001325,-0.0096731
"FALSE POSITIVE",10611420,"K03148.01",2.308,-0.0001894,2.5818
"FALSE POSITIVE",6504534,"K03152.01",3.196,-0.0007489,-0.021729
"FALSE POSITIVE",6307062,"K03153.01",4.5,0,-0.066685
"FALSE POSITIVE",5217733,"K03155.01",24.22,-0.1096,-2.6345
"CANDIDATE",4150611,"K03156.01",3.951,0.3448,0.60054
"FALSE POSITIVE",4150611,"K03156.02",4.584,0.3441,0.72444
"FALSE POSITIVE",4150611,"K03156.03",28.87,0.2736,3.0444
"FALSE POSITIVE",4150611,"K03156.04",1.15,0.004976,5.7781
"FALSE POSITIVE",8738244,"K03157.01",5.481,-7.821e-05,-5.7069
"CANDIDATE",6278762,"K03158.01",1.762,-3.323e-05,-0.17545
"CANDIDATE",6278762,"K03158.02",2.963,2.514e-05,-0.8863
"CANDIDATE",6278762,"K03158.03",2.3,2.794e-05,6.9972
"CANDIDATE",6278762,"K03158.04",1.825,-2.365e-05,-3.2788
"CANDIDATE",6278762,"K03158.05",2,-2.047e-05,3.0334
"FALSE POSITIVE",5200084,"K03159.01",9.226,-7.596e-06,-8.7259
"FALSE POSITIVE",2696703,"K03161.01",1.804,0.001127,-2.8393
"FALSE POSITIVE",9752973,"K03162.01",0.6368,0.0005958,7.2467
"CANDIDATE",9579208,"K03165.01",4.33,3.711e-05,1.9599
"FALSE POSITIVE",12255382,"K03167.01",2.06,-0.000194,-4.1187
"CANDIDATE",4450844,"K03168.01",9.67,-6.008e-05,-2.2079
"FALSE POSITIVE",3337061,"K03172.01",1.947,-0.004712,1.1922
"FALSE POSITIVE",7115661,"K03174.01",2.387,0,-3.2583
"FALSE POSITIVE",4909707,"K03175.01",7.224,-0.00021,0.64828
"CANDIDATE",6153407,"K03179.01",1.674,3.154e-05,0.096637
"CANDIDATE",4735826,"K03184.01",7.075,-1.582e-05,-0.89337
"FALSE POSITIVE",3240406,"K03185.01",3.61,-5.229e-06,0.89724
"FALSE POSITIVE",4663658,"K03187.01",4.844,-4.591e-06,0.19242
"FALSE POSITIVE",7457278,"K03188.01",20.58,1.988e-05,2.1371
"CANDIDATE",5985713,"K03190.01",2.967,0.0001124,0.84836
"CANDIDATE",10467815,"K03191.02",17.37,-0.0001617,0.20041
"FALSE POSITIVE",7430876,"K03193.01",2.802,-0.004681,0.77877
"CANDIDATE",12004971,"K03194.01",1.303,1.751e-05,0.32685
"CANDIDATE",9002538,"K03196.01",2.829,-1.851e-05,-0.20332
"CANDIDATE",9002538,"K03196.02",2.225,7.945e-06,0.01561
"CANDIDATE",8443527,"K03197.01",4.622,3.137e-06,-0.2686
"FALSE POSITIVE",5482603,"K03199.01",2.485,-0.00142,15.088
"CANDIDATE",4262040,"K03202.01",17.91,-6.497e-05,0.26067
"CANDIDATE",3122872,"K03203.01",10.64,0.0001514,0.52109
"FALSE POSITIVE",9959494,"K03205.01",3.828,-2.524e-05,2.4359
"CANDIDATE",5612697,"K03206.01",4.621,-0.0004547,1.0439
"FALSE POSITIVE",9518710,"K03207.01",5.434,0,0.049091
"CANDIDATE",10155029,"K03208.01",1.851,5.789e-06,1.0149
"CANDIDATE",7017274,"K03209.01",6.163,-2.098e-06,0.077589
"CANDIDATE",7017274,"K03209.02",6.075,-1.338e-05,-0.40833
"FALSE POSITIVE",7293937,"K03211.01",2.394,0,1.2636
"FALSE POSITIVE",4927734,"K03212.01",27.59,0,2.2207
"FALSE POSITIVE",5398002,"K03213.01",36.76,1.944e-05,-0.38349
"CANDIDATE",7983117,"K03214.01",7.508,-8.396e-05,1.55
"CANDIDATE",7983117,"K03214.02",8.422,5.808e-05,-0.46032
"FALSE POSITIVE",3342952,"K03215.01",2.201,-9.122e-05,-5.4051
"FALSE POSITIVE",10338279,"K03216.01",0.7,3.562e-05,-0.052206
"FALSE POSITIVE",2573108,"K03217.01",37.38,-3.103e-05,0.55133
"FALSE POSITIVE",10191036,"K03218.01",3.928,8.801e-05,-0.3192
"FALSE POSITIVE",7985733,"K03219.01",1.54,-0.0006726,-7.5188
"CANDIDATE",11189311,"K03220.01",12.1,-8.783e-05,0.035983
"FALSE POSITIVE",6956136,"K03221.01",50.72,-3.171e-05,-0.069177
"FALSE POSITIVE",5556726,"K03223.01",3.437,5.563e-05,-0.096164
"CANDIDATE",10384298,"K03224.01",1.316,0.0001381,-1.0056
"CANDIDATE",3109550,"K03225.01",1.99,0,-0.50035
"CANDIDATE",5544450,"K03226.01",3.706,2.627e-05,-0.2342
"CANDIDATE",5544450,"K03226.02",3.662,5.481e-05,-0.001652
"FALSE POSITIVE",8975368,"K03227.01",1.817,-0.0002108,2.8808
"FALSE POSITIVE",5307990,"K03228.01",1.212,0.0003266,-7.5244
"FALSE POSITIVE",9291039,"K03230.01",20.09,3.111e-05,0.31916
"FALSE POSITIVE",9291039,"K03230.02",2.395,1.815e-05,3.426
"FALSE POSITIVE",10489539,"K03231.01",13.34,-0.0001197,-7.6648
"CANDIDATE",9569711,"K03232.01",1.375,-2.84e-05,0.16773
"CANDIDATE",10057494,"K03234.01",2.311,-1.281e-05,0.23673
"CANDIDATE",7902003,"K03236.01",2.721,2.283e-05,-0.79964
"CANDIDATE",6587796,"K03237.01",5.412,-2.436e-06,-0.005487
"FALSE POSITIVE",9489953,"K03238.01",20.88,6.028e-05,0.16498
"FALSE POSITIVE",5305240,"K03239.01",1.38,-2.636e-05,-8.5535
"FALSE POSITIVE",6206559,"K03240.01",2.735,3.384e-05,0.46196
"FALSE POSITIVE",9532117,"K03241.01",3.141,0,2.5628
"FALSE POSITIVE",6928906,"K03242.01",14.05,-7.064e-07,0
"FALSE POSITIVE",9821151,"K03243.01",2.763,-4.682e-05,-0.27982
"FALSE POSITIVE",6850665,"K03244.01",78.54,-3.738e-05,0.2034
"CANDIDATE",8073705,"K03245.01",4.713,-3.316e-05,0.037536
"CANDIDATE",9885417,"K03246.01",1.169,3.233e-05,-0.022
"FALSE POSITIVE",3336476,"K03247.01",5.146,-5.131e-05,1.7917
"CANDIDATE",10917433,"K03248.01",2.171,4.085e-05,1.8614
"FALSE POSITIVE",9083564,"K03249.01",3.02,-4.289e-05,-0.29772
"FALSE POSITIVE",7335713,"K03250.01",1.387,0.0001578,-7.3101
"FALSE POSITIVE",2707985,"K03253.01",4.549,-9.261e-06,0.70329
"FALSE POSITIVE",9899141,"K03254.01",3.631,3.48e-06,2.9814
"CANDIDATE",8183288,"K03255.01",5.946,-0.0002699,0.50584
"FALSE POSITIVE",10420301,"K03257.01",12.39,0,0
"CANDIDATE",4366323,"K03258.01",3.96,-0.0001225,0.67958
"CANDIDATE",2853029,"K03259.01",3.836,-0.001968,0.077268
"CANDIDATE",12156174,"K03260.01",5.636,-0.0004964,-0.087695
"CANDIDATE",12055539,"K03261.01",3.395,-2.117e-05,1.8374
"CANDIDATE",12056139,"K03262.01",6.418,7.329e-05,0.11007
"CANDIDATE",11853130,"K03263.01",2.364,0.003706,-0.011136
"CANDIDATE",9345933,"K03264.01",3.592,0.0005319,0.51993
"FALSE POSITIVE",10030778,"K03265.01",6.397,-0.02152,1.1035
"CANDIDATE",8826007,"K03266.01",4.585,-0.0004486,0.19274
"CANDIDATE",8620402,"K03267.01",3.713,4.921e-05,-0.098551
"CANDIDATE",8379021,"K03268.01",1.864,-0.0009895,0.33177
"FALSE POSITIVE",8104030,"K03269.01",3.755,0.0002799,-0.4978
"FALSE POSITIVE",6612327,"K03270.01",8.239,0.08115,0
"CANDIDATE",7285757,"K03271.01",3.186,0.0005153,0.18631
"CANDIDATE",7285757,"K03271.02",2.716,2.603e-05,-1.2814
"FALSE POSITIVE",4948730,"K03272.01",9.302,0.000814,8.6997
"FALSE POSITIVE",5211922,"K03273.01",4.872,-0.01079,-5.369
"CANDIDATE",5280587,"K03274.01",4.985,-0.0001471,0.042884
"FALSE POSITIVE",5303346,"K03275.01",6.917,0.05011,4.6215
"FALSE POSITIVE",3858879,"K03276.01",14.34,0.001524,-2.0766
"CANDIDATE",3120904,"K03277.01",5.388,7.494e-05,0.5652
"FALSE POSITIVE",3342467,"K03278.01",5.183,0.0005947,0.29214
"CANDIDATE",3544640,"K03279.01",4.37,0.0002465,-0.30944
"CANDIDATE",10653179,"K03280.01",4.293,0.0002459,0.13122
"CANDIDATE",11177676,"K03281.01",5.93,-0.0001214,-0.30303
"CANDIDATE",12066569,"K03282.01",3.815,-0.0004697,-0.12493
"CANDIDATE",6497146,"K03284.01",3.848,0.0004304,-0.27975
"FALSE POSITIVE",8625813,"K03285.01",4.509,-0.01475,-4.2027
"CANDIDATE",8016691,"K03286.01",3.7,-0.0002406,-0.59663
"CANDIDATE",6584273,"K03287.01",8.464,-9.108e-05,-0.019338
"CANDIDATE",5768816,"K03288.01",5.287,0.0001589,-0.31068
"FALSE POSITIVE",5360974,"K03289.01",3.166,-0.008819,-1.1807
"FALSE POSITIVE",4936990,"K03290.01",3.502,0.003465,-0.99437
"FALSE POSITIVE",6233483,"K03291.01",7.954,-0.06832,-7.2834
"FALSE POSITIVE",5392871,"K03292.01",16.37,-0.005268,13.443
"FALSE POSITIVE",3858851,"K03293.01",14.61,-0.006693,3.0913
"FALSE POSITIVE",3858917,"K03294.01",14.99,-0.008058,-4.9569
"FALSE POSITIVE",4466356,"K03295.01",3.178,0.0003366,4.9031
"CANDIDATE",9447166,"K03296.01",5.76,0.0006744,0.26667
"FALSE POSITIVE",9643043,"K03297.01",9.28,0.07997,-3.2533
"CANDIDATE",8151055,"K03298.01",2.825,-0.0007688,-0.5451
"FALSE POSITIVE",7177555,"K03299.01",4.266,0,0.42345
"FALSE POSITIVE",7889486,"K03300.01",12.06,0.0007608,0.041638
"FALSE POSITIVE",7889486,"K03300.02",2.825,0.0001201,1.1209
"CANDIDATE",8301878,"K03301.01",3.109,-1.227e-06,0.33487
"FALSE POSITIVE",8233802,"K03302.01",3.963,-0.002454,10.618
"CANDIDATE",7510820,"K03303.01",4.453,-0.0002505,0.30563
"FALSE POSITIVE",9307105,"K03304.01",6.106,-0.05677,-5.9992
"CANDIDATE",6880517,"K03305.01",7.377,0.001027,-0.13358
"CANDIDATE",6615511,"K03306.01",5.296,-0.0001363,-0.38778
"CANDIDATE",6131130,"K03307.01",2.927,0.000653,0.28607
"CANDIDATE",3632089,"K03308.01",8.3,0.0001361,-0.029355
"CANDIDATE",3632089,"K03308.02",4.668,-3.036e-05,-0.11692
"CANDIDATE",5563300,"K03309.01",2.02,0.001265,-0.068993
"CANDIDATE",12253769,"K03310.01",4.722,-8.586e-05,11.847
"CANDIDATE",12735830,"K03311.01",2.049,0.0008231,-0.15214
"CANDIDATE",11905409,"K03312.01",3.494,0.0009656,-0.49372
"CANDIDATE",9571186,"K03313.01",1.531,-0.0007717,-0.1404
"FALSE POSITIVE",9838060,"K03314.01",3.937,0.007052,-0.018477
"CANDIDATE",8554701,"K03315.01",4.01,-1.55e-06,-0.44857
"CANDIDATE",9031209,"K03316.01",5.524,-0.0008129,0.57312
"FALSE POSITIVE",7130418,"K03317.01",2.435,0.08555,-0.37447
"CANDIDATE",8331612,"K03318.01",3.914,0.0007627,0.41891
"CANDIDATE",8331612,"K03318.02",3.618,0.0005291,0.39249
"CANDIDATE",5965819,"K03319.01",5.886,-7.823e-05,0.2521
"CANDIDATE",5965819,"K03319.02",6.934,0.0002692,-0.03597
"CANDIDATE",5965819,"K03319.03",4.323,-5.028e-06,0.079563
"FALSE POSITIVE",6690171,"K03320.01",4.689,0.001034,0.015288
"FALSE POSITIVE",6859801,"K03321.01",5.373,0,0
"FALSE POSITIVE",7767733,"K03322.01",5.185,-0.00355,0.028961
"CANDIDATE",5193659,"K03323.01",4.354,-8.231e-05,-0.27349
"CANDIDATE",4271474,"K03324.01",3.627,0.0005943,0.4534
"FALSE POSITIVE",5130983,"K03325.01",6.793,-0.004602,0.88908
"FALSE POSITIVE",11093538,"K03326.01",5.795,0.1657,-3.1777
"FALSE POSITIVE",11044779,"K03327.01",6.658,-0.03092,0.31636
"FALSE POSITIVE",4634135,"K03328.01",8.073,0.005321,0.030673
"CANDIDATE",6955671,"K03329.01",5.183,0.0006149,-0.58493
"CANDIDATE",4736644,"K03330.01",3.972,-0.0003911,-0.057064
"FALSE POSITIVE",5876805,"K03331.01",10.91,0.03294,-1.8311
"FALSE POSITIVE",5818068,"K03332.01",5.834,-0.1175,0
"FALSE POSITIVE",12208887,"K03333.01",3.5,0.001216,-0.0055481
"FALSE POSITIVE",11147814,"K03334.01",3.616,0.003203,0.0086525
"CANDIDATE",10922659,"K03335.01",5.802,-4.864e-05,-0.62908
"FALSE POSITIVE",8892720,"K03336.01",9.743,-0.1003,-0.59359
"CANDIDATE",7692093,"K03337.01",3.54,0.0001312,0.024996
"FALSE POSITIVE",7692093,"K03337.02",7.635,-0.0008298,0.38869
"FALSE POSITIVE",8263752,"K03338.01",4.678,-0.07342,-5.2485
"FALSE POSITIVE",8263752,"K03338.02",3.581,-0.03884,-5.2071
"CANDIDATE",7772914,"K03339.01",3.559,0.0005521,0.1155
"CANDIDATE",3529290,"K03340.01",5.342,0.0001269,0.017857
"CANDIDATE",3529290,"K03340.02",5.127,-5.022e-05,-0.29699
"CANDIDATE",5621333,"K03341.01",9.042,-3.355e-05,0.53792
"CANDIDATE",5621333,"K03341.02",6.856,2.457e-05,-0.41255
"FALSE POSITIVE",5392897,"K03342.01",18.38,-0.01249,0.15246
"CANDIDATE",3236705,"K03343.01",2.898,-9.816e-06,0.35952
"CANDIDATE",11810124,"K03344.01",2.433,0.0001329,0.11342
"CANDIDATE",11810124,"K03344.02",3.529,-0.000433,-0.37719
"CANDIDATE",11810124,"K03344.03",10.07,0.001713,-1.5595
"CANDIDATE",11303322,"K03345.01",6.596,0.0001316,-0.17092
"CANDIDATE",11241912,"K03346.01",4.683,7.641e-06,-0.51131
"CANDIDATE",8824737,"K03347.01",2.554,0.0005282,-0.27852
"CANDIDATE",9349757,"K03348.01",4.622,-0.000318,0.083647
"CANDIDATE",9349757,"K03348.02",4.562,0.0006065,0.19632
"CANDIDATE",8636333,"K03349.01",9.241,3.282e-05,0.4538
"FALSE POSITIVE",7136958,"K03350.01",9.059,0.001015,-0.019072
"FALSE POSITIVE",1995732,"K03351.01",12.12,-0.00984,0.26698
"CANDIDATE",8081239,"K03352.01",2.659,-0.0004223,0.036522
"CANDIDATE",7091432,"K03353.01",3.355,0.0002064,0.62536
"CANDIDATE",9845909,"K03354.01",3.216,0.0001549,5.7966
"CANDIDATE",9221528,"K03355.01",5.089,0.0001944,3.6865
"CANDIDATE",6368230,"K03356.01",6.649,-9.976e-05,-0.10363
"FALSE POSITIVE",7115291,"K03357.01",5.608,-0.003407,-0.0023313
"CANDIDATE",4263529,"K03358.01",0.8014,-5.341e-05,-0.072914
"FALSE POSITIVE",10711551,"K03359.01",3.5,-0.1918,0.11845
"FALSE POSITIVE",7866921,"K03360.01",19.58,-0.05028,0.15378
"CANDIDATE",6619815,"K03361.01",7.929,-0.0004208,0.76469
"FALSE POSITIVE",3098197,"K03362.01",18.86,-0.2379,-0.40508
"CANDIDATE",11651712,"K03363.01",2.497,-0.0001689,-0.019369
"FALSE POSITIVE",11081512,"K03364.01",3.34,0,0
"CANDIDATE",11455428,"K03365.01",3.87,-0.0001718,0.2926
"FALSE POSITIVE",10484409,"K03366.01",2.526,0.00825,4.3151
"CANDIDATE",10935993,"K03367.01",3.553,-9.008e-05,-0.22749
"CANDIDATE",5257082,"K03368.01",1.847,0.000129,0.14378
"FALSE POSITIVE",5796185,"K03369.01",3.482,0.3317,-0.30239
"CANDIDATE",11657614,"K03370.01",2.503,-0.0002324,0.061924
"CANDIDATE",11657614,"K03370.02",2.648,-0.0009004,-0.55289
"CANDIDATE",11125797,"K03371.01",4.113,-0.0002314,0.3805
"CANDIDATE",11125797,"K03371.02",2.41,5.432e-05,-0.025444
"CANDIDATE",9785921,"K03372.01",5.889,-0.0003161,-0.24328
"FALSE POSITIVE",9785921,"K03372.02",7.128,0.0001007,0.018951
"FALSE POSITIVE",3102000,"K03373.01",7.438,-0.00638,-0.018109
"CANDIDATE",6705026,"K03374.01",4.553,0.0002583,0.48315
"CANDIDATE",6705026,"K03374.02",6.94,0.000108,-0.19469
"CANDIDATE",6779726,"K03375.01",4.877,0.0001692,0.77085
"CANDIDATE",5553959,"K03377.01",1.39,0.0001026,-0.20043
"FALSE POSITIVE",4376629,"K03378.01",1.801,-0.002776,0
"CANDIDATE",2995392,"K03379.01",7.37,0.0004755,0.085116
"FALSE POSITIVE",3120308,"K03380.01",4.047,-0.001181,5.0302
"FALSE POSITIVE",3958301,"K03381.02",10.89,0.009369,-5.2159
"FALSE POSITIVE",9991621,"K03382.01",4.666,-0.004957,-1.2348
"CANDIDATE",8078502,"K03383.01",5.647,0.0006999,0.56569
"CANDIDATE",8644365,"K03384.01",6.317,-3.044e-05,0.33734
"CANDIDATE",8644365,"K03384.02",1.226,7.325e-06,-0.7606
"FALSE POSITIVE",9489947,"K03385.01",4.499,-0.002174,-0.0060371
"FALSE POSITIVE",6960487,"K03386.01",4.49,0.005054,0.068261
"FALSE POSITIVE",6309264,"K03387.01",2.202,-0.0004707,10.516
"FALSE POSITIVE",3858988,"K03388.01",14.6,0.0003632,-8.5598
"CANDIDATE",3848966,"K03389.01",11.59,0.0001491,0.86261
"FALSE POSITIVE",10798605,"K03390.01",4.065,0.02404,0.070152
"CANDIDATE",9452897,"K03391.01",5.291,-0.001058,-1.2099
"FALSE POSITIVE",9714123,"K03392.01",5.541,-0.005693,-0.053412
"CANDIDATE",9085563,"K03393.01",8.176,0.0005643,-0.10753
"CANDIDATE",7748487,"K03394.01",5.56,-0.000132,0.25869
"CANDIDATE",3219037,"K03395.01",3.599,-0.0002513,0.22974
"CANDIDATE",5710069,"K03396.01",6.955,7.185e-05,0.3834
"CANDIDATE",6200810,"K03397.01",4.23,0.0003568,0.62842
"CANDIDATE",3561464,"K03398.01",8.557,-5.257e-06,-0.10273
"CANDIDATE",3561464,"K03398.02",5.203,-5.227e-05,-0.082047
"CANDIDATE",3561464,"K03398.03",4.103,6.208e-05,0.16312
"FALSE POSITIVE",6359802,"K03399.01",4.605,-0.013,-0.37404
"FALSE POSITIVE",9328641,"K03400.01",13.36,-0.0002358,-0.014128
"CANDIDATE",9966219,"K03401.01",5.53,-0.0001176,0.075649
"FALSE POSITIVE",3757778,"K03402.01",6.49,-0.01723,0.017921
"CANDIDATE",11754430,"K03403.01",11,-2.727e-06,-0.20902
"CANDIDATE",11754430,"K03403.02",6.282,-6.039e-06,0.47086
"CANDIDATE",8409295,"K03404.01",7.629,1.456e-05,-1.059
"FALSE POSITIVE",8211605,"K03405.01",4.245,-0.002416,0
"CANDIDATE",7131760,"K03407.01",5.909,-0.0002406,0.2745
"CANDIDATE",11922778,"K03408.01",9.555,-0.0005233,-1.0921
"FALSE POSITIVE",9468382,"K03409.01",6.26,-0.0716,0.44152
"CANDIDATE",9285265,"K03410.01",7.27,-0.0001767,1.0565
"CANDIDATE",9285265,"K03410.02",10.42,-0.0002805,-0.43703
"FALSE POSITIVE",6025124,"K03411.01",1.65,0.001289,-0.024487
"CANDIDATE",5780930,"K03412.01",3.336,0.0001746,0.02827
"FALSE POSITIVE",4164393,"K03413.01",7.072,0.004068,0.0086297
"FALSE POSITIVE",6023859,"K03414.01",1.971,0.002446,0.017126
"CANDIDATE",3433668,"K03415.01",4.694,6.484e-06,0.025586
"CANDIDATE",2849140,"K03416.01",8.516,0.000128,0.58524
"CANDIDATE",7503885,"K03417.01",9.748,0.000195,-0.11009
"CANDIDATE",3629330,"K03418.01",11.74,-0.0005181,0.064127
"FALSE POSITIVE",11519134,"K03419.01",3.594,0.003296,0.012089
"CANDIDATE",7289338,"K03420.01",3.92,0.0002387,-0.8419
"CANDIDATE",7289338,"K03420.02",3.839,5.523e-05,0.23541
"FALSE POSITIVE",5004909,"K03421.01",12.05,7.284e-05,-0.58138
"FALSE POSITIVE",5898983,"K03422.01",7.002,1.85e-05,0.96379
"CANDIDATE",3745559,"K03423.01",2.327,0.0005667,0.26414
