"koi_disposition","kepid","kepoi_name","tce_dor","tce_ingress","tce_chisqgof","tce_insol","tce_sradius","tce_slogg_prov","tce_mesmedian","tce_ptemp","tce_rb_tcount3","tce_fwm_srao","tce_fwm_pdeco","tce_ror_sn","tce_prad_sn","tce_fwm_pdeco_sn","tce_dicco_msky_sn"
"CANDIDATE",8934103,"K04009.02",41.343168,0.3357,241.7,10.02,1.241,26,-0.01254,4382.73,0,-0.4607,-0.0001203,1.24573183586825,1.21123321123321,-0.336974789915966,0.317598253275109
"FALSE POSITIVE",5288577,"K04010.01",1.8515639,0.2105,5299,9127.28,2.237,13,-1.115,3658.98,0,-3.567,0.0003329,4.58447207907525,1.92439594699922,6.22242990654206,11.4728592162554
"CANDIDATE",11969988,"K04011.01",1.9316663,0.173,5729,3923.27,1.975,5,-0.1326,3333.72,0,0.8801,0.0001282,5.75743994658419,2.63000702740689,5.67256637168142,2.75147826086957
"FALSE POSITIVE",4832225,"K04013.01",1.4167713,0.008885,8967,52645.24,2.184,7,3.193,24313.76,0,0,0,0.517249615905,0.509162303664921,0,4.03294797687861
"CANDIDATE",9009953,"K04014.01",59.958763,2.076,143.1,2.78,1.248,26,0.008524,3298.77,0,0.0123,0.0005133,22.4870677062731,5.77170697755351,1.92247191011236,1.56145728643216
"CANDIDATE",8282846,"K04015.01",116.86749,0.3281,186.2,1.94,0.864,26,0.02561,3269.43,0,0.2713,-0.000311,2.45703005253264,2.4009942004971,-0.56855575868373,0.198414201183432
"CANDIDATE",5938970,"K04016.01",274.10246,0.2225,85.47,1.19,0.747,26,0.04405,3014.58,0,0.2815,-0.0004937,2.92601778203488,2.89138576779026,-0.603545232273839,1.10296
"FALSE POSITIVE",8381693,"K04017.01",1.2044405,29.36,2011,147.1,1.628,7,-0.003106,0,0,-0.3446,-4.423e-05,1.69925259567923,1.3328694684108,-0.82364990689013,3.35815485996705
"FALSE POSITIVE",4929299,"K04018.01",4.3433908,0.02828,4368,3773.41,1.046,7,-1.468,5658.66,0,0.13,0.0002026,4.12846182758577,2.61798905608755,2.47677261613692,3.14022415940224
"FALSE POSITIVE",7038096,"K04020.01",3.2479881,0.06904,7981,3016.41,1.096,7,-1.071,5145.17,0,-0.5392,5.241e-05,1.81611967959236,1.62506433350489,0.650248138957816,2.62986301369863
"CANDIDATE",11967788,"K04021.01",7.6183874,0.1872,1211,502.76,1.421,18,0.05165,4013.65,0,0.2872,4.338e-05,5.48308224455297,3.89438202247191,0.840697674418605,2.87664092664093
"CANDIDATE",11967788,"K04021.02",4.8201393,0.1655,1763,838.04,1.421,18,0.09844,3567.2,0,0.06553,8.105e-05,5.05038591959662,3.72765509989485,2.01116625310174,0.16327652733119
"CANDIDATE",7733731,"K04022.01",2.9465356,0.3012,3450,1907.9,2.326,5,-0.2692,3850.72,0,0.107,1.145e-05,6.92942591015717,2.55342110943233,0.252759381898455,0.654955116696589
"FALSE POSITIVE",6862332,"K04023.01",72.079299,0.9853,535.6,3.53,0.905,7,0.009838,3041.14,0,-4.398,-0.005185,20.9359422393522,3.69453642384106,-7.86798179059181,1.5759102244389
"CANDIDATE",10714072,"K04024.01",15.33154,0.147,718.3,286.21,1.533,7,0.02297,3283.85,0,0.1998,3.05e-05,2.59223479397017,1.67301378857518,0.269911504424779,1.46937716262976
"FALSE POSITIVE",10992011,"K04025.01",1.867694,0.1577,4993,1242.08,0.819,7,-1.205,4017.34,1,-8.197,0.00027,2.58230772670217,2.47524752475248,3.34158415841584,4.95981481481482
"FALSE POSITIVE",4067110,"K04026.01",1.1298251,0.01551,7746,0,7.435,5,-1.009,0,0,0,0,0.215215433079795,0.213556851311953,0,163.836017569546
"FALSE POSITIVE",8694309,"K04027.01",1.4614223,0.07452,10270,5628.3,1.31,5,-0.8804,3348.14,0,205,0,3.35785034561899,2.43921692453426,0,183.477611940298
"FALSE POSITIVE",7818447,"K04028.01",2.2447382,0.5074,28030,8.42,0.116,13,4.875,1898.51,6,0,0,37.3840705572225,37.37686139748,0,0.0927699619771863
"FALSE POSITIVE",11569475,"K04029.01",1.6940481,0.09516,9793,0,12.08,5,11.66,0,0,-1.021,1.938e-05,4.97638529751033,1.65329295987888,0.699638989169675,0.584898305084746
"FALSE POSITIVE",9551430,"K04030.01",1.3711619,9.944,3487,107.94,0.766,7,0.08911,2734.22,0,0.3682,-0.000125,1.03748086704202,1.01845504877406,-0.609756097560976,0.209065190651907
"FALSE POSITIVE",3228986,"K04031.01",1.7901823,0.03266,8071,6758.04,1.191,18,-0.607,5676.62,0,-2.007,9.525e-05,3.33530841451633,2.91703968964488,2.41751269035533,7.51769005847953
"CANDIDATE",7100673,"K04032.01",4.9045194,0.1356,2097,428.7,1.065,23,0.1745,3389.35,0,-0.7487,-7.88e-06,3.61064538631282,3.14617027769301,-0.23452380952381,0.288388429752066
"CANDIDATE",7100673,"K04032.02",6.2367632,0.1334,1745,304.96,1.065,23,0.07742,3646.67,0,0.1217,-4.777e-05,3.41261882211622,3.01298701298701,-1.27727272727273,0.516770601336303
"CANDIDATE",7100673,"K04032.03",7.5244789,0.1387,1080,246.02,1.065,23,0.009489,3367.12,0,-0.198,1.08e-05,3.19354636519354,2.85977374375164,0.258992805755396,0.736945244956772
"CANDIDATE",7100673,"K04032.04",4.3562773,0.07157,2379,649.86,1.065,23,-0.2074,3635.31,0,-0.6785,-3.923e-05,3.24832846373645,2.89753659407354,-1.38133802816901,2.02553097345133
"CANDIDATE",7100673,"K04032.05",14.290084,0.04819,760.3,191.36,1.065,23,-0.182,3989.73,0,-0.2576,-5.014e-05,2.18299999648236,2.06646312822922,-1.04241164241164,0.532932432432432
"FALSE POSITIVE",4138557,"K04033.01",5.2162967,0.003177,9225,10144.49,1.862,5,-0.2943,9539.77,0,0,0,0.832788740989417,0.803766707168894,0,14.3761061946903
"CANDIDATE",10089911,"K04034.01",6.8964679,0.2785,1120,2345.28,3.53,5,0.04935,3902.92,0,0.2859,6.808e-06,9.02520187891775,3.07355967078189,0.0923744911804613,0.745861027190332
"FALSE POSITIVE",10089911,"K04034.02",25.390479,0.09761,247,1187.23,3.53,5,0.02898,4861.79,0,1.058,-0.0001049,1.91401100258316,1.65155993431855,-0.733566433566434,0.597758318739054
"FALSE POSITIVE",3247404,"K04035.01",11.303408,2.294,453.8,143.41,1,15,0.007356,3041.09,0,-1.973,0.0005045,1.56354401286903,1.56303837118246,0.00397244094488189,34.3103448275862
"CANDIDATE",11415243,"K04036.01",75.470808,1.376,144.6,0.8,0.707,32,-0.006051,3060.56,0,0.5126,-0.0001841,16.3529877574435,11.5942796610169,-0.505769230769231,1.79747093023256
"CANDIDATE",8264402,"K04037.01",60.8495,2.185,138,4.04,1.313,26,-0.001155,3889.99,0,0.2926,1.656e-05,22.9010781579904,5.53907682052991,0.0770232558139535,0.28016393442623
"FALSE POSITIVE",7773179,"K04038.01",1.4651643,0.3833,6414,1115.85,0.983,7,0.1028,3482.65,0,-2.579,-0.0003386,7.84329562335766,3.056884635832,-5.51465798045603,20.0537878787879
"FALSE POSITIVE",11145831,"K04039.01",2.3457225,0.1368,8270,2392.33,1.044,7,-2.261,2300.23,0,36.98,-0.00841,2.61097072098857,2.00120554550934,-67.8225806451613,0
"FALSE POSITIVE",11444952,"K04040.01",1.5355283,0.1428,4276,2735.87,0.829,7,-0.3827,2781.33,4,0,0,4.41214458192164,3.01366520253782,0,184.107883817427
"FALSE POSITIVE",8647295,"K04041.01",2.4646895,0.04222,14370,1749.56,0.855,7,-0.7948,2956.05,0,19.01,0.00147,2.76789546480346,2.41835518474374,17.458432304038,100.202863961814
"FALSE POSITIVE",3444098,"K04042.01",2.1807488,0.1453,1055,115458.14,2.858,7,-0.6067,5516.19,0,2.462,0.0002428,3.45168956264319,1.87989056087551,1.17864077669903,8.59248120300752
"FALSE POSITIVE",5112567,"K04043.01",1.717778,0.9424,2876,5566.54,1.623,13,-0.1494,3588.06,0,3.617,-0.0001691,0.406652506172619,0.40363522406769,-1.79511677282378,30.3242424242424
"FALSE POSITIVE",5201115,"K04044.01",1.964075,0.1586,4204,1876.61,1.157,13,0.1231,3685.73,0,-0.536,-8.398e-05,4.87964388727328,2.83536585365854,-3.24247104247104,0.573078947368421
"FALSE POSITIVE",2708203,"K04045.01",1.082488,3.503,8898,1847.63,0.927,7,-0.959,3309.82,0,-1.656,-0.000127,10.1844388548652,4.34299325129019,-3.28165374677003,2.63392857142857
"FALSE POSITIVE",4150496,"K04046.01",12.126235,0.2715,865.9,127.66,0.893,7,-0.3035,5521.93,0,2.164,-8.949e-05,5.11326287077759,2.74787535410765,-0.352322834645669,1.06875187969925
"FALSE POSITIVE",4150496,"K04046.02",4.37481,2.155,1268,127.66,0.893,7,-0.07434,2739.21,0,0.7088,-0.0006275,0.57846000220818,0.569611666949296,-2.47047244094488,1.18960720130933
"CANDIDATE",9655005,"K04047.01",1.38815,0.03065,10680,38106.71,3.367,18,-1.708,0,0,-0.4399,3.022e-06,1.13920157245224,1.0734702519585,0.37775,0.789126637554585
"FALSE POSITIVE",10272389,"K04048.01",1.4291213,4.098,4061,157.02,0.77,7,-0.2434,2306.43,0,-1.177,8.973e-05,1.08538571427466,1.06972301814709,1.07978339350181,2.77727272727273
"FALSE POSITIVE",4679687,"K04049.01",4.4419193,0.1374,7659,1769.34,0.872,7,-0.008352,2797.61,0,2.524,-0.003124,8.12681967406172,3.87133041848844,-14.9473684210526,21.6190476190476
"FALSE POSITIVE",7968683,"K04050.01",61.746821,5.512,149.6,0.27,0.696,7,-0.01465,4074.08,0,2.434,-0.003998,11.769796544658,8.54690221448121,-1.10441988950276,10.868671679198
"CANDIDATE",10360722,"K04051.01",135.76204,0.4129,78.33,1.34,0.843,26,-0.0118,3127.59,0,1.084,-0.00176,2.97244443663013,2.89817483189241,-1.72549019607843,1.15651270207852
"FALSE POSITIVE",9091755,"K04052.01",1.4933034,0.145,10850,1750.27,0.798,7,-2.642,3081.85,0,-7.045,0,1.87883457857616,1.72697056030389,0,0
"CANDIDATE",1718958,"K04053.01",2.4973872,0.1226,2929,1976.91,1.035,23,0.06591,3820.61,0,-0.5907,8.461e-06,3.50593315193396,3.09577555627217,0.218630490956072,1.96112716763006
"CANDIDATE",6428794,"K04054.01",97.650603,0.5295,178.4,1.31,0.801,32,-0.01156,3413.41,0,-0.7305,-0.0004264,5.56711663555828,5.21212121212121,-1.21481481481481,1.00443037974684
"FALSE POSITIVE",3228825,"K04055.01",1.3652409,0.07258,8844,12785.86,1.587,18,0.653,5350.4,0,-0.1507,4.533e-05,5.21175460575279,3.66345381526104,3.65564516129032,7.22846153846154
"CANDIDATE",4673628,"K04056.01",28.239371,0.02847,1225,325.45,0.899,7,0.002233,2714.28,0,0.2889,-9.376e-05,3.51354515646584,2.6794189558464,-0.390666666666667,2.70781818181818
"FALSE POSITIVE",3757407,"K04057.01",7.6879798,0.3104,1092,2761.32,4.099,5,0.02437,4247,0,-22.52,0.001866,7.4614459956932,2.37757731958763,23.590391908976,95.8650137741047
"FALSE POSITIVE",4769931,"K04058.01",2.0103789,0.2339,4267,552.66,0.734,7,0.1954,3373.81,0,-0.06217,3.829e-05,5.52222079663449,3.93370831659301,0.500522875816994,1.15692517006803
"FALSE POSITIVE",9220612,"K04059.01",1.6514223,0.1682,8545,1359.94,0.78,7,0.4036,3869.45,0,-6.529,-0.0006097,2.37091397161313,2.17418810628427,-7.16451233842538,136.93351800554
"CANDIDATE",9086154,"K04060.01",90.088108,0.4966,204.9,2.78,1.191,32,0.004698,3332.29,0,0.1299,7.83e-05,6.14659688988078,4.22310756972112,0.303488372093023,1.2021958041958
"FALSE POSITIVE",6806695,"K04061.01",1.9316334,0.1045,6384,1791.64,0.759,7,-0.5836,4944.84,0,-3.624,0.0001791,2.1282431440592,2.03547818422212,2.33812010443864,81.3516367476241
"FALSE POSITIVE",11858979,"K04062.01",11.353694,0.1478,262.3,1001.62,1.116,7,0.1794,4003.49,0,1.683,-0.0008218,4.48827639423141,2.64822695035461,-1.55349716446125,17.1721034870641
"FALSE POSITIVE",5900390,"K04063.01",1.3158309,0.04866,11380,88064.26,1.996,7,-2.459,5686.21,0,-35.38,-9.306e-05,4.40183682389747,2.10857446243695,-6.04285714285714,0
"FALSE POSITIVE",5444334,"K04064.01",1.731327,0.03447,11660,2229.94,0.818,7,-3.704,2719.52,0,-0.4778,-5.926e-05,0.840572639723028,0.828926003247506,-0.819640387275242,8.14762611275964
"CANDIDATE",8686373,"K04066.01",46.512947,1.53,211.7,17.89,1.854,13,0.01615,4302.31,0,-0.3807,0.000317,21.1975594637217,3.17272053372869,1.53140096618358,0.822444152431012
"CANDIDATE",5530112,"K04067.01",27.9991,0.0944,75.84,250.7,1.196,7,0.05192,3615.34,0,0.8217,-0.0002436,1.65922776672344,1.42622950819672,-0.541333333333333,4.2260736196319
"CANDIDATE",6226908,"K04068.01",16.817837,0.7025,183.7,47.99,1.019,7,0.02133,3174.24,0,-0.2959,0.00102,13.6495958841872,3.35971855760774,1.70854271356784,2.41635135135135
"CANDIDATE",5906694,"K04069.01",15.251088,0.3137,655.7,18.27,0.655,7,-0.01374,2661.84,0,-0.8577,-8.548e-05,3.97553827242058,3.74890829694323,-0.326259541984733,1.36117056856187
"FALSE POSITIVE",10186945,"K04070.01",8.1917693,0.01113,11870,1607.36,0.825,7,5.366,3562.47,0,-0.8199,0.0001075,2.02654823933546,1.98596960080174,1.05392156862745,1.0755910543131
"FALSE POSITIVE",2708286,"K04071.01",1.7395521,0.2713,7888,1513.69,1.12,18,-2.353,3236.91,0,-1.699,-0.0001721,3.43820641407353,2.86611700039262,-2.10906862745098,4.42893518518519
"CANDIDATE",6755944,"K04072.01",5.2789862,0.009041,6230,24415.63,2.304,5,-1.028,2223.61,0,-0.156,0,4.05331150237945,2.25802671666276,0,0.546377171215881
"FALSE POSITIVE",10419797,"K04073.01",6.9541058,15.31,387.6,11.28,1.048,7,-0.0006011,3108.52,0,-0.03359,-0.0001309,1.11081308307885,1.0600042707666,-0.342670157068063,0.976301020408163
"FALSE POSITIVE",7777471,"K04075.01",1.6856764,0.04147,9827,2587.27,0.867,7,0.4638,5057.72,0,2.66,-1.31e-05,1.75697451293026,1.55182361425922,-0.274633123689727,3.01942675159236
"CANDIDATE",9455677,"K04076.01",90.154614,0.4693,137.8,3.57,1.032,26,-0.0455,3459.73,0,-0.4174,-6.06e-05,3.17527433559465,2.75553505535055,-0.099835255354201,1.57114006514658
"FALSE POSITIVE",7690855,"K04077.01",1.2151834,1.768,180900,189.57,0.557,7,-17.8,2226.18,0,0,0,0.579103741673488,0.577755905511811,0,0
"FALSE POSITIVE",5649837,"K04078.01",1.9461515,0.002387,9689,4832.34,0.863,7,-1.776,22349.42,0,0,0,0.00728919001141238,0.00728884881274421,0,0
"FALSE POSITIVE",5036480,"K04080.01",2.6386469,0.05206,5768,1883.84,0.881,7,-0.1963,3908.17,0,0.5167,-0.0001916,1.9571813225716,1.74355711104041,-1.80754716981132,1.96998341625207
"FALSE POSITIVE",6592832,"K04082.01",1.4314212,0.1404,9440,3519.38,0.974,7,-2.218,3523.56,0,-2.9,0.0002146,2.07446901621368,1.75984919886899,3.07449856733524,4.71582867783985
"FALSE POSITIVE",8524346,"K04083.01",2.6662559,0.8331,3223,574.35,1.125,7,-0.09214,3258.29,0,2.5,-8.299e-05,30.3317062460815,3.40870161014046,-1.1494459833795,1.76070110701107
"CANDIDATE",3937814,"K04084.01",91.949421,1.02,189.8,1.59,0.995,26,-0.02591,3389.43,0,-0.06394,-0.0005266,8.50040898004879,5.56892230576441,-0.835873015873016,0.322118863049096
"FALSE POSITIVE",5041847,"K04085.01",1.3982906,1.484,56380,1738.9,0.989,7,-16.02,0,0,0,0,1.83070494315375,1.62352941176471,0,89.636231884058
"FALSE POSITIVE",3836558,"K04086.01",3.0470437,0.1082,4311,1265.44,0.884,7,-0.1152,3581.58,0,-1.581,-0.000133,2.11609447875639,1.76034589252625,-1.45355191256831,1.10340807174888
"CANDIDATE",6106282,"K04087.01",68.745988,0.4858,131.5,0.65,0.561,71,0.009732,2902.69,0,-0.9596,-9.928e-05,5.24794144311447,5.01531606794765,-0.152503840245776,0.389272237196766
"FALSE POSITIVE",4946584,"K04088.01",3.0081574,0.06748,5289,5743.82,1.166,7,-1.117,5489.37,0,4.209,0.0006188,3.70849075734036,2.37201907790143,12.5010101010101,50.6128205128205
"FALSE POSITIVE",11972872,"K04089.01",1.6608141,0.05839,20290,2384.96,0.762,7,7.199,4889.61,0,0.2404,0.000105,2.15587667383936,2.1047672884869,1.28834355828221,0.813563535911602
"FALSE POSITIVE",9899233,"K04090.01",1.3857616,0.2999,10030,2065.92,0.999,7,-0.4562,3856.79,0,0.8632,-3.862e-05,6.0844889716839,3.32072617246596,-0.506824146981627,6.89800498753117
"CANDIDATE",3103227,"K04091.01",116.76932,0.5436,111.8,3.49,1.363,26,-0.0102,4025.15,0,0.6036,-0.0006637,3.44107436402694,2.9559043348281,-1.06876006441224,2.07262210796915
"CANDIDATE",4850961,"K04092.01",18.665637,0.4605,383.5,64.38,1.162,7,-0.005755,3920.93,0,0.08981,0.000762,7.07228798363025,3.29590643274854,2.14044943820225,2.6
"FALSE POSITIVE",8521059,"K04093.01",1.7552337,0.07055,10160,16073.85,1.313,7,-0.6081,4255.9,0,5.459,-0.0003604,4.55836232859061,2.72630457933972,-9.58510638297872,57.4350364963504
"FALSE POSITIVE",8128247,"K04094.01",2.6115843,0.24,3209,0,69,14,-0.1068,0,0,1.117,-4.547e-05,5.13780331799653,3.94098179812466,-1.67785977859779,7.4244635193133
"FALSE POSITIVE",6276994,"K04095.01",1.816145,0.08461,6138,3107.51,1.031,7,-0.3866,4891.25,0,-2.553,-0.0001271,2.5514301385902,1.93072132848988,-2.27777777777778,110.702592087312
"FALSE POSITIVE",9674564,"K04096.01",2.7980812,2.299,1516,159.84,0.912,7,-0.02888,3936.62,0,36.57,0.001957,0.453029856411576,0.449526813880126,11.5117647058824,6.58373983739838
"CANDIDATE",5688683,"K04097.01",12.688108,0.06014,1401,105.03,0.603,7,0.02549,2419.2,0,1.017,-1.148e-05,2.37863286261116,2.31530494821634,-0.112549019607843,0.614979919678715
"FALSE POSITIVE",5688683,"K04097.02",12.509003,0.05008,674.8,56.4,0.603,7,-0.06272,3081.34,0,0.1899,-3.062e-05,1.57383354003003,1.55505671077505,-0.353171856978085,1.09262745098039
"CANDIDATE",8222627,"K04098.01",4.082487,0.04657,4059,7649.51,2.571,7,-0.0942,2537.39,0,-0.4911,0,3.08513516522874,1.27445652173913,0,1.30364661654135
"CANDIDATE",8951205,"K04099.01",9.8208494,0.1575,1149,145.39,0.717,7,-0.03571,3563.5,0,-0.9165,0.0002491,1.84519224115123,1.76339285714286,0.961776061776062,0.624076923076923
"FALSE POSITIVE",5700900,"K04100.01",145.71077,0.7103,96.62,0.72,0.96,7,-0.005126,4958.44,0,1.719,0.002163,3.00596187911055,2.24247104247104,1.8025,15.7803370786517
"FALSE POSITIVE",2708278,"K04102.01",1.7062715,0.2713,6791,701.67,0.927,18,-0.5829,3076.72,0,0.6845,0.0002772,3.92535351907678,3.63779527559055,4.40699523052464,7.13799342105263
"CANDIDATE",3747817,"K04103.01",123.84214,0.4187,147,1.22,0.801,32,0.0004976,3531.63,0,-0.3956,-0.001483,3.18744286827934,3.0644231877377,-2.2134328358209,1.38323529411765
"CANDIDATE",3747817,"K04103.02",17.824474,0.2257,568.6,37.12,0.801,32,0.01427,4097.74,0,-2.049,-0.0002189,1.44521622969981,1.43314734449266,-0.661329305135952,0.478105413105413
"FALSE POSITIVE",11017094,"K04106.01",1.5230761,0.0014,6399,1500.75,0.648,7,-0.6007,22453.26,0,0,0,0.0175602694558284,0.0175515463917526,0,70.015625
"FALSE POSITIVE",9899065,"K04108.01",1.6570692,0.2308,6894,600.47,0.62,7,-1.802,2938.7,0,-0.8615,0.000485,2.25076320027536,2.21761392729135,4.44954128440367,3.206875
"CANDIDATE",7907808,"K04109.01",4.0080572,0.009882,8371,8004.24,1.755,7,-0.7921,2884.57,0,0.7005,5.618e-05,1.12979739413517,0.958446866485014,1.16074380165289,0.156686274509804
"FALSE POSITIVE",5471792,"K04110.01",1.5478114,3.964,3286,242.35,1.632,7,-0.5642,4721.49,0,-2.108,1.734e-05,26.3263512352324,1.84176632934683,0.329032258064516,3.14479717813051
"FALSE POSITIVE",2708343,"K04111.01",1.795921,0.3458,6521,221.33,0.633,7,-0.1004,2349.96,0,-1.698,0.0003826,4.87863156916861,4.48030176026823,3.64380952380952,7.39066666666667
"FALSE POSITIVE",3348090,"K04112.01",4.6487936,0.06649,3376,9914.62,3.247,5,-0.1854,4026.28,0,43.84,0.0006188,2.73526801624976,1.85381630012937,10.2790697674419,56.4615384615385
"FALSE POSITIVE",9282762,"K04113.01",2.1387714,0.1282,8088,2185.96,1.028,7,-1.603,1566.21,0,-3.939,0.0001828,1.59139658162636,1.42256397933437,1.35407407407407,5.76140495867769
"FALSE POSITIVE",3117046,"K04114.01",149.19844,0.6418,92.15,1.56,1.047,7,-0.005414,5015.78,0,-0.06281,-0.0002866,4.52858981603566,2.85879495778883,-0.38887381275441,1.85544169611307
"FALSE POSITIVE",6311520,"K04115.01",1.2189447,0.07291,7694,5545.05,1.142,7,-1.186,3416.44,4,-1.415,-3.955e-05,0.981680938977461,0.945480790584055,-1.60121457489879,1.37012371134021
"CANDIDATE",3955817,"K04117.01",3.4357675,0.7374,1949,174.48,0.825,26,-0.1929,2645.21,0,0.8945,0,12.2842496890956,10.0702875399361,0,1.19509933774834
"FALSE POSITIVE",10661778,"K04118.01",1.6823741,0.4554,5488,1977.48,1,15,0.2485,4150.91,0,1.169,0.002056,6.44824494691164,6.44676409185804,3.58188153310105,6.59535452322738
"FALSE POSITIVE",5513857,"K04119.01",1.228522,0.1992,8345,2287.93,0.819,7,-2.793,0,1,7.484,3.546e-05,1.92337535181854,1.79632408102025,0.377234042553191,8.71659751037344
"CANDIDATE",9700449,"K04120.01",47.7926,0.412,326.8,7.36,1.058,7,-0.008652,4610.13,0,-0.1901,-5.904e-06,2.91101198189827,2.09983543609435,-0.0205,1.58548500881834
"CANDIDATE",6349881,"K04121.01",127.03971,0.5993,128.6,1.64,0.969,26,0.003713,3811.27,0,-0.9096,0.0003743,4.58480115087215,4.04319136172765,0.356476190476191,0.919525862068966
"FALSE POSITIVE",9851970,"K04122.01",1.4536021,0.07207,7497,871.41,0.736,7,0.486,4246.81,0,3.797,-4.443e-05,0.950381629305179,0.945475489568668,-0.435588235294118,5.61182033096927
"CANDIDATE",6140059,"K04123.01",9.0286922,1.604,651,33.46,1.239,7,0.04568,3587.54,0,-0.8347,-1.494e-05,16.242979637117,3.44,-0.137064220183486,0.91457800511509
"FALSE POSITIVE",9099950,"K04125.01",1.6572448,0.04731,8159,14968.94,2.308,5,-1.273,4561.57,0,1.638,-7.786e-05,5.18141799765911,2.48961937716263,-3.91256281407035,4.55429292929293
"CANDIDATE",9272070,"K04126.01",7.2720357,0.2528,1591,200.08,0.989,7,-0.2435,3911.9,0,0.8023,0.0002099,3.23395265256785,2.23096026490066,1.12245989304813,1.50847122302158
"CANDIDATE",5088400,"K04127.01",12.403314,0.3523,713.6,95.49,0.878,18,0.01799,3395.72,0,-0.9144,0,5.92610043871099,4.60433152852978,0,0.851594488188976
"FALSE POSITIVE",4669402,"K04128.01",31.838513,5.268,137.5,4.96,1.06,7,0.005095,2885.42,0,2.051,-0.006136,0.928944895730861,0.90187101910828,-13.5752212389381,39.2961832061069
"CANDIDATE",11970988,"K04129.01",3.3712554,0.1022,3806,554.19,0.923,7,-0.2511,3440.61,0,0.04555,2.942e-05,1.93710508908069,1.78212654924984,0.437797619047619,0.44842776203966
"FALSE POSITIVE",10858803,"K04130.01",1.4911521,0.1652,8485,1003.76,0.821,7,-2.639,4670.67,0,1.383,-2.081e-06,1.64563181414563,1.62328537972566,-0.0254712362301102,6.91424581005587
"FALSE POSITIVE",6129694,"K04131.01",1.3450975,0.04027,11880,50101.51,2.909,7,-4.295,5053.35,0,-0.07699,6.966e-06,4.55089936957628,2.22028311033547,0.501151079136691,0.84458064516129
"FALSE POSITIVE",7601918,"K04133.01",1.9699888,0.03878,11230,17044.3,1.66,5,0.7658,4088.96,4,8.322,0.0001722,6.86242451512285,3.20597014925373,8.56716417910448,10.565811965812
"FALSE POSITIVE",5386264,"K04135.01",4.0548277,0.2348,3556,20.98,0.62,7,-1.097,5090.77,0,0.4856,4.81e-05,1.51702604162674,1.4963503649635,0.498445595854922,2.47140039447732
"CANDIDATE",7256914,"K04136.01",2.4450089,0.1254,5566,1220.27,1.308,26,-0.4443,2683.55,0,-1.309,-0.0001011,2.30709489155824,2.07294721407625,-1.95551257253385,1.30749598715891
"CANDIDATE",7256914,"K04136.02",3.0271851,0.1706,3050,616.62,1.308,26,-0.4911,3259.61,0,-1.435,2.026e-05,2.06492344149095,1.89261533616753,0.33993288590604,0.854184466019417
"FALSE POSITIVE",3542222,"K04137.01",1.9762598,0.08004,12100,7090.33,0.901,7,-2.109,2882.87,0,23.72,0.001574,3.91706062634232,2.78743068391867,15.1346153846154,80.4391971664699
"FALSE POSITIVE",4636565,"K04138.01",3.2380834,0.04793,7655,2086.15,1.967,5,-0.4898,2739.26,0,-1.535,8.019e-05,3.4513336586069,2.29668538308277,3.41234042553192,2.37543859649123
"CANDIDATE",9956082,"K04139.01",5.5149529,0.1576,2188,649.14,1.063,7,-0.2718,3848.39,0,-1.033,1.508e-05,2.12900293066075,1.80366369187412,0.0972903225806452,0.593652392947103
"FALSE POSITIVE",3241248,"K04141.01",2.802001,0.06197,5154,23187.35,4.569,7,-0.7739,4659.35,0,4.078,0.0002986,1.9537857176771,1.45457335788827,8.24861878453039,21.5452662721893
"FALSE POSITIVE",9716302,"K04142.01",1.4961561,0.4089,3751,715.49,0.752,7,-0.2712,3114.5,0,-4.865,-0.0007864,4.55428351339001,3.84262611634082,-3.22295081967213,5.67091775923719
"FALSE POSITIVE",10294509,"K04143.01",2.3789623,0.2965,3980,526.94,0.743,7,-0.08591,3068.82,0,-0.8293,0.0003526,4.04058403950786,3.36804786173277,1.50042553191489,0.638209302325581
"CANDIDATE",3112129,"K04144.01",7.887419,0.009223,7182,2626.08,0.937,18,-1.287,5392.63,0,-0.576,-7.641e-05,0.915980028487496,0.910947562097516,-0.988486416558862,1.91517676767677
"CANDIDATE",3103212,"K04145.01",2.3392978,0.2366,4195,523.83,1.004,26,-0.4231,3227.36,0,-0.7644,-2.725e-05,2.90910562640994,2.66791044776119,-0.353437094682231,0.368740740740741
"CANDIDATE",10000941,"K04146.01",6.4898728,0.09125,1538,254.9,0.854,7,0.004395,3317.32,0,0.5529,-3.225e-05,2.36052967240355,2.27032810271041,-0.574866310160428,0.783636363636364
"CANDIDATE",10000941,"K04146.02",4.6961424,0.07247,1719,384.71,0.854,7,0.1527,0,0,0.05482,-5.626e-05,1.54364859636331,1.51770398064658,-1.14582484725051,0.875721703011423
"FALSE POSITIVE",8029197,"K04147.01",4.8009777,0.02492,8645,2718.12,1.555,5,-1.163,0,1,1.616,2.336e-05,5.22024798872834,2.44461077844311,0.802749140893471,0.362648148148148
"FALSE POSITIVE",12257886,"K04148.01",1.6210315,0.4827,7085,806.29,0.945,7,-1.976,4982.5,0,-0.797,-0.0001639,7.24079905310851,2.98861949529936,-1.53177570093458,9.5077057793345
"CANDIDATE",10875007,"K04149.01",6.1018779,0.3854,1207,232.8,1.232,7,0.01381,4143.78,0,-0.03909,4.84e-06,5.48022505759932,2.57172743574417,0.0403333333333333,0.52682382133995
