"koi_disposition","kepid","kepoi_name","tce_dof2","tce_chisq2","tce_chisqgof","tce_eqt","tce_hap_stat","tce_fwm_pdeco","tce_dicco_mdec","tce_time0_sn"
"FALSE POSITIVE",9838975,"K00218.01",123100,43040,58760,528,121.5,-0.0001226,0.0052614,30695345897.4805
"CANDIDATE",6305192,"K00219.01",10460,3249,6836,1090,48.34,0.0002142,-0.075169,11419739877.9399
"CANDIDATE",7132798,"K00220.01",13420,4130,9107,1210,28.16,0.0002716,-0.0072527,23718141943.4622
"CANDIDATE",7132798,"K00220.02",298.4,296.2,1885,1020,-0.1385,0.0001799,-0.69488,920788699.852972
"CANDIDATE",3937519,"K00221.01",17380,6732,11280,1200,45.83,-5.973e-05,0.00031398,25001272992.7959
"CANDIDATE",3937519,"K00221.02",209.6,224.1,1727,1000,-1.915,0.0001177,-0.40289,538587938.992927
"CANDIDATE",4249725,"K00222.01",1004,486.1,2051,576,11.36,-0.0002413,0.074339,4503722266.45484
"CANDIDATE",4249725,"K00222.02",263.3,135,768.1,455,7.893,-4.172e-05,0.0019189,1474586451.71366
"CANDIDATE",4545187,"K00223.01",1365,917.8,2625,998,13.39,-0.0002351,0.099303,9291139815.38601
"CANDIDATE",4545187,"K00223.02",131.8,105.9,307.1,425,6.34,0.0003081,0.2726,1040483839.5226
"FALSE POSITIVE",5547480,"K00224.01",567.5,1138,2484,1170,48.01,0.005859,-3.5771,3351568088.85928
"FALSE POSITIVE",5801571,"K00225.01",8386,3952,16240,2280,31.91,-0.001055,0.30885,35696971900.1054
"CANDIDATE",5959753,"K00226.01",460.5,266.3,1734,747,7.038,0.0002362,0.093152,2013838644.8464
"CANDIDATE",3847907,"K00229.01",11190,3927,7817,1210,26.82,0.000767,-0.055942,17369988820.8074
"FALSE POSITIVE",3862246,"K00230.01",4083,2157,3826,982,26.84,-0.002638,0.16559,12431247246.5984
"FALSE POSITIVE",4043443,"K00231.01",462.3,41.92,382.4,255,9.389,-0.0003026,-0.057032,2476898164.26291
"CANDIDATE",4833421,"K00232.01",4837,1812,3539,897,28.89,0.0002824,0.062092,6395899279.63839
"CANDIDATE",4833421,"K00232.02",451.2,322.2,1827,1160,4.582,1.418e-05,-0.009633,2052976643.4467
"CANDIDATE",4833421,"K00232.03",85.38,40.09,529.7,619,7.525,8.637e-05,-0.48514,369045847.369853
"CANDIDATE",4833421,"K00232.04",97.05,66.11,626.6,747,4.375,3.759e-05,-0.13827,620558734.909304
"CANDIDATE",4833421,"K00232.05",59.5,43.8,319.4,543,7.178,0.0001127,0.27399,308783669.054342
"FALSE POSITIVE",5023956,"K00233.01",45690,382200,433500,1510,1317,-0.2306,8.1298,16677218844.4686
"CANDIDATE",8491277,"K00234.01",807.3,283.6,1587,931,12.74,0.0001132,0.060761,2555801479.98851
"CANDIDATE",8107225,"K00235.01",627.1,380.1,1437,844,11.25,-6.52e-05,-0.057794,3910613902.20319
"FALSE POSITIVE",8453211,"K00236.01",11020,293800,312300,954,311.9,0.05002,0,1725758150.91316
"CANDIDATE",8041216,"K00237.01",701.2,203.3,1389,910,10.23,5.715e-05,0.010157,2807646957.23976
"CANDIDATE",7219825,"K00238.01",370.2,104.4,895.6,817,3.068,-0.0002136,0.0024669,1525460906.09135
"CANDIDATE",7219825,"K00238.02",14.19,9.153,128.6,296,3.917,0.0001266,-0.1201,93784833.7719985
"CANDIDATE",7219825,"K00238.03",54.4,26.39,454.2,706,4.487,-3.247e-05,0.0096675,275286474.072961
"CANDIDATE",6383785,"K00239.01",1643,766.8,2454,1130,13.91,0.001095,-0.20633,5655231671.52723
"CANDIDATE",6383785,"K00239.02",355.7,366.5,2154,1300,5.961,0.000182,-0.029065,1006944102.63983
"CANDIDATE",8026752,"K00240.01",1442,1271,4086,1220,17.85,-0.0001089,0.020858,4369331368.44503
"CANDIDATE",11288051,"K00241.01",466.9,197.1,731.3,560,5.155,-0.0001273,0.23105,1988272644.81016
"CANDIDATE",11288051,"K00241.02",72.3,53.17,462.4,428,2.658,-2.438e-05,-0.13854,403907471.084714
"CANDIDATE",11288051,"K00241.03",328.9,317.3,1802,892,3.786,-6.079e-06,-0.020521,1210049240.68789
"FALSE POSITIVE",3642741,"K00242.01",5406,1178,5060,880,29.05,-0.0005473,-0.014907,9017469494.5013
"FALSE POSITIVE",9592579,"K00243.01",22910,139300,155100,1390,942.5,0,4.8786,7127912547.36292
"CANDIDATE",4349452,"K00244.01",14220,3674,8217,935,11.83,1.748e-05,0.15108,16973906189.5016
"CANDIDATE",4349452,"K00244.02",3953,1592,4310,1190,8.825,-3.298e-05,0.41176,9570771947.74412
"CANDIDATE",8478994,"K00245.01",2143,553.9,1542,458,0,-0.0006645,2.9678,6939020667.51085
"CANDIDATE",8478994,"K00245.02",140.2,136.2,695.2,564,0,-2.097e-05,3.9745,1510496652.88443
"CANDIDATE",11295426,"K00246.01",5128,1182,3893,1140,0,0.0001224,0.7616,12007855336.5909
"CANDIDATE",11295426,"K00246.02",193.4,566.2,2973,941,0,1.555e-05,-2.5017,1217555832.1885
"CANDIDATE",11852982,"K00247.01",237.9,163.3,465.8,391,2.785,-0.0001805,-0.033165,2292586124.78171
"CANDIDATE",5364071,"K00248.01",765.7,460.5,1541,509,14.59,1.155e-05,0.08252,3987023743.78796
"CANDIDATE",5364071,"K00248.02",729.3,750.6,2293,717,8.711,-0.0001929,0.08599,4733923265.15501
"CANDIDATE",5364071,"K00248.03",279.5,243.8,1041,443,7.857,0.00012,-0.063744,1698835366.65536
"CANDIDATE",5364071,"K00248.04",99.65,71.98,344.6,371,4.3,6.385e-05,-0.58068,996363533.054916
"CANDIDATE",9390653,"K00249.01",1072,321.7,860,374,18.15,0.001125,-0.90136,6594790186.40248
"CANDIDATE",9757613,"K00250.01",947.4,541.3,1627,431,12.58,-0.0006605,0.075012,4153489820.01888
"CANDIDATE",9757613,"K00250.02",306.2,142.4,645.3,385,5.649,0.0005987,0.1445,2547608694.97539
"CANDIDATE",9757613,"K00250.03",84.45,44.29,131.2,276,3.699,-0.001088,-0.046644,1309352249.39332
"CANDIDATE",9757613,"K00250.04",397.2,427.3,1842,652,6.624,1.369e-05,0.10986,1858291259.49027
"CANDIDATE",10489206,"K00251.01",1823,804.7,2055,591,10.34,0.003124,-0.018953,10813321470.1011
"CANDIDATE",10489206,"K00251.02",184.4,171.8,859.1,530,-1.963,0.000733,-0.43979,941478081.125339
"CANDIDATE",11187837,"K00252.01",513,178.4,789.7,362,0.8095,0.001501,-0.097179,2329281946.18392
"CANDIDATE",11752906,"K00253.01",479.1,399.1,1072,531,11.28,-0.001851,1.5038,4120169440.89205
"CANDIDATE",11752906,"K00253.02",62.63,47.07,317.4,359,1.647,-0.0009121,1.426,401477055.113191
"CANDIDATE",5794240,"K00254.01",175900,42120,101900,730,215.8,0.001127,-0.0082372,128184965303.341
"CANDIDATE",7021681,"K00255.01",617.3,225.2,690.1,314,10.08,0.0005278,-0.27209,2699979653.67251
"CANDIDATE",7021681,"K00255.02",99.88,81.68,536.3,397,2.523,9.378e-05,-0.498,395255268.792967
"FALSE POSITIVE",7021681,"K00255.03",167,157.4,1105,479,-0.1635,5.038e-05,1.4472,347310819.394752
"FALSE POSITIVE",11548140,"K00256.01",1681,30610,53350,734,14.42,0.005516,-0.17727,5089159853.39724
"CANDIDATE",5514383,"K00257.01",1930,620.1,1906,1080,6.431,1.996e-05,-0.33605,12149226992.8935
"FALSE POSITIVE",11231334,"K00258.01",1410,908.7,5973,2090,0,-0.0004082,1.7325,3849834243.40032
"FALSE POSITIVE",5790807,"K00259.01",48270,803.8,16910,717,0,0.0008155,-2.0189,30034928033.5701
"CANDIDATE",8292840,"K00260.01",169.2,26.92,423.7,476,2.749,2.98e-05,-0.45951,1581898551.47173
"CANDIDATE",8292840,"K00260.02",322.8,276.8,1508,1010,0.4364,2.496e-05,1.7264,2064231600.36661
"CANDIDATE",8292840,"K00260.03",166.4,117,889,790,3.02,-4.803e-05,2.374,1095020384.1316
"CANDIDATE",5383248,"K00261.01",1989,185.5,1681,711,0,0.0003686,-0.9058,8817220907.30491
"CANDIDATE",11807274,"K00262.01",260.2,177.4,820.2,1130,6.633,8.71e-05,0.13981,2591281787.1302
"CANDIDATE",11807274,"K00262.02",256.2,263.4,2543,1200,3.747,9.769e-06,-0.36041,1096678653.59273
"FALSE POSITIVE",10514430,"K00263.01",86.75,87.55,262.9,675,0,0.0001081,-1.8009,667822780.058268
"FALSE POSITIVE",3097346,"K00264.01",668.1,3257,5245,1480,163.6,0.003282,-5.6874,1804010758.0612
"CANDIDATE",12024120,"K00265.01",527.7,369.5,2484,1410,3.406,0,0.099954,2462861006.66536
"CANDIDATE",7375348,"K00266.01",189.3,72.57,716.4,711,1.821,-3.581e-05,-0.0065521,1170850125.19375
"CANDIDATE",7375348,"K00266.02",39.66,16.6,183.7,575,2.787,5.644e-05,0.88828,500527033.666951
"CANDIDATE",3425851,"K00268.01",227.7,102.3,1043,473,0,0.0002751,0.49475,1916299800.17485
"CANDIDATE",7670943,"K00269.01",197.9,119.6,1023,901,4.434,-9.293e-07,0.0094286,1145949932.54944
"CANDIDATE",6528464,"K00270.01",253.3,168.6,1337,918,1.562,-3.823e-05,-0.67707,1177133130.34931
"CANDIDATE",6528464,"K00270.02",135.1,108.7,806,661,-2.157,5.287e-06,0.99421,888623448.076157
"CANDIDATE",9451706,"K00271.01",300.9,184.2,1272,698,4.411,-0.0001935,1.0097,1929515141.51203
"CANDIDATE",9451706,"K00271.02",185.5,83.34,603.7,590,4.594,-0.0002452,1.1565,1684721593.17056
"CANDIDATE",9451706,"K00271.03",133.5,124,803.7,884,3.336,-5.742e-05,0.97008,1059990587.34127
"FALSE POSITIVE",5716763,"K00272.01",2190,3216,19510,2790,13.84,-7.925e-06,-0.06457,22063684650.4354
"CANDIDATE",3102384,"K00273.01",621,420.8,812.8,845,6.193,0.0001089,-0.26522,4419356116.24759
"CANDIDATE",8077137,"K00274.01",107.6,107.2,959.5,968,5.311,-1.238e-05,0.36203,449042005.432447
"CANDIDATE",8077137,"K00274.02",64.42,85.12,627.3,844,4.352,5.213e-05,-0.10811,344717723.477689
"CANDIDATE",10586004,"K00275.01",269.4,85.8,1070,910,4.515,7.346e-07,0.091137,1179116735.90932
"CANDIDATE",10586004,"K00275.02",51.69,61.54,372.7,525,5.309,-7.603e-06,-0.07363,400810423.839914
"CANDIDATE",11133306,"K00276.01",724.7,90.32,500.6,585,4.014,5.465e-05,-0.090461,2304969533.0911
"CANDIDATE",11401755,"K00277.01",978.7,372.4,7285,927,14.6,-1.709e-05,-0.075357,2693211488.25065
"CANDIDATE",11401755,"K00277.02",109.9,159.6,1536,977,-1.02,-5.24e-05,0.61267,147742017.019125
"CANDIDATE",12314973,"K00279.01",2086,407,3055,769,20.84,-2.576e-05,0.023387,6526598431.4768
"CANDIDATE",12314973,"K00279.02",198.6,166.2,1102,944,4.379,9.559e-05,-0.068062,1391911506.23108
"CANDIDATE",12314973,"K00279.03",169.3,151.9,1814,1200,3.278,-3.869e-06,0.072251,440687732.575569
"CANDIDATE",4141376,"K00280.01",1240,534.6,1387,864,13.27,-6.148e-05,0.57601,5420376891.91129
"CANDIDATE",4143755,"K00281.01",687,176.8,1228,797,4.563,1.483e-05,0.095419,1612635810.65991
"CANDIDATE",5088536,"K00282.01",1483,352.5,1241,663,10.38,-7.086e-06,0.041676,3652427349.13033
"CANDIDATE",5088536,"K00282.02",208,167,1178,983,0.01501,2.572e-05,0.34615,1122728790.2278
"CANDIDATE",5088536,"K00282.03",24.51,23.68,71.36,451,-0.07395,6.797e-05,-0.18307,567386425.878976
"CANDIDATE",5695396,"K00283.01",766,445.9,1248,718,8.034,-6.445e-05,0.51264,4630105673.31612
"CANDIDATE",5695396,"K00283.02",55.36,59.03,491.9,616,-0.69,-1.569e-05,1.3967,434914859.090555
"CANDIDATE",6021275,"K00284.01",301.9,238.1,1546,1070,2.732,5.608e-05,0.77117,1825270076.35745
"CANDIDATE",6021275,"K00284.02",164.5,149.8,935.2,758,0.746,-3.597e-05,0.047082,1155230342.10155
"CANDIDATE",6021275,"K00284.03",259.2,186.9,1320,1080,5.29,1.642e-05,0.1955,1552484964.99738
"CANDIDATE",6021275,"K00284.04",15.85,2.875,60.93,414,1.461,0.0001461,-0.17839,365332904.767644
"CANDIDATE",6196457,"K00285.01",1075,330.7,1406,975,8.736,2.604e-05,0.055086,3104264084.4269
"CANDIDATE",6196457,"K00285.02",170.6,109.9,990.8,782,1.465,-3.191e-05,-0.52575,983754888.760659
"CANDIDATE",6196457,"K00285.03",53.66,18.03,574.7,637,-0.6502,-1.266e-05,-0.46799,467176412.155489
"FALSE POSITIVE",8258171,"K00286.01",221.9,207.5,1044,1360,46.07,-0.001516,6.0595,608713978.963864
"FALSE POSITIVE",8703887,"K00287.01",68930,43940,61010,1290,274,-0.003541,2.2945,19586172232.7711
"CANDIDATE",9592705,"K00288.01",457.3,275.5,1565,1210,2.145,6.366e-05,-1.4296,2366213337.70277
"CANDIDATE",10386922,"K00289.01",1564,520.8,765.9,332,11.98,0.0002782,-0.021355,2459036752.74624
"CANDIDATE",10386922,"K00289.02",501.1,76.51,787.5,743,9.293,-1.578e-05,0.046229,1607213234.95715
"FALSE POSITIVE",10488450,"K00290.01",555.1,1008,2558,1860,67.07,-0.0003683,0.7698,4881801297.32224
"CANDIDATE",10933561,"K00291.01",216.6,32.41,513.9,663,3.942,-5.668e-05,0.10068,1040761560.76716
"CANDIDATE",10933561,"K00291.02",164.4,133,621.2,1040,2.397,3.641e-05,-0.35284,1257804374.44602
"CANDIDATE",11075737,"K00292.01",744.5,555.7,2428,1330,3.272,-5.09e-05,0.0016228,4727359905.72124
"FALSE POSITIVE",11200415,"K00293.01",331.9,406.2,2040,1590,71.74,0.0001715,-0.45497,1095118077.92161
"CANDIDATE",11259686,"K00294.01",193.5,40.54,519.7,652,3.059,-0.0002038,-0.48923,1341861888.78079
"CANDIDATE",11547513,"K00295.01",632.5,416.3,1684,1110,5.364,6.342e-05,-0.062856,4247103111.58167
"CANDIDATE",11547513,"K00295.02",128.4,89.65,502,892,3.551,-8.228e-05,-0.81048,1186910465.72905
"CANDIDATE",11802615,"K00296.01",290.1,67.76,524.8,623,2.976,-3.641e-05,-0.067657,1273693221.61405
"CANDIDATE",11905011,"K00297.01",298.7,213.3,1328,1250,4.419,2.3e-05,-0.049389,1993641383.79081
"CANDIDATE",12785320,"K00298.01",149.4,118.2,475.7,564,0.9316,0.0001147,0.17155,1361527369.53025
"CANDIDATE",12785320,"K00298.02",46.93,29.4,201.7,397,2.975,-0.000178,0.046294,433637556.721735
"CANDIDATE",2692377,"K00299.01",1082,1389,6610,1590,12.12,1.991e-05,0.092318,6457728324.91582
"FALSE POSITIVE",3438975,"K00300.01",632.9,706.8,5251,1740,40.07,-0.0002269,-1.0083,1100005376.87406
"CANDIDATE",3642289,"K00301.01",526.5,303,1926,1210,5.136,1.957e-05,-0.33466,2213100271.34473
"CANDIDATE",3642289,"K00301.02",131.5,118.7,1093,975,4.904,-0.000127,0.49342,508086013.493936
"CANDIDATE",3662838,"K00302.01",405.1,107.1,1175,1100,16.12,1.463e-05,-0.046649,2800346766.74233
"CANDIDATE",5966322,"K00303.01",498.9,56.01,390.2,467,5.726,0.0006662,0.040566,2187091314.03118
"CANDIDATE",6029239,"K00304.01",1157,434.4,1150,839,18.05,4.606e-05,0.083548,6855811173.85209
"CANDIDATE",6029239,"K00304.02",230.1,224.9,1177,970,-1.359,1.187e-05,-0.12212,401565388.07557
"CANDIDATE",6063220,"K00305.01",892,422.4,2000,810,11.35,8.762e-05,0.099067,5540192272.97346
"CANDIDATE",6071903,"K00306.01",374.2,144.3,477,532,7.308,0.0001137,0.022639,2932514853.7559
"CANDIDATE",6289257,"K00307.01",159.1,96.03,588.3,711,3.865,-7.053e-05,0.094086,1217030706.23345
"CANDIDATE",6289257,"K00307.02",326.7,274.6,1947,1110,6.18,-1.141e-06,0.45091,1534599372.39801
"CANDIDATE",6291837,"K00308.01",338,113.8,1219,646,8.177,-2.242e-05,-0.0041066,2108147562.94439
"FALSE POSITIVE",7024222,"K00309.01",839.9,1281,3908,1080,58.69,-0.002303,7.2439,1892237492.19587
"CANDIDATE",7050989,"K00312.01",376.5,158.2,862.4,951,7.776,-2.228e-05,-0.057728,2620971874.65302
"CANDIDATE",7050989,"K00312.02",245.6,186,782.4,847,10.53,-4.267e-05,-0.002371,1861312872.45819
"CANDIDATE",7419318,"K00313.01",477.2,166.9,721.2,569,10.61,-3.009e-05,0.031557,2478208157.8966
"CANDIDATE",7419318,"K00313.02",515.1,240.8,1257,742,12.3,3.286e-06,0.0054339,2509157771.22743
"CANDIDATE",7603200,"K00314.01",1016,269.4,973.2,402,9.247,6.723e-05,-0.054346,5532962661.62421
"CANDIDATE",7603200,"K00314.02",320.9,125.4,957,338,6.366,8.338e-05,-0.11095,2664127314.85249
"CANDIDATE",7603200,"K00314.03",136.6,117.1,556.9,443,2.964,-4.545e-05,0.043337,621834116.440178
"CANDIDATE",7700622,"K00315.01",445.6,387.6,4583,408,3.241,-3.147e-05,0.091695,2793113099.35559
"CANDIDATE",8008067,"K00316.01",719.9,280.5,1310,752,8.079,-0.0008024,1.9566,2553483389.15354
"CANDIDATE",8008067,"K00316.02",96.25,39.03,175.7,350,3.309,-0.0009338,2.3379,721428634.398775
"CANDIDATE",8008067,"K00316.03",290.2,261.3,795.1,972,0.6009,-0.0003585,2.3519,2773699701.15865
"CANDIDATE",8121310,"K00317.01",288.1,174,1003,803,9.946,8.469e-05,0.34713,1623807759.97778
"CANDIDATE",8121310,"K00317.02",115,122.5,1494,1000,0.153,-2.532e-05,-0.3213,154802726.579102
"CANDIDATE",8156120,"K00318.01",253.4,155.6,2289,761,12.9,2.315e-05,-0.029235,3708089019.39105
"CANDIDATE",8684730,"K00319.01",3823,822.1,1899,703,9.598,-0.0001013,0.11677,4158721930.85878
"FALSE POSITIVE",8700558,"K00320.01",484.7,397.2,1574,1250,12.45,0.0004418,-3.509,3564524489.52627
"CANDIDATE",8753657,"K00321.01",1006,747.5,3513,1300,6.068,2.52e-05,-0.03439,4751284125.614
"CANDIDATE",8753657,"K00321.02",282.2,323.7,2177,1050,2.434,-3.827e-05,-0.10972,1043482511.35943
"FALSE POSITIVE",8948424,"K00322.01",4509,2209,4407,1010,17.64,-0.003887,1.6552,6258112703.48674
"CANDIDATE",9139084,"K00323.01",870.6,418.2,1272,884,9.421,9.678e-05,0.028058,8209229225.88196
"FALSE POSITIVE",9641041,"K00324.01",824.4,1229,3750,1870,80.16,-0.0001347,-0.069695,3677841148.27948
"FALSE POSITIVE",9724984,"K00325.01",635.4,1377,2047,1200,302.1,0.01469,-1.9437,2269622617.08855
"CANDIDATE",9880467,"K00326.01",287.7,198.5,943.3,2260,2.563,0.0001289,0.076459,1787694974.00347
"CANDIDATE",9880467,"K00326.02",20.83,5.117,173.4,986,-0.1047,0.0005978,-1.4766,167441701.849035
"CANDIDATE",9881662,"K00327.01",607,533.2,3424,1300,0.8966,6.348e-06,0.13111,3073757304.17548
"CANDIDATE",9881662,"K00327.02",31.34,14.42,245.4,428,-1.992,-0.0001094,-0.20908,303457533.596369
"FALSE POSITIVE",9895004,"K00328.01",1785,1292,4941,1490,33.95,0.001032,-2.0078,17947786290.7942
"FALSE POSITIVE",10031885,"K00329.01",230.4,295.6,1818,882,56.82,-0.0004832,-1.3395,513789827.046394
"CANDIDATE",11361646,"K00330.01",320.5,213.1,1963,974,3.988,1.957e-05,-0.068369,1156924193.44197
"CANDIDATE",11361646,"K00330.02",646.7,658.4,4633,1570,2.998,5.368e-05,0.2255,913178196.534716
"CANDIDATE",10285631,"K00331.01",185.9,126.4,793.4,832,2.631,-7.162e-05,-0.0060856,1021588870.99526
"CANDIDATE",10285631,"K00331.02",97.4,94.28,315.1,1010,-0.5748,1.633e-05,-1.2021,750828827.285851
"CANDIDATE",10290666,"K00332.01",490.4,305.9,1667,1100,7.621,1.265e-05,-0.086868,2312279247.62883
"CANDIDATE",10290666,"K00332.02",144.5,159.8,1440,1020,1.57,1.767e-05,0.30408,311081347.18243
"CANDIDATE",10337258,"K00333.01",210.6,185.8,1289,1160,6.548,0.0001279,0.13899,1574734762.4729
"FALSE POSITIVE",10383687,"K00334.01",210.1,2131,2971,970,110.8,-0.006247,5.2237,466138559.718681
"FALSE POSITIVE",10470206,"K00335.01",609.6,93.82,612.9,708,6.361,0.000406,-0.39751,1663558621.43738
"FALSE POSITIVE",10518725,"K00336.01",87.14,279,810.8,1200,48.87,0.003171,-4.1911,500052959.412721
"CANDIDATE",10545066,"K00337.01",132.7,109.8,613.3,708,3.352,-2.486e-05,-0.23415,918752128.499628
"CANDIDATE",10552611,"K00338.01",300.6,162.1,986.2,739,6.114,-7.746e-05,-0.047623,2004335295.5104
"CANDIDATE",10552611,"K00338.02",336.5,350.7,1906,969,5.937,6.066e-05,1.053,824651156.541193
"CANDIDATE",10587105,"K00339.01",812.1,636,3416,1660,1.173,-9.879e-05,0.11631,4222129733.61561
"CANDIDATE",10587105,"K00339.02",145.6,86.06,592.1,892,1.505,-9.701e-05,0.25106,930946087.893002
"CANDIDATE",10587105,"K00339.03",48.83,26.27,325.7,633,3.162,-1.611e-06,-0.017176,283214354.932489
"FALSE POSITIVE",10616571,"K00340.01",22240,38190,55510,676,-6.433,0,0.056655,-2454970
"CANDIDATE",10878263,"K00341.01",913.3,324.5,1433,890,9.501,9.287e-06,-0.079821,5312281582.49501
"CANDIDATE",10878263,"K00341.02",349.8,292.6,1082,1020,1.572,0.0001348,-0.059459,2680405504.99784
"CANDIDATE",10982872,"K00343.01",1103,549.3,2457,1200,9.678,4.288e-05,-0.15805,5092643684.83722
"CANDIDATE",10982872,"K00343.02",970.9,692.6,3710,1600,8.783,-7.255e-06,-0.02564,5038823015.07971
"CANDIDATE",10982872,"K00343.03",38.19,18.46,263.9,582,2.626,-2.603e-05,0.60885,357964818.551915
"CANDIDATE",11015108,"K00344.01",716.5,288.9,933,489,10.31,-0.000164,-0.037688,2441492958.86705
"CANDIDATE",11074541,"K00345.01",870.6,258.1,1037,453,8.355,-5.119e-05,-0.21635,2999907130.42798
"CANDIDATE",11100383,"K00346.01",498.8,187.5,690,620,7.047,-0.0001493,0.064336,3308197017.33085
"CANDIDATE",11189127,"K00347.01",185800,51660,220600,1460,110.7,-0.00302,0.049002,183483310662.342
"CANDIDATE",11194032,"K00348.01",1371,216.6,1072,423,16.51,4.054e-05,0.044399,3654493407.74339
"CANDIDATE",11394027,"K00349.01",345.4,181.7,587.3,776,3.63,-0.0004363,-0.058498,2647201857.26933
"CANDIDATE",11395587,"K00350.01",158.4,130.6,856.2,791,4.791,-5.194e-05,-0.093699,1202008431.29863
"CANDIDATE",11442793,"K00351.01",4617,16.25,1654,294,22.03,0.000427,-0.077524,3326319298.03643
"CANDIDATE",11442793,"K00351.02",704.4,4002,5555,342,6.836,0.0004105,-0.08717,1753281627.17287
"CANDIDATE",11442793,"K00351.03",84.58,16.79,273.9,520,6.414,-0.0002498,0.35433,634945143.619745
"CANDIDATE",11442793,"K00351.04",58.98,17.27,238.8,450,2.104,0.0001046,-1.1579,431800233.227742
"CANDIDATE",11442793,"K00351.05",34.12,10.39,135.4,407,2.485,-0.0001436,-0.0097168,266593912.543028
"CANDIDATE",11442793,"K00351.06",172.5,160.7,1569,1060,3.906,4.227e-05,-0.43905,507774946.429606
"CANDIDATE",11442793,"K00351.07",121.2,152.1,1050,988,1.148,-0.0001304,0.50802,394167533.685279
"CANDIDATE",11521793,"K00352.01",172.4,82.85,615.9,703,2.357,0,0.17317,892742334.322453
"CANDIDATE",11521793,"K00352.02",94.98,79.34,430,838,4.263,0,0.14275,1085112401.76448
"CANDIDATE",11566064,"K00353.01",405.9,3.307,334.1,458,21.77,-0.0002041,-0.036294,2719256466.37661
"CANDIDATE",11566064,"K00353.02",56.31,41.77,513.4,781,5.995,-4.687e-06,-0.31462,826080226.661687
"CANDIDATE",11566064,"K00353.03",116,119,1162,1090,2.781,7.65e-06,-0.04366,445304025.742696
"CANDIDATE",11568987,"K00354.01",328,191.3,1272,721,8.447,-5.72e-05,0.14436,2007219537.72065
"CANDIDATE",11568987,"K00354.02",201.3,207.5,1463,933,2.586,-1.761e-05,0.1417,809126264.790218
"CANDIDATE",11621223,"K00355.01",751.5,457.9,2080,1250,13,-1.855e-05,-0.07514,3831717645.00224
"CANDIDATE",11624249,"K00356.01",6280,2221,6558,1880,26.91,-6.571e-05,0.046446,19394152453.331
"FALSE POSITIVE",12017140,"K00358.01",859300,128100,502900,762,173,-0.006728,0.02415,73441487149.8787
"FALSE POSITIVE",12106929,"K00359.01",398.7,289.6,1757,894,54.46,-0.001072,1.7652,1183979667.13126
"FALSE POSITIVE",12107021,"K00360.01",197,197.7,990.8,1060,32.84,0.000375,-5.7687,727206751.404815
"CANDIDATE",12404954,"K00361.01",544.9,487.6,3099,1180,3.797,-1.063e-05,0.24355,3158066030.75775
"FALSE POSITIVE",1571511,"K00362.01",435000,32450,109800,810,338.7,9.951e-05,0.0026054,45818262580.113
"FALSE POSITIVE",2438070,"K00363.01",1638,11240,15490,1590,107.6,-0.004085,6.1909,3368232582.38894
"CANDIDATE",11623629,"K00365.01",537.4,346.3,792.6,385,5.686,-0.0001404,0.4963,2420141558.72321
"CANDIDATE",3545478,"K00366.01",3921,2563,5552,777,50.53,-8.289e-05,0.00952,9486560220.10634
"CANDIDATE",4815520,"K00367.01",6180,178.6,1591,570,20.54,8.014e-08,-0.35607,17641166410.3706
