"koi_disposition","kepid","kepoi_name","tce_period","tce_time0bk","tce_depth","tce_ldm_coeff1","tce_ldm_coeff2","tce_ldm_coeff3","tce_num_transits","tce_model_snr","tce_robstat","tce_dof1","tce_chisq1","tce_chisqgofdof","tce_sma","tce_smet","tce_steff_prov","tce_smet_prov","tcet_period","tcet_time0bk","tcet_time0","tcet_duration","tcet_model_dof","wst_robstat","tce_maxmes","tce_max_mult_ev","tce_ptemp_stat","boot_fap","boot_messtd","tce_rb_tpdur","tce_rb_tcount0","tce_rb_tcount2","tce_fwm_sdec","tce_fwm_prao","tce_dicco_mdec","tce_dikco_mra","tce_dikco_msky","tce_time0bk_sn","tce_time0_sn","tce_prad_sn","tce_sma_sn","tce_sradius_sn","tce_ptemp_sn","tce_fwm_sra_sn","tce_dicco_mra_sn","tce_dikco_mdec_sn","tce_dikco_msky_sn"
"FALSE POSITIVE",10748621,"K03532.01",286.179,403.846,275300,0.4133542,0.4146608,-0.0281066,0,-1,2741,36,519400,97,0.8402,-0.16,5,5,286.179,403.852,2455240,15.93,763,2198,2332,2970,0,-1,-1,31,4,0,48.098087,0.09957,0.32661,0.008021,0.043574,-403.846,-2455240,-40.97,-0.8402,3.29616724738676,0,257477561.608301,-0.489089924160347,-0.400271028037383,0.407233644859813
"FALSE POSITIVE",4824268,"K03533.01",152.151,215.016,151200,0.3329184,0.7473592,-0.5154488,9,2848,3226,81,1446000,282,0.5684,-0.22,5,5,152.155,215.001,2455050,24.5,2072,711.1,959.9,3396,10.79,0,1.2893,31,9,0,39.992201,0.002438,-0.0022277,0.18599,0.20509,1044334.78396021,11924201507.6158,2.8531328320802,3.67658473479948,3.090625,12.2564758073612,380571485.148515,0.52,-1.25600290697674,2.15884210526316
"FALSE POSITIVE",6431670,"K03534.01",29.9113,153.593,358300,0.45825,0.0496704,0.5896868,0,-1,3463,171,941100,183,0.1732,-0.4,8,5,29.9113,153.596,2454990,6.566,1486,3245,3420,3602,0,-1,-1,12,21,0,41.879343,0.01601,-0.021518,-0.13076,0.16026,-153.593,-2454990,-38.41,-0.1732,6.34234234234234,0,295721371.340524,-0.516691616766467,-1.29234309623431,2.21048275862069
"FALSE POSITIVE",7376500,"K03535.01",5.87712,136.42,368000,0.0340074,1.5908529,-1.4720128,131,4627,7338,1161,2973000,847,0.05857,-1.14,8,5,5.87711,136.422,2454970,4.25,6223,2522,2907,8609,5.65,-1,-1,12,127,0,42.970612,-0.3854,-0.1914,0.047328,0.2032,3110436.21804518,55974399664.3775,1.57707040021133,1.33568985176739,1.57662337662338,25.8734924779311,1842286074.76636,45.9898148148148,-2.79900849858357,2.84992987377279
"FALSE POSITIVE",7987086,"K03536.01",156.517,278.137,112800,0.367518,0.5886072,-0.2666684,9,2409,2567,81,868300,167,0.5625,-0.2,13,12,156.514,278.146,2455110,11.29,1233,2.86,2.992,2722,5.771,0,1.0058,24,9,0,43.762969,0.001686,0.011661,-0.078889,0.081031,3143156.77417824,27744584962.9957,3.46475195822454,4.0938864628821,3.48553054662379,11.3329748622127,304073196.347032,0.0312080838323353,-0.275386904761905,1.08620643431635
"FALSE POSITIVE",7374746,"K03537.01",1.36695,132.205,173000,0.3922002,0.2831534,0.2949558,835,6643,10540,7335,5199000,3759,0.02144,-0.52,8,5,1.36695,132.205,2454970,3.147,26120,1.592,3.065,13050,-8.496,-1,-1,6,815,0,42.899883,-0.08461,11.402,0.19704,0.44053,14570709.3528954,270569602814.399,6.88980263157895,8.18633066055747,7.20952380952381,7.41906580493537,1549883464.56693,0.958595505617977,5.86324404761905,6.54576523031204
"FALSE POSITIVE",8668810,"K03538.01",313.09,424.716,441400,0.434922,0.0314624,0.6675544,0,-1,3503,36,836500,74,0.7825,-0.6,5,5,313.09,424.719,2455260,12.68,565,443,455.7,3773,0,-1,-1,24,4,0,44.873983,-0.1156,-0.048209,-0.072854,0.11351,-424.716,-2455260,-36.72,-0.7825,10.3538461538462,0,253115687.331536,0.711788375558867,-1.16053333333333,1.53184885290148
"FALSE POSITIVE",8868907,"K03539.01",157.322,265.256,119000,0.3944628,0.5455124,-0.2515848,9,1344,1814,81,111600,113,0.5812,-0.12,5,5,157.323,265.253,2455100,7.89,848,1450,1421,1936,29.39,0,1.1221,12,9,0,45.120296,0.004362,-0.0077523,-0.12418,0.13087,2425308.58553534,22447654749.9314,3.16931216931217,3.73281952472704,3.1698717948718,31.5799479294592,149350984.251969,-0.50920471281296,-0.583206214689266,1.8201668984701
"CANDIDATE",8868364,"K03541.01",421.428,262.289,96820,0.3405624,0.770228,-0.581238,4,2585,2163,36,187300,49,1.153,-0.14,13,12,421.429,262.289,2455100,8.06,340,3.445,3.847,2354,7.223,0,1.4707,12,4,0,45.118681,0.001025,-0.0025213,0.081958,0.12117,4704195.39281589,44032613296.4108,2.91402471789361,2.90062893081761,2.91467576791809,10.5831878273884,209397591.160221,-0.0904304932735426,1.29156295224313,1.70902679830748
"FALSE POSITIVE",3964545,"K03542.01",3.01247,132.247,200300,0.3100318,0.7733712,-0.5025684,316,5539,6904,2781,1919000,1431,0.03973,-0.34,8,5,3.01246,132.25,2454970,3.04,9562,913.2,1063,8185,9.346,-1,-1,6,302,0,39.089884,0.3184,0.82497,0.0040302,0.10512,13205947.5544727,245148888578.219,3.40415704387991,4.17814701861395,3.41065830721003,27.3959456946253,610885077.88162,-4.14102564102564,-1.51368876080692,1.51907514450867
"FALSE POSITIVE",9656397,"K03543.01",204.744,306.981,386500,0,0,0,0,-1,4722,54,6002000,95,0.7285,-0.12,5,5,204.744,306.984,2455140,11.94,760,3538,3686,6096,0,-1,-1,24,7,0,46.384661,-0.004574,0.018755,-0.089391,0.19475,-306.981,-2455140,-57.57,-0.7285,3.28018223234624,0,1039538783.06878,0.198275862068966,-2.57853949329359,2.85139092240117
"FALSE POSITIVE",3735629,"K03544.01",4.66419,133.667,415400,0.6778768,-0.5814608,1.2559532,0,-1,5714,1467,2667000,915,0.06296,0.14,8,5,4.66419,133.67,2454970,3.935,6206,0.6539,4.464,6682,0,-1,-1,6,157,0,38.891189,0.2832,4.6698,-0.11049,0.11242,-133.667,-2454970,-195.3,-0.06296,1.58784383318545,0,1401404452.55474,-57.1410256410256,-0.276111850865513,1.62456647398844
"FALSE POSITIVE",8244173,"K03545.01",1.09207,132.098,393900,0.4874832,-0.2748392,1.0805368,0,-1,13400,8946,12650000,3613,0.01717,-0.74,8,5,1.09207,132.1,2454970,2.649,24650,3.445,2.944,15110,0,-1,-1,6,913,22,0,0,0.0028894,0.091108,0.14986,-132.098,-2454970,-31.43,-0.01717,12.2553191489362,0,0,-0.312253731343284,-1.67827926657264,2.0500683994528
"FALSE POSITIVE",7287391,"K03546.01",4.2861,134.592,171700,0.6493252,-0.1390654,0.4609756,267,3381,4798,2250,804900,905,0.04323,-0.28,13,12,4.28608,134.595,2454970,2.416,5943,729.4,835,5724,18.38,-1,-1,6,261,0,42.884107,-0.04413,-0.0084848,0.013122,0.1623,8166247.00421685,148953068592.058,8.82211538461539,11.6022544283414,8.82089552238806,26.103206016228,489105900,0.0657095808383234,2.38598820058997,2.39380530973451
"FALSE POSITIVE",6756202,"K03547.01",290.778,393.511,226200,0.5239166,-0.1893762,0.8823502,4,2205,2877,36,838600,61,0.7826,-0.3,5,5,290.776,393.514,2455230,10.93,462,-0.9341,8.09,3445,0,0,1.6978,24,4,0,42.300022,0.001214,0.02043,0.087841,0.14062,5119701.3872897,31943311462.9967,6.90837282780411,9.54506647152092,7.48979591836735,0,273110750.36075,-0.503884992987377,1.34736196319018,1.80745501285347
"FALSE POSITIVE",10215869,"K03548.01",5.01724,134.49,144500,0.25773,1.0244752,-0.9187256,36,3492,4135,315,347300,233,0.05907,-0.36,8,5,5.01725,134.489,2454970,4.058,1720,185.7,224.7,5172,10.6,-1,-1,6,33,0,47.250002,0.02196,0.49585,-0.025016,0.24486,3765159.74423006,68728933134.7495,3.18368902439024,3.78411274823831,3.18289085545723,26.0020338983051,471500695.443645,-3.24925149700599,3.59793205317578,3.60618556701031
"FALSE POSITIVE",2307206,"K03549.01",204.029,253.544,416200,0.5021766,0.0133134,0.5547358,0,-1,2452,45,365800,121,0.6537,-0.16,5,5,204.029,253.545,2455090,15.76,978,1204,1204,2607,0,-1,-1,31,5,0,37.657246,0.2287,-0.052893,-0.093478,0.14994,-253.544,-2455090,-43.98,-0.6537,4.57954545454545,0,290921567.164179,0.184322250639386,-1.66519886363636,2.16676300578035
"FALSE POSITIVE",7025540,"K03550.01",1.07411,131.69,461800,0.6165712,-0.6160544,1.3939288,1055,7484,11250,9099,8147000,3680,0.01784,-0.28,8,5,1.07411,131.694,2454960,2.636,24490,4.762,3.116,13140,-9.6,0,1.4126,6,1029,0,42.562635,0,0.022782,0.070074,0.075085,17040014.0781649,317659298058.559,10.2367229312474,12.6975088967972,10.3384615384615,17.8175328383781,1089464463.27684,0.619731343283582,-0.386418338108882,1.0929403202329
"FALSE POSITIVE",7620844,"K03551.01",58.6216,178.567,142500,0.4237856,0.1315764,0.5125132,23,2126,2615,198,305900,276,0.2606,-0.52,5,5,58.6216,178.567,2455010,7.836,2126,664,704.9,2771,7.112,0,1.0976,12,23,0,43.260452,0.001832,0.1237,0.016578,0.15881,2688294.42414553,36959738889.1649,3.74677716390424,9.33715514152633,8.14606741573034,8.16031523264601,220934506.726457,0.772582972582973,2.32964601769912,2.32859237536657
"FALSE POSITIVE",6233466,"K03552.01",15.8734,143.86,200700,0.4641866,0.1882394,0.3023432,48,3903,5275,414,2614000,487,0.126,-0.12,8,5,15.8731,143.876,2454980,7.51,3802,2280,2474,5661,13.28,-1,-1,12,46,0,41.537958,0.1634,0.4192,0.12783,0.35514,1017239.18485101,17359251035.9067,2.01153846153846,1.82661641055378,2.01167728237792,30.2035841349321,709484555.160142,-3.13970588235294,-4.65351123595506,4.9325
"FALSE POSITIVE",11249624,"K03553.01",65.5837,182.649,241600,0.2134136,0.9903856,-0.6573116,20,2012,2920,180,470300,125,0.2857,-0.84,5,5,65.583,182.656,2455020,4.574,859,458.7,482.4,3079,20,0,1.0476,12,19,0,48.985214,0.005043,-0.0087623,-0.0016976,0.023223,3744963.80087715,50336771788.6734,6.95023247804374,9.15998717537672,7.56818181818182,22.8427448177269,163577000,-0.113172876304024,0.324838709677419,0.325708274894811
"CANDIDATE",6426592,"K03554.01",394.678,346.138,255600,0,0,0,0,-1,2162,36,438600,27,0.9793,-0.54,5,5,394.678,346.14,2455180,5.474,163,4.154,4.07,2223,0,-1,-1,12,4,0,41.817556,0.03257,0.013432,0.13794,0.15411,-346.138,-2455180,-38.73,-0.9793,4.17085427135678,0,158667625,-0.125591317365269,0.875235668789809,1.65354077253219
"FALSE POSITIVE",8491745,"K03555.01",111.32,226.649,62690,0.5480876,-0.289802,1.0040264,12,2332,2127,99,638900,345,0.435,-0.34,5,5,111.322,226.636,2455060,22.03,2990,517.4,564.6,2281,29.82,0,1.1228,31,11,0,44.556018,-0.002837,0.004618,-0.20083,0.20135,1372715.15959058,14869238689.3586,2.94568245125348,3.76623376623377,2.94520547945206,40.022822491731,477030467.980296,0.0340553892215569,0.206438746438746,2.95234604105572
"FALSE POSITIVE",3970117,"K03556.01",110.295,235.751,175700,0.457583,0.2260838,0.2443934,10,1690,2020,81,366100,194,0.4395,-0.14,5,5,110.292,235.77,2455070,15.32,1648,299.4,308.5,2123,28.8,0,1.4113,31,9,0,39.084344,0.04565,-0.053385,-0.022947,0.043014,898112.73314641,9352790137.75448,3.59333333333333,4.25459825750242,3.59437751004016,33.3159559089266,177454711.711712,-1.45461651917404,0.510983146067416,0.580485829959514
"FALSE POSITIVE",5534965,"K03557.01",243.821,159.496,56640,0.2934248,0.9122896,-0.7633048,6,2060,2110,54,304400,91,0.7809,-0.26,18,17,243.82,159.499,2454990,10.23,707,3.288,3.304,2228,7.654,0,1.2442,24,5,0,40.703723,-0.000885,-0.0086817,-0.069404,0.085018,1719874.48375514,26472605324.7355,5.57005891186323,6.1877971473851,5.62393162393162,12.5409096604436,173964517.857143,-0.0508787425149701,0.680096952908587,1.20251768033946
"FALSE POSITIVE",9965206,"K03558.01",16.2275,136.64,191400,0.6224736,-0.4154586,1.081447,56,2319,2923,450,358300,372,0.1207,0.07,8,5,16.2275,136.643,2454970,4.64,3097,2688,2853,3095,21.6,0,1.0598,12,54,0,46.826455,-0.2531,0.046194,-0.046078,0.046151,2342762.7935526,42091718203.2189,5.62879669122399,6.73173452314557,5.71942446043165,25.3675054704595,198523927.855711,1.76066666666667,-0.0372453371592539,0.666921965317919
"FALSE POSITIVE",4848423,"K03560.01",1.50183,131.538,406000,0.462526,0.4485714,-0.2055628,320,15370,16680,2754,110500000,1398,0.02768,0.21,18,17,1.50181,131.547,2454960,5.145,8251,3.887,9.849,23670,-10.84,-1,-1,12,320,0,39.91002,-0.02069,0.014258,-0.10258,0.1051,10826707.491728,202064299471.579,5.93937460114869,6.91481388958281,5.94470046082949,21.2482717162609,3084822100.31348,-0.234236526946108,0.333970802919708,1.40696117804552
"FALSE POSITIVE",11403216,"K03561.01",4.05325,134.745,109500,0.4866322,0.2470564,0.1409224,279,3611,3855,2457,781800,1535,0.05164,0.12,8,5,4.05327,134.742,2454970,3.778,10960,142.9,168,4483,8.475,0,1.076,6,273,0,49.207067,-0.03258,0.17284,0.016573,0.021134,5996128.51548594,109245728017.088,2.92549019607843,3.5033921302578,2.92676056338028,25.9243941518125,348897078.853047,0.730564399421129,-0.192852941176471,0.312171344165436
"FALSE POSITIVE",9948002,"K03562.01",101.263,214.125,72770,0.326589,0.7923692,-0.5960134,13,2213,2097,117,401000,313,0.4343,-0.2,5,5,101.266,214.11,2455050,16.72,2513,1096,1150,2230,24,0,1.26,31,13,0,46.889954,-0.006476,-0.0011675,-0.05335,0.078664,1530382.51522342,17546599388.2044,2.91256072172103,3.57742998352554,2.91758241758242,27.7285532994924,196167051.671733,0.066997005988024,0.83058908045977,1.1253791130186
"FALSE POSITIVE",5264304,"K03563.01",120.582,248.239,195500,0.3993168,0.2364718,0.3720722,10,1590,2352,90,298200,106,0.4321,-0.54,8,5,120.582,248.234,2455080,7.576,763,812.6,839.9,2437,21.01,0,1.0782,12,9,0,40.432416,-0.07758,0.20305,0.05617,0.1532,2563242.35355829,25350428568.3309,6.13221780277054,8.00926784059314,6.40952380952381,23.1907664284713,179720121.495327,1.22519230769231,1.55940919037199,1.45904761904762
"FALSE POSITIVE",10960995,"K03564.01",1.55855,131.566,225000,0.6077092,-0.5431132,1.3042772,731,2058,4266,6390,954200,3288,0.02335,-0.22,8,5,1.55853,131.574,2454960,3.021,22850,1.693,1.758,5321,-5.207,-1,-1,6,690,0,48.404779,0,-0.99717,0.053232,0.092967,6406915.02313124,119550036523.01,6.53697101224616,12.5605164066703,10.2608695652174,6.7325493580753,3002825914.14944,69.5,-1.12085294117647,1.37322008862629
"FALSE POSITIVE",9592575,"K03565.01",2.63757,131.576,174900,0.6510552,-0.3646736,0.9474276,435,4130,5490,3861,2610000,3251,0.03821,0.36,8,5,2.63756,131.582,2454960,5.434,23970,3.304,1.905,6294,-4.091,0,1.1049,12,425,0,46.297012,0.04906,4.1268,-0.039522,0.20967,4876598.80434823,90988136139.7423,3.59630292188432,4.23191937091594,3.60984848484848,13.6254483670002,858682587.719298,-9.18272727272727,-3.0780269058296,3.12940298507463
"FALSE POSITIVE",7898576,"K03566.01",4.32399,135.31,219700,0.3192316,0.84922,-0.7015316,21,2270,3824,189,2574000,254,0.05412,-0.18,8,5,4.32436,135.213,2454970,9.025,1885,2.684,2.533,4309,-3.423,0,1.1657,24,21,0,43.690546,-0.009335,-0.062826,0.18279,0.19545,76423.8754716129,1386581343.33416,2.88462767657399,3.59362549800797,2.93782383419689,11.1231759656652,361434677.71639,0.519805097451274,-1.03769115442279,2.93028485757121
"FALSE POSITIVE",11671429,"K03567.01",112.464,197.558,244200,0.4093612,0.8140352,-0.8885286,13,3480,3496,108,1490000,373,0.5517,-0.08,18,17,112.46,197.582,2455030,29.18,2938,1499,1614,3843,62.9,-1,-1,31,13,0,49.786554,0,0.21789,0.30846,0.41847,830169.809180033,10316422451.2865,4.51164407368787,4.91711229946524,4.51098901098901,84.8079117063492,1411682785.71429,0.305567307692308,1.93698630136986,1.66059523809524
"FALSE POSITIVE",9773869,"K03568.01",15.6513,138.725,488600,0.4726192,0.3370152,-0.0063736,52,1475,2631,423,622600,351,0.1288,0.14,8,5,15.6514,138.716,2454970,5.556,2852,2292,2444,2809,19.41,-1,-1,12,50,0,46.599537,-0.02299,-6.882,0.053679,0.13508,477454.904646688,8449360009.08618,2.94052310999642,3.51624351624352,2.94133333333333,23.9968170205637,2998297239.2638,22.7713864306785,-1.83372781065089,1.98355359765051
"FALSE POSITIVE",6707942,"K03569.01",9.01422,131.55,34160,0.6334298,-0.6012828,1.3420808,73,1792,1870,630,64580,325,0.07624,-0.08,8,5,9.01422,131.55,2454960,2.622,2325,67.8,76.14,2156,17.09,0,1.0621,6,73,0,42.110952,0.004846,0.15818,-0.12689,0.26804,4465407.09712897,83332541293.5594,10.5818673883627,13.1834687878264,10.5797101449275,27.4818007662835,211545219.721329,-1.78410794602699,3.39238505747126,3.8346208869814
"FALSE POSITIVE",5023948,"K03570.01",1.82467,132.877,180000,-0.0616604,1.8268048,-1.772038,380,4856,7910,3321,4803000,2065,0.02668,-1.54,8,5,1.82466,132.88,2454970,4.027,14660,2.075,2.544,8903,-5.42,0,1.1468,6,364,0,40.157262,0,0.17115,-0.12983,0.134,10628969.5554098,196375605932.136,4.72989076464747,4.82372084613994,4.7286432160804,9.1983288277218,1093485222.22222,0.97624,-0.484131386861314,1.97349042709867
"FALSE POSITIVE",5113053,"K03571.01",1.59256,131.698,371300,0.2485822,1.0520338,-0.9576186,0,-1,8563,1800,7733000,1130,0.02721,-0.4,8,5,1.59256,131.697,2454960,4.319,7254,1.398,2.036,9729,0,-1,-1,6,205,0,0,0,0.029247,-0.080889,0.15403,-131.698,-2454960,-69.78,-0.02721,3.68587896253602,0,0,-0.183472429210134,-1.91093294460641,2.25519765739385
"CANDIDATE",4743508,"K03572.01",2.08608,133.415,55980,0.173457,1.1974022,-1.0478814,585,1971,1640,5121,808300,3744,0.03016,-0.68,8,5,2.08606,133.422,2454970,2.261,27940,16.7,20.2,1855,0.7703,0,1.0115,6,572,0,39.819222,0.03281,-1.4655,-0.010838,0.060647,7143086.6015259,131439967875.786,3.84584396401235,4.03208556149733,3.84536082474227,25.2301184433164,668539517.241379,-40.2466960352423,-0.867296511627907,0.873876080691643
"FALSE POSITIVE",10068919,"K03573.01",43.5622,153.271,50990,0.311363,0.8664628,-0.7151626,29,1464,1365,243,188600,123,0.2497,-0.2,5,5,43.5622,153.272,2454990,3.453,797,3.035,3.59,1591,3.603,0,1.2755,6,27,0,47.005965,0.001121,0.011813,0.01331,0.02318,3398711.21676039,54438230650.5118,3.10780423280423,3.83151756943379,3.16666666666667,10.8825765575502,139741173.913043,-0.0420449101796407,-0.280310192023634,0.342899408284024
"FALSE POSITIVE",7353970,"K03574.01",198.444,155.616,39390,0.5877832,-0.2834832,0.9196632,8,961.1,1602,72,133100,123,0.6365,0,31,30,198.444,155.614,2454990,9.593,957,725.6,750.6,1706,18.89,0,1.0176,24,7,0,42.936425,0.02847,1.6476,-0.66603,1.8892,878020.706970971,13851609445.087,7.41625615763547,11.1373578302712,9.86363636363636,20.5288896524079,118210515.337423,-11.3235469448584,25.7336244541485,27.5393586005831
"FALSE POSITIVE",12316447,"K03575.01",17.9076,139.746,260400,0.4059724,0.5306124,-0.2477776,0,-1,2805,333,346300,281,0.1386,-0.04,8,5,17.9076,139.75,2454970,5.209,2016,260.4,280.6,2969,0,-1,-1,12,35,0,51.007297,0,0.0095034,0.01698,0.030113,-139.746,-2454970,-51.47,-0.1386,3.05278592375367,0,174699504.424779,1.50789473684211,0.359378612716763,0.430801144492132
"FALSE POSITIVE",10491554,"K03576.01",22.772,140.487,304500,0.3347716,0.7110812,-0.4378486,26,1260,2067,234,657300,324,0.1589,-0.22,8,5,22.7718,140.494,2454970,7.592,2487,1874,1959,2264,16.86,0,1.1455,12,25,0,47.658213,-0.22,-1.5458,-0.040358,0.074808,386224.927421483,6749169745.75526,2.67463479415671,2.74201898188093,2.703125,22.6050843191543,1032513626.94301,31.6146551724138,-0.885907172995781,1.02196721311475
"FALSE POSITIVE",9785454,"K03577.01",184.52,237.699,49280,0.4331944,0.1447508,0.4652856,8,1430,1523,72,136400,173,0.5679,-0.44,5,5,184.522,237.693,2455070,14.29,1273,1213,1267,1569,29.54,0,1.2069,31,8,0,46.543331,-0.004686,-0.017822,-0.10356,0.11299,1243631.39803174,12844825331.0522,5.51470588235294,6.35875041988579,5.54285714285714,31.7067879636109,104882402.116402,0.264377745241581,0.649295977011494,1.64468704512373
"FALSE POSITIVE",10464666,"K03578.01",131.736,194.584,58110,0.6623376,-0.5531816,1.234606,10,1270,1233,81,78310,70,0.4948,0.12,5,5,131.736,194.586,2455030,4.908,493,17.34,19.32,1396,8.91,0,1.1895,12,10,0,47.626189,-0.0006876,0.0046208,-0.2509,0.29701,2953922.01065382,37269082523.8223,1.63651877133106,1.64058355437666,1.6378802747792,26.0106571936057,135929591.549296,0.024880059970015,-2.3307917888563,4.08541953232462
"FALSE POSITIVE",5024292,"K03579.01",2.15059,132.298,165400,0.5246204,0.319202,-0.0651124,150,2789,5610,1323,4750000,1113,0.03658,0.48,8,5,2.15051,132.312,2454970,5.502,7224,4.463,4.564,6040,-4.313,-1,-1,12,150,0,40.183735,0,0.23709,0.0035606,0.67866,1379811.68362515,25604289474.8918,2.91544249372985,3.55490767735666,2.92075471698113,16.2131763099505,609494520.123839,5.51801104972376,9.55845070422535,9.55859154929578
"FALSE POSITIVE",4659255,"K03580.01",198.014,234.152,142900,0.3100736,0.5629932,-0.0434216,7,1361,1514,54,136300,73,0.5828,-0.72,5,5,198.015,234.147,2455070,8.948,600,295.4,308.7,1587,1.811,0,1.0108,24,7,0,39.725313,-0.00515,-0.00013225,0.0975,0.13586,453928.977151564,4759418727.73024,0.981561000252589,9.91831177671886,9.07692307692308,1.97059924519039,92153575.4716981,0.206588921282799,-1.35356223175966,1.95482014388489
"FALSE POSITIVE",8263746,"K03581.01",10.9938,138.807,426700,0.6321204,-0.5928504,1.3321024,0,-1,2508,621,318000,460,0.08679,-0.08,8,5,10.9938,138.811,2454970,4.613,3408,1294,1404,2751,0,-1,-1,12,69,0,44.193516,0,5.1716,0.012897,0.098293,-138.807,-2454970,-40.54,-0.08679,9.90666666666667,0,1083903189.18919,-75.8961988304094,-1.22415829145729,1.23638993710692
"FALSE POSITIVE",3428468,"K03582.01",114.909,199.451,195800,0.7467282,-0.846215,1.4562964,13,1413,1680,99,132300,100,0.4161,0.44,5,5,114.908,199.453,2455030,6.91,838,740.9,773.9,1799,22.96,0,1.1058,12,12,0,38.595579,0.006749,-0.015575,0.16429,0.25414,1968350.62025679,24228305815.7092,10.9737206085754,14.1868394135697,12.4915254237288,24.9703237410072,104452950.819672,-0.541248142644874,2.63093622795115,3.47185792349727
"FALSE POSITIVE",5130740,"K03583.01",210.306,285.127,46290,0.4202244,0.7667828,-0.8306436,5,1345,1405,45,151500,47,0.8205,-0.08,8,5,210.308,285.123,2455120,6.271,410,3.348,3.449,1571,5.588,0,1.3168,12,5,0,40.211982,-0.003312,0.031731,-0.12174,0.12976,2728644.70687312,23495320305.4721,3.79086809470124,4.43993506493507,3.84190476190476,9.76713724348712,88265287.6106195,0.109709580838323,-0.390573913043478,1.52658823529412
"FALSE POSITIVE",9892471,"K03584.01",8.26808,135.056,71190,0.51797,0.037926,0.4736596,158,1811,1869,1404,180300,718,0.07964,0.02,5,5,8.26807,135.057,2454970,3.223,5004,238.4,260,2062,15.48,0,1.0474,6,154,0,46.728745,-0.0007642,-0.00039253,-0.0053254,0.18873,3508139.40500651,63768932850.8828,3.36320305052431,4,3.37728937728938,28.2305539471145,118915134.146341,-0.0875412293853073,2.80326894502229,2.80430906389302
"FALSE POSITIVE",2019076,"K03585.01",3.56462,131.862,79060,0.2586624,0.8899628,-0.6122252,342,1256,2317,2997,260700,1867,0.04272,-0.56,5,5,3.5646,131.865,2454960,3.605,13640,2.616,2.184,2650,-2.476,0,1.0628,6,333,0,37.442297,0.00172,-0.12614,-0.13669,0.33504,1832302.27943506,34113154691.4342,3.66091954022989,4.64095600217273,3.86147186147186,9.62203485103991,198548890.020367,0.0493323442136498,-4.47847730600293,4.87685589519651
"FALSE POSITIVE",7376490,"K03586.01",5.87712,136.422,8399,0.3587242,0.5454536,-0.1514368,228,798.3,928.9,2016,129700,1472,0.06012,-0.34,5,5,5.87711,136.422,2454970,4.248,10940,323.5,459.3,1406,10.43,0,1.0606,6,219,0,42.970021,-0.1996,-0.19119,5.441,5.447,719548.086964777,12948563773.1152,3.2095786151847,3.89378238341969,3.37540453074434,18.0835391870649,88797360.3603604,76.6237188872621,-3.59166666666667,80.1029411764706
"FALSE POSITIVE",11968513,"K03587.01",1.03651,132.125,56000,0.5828636,-0.3933804,1.1054686,1088,682.1,2407,9153,2303000,3679,0,-0.28,57,55,1.03658,132.099,2454970,2.23,26240,7.237,28.23,5148,0,-1,-1,3,956,7,50.305931,0.01105,-8.394,-0.092006,0.0942,1412894.58122179,26252517010.8765,1.28468263017864,0,3.87721631205674,0,1096319720.67039,-5.82137733142037,0.289170243204578,1.39555555555556
"FALSE POSITIVE",9656543,"K03588.01",1.2723,132.495,352400,0.6168776,-0.3022726,0.8997066,214,2811,4750,1908,1857000,769,0.02319,0.18,8,5,1.27229,132.498,2454970,2.92,5049,2.338,2.962,5347,-3.236,-1,-1,6,214,0,46.374183,0.05962,0.0028002,-0.044492,0.061086,6386901.77779492,118341463884.925,2.31222385861561,2.29831516352825,2.33526011560694,9.71890517136975,283567720.05772,-0.0307031484257871,-0.624731343283582,0.904977777777778
"FALSE POSITIVE",10751515,"K03589.01",56.4065,170.608,114000,0.4186806,0.054998,0.6679978,16,1305,1295,144,95320,345,0.2471,-0.68,8,5,56.4057,170.62,2455000,12.42,2564,1173,1244,1392,26.57,0,1.2242,24,14,1,48.032939,0.008456,0.096628,0.11156,0.12961,710239.288628378,10220138877.325,10.2697759487883,12.1425061425061,10.2698412698413,28.7834238654284,99507385,0.729088191330344,0.981770833333333,1.92299703264095
"FALSE POSITIVE",3348093,"K03590.01",3.9822,131.542,260600,0.7204868,-0.8133544,1.4693652,157,-1,2712,1386,470500,855,0.04378,0.16,8,5,3.9822,131.542,2454960,3.912,6052,2.934,2.906,2977,0,0,1.0387,6,150,0,38.48087,0.002662,0.017594,-0.096608,0.16917,-131.542,-2454960,-35.67,-0.04378,11.5322580645161,0,316504975.688817,-0.155230998509687,-1.87916102841678,2.31422708618331
"FALSE POSITIVE",6182846,"K03591.01",6.39911,134.702,91630,0.3234816,0.7799168,-0.5596776,163,1541,1679,1404,374600,1032,0.0687,-0.24,5,5,6.39907,134.705,2454970,4.635,7712,535.4,611.7,1949,8.454,-1,-1,12,156,0,41.541769,-0.1681,0.1989,1.9521,8.0079,2514645.21067075,45829895271.3424,2.69180327868852,3.48200709579321,2.89736070381232,13.2011868300153,474161105.527638,0.33375,114.716395864106,117.41788856305
"FALSE POSITIVE",9851126,"K03592.01",8.4803,135.855,80220,0.530618,-0.13702,0.770926,128,3211,3144,1098,332200,1527,0.07649,-0.18,13,12,8.4803,135.855,2454970,7.073,12090,329.1,418.2,3876,20.12,-1,-1,12,121,0,46.670314,0,-0.032216,8.062,11.275,1429449.25352562,25830886120.7006,5.14392698338404,6.42773109243697,5.1437908496732,29.065371512752,332549415.692821,0.282425149700599,-14.3833941605839,20.5
