"koi_disposition","kepid","kepoi_name","tce_period","tce_time0bk","tce_depth","tce_ldm_coeff1","tce_ldm_coeff2","tce_ldm_coeff3","tce_num_transits","tce_model_snr","tce_robstat","tce_dof1","tce_chisq1","tce_chisqgofdof","tce_sma","tce_smet","tce_steff_prov","tce_smet_prov","tcet_period","tcet_time0bk","tcet_time0","tcet_duration","tcet_model_dof","wst_robstat","tce_maxmes","tce_max_mult_ev","tce_ptemp_stat","boot_fap","boot_messtd","tce_rb_tpdur","tce_rb_tcount0","tce_rb_tcount2","tce_fwm_sdec","tce_fwm_prao","tce_dicco_mdec","tce_dikco_mra","tce_dikco_msky","tce_time0bk_sn","tce_time0_sn","tce_prad_sn","tce_sma_sn","tce_sradius_sn","tce_ptemp_sn","tce_fwm_sra_sn","tce_dicco_mra_sn","tce_dikco_mdec_sn","tce_dikco_msky_sn"
"FALSE POSITIVE",3442054,"K03593.01",117.681,147.207,45390,0.2734876,1.0025778,-0.9017956,13,1367,792.7,72,116100,167,0.5063,-0.26,5,5,117.678,147.228,2454980,12.45,1964,35.81,28.6,940.8,21.48,0,1.174,24,11,0,38.569778,8.154e-05,0.00057416,-0.041144,0.20987,1237720.08004439,20641532278.4065,2.92426187419769,3.19230769230769,2.92405063291139,37.9355811403509,517366746.666667,0.0161949025487256,-3.00862573099415,3.08632352941176
"FALSE POSITIVE",4079530,"K03594.01",17.7273,144.065,146700,0.3369196,0.6908256,-0.3987448,25,1277,1979,225,32950,191,0.1316,-0.3,8,5,17.7274,144.059,2454980,3.881,1384,89.37,96.3,2126,16.51,0,1.0488,6,23,0,39.186344,0.05233,-4.1618,0.15224,0.25249,705644.075019225,12024725584.2203,3.24179943767573,3.84121424401635,3.24275362318841,25.7282307761007,247278987.5,-6.90845070422535,-2.86937321937322,3.30917431192661
"FALSE POSITIVE",10677186,"K03595.01",100.401,216.083,53820,0.4477692,0.3206976,0.0817138,9,1251,1344,81,18560,143,0.4221,-0.04,8,5,100.4,216.092,2455050,9.302,1062,95.75,97.42,1431,23.43,0,1.0371,24,9,0,47.923897,0.01196,0.028646,-0.16029,0.16487,1144937.97985471,13008334702.139,3.41639344262295,4.09011627906977,3.41614906832298,28.5575088339223,71811600,-0.329241071428571,-0.55377331420373,2.3485754985755
"FALSE POSITIVE",9025914,"K03596.01",11.3203,131.803,244800,0.2546604,0.965384,-0.7724,55,1648,2138,495,339200,326,0.09628,-0.44,8,5,11.3202,131.812,2454960,4.382,2626,337,375.1,2326,14.38,0,1.0775,12,53,0,45.349633,0.2684,-2.3686,-0.010808,0.09824,863964.708041637,16092189097.7739,3.6615969581749,4.39233576642336,3.68300653594771,24.2377055449331,244386425,-3.96206896551724,-1.42963396778917,1.43625730994152
"FALSE POSITIVE",9366988,"K03597.01",1.21906,132.088,85920,0.4035148,0.4631692,-0.1023812,639,1356,2095,5643,417800,2895,0.02212,-0.14,8,5,1.21905,132.088,2454970,2.372,18720,8.64,6.807,2870,-1.88,-1,-1,3,591,1,0,0,0.87035,-0.057336,0.10436,4809513.57964455,89388979715.1898,3.67272727272727,3.81840151907474,3.67341040462428,23.5146322971948,0,-3.20105401844532,-1.25291666666667,1.45754189944134
"FALSE POSITIVE",2437149,"K03598.01",18.7987,138.026,390000,0.593094,-0.3270022,0.9842522,0,-1,1312,252,105500,330,0.1331,-0.02,8,5,18.7987,138.025,2454970,6.775,2678,1040,1093,1398,0,-1,-1,12,28,0,37.769164,0.1803,-1.0873,-0.094422,0.10823,-138.026,-2454970,-42.64,-0.1331,5.16883116883117,0,298105716.486903,-6.11867088607595,0.782618343195266,1.3875641025641
"FALSE POSITIVE",9715925,"K03599.01",6.30821,134.387,87500,0.596372,-0.4356212,1.1574048,111,835.7,1513,999,60390,401,0.06049,-0.14,8,5,6.30823,134.386,2454970,2.375,2603,125.2,132.7,1623,14.93,0,1.0482,6,110,0,46.423955,-0.05357,-0.0028206,-0.02698,0.053243,1258753.114404,22994792154.5119,8.54310344827586,10.4401104590956,9.06976744186047,23.1722526731962,71054221.0144928,0.626886930983847,-0.679008875739645,0.777270072992701
"FALSE POSITIVE",9529733,"K03600.01",2.40455,131.679,130900,0.3451272,0.7856048,-0.6372224,38,2744,3224,342,971400,469,0.03697,-0.12,8,5,2.40457,131.674,2454960,7.288,2203,2.598,1.856,3505,-2.93,-1,-1,12,38,0,46.173081,-0.04119,0.03696,0.19945,0.24358,1126270.14266653,20997639330.8016,3.05956552207428,3.68962075848303,3.06036745406824,10.8133152457477,282883704.775687,4.7071964017991,2.09625187406297,3.65187406296852
"FALSE POSITIVE",9613070,"K03601.01",2.33209,132.207,106200,0.2066912,1.1330216,-1.0153936,39,1916,2414,342,167000,176,0.03411,-0.52,8,5,2.33209,132.206,2454970,2.807,1240,149.3,169.8,2761,5.534,-1,-1,6,39,0,46.203409,-0.003599,0.014811,-0.15468,0.16171,3416280.99878292,63437392600.8615,3.4775619557937,4.22310263711774,3.52903225806452,21.7685774946921,292550745.614035,0.446026986506747,0.707466266866567,2.42443778110945
"FALSE POSITIVE",10845188,"K03602.01",249.362,279.658,35490,0.2811944,0.8336432,-0.5570824,6,869.7,895.3,54,34450,73,0.7356,-0.46,5,5,249.358,279.669,2455110,7.844,524,-1.09,5.613,918.8,0,0,1.1092,12,6,0,48.222916,-0.0009994,0.015108,-0.078927,0.22198,1424558.86547944,12506163657.8508,3.52829131652661,4.35008870490834,3.62989323843416,0,55927502.9585799,0.150922619047619,-2.77009345794393,2.92078947368421
"FALSE POSITIVE",5730394,"K03603.01",2.7596,131.708,170500,0.5796186,-0.2851566,0.9356124,289,3452,5030,2538,1782000,2694,0.03585,-0.06,8,5,2.7596,131.708,2454960,6.481,18690,4.846,4.039,5827,-1.549,-1,-1,12,280,0,40.957278,0,0.090564,-0.014371,0.09936,1606124.6091635,29937222268.2907,3.98644355009532,4.39553702795488,3.98666666666667,17.194663858171,442556681.514477,1.29896503496504,-1.25242038216561,1.20145102781137
"FALSE POSITIVE",6956216,"K03604.01",4.81886,131.678,65090,0.2826876,0.9448356,-0.8005252,128,4293,4206,1125,437500,1308,0.05899,-0.26,13,12,4.81889,131.671,2454960,5.891,10190,320,365.4,4906,5.623,0,1.1109,12,123,0,42.489757,0.01548,-0.046583,-0.048161,0.095113,2973475.86723933,55436476214.9932,2.26073483842408,2.30971025841817,2.26051401869159,27.7966129974139,288745949.926362,-0.727317436661699,-1.05558558558559,1.25977483443709
"FALSE POSITIVE",6137704,"K03605.01",178.268,255.351,45370,0.4438224,0.0242852,0.6641324,8,876.4,1037,72,64270,59,0.5422,-0.54,5,5,178.268,255.35,2455090,5.488,393,1.595,2.61,1106,3.469,0,1.0342,12,8,0,41.427258,-0.0472,-0.071172,-0.060347,0.39844,1379604.51672159,13264303852.18,6.61285909712722,10.8635543979162,9.53424657534247,4.96430437053805,76741439.6887159,0.777420634920635,-4.45028248587571,4.51746031746032
"FALSE POSITIVE",10275074,"K03606.01",2.18157,133.482,84810,0.3376464,0.8351796,-0.7257184,43,2195,2738,387,359100,280,0.03512,-0.12,8,5,2.18155,133.489,2454970,4.099,2018,3.48,3.354,3068,-3.512,0,1.0678,6,43,0,47.394714,0.001244,-0.015123,-0.055802,0.26422,2345719.5828098,43141930778.7609,2.9556566230813,3.65110718369893,2.95961995249406,12.8064595660749,192915960.39604,-0.249295352323838,-3.871964017991,3.96131934032983
"FALSE POSITIVE",9110346,"K03607.01",0.895276,131.62,318300,0.426131,0.1508922,0.4592182,0,-1,8572,11990,6165000,4847,0.01827,-0.46,8,5,0.895276,131.622,2454960,2.754,29170,4.526,3.697,9025,0,-1,-1,6,1337,0,45.408695,0,-5.7614,-0.15235,0.16312,-131.62,-2454960,-139.1,-0.01827,1.40961857379768,0,1451787372.26277,-6.02739726027397,0.870283582089552,2.21630434782609
"FALSE POSITIVE",10259301,"K03608.01",244.833,285.703,40220,0.342691,0.68774,-0.4131898,6,690.2,941.1,45,23050,32,0.7654,-0.24,5,5,244.832,285.704,2455120,4.083,260,3.371,3.881,1008,10.11,0,1.1644,6,6,0,47.392673,0.007522,0.039499,0.075127,0.12729,2561784.35328402,22014077561.085,3.3195067264574,3.9761038961039,3.36610169491525,14.0574546264336,63082003.3222591,-1.57044198895028,1.28117206982544,1.49401408450704
"FALSE POSITIVE",6233903,"K03609.01",2.99538,132.793,172700,0.3010564,0.7943752,-0.5213616,261,2408,3881,2295,1004000,2448,0.04161,-0.32,8,5,2.99538,132.79,2454970,6.072,18680,1.652,1.738,4275,-2.703,0,1.0914,12,253,0,41.589201,-0.1059,4.889,-0.1799,0.26971,1510432.5433476,27923659989.1716,2.09970054606306,1.97017045454545,2.12486308871851,6.87509780907668,578030144.927536,5.57061403508772,2.83413258110014,3.70990371389271
"FALSE POSITIVE",7212066,"K03610.01",3.84049,134.448,39580,0.3561988,0.5361552,-0.125502,291,1427,1797,2565,194400,1039,0.04531,-0.4,8,5,3.84049,134.448,2454970,2.698,6831,420.1,465.9,2023,13.42,0,1.0658,6,284,0,42.786329,-0.05381,-0.30842,0.014419,0.044076,3603489.63428525,65798367751.7053,3.7320507458525,4.61546297239483,3.7926267281106,24.4527170613236,136671916.666667,3.22395683453237,0.578486111111111,0.614728033472803
"FALSE POSITIVE",6675060,"K03611.01",10.4433,133.629,145400,0.3058414,0.811748,-0.5770332,60,1320,1508,513,84720,320,0.09262,-0.32,8,5,10.4433,133.629,2454970,3.637,2344,1.744,2.765,1660,0.1728,0,1.0683,6,58,0,42.146669,-0.0764,-1.4472,-0.010949,0.080239,829396.211425308,15237282454.8772,1.73103868413037,3.99741044454035,3.40677966101695,3.59111756612139,138282500,0.73091922005571,-1.07271255060729,1.08284750337382
"FALSE POSITIVE",10518735,"K03612.01",19.515,136.215,253500,0.6203132,-0.3843754,1.0307094,33,1103,1428,261,92250,189,0.1368,0.1,8,5,19.5151,136.209,2454970,4.156,1555,1093,1167,1511,20.51,0,1.0502,12,31,0,47.784626,-0.3822,-1.8516,-0.034003,0.13307,659451.582606338,11885136378.1601,5.19051651143099,6.14831460674157,5.31875,24.6410976922157,133293704.225352,2.68285714285714,-1.73396226415094,1.80067658998647
"FALSE POSITIVE",6546508,"K03613.01",3.0536,133.873,47310,0.4140674,0.2355634,0.3373142,374,973.4,1965,3303,228900,1687,0.03799,-0.44,8,5,3.05356,133.882,2454970,3.35,11840,2.001,2.302,2040,-2.238,-1,-1,6,363,0,41.951003,0.06461,-0.26107,-0.0305,0.06945,2409712.07223034,44189424648.4603,5.62661650599577,7.12757973733583,5.80487804878049,8.11638111157543,164260115.702479,-131.005221932115,-0.905573294629898,0.999280575539568
"FALSE POSITIVE",9886224,"K03614.01",2.99267,131.891,113500,0.6906272,-0.6700848,1.3632698,207,1683,2044,1818,39380,924,0.03982,0.16,8,5,2.99266,131.893,2454960,2.417,6487,139.4,157.5,2288,2.528,0,1.0992,6,198,0,46.789921,0,0.062979,0.032947,0.050388,5949424.18815718,110739917090.312,1.66548237223285,1.4548776032152,1.66545784224841,25.8896020539153,120023590.062112,-0.310112517580872,0.551736613603473,0.730260869565217
"FALSE POSITIVE",3735634,"K03615.01",4.6642,133.669,7073,0.3872948,0.427186,0.0157636,291,529.9,945,2556,92820,1592,0.05151,-0.3,5,5,4.66419,133.67,2454970,3.972,11530,2.612,2.432,1196,-1.105,0,1.0418,6,265,0,38.895163,0.1193,4.5105,-4.6811,6.6957,751798.379068498,13807557972.767,3.14406065711879,3.23962264150943,3.32876712328767,9.13279477171644,57654345.3453453,-66.1815476190476,54.5273348519362,80.0921052631579
"FALSE POSITIVE",6058875,"K03616.01",0.564933,131.789,239100,0.1886872,0.7320764,-0.0496168,2012,5836,9320,16390,5821000,6611,0.01101,-1.26,8,5,0.564933,131.789,2454960,2.359,27290,1.268,1.703,10410,-8.708,-1,-1,6,1963,0,41.390394,0,-0.38114,-0.23737,0.52395,22180277.7646877,413173289889.123,10.6862745098039,19.2549842602308,15.7058823529412,5.90932908076091,978121287.128713,-3.87270718232044,-6.85903083700441,7.70514705882353
"FALSE POSITIVE",10735564,"K03617.01",1.67499,131.792,199200,0.4939814,0.2381178,-0.0254106,626,3818,5168,5085,7297000,3149,0.03507,0.07,8,5,1.67498,131.798,2454960,4.056,25020,826.9,1971,7331,4.273,-1,-1,6,607,0,48.00723,0.4191,0.35744,-0.062931,0.096019,9184367.50850198,171082120755.979,3.19127600902482,3.7162233760729,3.19140625,22.2727187426695,428264245.076586,-2.16369477911647,1.05256894049347,1.38156834532374
"FALSE POSITIVE",9636559,"K03618.01",10.6363,139.783,217200,0.2055198,1.1865586,-1.1439468,56,1735,1895,495,85600,410,0.09766,-0.54,8,5,10.6363,139.782,2454970,4.727,3117,517.2,546.7,1979,17.82,0,1.0371,12,54,0,46.310147,0.2192,-1.2664,-0.03683,0.35547,745322.505825206,13089892133.7052,3.76691729323308,4.50046082949309,3.76750700280112,26.1665320626716,347758994.515539,-92.4478527607362,-5.00779036827195,5.03498583569405
"FALSE POSITIVE",8095110,"K03619.01",2.10324,132.867,21190,0.4721154,0.0974346,0.4640026,643,2291,3534,5616,2416000,5960,0.03068,-0.24,5,5,2.10323,132.87,2454970,6.301,32200,1.101,1.667,4399,-2.952,0,1.1864,12,588,2,43.928814,0.2722,-1.3648,-5.1485,5.3486,1551084.68644314,28659233464.1207,4.86623486341876,5.81721653394008,4.88198757763975,5.1515256348163,165759136.752137,-32.3686567164179,-21.2507331378299,78.0817518248175
"FALSE POSITIVE",11499263,"K03620.01",46.6982,167.699,54120,0.0994148,1.4283252,-1.2955468,23,930.6,972.6,198,46710,99,0.224,-1.08,5,5,46.6982,167.698,2455000,3.355,664,2.442,2.841,1034,5.268,0,1.0328,6,21,0,49.45622,0.007665,0.01013,-0.1002,0.20483,1792575.25226612,26242089960.6636,6.343339121806,7.54971351533536,6.75,9.35354556173152,43349192.3076923,-0.460509641873278,-2.54125177809388,2.88492957746479
"FALSE POSITIVE",9775253,"K03621.01",4.39455,133.615,129300,0.5082132,0.587396,-0.3432294,22,412.7,670.1,198,9384,107,0.04181,0,13,12,4.3938,133.754,2454970,2.937,665,1.799,2.518,738.9,0.8893,0,1.0936,6,22,0,46.561698,0.00515,0.015535,0.075738,0.34049,127234.204637433,2337732704.85169,1.84327217125382,6.07438616882173,4.64423076923077,3.52830814421756,53661638.3561644,-0.175742128935532,-4.96946107784431,5.09715568862276
"FALSE POSITIVE",6677267,"K03622.01",3.12583,134.477,4068,0.4056796,0.6065118,-0.3888716,429,474.7,653.8,3780,26090,1527,0.04795,0.07,5,5,3.12582,134.479,2454970,2.502,10320,132.6,155.4,728.4,3.807,0,1.0432,6,411,0,42.103305,0.02698,-6.5531,-1.8861,6.9933,1754360.5599259,32027056997.1169,2.76338851022395,3.01193467336683,2.78787878787879,27.5825226147807,66011286.2068966,-26.9195906432749,-99.1782032400589,102.9941089838
"FALSE POSITIVE",7732791,"K03623.01",1.03207,131.835,121400,0.7105038,-0.7357004,1.345463,505,1258,2093,4401,76950,1782,0.01785,0.28,5,5,1.03207,131.837,2454960,1.967,12000,3.166,3.45,2384,-5.311,0,1.0894,3,488,2,43.417382,0.004631,-0.0014498,0.0333,0.037989,9048883.94695659,168503418169.838,11.9924018573238,14.9497487437186,12.0508474576271,13.3356481481481,155676793.38843,-0.378779761904762,-0.238681462140992,0.48148288973384
"FALSE POSITIVE",8177798,"K03624.01",1.45021,131.985,28460,0.4178596,0.7939866,-0.8757552,246,2193,2504,2160,348600,1103,0.02945,-0.08,8,5,1.4502,131.988,2454960,3.271,7651,3.435,4.6,2581,-5.586,0,1.1055,6,246,0,44.00568,-0.00116,0.009451,-0.083247,0.09234,5702404.35505822,106066405996.846,3.61347233360064,4.3778801843318,3.61950286806883,12.892544328135,218153938.053097,0.201514242878561,-0.588468335787923,1.36597633136095
"FALSE POSITIVE",10489521,"K03625.01",1.61224,131.855,285100,0.3004578,0.8924332,-0.7407954,274,-1,5159,2430,2187000,1519,0.02737,-0.24,8,5,1.61224,131.859,2454960,4.128,10120,1.886,1.996,6172,0,-1,-1,6,239,0,47.670156,0,-11.349,-0.044083,0.0831,-131.855,-2454960,-63.29,-0.02737,3.29545454545454,0,994511450,-36.7443946188341,-1.03746686303387,1.1922525107604
"FALSE POSITIVE",12643582,"K03626.01",44.1458,167.392,221300,0.365192,0.5558368,-0.1909256,16,600.7,935.4,135,40320,83,0.2369,-0.3,8,5,44.1453,167.404,2455000,3.722,582,2.914,3.102,999,4.476,0,1.03,6,15,0,51.72609,0.1527,-2.065,0.037449,0.13475,224352.676746489,3290395128.87493,2.93817973669147,4.138714185884,3.51372549019608,7.66020633311468,167141739.130435,-8.33954154727794,1.57087378640777,1.64731051344743
"FALSE POSITIVE",10091110,"K03627.01",4.21851,133.507,23320,0.3548144,0.6773912,-0.4251032,207,1120,1049,1836,44960,1147,0.05214,-0.18,8,5,4.21849,133.511,2454970,3.532,8043,44.42,56.93,1192,9.647,0,1.0157,6,200,0,47.023121,0.007822,-0.11313,-0.087536,0.28197,1950069.16174793,35858503973.6966,3.08717379233759,3.67183098591549,3.08722741433022,25.5009541117674,78075129.9212599,-0.0154607407407407,-3.97685459940653,4.16499261447563
"FALSE POSITIVE",10091110,"K03627.02",8.52999,137.655,19780,0.3548144,0.6773912,-0.4251032,93,593.7,540.5,783,13740,478,0.08338,-0.18,8,5,8.52995,137.659,2454970,3.741,3475,3.388,2.672,599.1,2.956,0,1.0141,6,89,0,47.02314,0.008214,-0.082991,-0.21407,0.30984,819584.77467447,14616657835.0411,3.02647657841141,3.67312775330396,3.08722741433022,11.6963376991741,42104205.9447983,-1.22746312684366,-3.28431085043988,4.45172413793104
"FALSE POSITIVE",3542574,"K03628.01",3.47142,133.738,293100,0.4997976,0.1043987,0.3852545,0,-1,2189,1548,229700,1306,0.04488,0,14,13,3.47142,133.745,2454970,4.691,9858,2.608,2.48,2752,0,0,1.078,-1,0,0,0,0,0,0,0,-133.738,-2454970,-54.56,-0.04488,0,0,0,0,0,0
"FALSE POSITIVE",3544694,"K03629.01",1.92286,132.738,100600,0.3008852,0.8996312,-0.757178,326,1606,1888,2853,155000,1786,0.03116,-0.22,8,5,1.92287,132.733,2454970,3.485,12900,2.951,1.532,2234,-3.874,-1,-1,6,312,0,38.639583,-0.03772,0.92448,0.075734,0.085596,1915032.67030904,35418250648.8616,2.67739239448391,4.0341791817711,3.29873417721519,7.24424031409734,257347496.688742,6.42473684210526,-0.543446866485014,1.24957664233577
"FALSE POSITIVE",10259029,"K03630.01",7.06115,134.558,130100,0.447666,0.1888812,0.3446132,92,841.6,1061,792,44660,405,0.06828,-0.28,8,5,7.06117,134.555,2454970,3.142,2887,139.5,149.8,1152,4.745,0,1.0255,6,88,0,47.34011,0.03217,4.9437,0.35694,0.54888,674114.635258283,12299017569.5241,2.68397435897436,5.06528189910979,4.15625,6.84809082528747,196057334.710744,-6.40485714285714,6.08715328467153,7.95478260869565
"FALSE POSITIVE",8299947,"K03631.01",2.68279,131.561,403300,0.4997976,0.1043987,0.3852545,235,932.8,1678,2043,203100,1271,0.03779,0,14,13,2.68279,131.562,2454960,4.072,9234,2.059,1.882,1817,-2.084,-1,-1,12,225,0,44.224253,0.2982,3.049,0.082274,0.082274,892695.50466497,16657913486.0051,30.0909090909091,9141267.53749395,0,8.97453840317005,502821989.664083,-153.095577746077,0.00163718518518519,1.21527326440177
"FALSE POSITIVE",3335813,"K03632.01",3.71102,132.487,8882,0.4034276,0.5352268,-0.2525144,360,582.5,581.7,3186,24540,1983,0.04776,-0.06,5,5,3.71099,132.493,2454970,3.404,14380,4.448,2.867,848.9,-0.5358,0,1.0445,6,343,0,38.407701,-0.004794,0,0,0,1033319.03443435,19147291658.5423,2.92110545005404,3.68234387047032,3.05191256830601,12.8343487394958,202444454.926625,0,0,0
"FALSE POSITIVE",11858741,"K03633.01",1.78097,131.526,289900,0.4997976,0.1043987,0.3852545,349,909.7,1585,3087,165000,1587,0.02876,0,14,13,1.78097,131.526,2454960,2.923,11110,42.17,90.24,1986,34.76,-1,-1,6,334,0,50.176994,0,0.066289,-3.7456,4.0836,2694255.30345862,50288832624.5667,615.070358601906,15664488.0174292,0,93.7359748921146,413103304.72103,-1.08312925170068,24.3168908819133,58.5042979942693
"FALSE POSITIVE",6363494,"K03634.01",0.907817,131.911,60130,0.598984,0.0257128,-0.0197844,186,2489,3977,1602,1562000,831,0.02486,0.07,8,5,0.907836,131.909,2454960,3.157,4032,2.731,1.519,4259,-5.871,-1,-1,6,186,0,41.765708,-0.008703,0.0028552,0.036705,0.042926,3681487.20796854,68515164285.5747,2.93203497615262,3.58885520427313,2.93300852618758,10.3460509643812,321892897.350993,0.185705794947994,0.214009615384615,0.397462962962963
"FALSE POSITIVE",3327992,"K03635.01",2.11554,131.981,27280,0.6544956,-0.4542454,0.9760652,537,612.1,885.9,4761,936300,5049,0.02804,0.18,8,5,2.11553,131.985,2454960,6.597,27150,3.379,3.738,1858,-2.133,0,1.0915,12,519,0,38.434657,0,0,0,0,511266.923628193,9510004067.48145,6.04224058769513,13.8743196437407,11.2033898305085,9.42100396301189,58189936.1702128,0,0,0
"FALSE POSITIVE",5649206,"K03636.01",2.44675,131.518,398800,0.4997976,0.1043987,0.3852545,256,1324,1923,2259,201400,1658,0.03554,0,14,13,2.44675,131.517,2454960,4.518,12120,3.809,1.934,2133,-2.463,-1,-1,12,245,0,40.863086,0.2692,2.7415,-0.16534,0.28068,1349977.00734123,25199132848.2977,31.3103756708408,13320839.5802099,0,15.772684373736,587924926.253687,-97.0806451612903,-3.36014814814815,3.95323943661972
"FALSE POSITIVE",5193384,"K03637.01",21.379,147.17,304700,0.602464,-0.462052,1.186518,0,-1,615.9,189,32070,660,0.1447,-0.24,57,55,21.379,147.171,2454980,20.28,5139,85.62,112.3,742.6,0,0,1.0532,31,21,0,40.36341,-0.3791,0.03056,0.58662,8.2912,-147.17,-2454980,-190.1,-0.1447,3.83278327832783,0,1179357771.08434,-0.54094395280236,111.914749661705,112.194857916103
"FALSE POSITIVE",5181804,"K03638.01",4.35046,132.271,49660,0.2667356,1.0304544,-0.9495792,143,962,959.9,1233,28720,494,0.05514,-0.3,8,5,4.35045,132.275,2454970,2.411,3345,53.86,58.66,1089,7.888,0,1.0126,6,136,0,40.355668,0.04714,-3.9855,0.090059,0.16608,1839143.26910911,34134780498.8605,3.46335697399527,4.28105590062112,3.48768472906404,23.6913791697251,124829722.580645,-104.863473053892,1.94616457461646,2.3163179916318
"FALSE POSITIVE",10491544,"K03639.01",22.7719,140.488,36890,0.2958292,0.5240652,0.0304024,47,443,872.2,423,195800,492,0.1467,-0.76,5,5,22.772,140.485,2454970,7.564,3706,748.3,706.6,917,8.036,0,1.1209,12,44,0,47.657848,-0.122,-1.6734,4.0835,4.3831,547165.402171712,9561490286.49769,1.69086344285558,2.10988062706745,1.71184552543632,17.8547342398022,163340631.147541,43.4802867383513,-22.6880341880342,61.4740532959327
"FALSE POSITIVE",8052474,"K03640.01",245.438,361.303,11260,0.4807228,0.1178244,0.4007984,6,582.3,541,54,17650,127,0.7307,-0.14,13,12,245.441,361.295,2455190,13.72,952,147.7,157.4,571.7,19.74,0,1.6225,31,5,0,43.854833,6.294e-05,-0.018438,0.1585,0.18439,759667.120122286,5162224273.4022,3.62515937101572,4.32622853759621,3.68029739776952,22.0363263912598,38904123.046875,-0.231,1.23646981627297,2.08585972850679
"FALSE POSITIVE",3534118,"K03641.01",178.413,218.225,36520,0.4250404,0.4494196,-0.1228076,8,568.9,603.8,72,10370,40,0.6338,0,31,30,178.413,218.226,2455050,2.764,281,3.928,4.016,616.2,9.992,0,1.0348,6,8,0,38.627621,0.057,0.005857,0.063638,0.12144,1968846.70558197,22149694602.0805,5.31454107940873,6.57810067462377,5.68316831683168,13.6316688817163,37689939.2156863,-4.73293333333333,1.49898550724638,1.76511627906977
"FALSE POSITIVE",3534118,"K03641.02",178.418,217.747,264.5,0.4250404,0.4494196,-0.1228076,8,11.14,10.08,72,78.96,224,0.6338,0,31,30,178.446,217.714,2455050,26.84,1627,2.405,3.543,10.35,7.75,3.1974e-22,1.1166,31,8,0,38.627436,0.001202,-1.5582,1.6592,2.2542,3221.1618828117,36317898.6640315,4.85676215856096,6.57741801577418,5.68316831683168,8.52577188058178,412484.91416309,0.773454545454546,-0.558974358974359,1.01540540540541
"FALSE POSITIVE",2441161,"K03642.01",2.19201,132.216,112100,0.421798,0.1658532,0.4537772,285,1032,1275,2529,51800,1302,0.03008,-0.48,8,5,2.192,132.218,2454970,2.877,9004,4.158,4.031,1444,-0.7494,0,1.055,6,272,0,37.701032,-0.0461,-0.13662,0.015684,0.11999,2498370.20912343,46389422704.4514,5.13466687667349,7.80690371139372,6.36111111111111,11.6270330902973,202462212.943633,5.11776649746193,-1.61630434782609,1.63251700680272
