"koi_disposition","kepid","kepoi_name","tce_ldm_coeff4","tce_prad","tce_steff","tce_fwm_prao"
"CANDIDATE",12314973,"K00279.01",-0.0205906,6.133,6206,3.175e-05
"CANDIDATE",12314973,"K00279.02",-0.0205906,2.973,6206,-3.356e-05
"CANDIDATE",12314973,"K00279.03",-0.0205906,1.044,6206,-7.683e-06
"CANDIDATE",4141376,"K00280.01",0.0824572,2.268,6147,5.744e-06
"CANDIDATE",4143755,"K00281.01",-0.0689288,2.552,5671,1.187e-05
"CANDIDATE",5088536,"K00282.01",-0.05348,3.096,5903,2.016e-05
"CANDIDATE",5088536,"K00282.02",-0.05348,1.172,5903,-2.189e-05
"CANDIDATE",5088536,"K00282.03",-0.05348,1.498,5903,-2.686e-05
"CANDIDATE",5695396,"K00283.01",-0.3337556,2.476,5680,4.58e-05
"CANDIDATE",5695396,"K00283.02",-0.3337556,0.8843,5680,1.704e-05
"CANDIDATE",6021275,"K00284.01",0.0009464,1.493,5931,-0.0001089
"CANDIDATE",6021275,"K00284.02",0.0009464,1.949,5931,-1.598e-05
"CANDIDATE",6021275,"K00284.03",0.0009464,1.304,5931,6.599e-05
"CANDIDATE",6021275,"K00284.04",0.0009464,1.372,5931,-5.894e-05
"CANDIDATE",6196457,"K00285.01",-0.1989732,3.729,5862,-4.106e-07
"CANDIDATE",6196457,"K00285.02",-0.1989732,2.663,5862,-5.984e-05
"CANDIDATE",6196457,"K00285.03",-0.1989732,2.214,5862,-1.481e-05
"FALSE POSITIVE",8258171,"K00286.01",-0.0466634,7.343,8308,0.001145
"FALSE POSITIVE",8703887,"K00287.01",0.0116968,21.37,8347,-0.001949
"CANDIDATE",9592705,"K00288.01",-0.023236,3.254,6150,4.905e-05
"CANDIDATE",10386922,"K00289.01",-0.0382552,7.634,5866,-0.0002362
"CANDIDATE",10386922,"K00289.02",-0.0382552,3.411,5866,-1.643e-05
"FALSE POSITIVE",10488450,"K00290.01",0.3659608,2.571,6958,0.002038
"CANDIDATE",10933561,"K00291.01",-0.3709712,2.845,5611,-0.0001865
"CANDIDATE",10933561,"K00291.02",-0.3709712,1.985,5611,-5.756e-05
"CANDIDATE",11075737,"K00292.01",-0.1364288,1.544,5780,5.944e-05
"FALSE POSITIVE",11200415,"K00293.01",0.4213236,2.039,6591,0.002338
"CANDIDATE",11259686,"K00294.01",-0.2482182,3.111,5929,0.0001423
"CANDIDATE",11547513,"K00295.01",-0.0606382,2.117,5923,7.602e-06
"CANDIDATE",11547513,"K00295.02",-0.0606382,1.352,5923,0.0001061
"CANDIDATE",11802615,"K00296.01",-0.2089756,2.717,5725,-0.0001265
"CANDIDATE",11905011,"K00297.01",-0.2196988,2.027,6085,1.076e-05
"CANDIDATE",12785320,"K00298.01",-0.4644566,1.535,5250,-0.0001458
"CANDIDATE",12785320,"K00298.02",-0.4644566,1.696,5250,-1.679e-05
"CANDIDATE",2692377,"K00299.01",-0.4245518,1.901,5533,5.064e-05
"FALSE POSITIVE",3438975,"K00300.01",0.1274646,3.934,5947,-0.0004526
"CANDIDATE",3642289,"K00301.01",-0.0585702,2.297,6204,-3.939e-05
"CANDIDATE",3642289,"K00301.02",-0.0585702,1.39,6204,-0.0001436
"CANDIDATE",3662838,"K00302.01",0.3122816,7.264,6967,0.0001101
"CANDIDATE",5966322,"K00303.01",-0.2530688,3.034,5638,-0.0001004
"CANDIDATE",6029239,"K00304.01",-0.2244424,2.455,5767,6.307e-05
"CANDIDATE",6029239,"K00304.02",-0.2244424,0.5418,5767,-2.715e-05
"CANDIDATE",6063220,"K00305.01",-0.556702,1.894,4783,0.0001683
"CANDIDATE",6071903,"K00306.01",-0.492561,2.444,5313,4.88e-05
"CANDIDATE",6289257,"K00307.01",-0.033962,1.745,6023,-3.859e-05
"CANDIDATE",6289257,"K00307.02",-0.033962,1.23,6023,-0.0001391
"CANDIDATE",6291837,"K00308.01",0.0696572,3.569,6212,0.0001206
"FALSE POSITIVE",7024222,"K00309.01",-0.5671872,0.5897,4579,-0.001019
"CANDIDATE",7050989,"K00312.01",-0.0378912,2.305,6156,-5.483e-07
"CANDIDATE",7050989,"K00312.02",-0.0378912,2.192,6156,-7.669e-05
"CANDIDATE",7419318,"K00313.01",-0.508444,2.262,5188,3.233e-05
"CANDIDATE",7419318,"K00313.02",-0.508444,1.722,5188,3.494e-05
"CANDIDATE",7603200,"K00314.01",0.14946,1.577,3846,-8.085e-05
"CANDIDATE",7603200,"K00314.02",0.14946,1.998,3846,3.272e-05
"CANDIDATE",7603200,"K00314.03",0.14946,1.096,3846,5.394e-05
"CANDIDATE",7700622,"K00315.01",-0.55698,2.42,4894,4.738e-05
"CANDIDATE",8008067,"K00316.01",-0.4293506,2.839,5620,-2.066e-05
"CANDIDATE",8008067,"K00316.02",-0.4293506,2.907,5620,-0.0004604
"CANDIDATE",8008067,"K00316.03",-0.4293506,2.176,5620,-7.572e-05
"CANDIDATE",8121310,"K00317.01",-0.025258,3.243,6336,-5.759e-05
"CANDIDATE",8121310,"K00317.02",-0.025258,1.431,6336,1.465e-05
"CANDIDATE",8156120,"K00318.01",-0.0589848,7.373,6273,0
"CANDIDATE",8684730,"K00319.01",-0.1086744,9.977,5877,-0.0001425
"FALSE POSITIVE",8700558,"K00320.01",0.26138,1.497,6499,0.0002491
"CANDIDATE",8753657,"K00321.01",-0.3939432,1.481,5678,-2.435e-05
"CANDIDATE",8753657,"K00321.02",-0.3939432,0.9103,5678,-2.082e-05
"FALSE POSITIVE",8948424,"K00322.01",-0.2420112,18.83,5780,-0.03629
"CANDIDATE",9139084,"K00323.01",-0.4065348,2.272,5423,-8.512e-05
"FALSE POSITIVE",9641041,"K00324.01",0.2068108,1.775,6280,-6.577e-06
"FALSE POSITIVE",9724984,"K00325.01",-0.4155526,6.323,5731,-0.02528
"CANDIDATE",9880467,"K00326.01",-0.5415916,37.69,4751,-0.002696
"CANDIDATE",9880467,"K00326.02",-0.5415916,45.53,4751,-0.002291
"CANDIDATE",9881662,"K00327.01",-0.1917968,1.619,5945,-4.876e-05
"CANDIDATE",9881662,"K00327.02",-0.1917968,1.874,5945,-0.000157
"FALSE POSITIVE",9895004,"K00328.01",-0.1595104,2.959,5779,0.0004848
"FALSE POSITIVE",10031885,"K00329.01",0.047493,2.602,6024,-0.0001957
"CANDIDATE",11361646,"K00330.01",-0.1012708,2.134,5973,7.85e-05
"CANDIDATE",11361646,"K00330.02",-0.1012708,1.006,5973,-4.707e-05
"CANDIDATE",10285631,"K00331.01",-0.40431,3.743,5548,-3.893e-05
"CANDIDATE",10285631,"K00331.02",-0.40431,2.104,5548,-6.326e-05
"CANDIDATE",10290666,"K00332.01",-0.3368256,2.026,5914,2.787e-05
"CANDIDATE",10290666,"K00332.02",-0.3368256,0.8809,5914,-2.311e-05
"CANDIDATE",10337258,"K00333.01",0.3166568,3.969,6534,-2.066e-05
"FALSE POSITIVE",10383687,"K00334.01",0.128456,1.706,6134,-0.009879
"FALSE POSITIVE",10470206,"K00335.01",0.299294,5.163,6629,-0.0006504
"FALSE POSITIVE",10518725,"K00336.01",0.326424,3.173,7004,-0.003453
"CANDIDATE",10545066,"K00337.01",-0.2502444,2.331,5747,0.0001394
"CANDIDATE",10552611,"K00338.01",-0.5541062,1.729,4908,0.0001924
"CANDIDATE",10552611,"K00338.02",-0.5541062,0.7761,4908,1.059e-05
"CANDIDATE",10587105,"K00339.01",0.0561964,2.241,6078,-2.879e-05
"CANDIDATE",10587105,"K00339.02",0.0561964,2.474,6078,-3.223e-05
"CANDIDATE",10587105,"K00339.03",0.0561964,2.371,6078,0.0003192
"FALSE POSITIVE",10616571,"K00340.01",-0.3849296,14.53,5769,0.0007737
"CANDIDATE",10878263,"K00341.01",-0.4127804,2.929,5497,-6.802e-05
"CANDIDATE",10878263,"K00341.02",-0.4127804,1.911,5497,2.113e-05
"CANDIDATE",10982872,"K00343.01",-0.2298396,3.226,5794,0.0001001
"CANDIDATE",10982872,"K00343.02",-0.2298396,2.298,5794,1.018e-05
"CANDIDATE",10982872,"K00343.03",-0.2298396,1.739,5794,-1.067e-05
"CANDIDATE",11015108,"K00344.01",-0.3306748,3.149,5607,0.000245
"CANDIDATE",11074541,"K00345.01",-0.5531986,2.883,4883,-0.0001581
"CANDIDATE",11100383,"K00346.01",-0.5382344,2.793,5103,8.93e-05
"CANDIDATE",11189127,"K00347.01",0.2723004,19.58,6116,-0.001346
"CANDIDATE",11194032,"K00348.01",-0.5327944,3.406,4687,0.0001175
"CANDIDATE",11394027,"K00349.01",-0.2653492,3.034,5725,0.0002986
"CANDIDATE",11395587,"K00350.01",-0.231698,3.036,5787,1.289e-05
"CANDIDATE",11442793,"K00351.01",-0.1375674,10.96,5970,-9.382e-05
"CANDIDATE",11442793,"K00351.02",-0.1375674,7.693,5970,0.000318
"CANDIDATE",11442793,"K00351.03",-0.1375674,3.245,5970,0.0001073
"CANDIDATE",11442793,"K00351.04",-0.1375674,3.222,5970,0.0003952
"CANDIDATE",11442793,"K00351.05",-0.1375674,3.221,5970,-0.0003696
"CANDIDATE",11442793,"K00351.06",-0.1375674,1.67,5970,-1.482e-05
"CANDIDATE",11442793,"K00351.07",-0.1375674,1.947,5970,7.217e-05
"CANDIDATE",11521793,"K00352.01",-0.1260028,3.27,5857,9.955e-05
"CANDIDATE",11521793,"K00352.02",-0.1260028,2.144,5857,1.667e-05
"CANDIDATE",11566064,"K00353.01",0.1100176,11.67,6200,5.828e-05
"CANDIDATE",11566064,"K00353.02",0.1100176,3.235,6200,-7.813e-05
"CANDIDATE",11566064,"K00353.03",0.1100176,1.782,6200,4.612e-05
"CANDIDATE",11568987,"K00354.01",-0.1776516,2.522,5936,0.0003316
"CANDIDATE",11568987,"K00354.02",-0.1776516,1.227,5936,0.0001345
"CANDIDATE",11621223,"K00355.01",-0.1161316,2.702,6045,2.227e-05
"CANDIDATE",11624249,"K00356.01",-0.2562828,7.153,5311,-0.0002533
"FALSE POSITIVE",12017140,"K00358.01",-0.0757824,30.46,5926,0.01172
"FALSE POSITIVE",12106929,"K00359.01",0.3212762,1.773,5857,0.000141
"FALSE POSITIVE",12107021,"K00360.01",-0.0347918,2.598,6102,0.0004892
"CANDIDATE",12404954,"K00361.01",-0.418692,1.706,5703,-5.572e-06
"FALSE POSITIVE",1571511,"K00362.01",0.0193624,14.93,6061,-0.0001189
"FALSE POSITIVE",2438070,"K00363.01",-0.2967732,6.176,5657,0.001051
"CANDIDATE",11623629,"K00365.01",-0.3184944,2.547,5559,-4.573e-05
"CANDIDATE",3545478,"K00366.01",0.0781228,23.38,6201,3.21e-05
"CANDIDATE",4815520,"K00367.01",-0.292006,4.748,5733,-0.0001202
"FALSE POSITIVE",6603043,"K00368.01",-0.0198146,18.66,9244,8.958e-05
"CANDIDATE",7175184,"K00369.01",0.0348224,1.836,6070,-5.281e-05
"CANDIDATE",7175184,"K00369.02",0.0348224,1.808,6070,-4.505e-05
"CANDIDATE",8494142,"K00370.01",0.0020262,3.855,6143,2.041e-05
"CANDIDATE",8494142,"K00370.02",0.0020262,2.644,6143,5.998e-05
"FALSE POSITIVE",5652983,"K00371.01",-0.5169,18.38,5134,-0.0006377
"CANDIDATE",6471021,"K00372.01",-0.18555,9.822,5819,-0.0004787
"CANDIDATE",7364176,"K00373.01",-0.094252,2.496,5731,-8.884e-05
"CANDIDATE",8686097,"K00374.01",-0.0615956,3.01,5851,0.0002383
"FALSE POSITIVE",12643589,"K00376.01",0.3250584,13.11,6692,0.05866
"FALSE POSITIVE",12643589,"K00376.02",0.3250584,2.319,6692,-0.001228
"CANDIDATE",3323887,"K00377.01",-0.2834226,8.071,5779,-0.0001787
"FALSE POSITIVE",2449074,"K00378.01",-0.026385,3.478,6013,-0.0108
"FALSE POSITIVE",2446113,"K00379.01",-0.0565948,3.309,6078,-0.0002371
"CANDIDATE",2446113,"K00379.02",-0.0565948,2.63,6078,-0.0002301
"FALSE POSITIVE",2452450,"K00380.01",0.2887728,4.067,6573,0.008287
"FALSE POSITIVE",3230578,"K00381.01",0.3335408,8.712,6581,-4.711e-05
"FALSE POSITIVE",3231137,"K00382.01",0.3294552,2.764,6407,0.02247
"CANDIDATE",3353050,"K00384.01",0.0873728,4.283,6049,2.317e-05
"CANDIDATE",3446746,"K00385.01",-0.4457972,1.737,5411,0.0001276
"CANDIDATE",3656121,"K00386.01",-0.0922446,3.741,5951,-0.0004808
"CANDIDATE",3656121,"K00386.02",-0.0922446,3.513,5951,0.0001593
"CANDIDATE",3733628,"K00387.01",-0.562349,2.52,4538,6.863e-05
"CANDIDATE",3831053,"K00388.01",-0.251459,3.758,5687,-1.115e-05
"FALSE POSITIVE",3847708,"K00389.01",-0.504016,2.707,5206,-0.005687
"FALSE POSITIVE",3849155,"K00390.01",-0.3169746,1.576,5509,0.0003865
"FALSE POSITIVE",3858804,"K00391.01",-0.5133938,13.42,5211,-0.001462
"CANDIDATE",3942670,"K00392.01",-0.0755036,2.878,6007,-0.0001494
"CANDIDATE",3942670,"K00392.02",-0.0755036,1.63,6007,-5.556e-05
"CANDIDATE",3964109,"K00393.01",0.0177646,2.227,6156,-8.685e-05
"FALSE POSITIVE",4159347,"K00394.01",0.3689668,12.91,6171,0.0009346
"FALSE POSITIVE",4165960,"K00395.01",0.215023,4.931,6517,0.0001225
"CANDIDATE",4252322,"K00396.01",-0.0295072,6.86,5940,-3.883e-05
"FALSE POSITIVE",4376644,"K00397.01",0.002206,15.96,6075,-0.01474
"CANDIDATE",9946525,"K00398.01",-0.5181894,8.845,5227,-0.0006393
"CANDIDATE",9946525,"K00398.02",-0.5181894,3.884,5227,-2.028e-05
"CANDIDATE",9946525,"K00398.03",-0.5181894,2.176,5227,-6.412e-05
"FALSE POSITIVE",7289157,"K00399.01",-0.0893776,38.39,5916,0.01616
"FALSE POSITIVE",2695110,"K00400.01",0.1356076,10.11,6061,-0.01254
"CANDIDATE",3217264,"K00401.01",-0.4984444,4.658,5376,-9.87e-05
"CANDIDATE",3217264,"K00401.02",-0.4984444,4.398,5376,0.0004003
"CANDIDATE",3217264,"K00401.03",-0.4984444,2.064,5376,0.0001604
"FALSE POSITIVE",3342592,"K00402.01",-0.0505132,15.33,6032,0
"FALSE POSITIVE",4247092,"K00403.01",0.0094146,5.692,6156,0.0003154
"FALSE POSITIVE",4949751,"K00404.01",0.0018848,10.19,5931,-0.01306
"FALSE POSITIVE",5003117,"K00405.01",-0.2920048,15.84,5600,0.001759
"FALSE POSITIVE",5035972,"K00406.01",-0.2078956,15.76,5988,-0.0005093
"FALSE POSITIVE",5218441,"K00407.01",0.0682628,6.863,5986,-0.001944
"CANDIDATE",5351250,"K00408.01",-0.3634508,3.95,5559,0.0003998
"CANDIDATE",5351250,"K00408.02",-0.3634508,3.016,5559,0.0001396
"CANDIDATE",5351250,"K00408.03",-0.3634508,3.165,5559,-0.0004347
"CANDIDATE",5351250,"K00408.04",-0.3634508,1.5,5559,0.0001184
"FALSE POSITIVE",5351250,"K00408.05",-0.3634508,2.478,5559,-0.001278
"CANDIDATE",5444548,"K00409.01",-0.2170508,3.123,5799,0.0001208
"FALSE POSITIVE",5449777,"K00410.01",0.2433644,11.18,6266,0.0002147
"FALSE POSITIVE",5478055,"K00411.01",0.2332676,3.804,5903,0.0001772
"CANDIDATE",5683743,"K00412.01",-0.1763152,7.705,5818,0.002926
"CANDIDATE",5791986,"K00413.01",-0.3742444,3.128,5456,0.0001157
"CANDIDATE",5791986,"K00413.02",-0.3742444,2.576,5456,-9.197e-05
"FALSE POSITIVE",5872150,"K00414.01",-0.0381964,17.64,6081,-0.001247
"FALSE POSITIVE",5872150,"K00414.02",-0.0381964,2.626,6081,0.0005063
"CANDIDATE",6289650,"K00415.01",-0.3040044,7.318,5663,0.0001874
"CANDIDATE",6508221,"K00416.01",-0.4893952,3.322,5176,0.0006177
"CANDIDATE",6508221,"K00416.02",-0.4893952,2.925,5176,0.0003282
"CANDIDATE",6508221,"K00416.03",-0.4893952,1.539,5176,0.0001337
"FALSE POSITIVE",6879865,"K00417.01",-0.1081864,11.29,5883,-0.0003233
"FALSE POSITIVE",7975727,"K00418.01",-0.3799128,9.955,5324,0.0001918
"FALSE POSITIVE",8219673,"K00419.01",-0.0281314,14.84,6003,-0.002391
"CANDIDATE",8352537,"K00420.01",-0.5550772,4.232,4882,-0.0004383
"CANDIDATE",9115800,"K00421.01",-0.4307304,12.21,5359,0.0005788
"FALSE POSITIVE",9214713,"K00422.01",0.1832926,10.86,6230,0.009159
"CANDIDATE",9478990,"K00423.01",0.2222606,14.52,6266,-0.0003755
"FALSE POSITIVE",9597411,"K00424.01",0.316391,17.89,6202,-0.0003813
"FALSE POSITIVE",9967884,"K00425.01",-0.1776516,15.53,5936,0.001212
"CANDIDATE",10016874,"K00426.01",0.0374432,3.926,6072,0.0003235
"CANDIDATE",10189546,"K00427.01",-0.4921256,4.546,5312,-0.0009233
"CANDIDATE",10189546,"K00427.02",-0.4921256,3.287,5312,-0.0004543
"CANDIDATE",10189546,"K00427.03",-0.4921256,3.339,5312,-0.0002628
"CANDIDATE",10418224,"K00428.01",0.1963284,13.69,6490,9.451e-05
"CANDIDATE",10616679,"K00429.01",-0.4480712,4.422,5246,0.0001491
"CANDIDATE",10717241,"K00430.01",-0.197404,2.597,4200,0.0003427
"CANDIDATE",10717241,"K00430.02",-0.197404,0.9805,4200,0.0003884
"CANDIDATE",10843590,"K00431.01",-0.3645696,3.336,5402,0.0002604
"CANDIDATE",10843590,"K00431.02",-0.3645696,2.778,5402,0.0006085
"CANDIDATE",10858832,"K00432.01",-0.0457188,3.887,6099,-0.0001959
"CANDIDATE",10937029,"K00433.01",-0.534554,10.95,5234,-0.002255
"CANDIDATE",10937029,"K00433.02",-0.534554,5.008,5234,-0.0003935
"FALSE POSITIVE",11656302,"K00434.01",-0.1830908,11.96,5681,-0.01257
"CANDIDATE",11709124,"K00435.01",-0.2306794,4.087,5688,0.0005762
"CANDIDATE",11709124,"K00435.03",-0.2306794,1.379,5688,-0.0005819
"CANDIDATE",11709124,"K00435.04",-0.2306794,1.753,5688,0.000134
"CANDIDATE",11709124,"K00435.05",-0.2306794,2.655,5688,0.0005879
"CANDIDATE",11709124,"K00435.06",-0.2306794,1.569,5688,0.000177
"CANDIDATE",11805075,"K00436.01",-0.4640252,21.51,5457,0.0004935
"FALSE POSITIVE",11824222,"K00437.01",-0.3972826,17.6,5119,-0.03243
"CANDIDATE",12302530,"K00438.01",0.0855968,2.045,3984,-0.0001528
"CANDIDATE",12302530,"K00438.02",0.0855968,1.939,3984,0.0004441
"CANDIDATE",12470954,"K00439.01",-0.4846924,5.231,5400,0.0001357
"CANDIDATE",2438264,"K00440.01",-0.5321152,2.709,5097,0.0001718
"CANDIDATE",2438264,"K00440.02",-0.5321152,2.578,5097,-0.0002755
"FALSE POSITIVE",3340312,"K00441.01",0.136558,5.054,6284,-0.0002789
"CANDIDATE",3745690,"K00442.01",-0.173219,2.6,5767,-0.0001432
"CANDIDATE",3745690,"K00442.02",-0.173219,1.568,5767,-0.0001235
"CANDIDATE",3745690,"K00442.03",-0.173219,1.634,5767,-0.0001159
"CANDIDATE",3833007,"K00443.01",0.040122,2.379,5837,0.000137
"CANDIDATE",3847138,"K00444.01",-0.3759584,2.325,5550,-5.332e-05
"CANDIDATE",4633570,"K00446.01",-0.5788864,2.284,4621,0.0003789
"CANDIDATE",4633570,"K00446.02",-0.5788864,2.112,4621,0.0002377
"FALSE POSITIVE",5021176,"K00447.01",0.1798498,3.644,5906,-0.001877
"CANDIDATE",5640085,"K00448.01",0.144674,1.81,3893,0.0003474
"CANDIDATE",5640085,"K00448.02",0.144674,4.081,3893,0.0001772
"FALSE POSITIVE",5779852,"K00449.01",0.2482628,12.88,6348,0.0008011
"FALSE POSITIVE",6042214,"K00450.01",0.2978176,3.501,6332,-0.003422
"FALSE POSITIVE",6200715,"K00451.01",0.2056342,3.182,6535,0.02596
"CANDIDATE",6291033,"K00452.01",0.1407566,2.227,6187,9.375e-05
"FALSE POSITIVE",6758917,"K00453.01",-0.1108004,18.02,5708,0
"CANDIDATE",7098355,"K00454.01",-0.4795424,2.725,5295,4.622e-05
"FALSE POSITIVE",7101828,"K00455.01",-0.2392052,2.978,4254,0.0028
"CANDIDATE",7269974,"K00456.01",-0.407848,4.685,5541,-3.273e-06
"CANDIDATE",7269974,"K00456.02",-0.407848,2.05,5541,-9.978e-05
"CANDIDATE",7440748,"K00457.01",-0.5350412,2.652,5076,-1.059e-05
"CANDIDATE",7440748,"K00457.02",-0.5350412,2.872,5076,-9.405e-05
"CANDIDATE",7504328,"K00458.01",-0.4774092,154.9,4959,0.0009709
"CANDIDATE",7977197,"K00459.01",-0.0488632,3.311,5815,8.451e-05
"CANDIDATE",7977197,"K00459.02",-0.0488632,1.41,5815,-8.131e-05
"CANDIDATE",8043638,"K00460.01",-0.4514328,4.406,5433,-0.0002067
"FALSE POSITIVE",8621348,"K00461.01",-0.1350184,2.784,5594,-0.02727
"FALSE POSITIVE",8773869,"K00462.01",-0.5342252,2.458,5087,0.004726
"CANDIDATE",8845205,"K00463.01",0.129394,1.636,3395,-0.0003651
"CANDIDATE",8890783,"K00464.01",-0.3958802,7.102,5592,0.0003778
"CANDIDATE",8890783,"K00464.02",-0.3958802,2.869,5592,0.000248
"FALSE POSITIVE",9008220,"K00466.01",-0.1243264,11.95,5944,-0.0003803
"CANDIDATE",9583881,"K00467.01",-0.159836,5.09,5815,-0.001402
"CANDIDATE",9589524,"K00468.01",-0.50048,3.681,5157,-0.0002644
"CANDIDATE",9703198,"K00469.01",0.0702268,6.517,6228,5.015e-05
"CANDIDATE",9844088,"K00470.01",-0.3274852,5.03,5776,0.0001752
"CANDIDATE",10019643,"K00471.01",-0.4634276,3.139,5395,-2.62e-05
"CANDIDATE",10019643,"K00471.02",-0.4634276,1.416,5395,0.0001141
"CANDIDATE",10123064,"K00472.01",-0.0245164,3.296,5873,0.0004709
"CANDIDATE",10155434,"K00473.01",-0.3510744,3.363,5573,-0.0006139
"CANDIDATE",10460984,"K00474.01",-0.093304,2.994,5888,0.0003243
"CANDIDATE",10460984,"K00474.02",-0.093304,2.627,5888,-0.0003193
"CANDIDATE",10460984,"K00474.03",-0.093304,4.002,5888,-3.678e-06
"CANDIDATE",10460984,"K00474.04",-0.093304,1.618,5888,-0.0001197
"CANDIDATE",10577994,"K00475.01",-0.5376292,2.414,5081,0.0001121
"CANDIDATE",10577994,"K00475.02",-0.5376292,2.508,5081,-0.0009909
"CANDIDATE",10599206,"K00476.01",-0.5574928,2.377,4768,0.0004856
"CANDIDATE",10934674,"K00477.01",-0.5344292,2.606,5215,1.301e-05
"CANDIDATE",10990886,"K00478.01",-0.1624904,2.715,3744,0.0001413
"CANDIDATE",11015323,"K00479.01",-0.400452,3.477,5515,-0.0003393
"CANDIDATE",11134879,"K00480.01",-0.3972854,2.731,5480,7.443e-07
"CANDIDATE",11192998,"K00481.01",-0.3347838,2.56,5409,-0.0002698
"CANDIDATE",11192998,"K00481.02",-0.3347838,1.791,5409,-0.0001734
"CANDIDATE",11192998,"K00481.03",-0.3347838,2.829,5409,2.662e-05
"FALSE POSITIVE",11255761,"K00482.01",-0.18486,3.908,5724,-0.001816
"CANDIDATE",11497977,"K00483.01",-0.305622,2.661,5631,0.0002281
"CANDIDATE",12061222,"K00484.01",-0.3862234,2.626,5211,0.0001205
"FALSE POSITIVE",12316431,"K00485.01",0.0543808,4.311,6153,-0.02393
"CANDIDATE",12404305,"K00486.01",-0.357968,3.088,5565,-1.728e-05
"CANDIDATE",12834874,"K00487.01",-0.19478,2.63,5657,-0.000326
"CANDIDATE",2557816,"K00488.01",0.1053554,2.104,5684,3.853e-05
"FALSE POSITIVE",2576197,"K00489.01",0.0940556,2.963,6521,-0.003306
"CANDIDATE",3239945,"K00490.01",-0.5665876,9.259,4799,0.003338
"CANDIDATE",3239945,"K00490.02",-0.5665876,1.748,4799,0.0002468
"CANDIDATE",3239945,"K00490.03",-0.5665876,1.702,4799,-5.262e-05
"CANDIDATE",3239945,"K00490.04",-0.5665876,1.31,4799,-4.347e-05
"FALSE POSITIVE",3541800,"K00491.01",0.0576724,3.692,6191,-0.001621
"CANDIDATE",3559935,"K00492.01",-0.5106366,3.177,5275,0.001266
"FALSE POSITIVE",3834360,"K00493.01",-0.0702208,1.819,5786,-0.01322
"CANDIDATE",3966801,"K00494.01",0.1907448,1.699,3787,-0.0001268
"FALSE POSITIVE",4049108,"K00495.01",-0.3067008,3.358,5470,-0.1383
"CANDIDATE",4454752,"K00496.01",-0.5582468,4.628,4868,3.709e-05
"CANDIDATE",4757437,"K00497.01",-0.1784262,3.268,5946,-0.0004406
"CANDIDATE",4757437,"K00497.02",-0.1784262,1.805,5946,-0.0001137
"CANDIDATE",4847534,"K00499.01",-0.495347,2.032,5288,-8.647e-06
"CANDIDATE",4852528,"K00500.01",0.0093092,2.555,4041,0
"CANDIDATE",4852528,"K00500.02",0.0093092,2.53,4041,0
"CANDIDATE",4852528,"K00500.03",0.0093092,1.465,4041,0
"CANDIDATE",4852528,"K00500.04",0.0093092,1.025,4041,0
"CANDIDATE",4852528,"K00500.05",0.0093092,1.597,4041,0
"CANDIDATE",4951877,"K00501.01",-0.2917842,2.928,5770,-0.0004894
"FALSE POSITIVE",5282051,"K00502.01",-0.2038434,1.823,5515,0.002008
"CANDIDATE",5340644,"K00503.01",-0.2144816,2.665,4213,-0.0003217
"CANDIDATE",5461440,"K00504.01",-0.4111632,3.183,5538,0.0009065
"CANDIDATE",5689351,"K00505.01",-0.5548716,2.459,5001,-0.0001794
"CANDIDATE",5689351,"K00505.02",-0.5548716,2.87,5001,1.868e-05
"CANDIDATE",5689351,"K00505.03",-0.5548716,1.399,5001,-0.0001456
"CANDIDATE",5689351,"K00505.04",-0.5548716,1.739,5001,-6.688e-05
"CANDIDATE",5689351,"K00505.05",-0.5548716,1.473,5001,0.0002111
"CANDIDATE",5780715,"K00506.01",-0.0930624,3.167,6063,-0.0001237
"CANDIDATE",5812960,"K00507.01",-0.4425326,3.735,5289,-7.282e-05
"CANDIDATE",6266741,"K00508.01",-0.4679728,3.393,5674,1.182e-05
"CANDIDATE",6266741,"K00508.02",-0.4679728,3.053,5674,-0.0001021
"CANDIDATE",6381846,"K00509.01",-0.443926,3.201,5456,0.0002244
"CANDIDATE",6381846,"K00509.02",-0.443926,3.483,5456,-0.0003402
"CANDIDATE",6381846,"K00509.03",-0.443926,4.203,5456,0.00039
"CANDIDATE",6422155,"K00510.01",-0.452646,2.768,5527,8.588e-05
"CANDIDATE",6422155,"K00510.02",-0.452646,2.912,5527,-0.0001159
"CANDIDATE",6422155,"K00510.03",-0.452646,2.445,5527,0.0002194
"CANDIDATE",6422155,"K00510.04",-0.452646,2.782,5527,-0.0008577
"CANDIDATE",6451936,"K00511.01",0.339094,2.636,6032,8.186e-05
"CANDIDATE",6451936,"K00511.02",0.339094,1.458,6032,9.588e-05
"CANDIDATE",6838050,"K00512.01",-0.4141974,3.167,5638,-3.339e-05
"CANDIDATE",6937692,"K00513.01",0.143419,4.22,6520,-0.0001443
"FALSE POSITIVE",7602070,"K00514.01",-0.2219104,3.467,5644,-0.006273
"FALSE POSITIVE",7812179,"K00515.01",-0.3579676,6.194,5485,0.01439
"FALSE POSITIVE",7840044,"K00516.01",-0.0583778,2.789,5891,0.004463
"CANDIDATE",8015907,"K00517.01",-0.4380086,2.923,5461,-5.366e-05
"CANDIDATE",8017703,"K00518.01",-0.5190884,2.312,4859,0.000146
"CANDIDATE",8017703,"K00518.02",-0.5190884,2.709,4859,-0.0004107
"CANDIDATE",8017703,"K00518.03",-0.5190884,1.718,4859,-4.392e-05
