"koi_disposition","kepid","kepoi_name","tce_maxmesd","tce_fwm_prao","tce_fwm_pdeco","tce_dikco_mra_sn"
"CANDIDATE",5794240,"K00254.01",0.2844,0.0003089,0.001127,1.80813333333333
"CANDIDATE",7021681,"K00255.01",14.43,0.0003092,0.0005278,-2.67120853080569
"CANDIDATE",7021681,"K00255.02",2.135,0.0005235,9.378e-05,0.761743902439024
"FALSE POSITIVE",7021681,"K00255.03",-0.4375,-0.0001288,5.038e-05,0.70125754527163
"FALSE POSITIVE",11548140,"K00256.01",0.3943,-0.0008784,0.005516,-0.810553191489362
"CANDIDATE",5514383,"K00257.01",0.2126,0.0001405,1.996e-05,-0.162228956228956
"FALSE POSITIVE",11231334,"K00258.01",2.073,-0.0007727,-0.0004082,8.16099706744868
"FALSE POSITIVE",5790807,"K00259.01",0.5721,-0.00258,0.0008155,3.12059471365639
"CANDIDATE",8292840,"K00260.01",-23.1,6.138e-05,2.98e-05,-2.4869109947644
"CANDIDATE",8292840,"K00260.02",7.805,1.493e-05,2.496e-05,-1.42298850574713
"CANDIDATE",8292840,"K00260.03",14.46,-4.144e-05,-4.803e-05,-1.43283276450512
"CANDIDATE",5383248,"K00261.01",1.192,-0.0001819,0.0003686,8.27681660899654
"CANDIDATE",11807274,"K00262.01",1.171,-8.77e-06,8.71e-05,-0.243793296089385
"CANDIDATE",11807274,"K00262.02",5.612,-3.192e-06,9.769e-06,0.0889731182795699
"FALSE POSITIVE",10514430,"K00263.01",4.134,5.173e-05,0.0001081,1.03597523219814
"FALSE POSITIVE",3097346,"K00264.01",2.042,-0.004655,0.003282,123.298375184638
"CANDIDATE",12024120,"K00265.01",2.618,4.349e-05,0,0.337293859649123
"CANDIDATE",7375348,"K00266.01",4.87,-1.537e-05,-3.581e-05,0.413429602888087
"CANDIDATE",7375348,"K00266.02",12.62,-0.0001124,5.644e-05,-0.440787401574803
"CANDIDATE",3425851,"K00268.01",12.45,0.000119,0.0002751,-0.00071335593220339
"CANDIDATE",7670943,"K00269.01",13.49,0,-9.293e-07,-0.648418604651163
"CANDIDATE",6528464,"K00270.01",6.103,-3.269e-05,-3.823e-05,0.477416020671835
"CANDIDATE",6528464,"K00270.02",5.189,-6.429e-05,5.287e-06,-2.65230414746544
"CANDIDATE",9451706,"K00271.01",-3.426,-0.0002136,-0.0001935,3.6120253164557
"CANDIDATE",9451706,"K00271.02",35.32,-0.000242,-0.0002452,3.31101694915254
"CANDIDATE",9451706,"K00271.03",4.346,-7.829e-05,-5.742e-05,4.49452054794521
"FALSE POSITIVE",5716763,"K00272.01",-0.15,2.496e-06,-7.925e-06,0.919864077669903
"CANDIDATE",3102384,"K00273.01",2.788,9.328e-05,0.0001089,1.94390134529148
"CANDIDATE",8077137,"K00274.01",1.678,7.527e-07,-1.238e-05,1.09810185185185
"CANDIDATE",8077137,"K00274.02",7.893,-1.107e-05,5.213e-05,0.218027079303675
"CANDIDATE",10586004,"K00275.01",2.81,-1.299e-05,7.346e-07,1.83059574468085
"CANDIDATE",10586004,"K00275.02",48.89,-3.616e-05,-7.603e-06,-1.80189944134078
"CANDIDATE",11133306,"K00276.01",23.59,0.0002025,5.465e-05,0.650230769230769
"CANDIDATE",11401755,"K00277.01",7.935,-8.509e-06,-1.709e-05,-0.299277777777778
"CANDIDATE",11401755,"K00277.02",-3.331,-2.489e-05,-5.24e-05,1.31518518518519
"CANDIDATE",12314973,"K00279.01",18.33,3.175e-05,-2.576e-05,2.51779859484778
"CANDIDATE",12314973,"K00279.02",2.057,-3.356e-05,9.559e-05,-0.183171821305842
"CANDIDATE",12314973,"K00279.03",5.226,-7.683e-06,-3.869e-06,-1.1792050209205
"CANDIDATE",4141376,"K00280.01",3.188,5.744e-06,-6.148e-05,2.35402777777778
"CANDIDATE",4143755,"K00281.01",14.6,1.187e-05,1.483e-05,0.308659574468085
"CANDIDATE",5088536,"K00282.01",10.93,2.016e-05,-7.086e-06,-2.42437059415911
"CANDIDATE",5088536,"K00282.02",4.875,-2.189e-05,2.572e-05,0.653223140495868
"CANDIDATE",5088536,"K00282.03",53.68,-2.686e-05,6.797e-05,-1.09980769230769
"CANDIDATE",5695396,"K00283.01",-2.775,4.58e-05,-6.445e-05,-2.95640718562874
"CANDIDATE",5695396,"K00283.02",-1.24,1.704e-05,-1.569e-05,0.167686956521739
"CANDIDATE",6021275,"K00284.01",4.099,-0.0001089,5.608e-05,0.0904307692307692
"CANDIDATE",6021275,"K00284.02",-0.4495,-1.598e-05,-3.597e-05,-2.09405405405405
"CANDIDATE",6021275,"K00284.03",2.159,6.599e-05,1.642e-05,-1.8983064516129
"CANDIDATE",6021275,"K00284.04",47.81,-5.894e-05,0.0001461,-1.34860262008734
"CANDIDATE",6196457,"K00285.01",5.108,-4.106e-07,2.604e-05,0.754476923076923
"CANDIDATE",6196457,"K00285.02",-2.874,-5.984e-05,-3.191e-05,-0.116948148148148
"CANDIDATE",6196457,"K00285.03",30.64,-1.481e-05,-1.266e-05,-0.864717948717949
"FALSE POSITIVE",8258171,"K00286.01",11.35,0.001145,-0.001516,-58.8321342925659
"FALSE POSITIVE",8703887,"K00287.01",-1.158,-0.001949,-0.003541,4.35336391437309
"CANDIDATE",9592705,"K00288.01",0.9672,4.905e-05,6.366e-05,-2.83923076923077
"CANDIDATE",10386922,"K00289.01",20.62,-0.0002362,0.0002782,-1.25078828828829
"CANDIDATE",10386922,"K00289.02",11.67,-1.643e-05,-1.578e-05,-2.38789473684211
"FALSE POSITIVE",10488450,"K00290.01",1.354,0.002038,-0.0003683,-74.0093708165997
"CANDIDATE",10933561,"K00291.01",18.78,-0.0001865,-5.668e-05,1.61828467153285
"CANDIDATE",10933561,"K00291.02",4.821,-5.756e-05,3.641e-05,-0.155688888888889
"CANDIDATE",11075737,"K00292.01",1.595,5.944e-05,-5.09e-05,-1.03714285714286
"FALSE POSITIVE",11200415,"K00293.01",2.49,0.002338,0.0001715,-82.0110619469027
"CANDIDATE",11259686,"K00294.01",5.183,0.0001423,-0.0002038,-3.84102272727273
"CANDIDATE",11547513,"K00295.01",3.255,7.602e-06,6.342e-05,0.781847133757962
"CANDIDATE",11547513,"K00295.02",5.85,0.0001061,-8.228e-05,-0.835239726027397
"CANDIDATE",11802615,"K00296.01",-5.939,-0.0001265,-3.641e-05,-0.845740740740741
"CANDIDATE",11905011,"K00297.01",2.069,1.076e-05,2.3e-05,0.458580459770115
"CANDIDATE",12785320,"K00298.01",-3.536,-0.0001458,0.0001147,2.33712389380531
"CANDIDATE",12785320,"K00298.02",5.578,-1.679e-05,-0.000178,0.299166666666667
"CANDIDATE",2692377,"K00299.01",-0.2865,5.064e-05,1.991e-05,2.81821052631579
"FALSE POSITIVE",3438975,"K00300.01",1.246,-0.0004526,-0.0002269,6.61770573566085
"CANDIDATE",3642289,"K00301.01",1.798,-3.939e-05,1.957e-05,-1.45906976744186
"CANDIDATE",3642289,"K00301.02",7.171,-0.0001436,-0.000127,1.32421555252387
"CANDIDATE",3662838,"K00302.01",1.607,0.0001101,1.463e-05,0.959857142857143
"CANDIDATE",5966322,"K00303.01",45.19,-0.0001004,0.0006662,3.59509090909091
"CANDIDATE",6029239,"K00304.01",0.5292,6.307e-05,4.606e-05,0.272403225806452
"CANDIDATE",6029239,"K00304.02",1.024,-2.715e-05,1.187e-05,0.667395348837209
"CANDIDATE",6063220,"K00305.01",-0.7135,0.0001683,8.762e-05,0.277405797101449
"CANDIDATE",6071903,"K00306.01",9.022,4.88e-05,0.0001137,2.23459459459459
"CANDIDATE",6289257,"K00307.01",8.119,-3.859e-05,-7.053e-05,-0.579134615384615
"CANDIDATE",6289257,"K00307.02",0.579,-0.0001391,-1.141e-06,-0.52462
"CANDIDATE",6291837,"K00308.01",26.66,0.0001206,-2.242e-05,-0.0646724137931034
"FALSE POSITIVE",7024222,"K00309.01",0.8144,-0.001019,-0.002303,38.7625250501002
"CANDIDATE",7050989,"K00312.01",4.573,-5.483e-07,-2.228e-05,0.748826979472141
"CANDIDATE",7050989,"K00312.02",8.705,-7.669e-05,-4.267e-05,-1.37151515151515
"CANDIDATE",7419318,"K00313.01",12.24,3.233e-05,-3.009e-05,-0.0373314685314685
"CANDIDATE",7419318,"K00313.02",1.825,3.494e-05,3.286e-06,0.468861842105263
"CANDIDATE",7603200,"K00314.01",3.179,-8.085e-05,6.723e-05,-2.08940914158305
"CANDIDATE",7603200,"K00314.02",6.2,3.272e-05,8.338e-05,-0.730928571428571
"CANDIDATE",7603200,"K00314.03",7.25,5.394e-05,-4.545e-05,-0.251063400576369
"CANDIDATE",7700622,"K00315.01",1.894,4.738e-05,-3.147e-05,-1.82527559055118
"CANDIDATE",8008067,"K00316.01",-3.276,-2.066e-05,-0.0008024,1.5543125
"CANDIDATE",8008067,"K00316.02",49.77,-0.0004604,-0.0009338,0.0661984732824427
"CANDIDATE",8008067,"K00316.03",2.034,-7.572e-05,-0.0003585,-0.891927710843373
"CANDIDATE",8121310,"K00317.01",1.567,-5.759e-05,8.469e-05,1.86147540983607
"CANDIDATE",8121310,"K00317.02",-1.655,1.465e-05,-2.532e-05,1.57969892473118
"CANDIDATE",8156120,"K00318.01",-4.768,0,2.315e-05,0.767962962962963
"CANDIDATE",8684730,"K00319.01",6.79,-0.0001425,-0.0001013,-1.32405913978495
"FALSE POSITIVE",8700558,"K00320.01",2.167,0.0002491,0.0004418,-10.912987012987
"CANDIDATE",8753657,"K00321.01",1.177,-2.435e-05,2.52e-05,3.67389312977099
"CANDIDATE",8753657,"K00321.02",0.9063,-2.082e-05,-3.827e-05,1.64597345132743
"FALSE POSITIVE",8948424,"K00322.01",2.51,-0.03629,-0.003887,0.789685863874346
"CANDIDATE",9139084,"K00323.01",2.728,-8.512e-05,9.678e-05,-0.705191122071517
"FALSE POSITIVE",9641041,"K00324.01",1.242,-6.577e-06,-0.0001347,-9.66881720430107
"FALSE POSITIVE",9724984,"K00325.01",2.281,-0.02528,0.01469,119.709986320109
"CANDIDATE",9880467,"K00326.01",0.5813,-0.002696,0.0001289,1.84372670807453
"CANDIDATE",9880467,"K00326.02",3.794,-0.002291,0.0005978,-3.80666666666667
"CANDIDATE",9881662,"K00327.01",-0.7438,-4.876e-05,6.348e-06,0.015615625
"CANDIDATE",9881662,"K00327.02",-13.58,-0.000157,-0.0001094,-0.334775
"FALSE POSITIVE",9895004,"K00328.01",-0.1563,0.0004848,0.001032,-8.33070796460177
"FALSE POSITIVE",10031885,"K00329.01",4.182,-0.0001957,-0.0004832,7.55964601769912
"CANDIDATE",11361646,"K00330.01",0.9808,7.85e-05,1.957e-05,0.434348623853211
"CANDIDATE",11361646,"K00330.02",0.8,-4.707e-05,5.368e-05,1.07845045045045
"CANDIDATE",10285631,"K00331.01",13.25,-3.893e-05,-7.162e-05,0.611230769230769
"CANDIDATE",10285631,"K00331.02",3.8,-6.326e-05,1.633e-05,0.0074396694214876
"CANDIDATE",10290666,"K00332.01",2.214,2.787e-05,1.265e-05,-0.167488188976378
"CANDIDATE",10290666,"K00332.02",3.42,-2.311e-05,1.767e-05,-1.18004494382022
"CANDIDATE",10337258,"K00333.01",-3.249,-2.066e-05,0.0001279,-0.85046875
"FALSE POSITIVE",10383687,"K00334.01",3.891,-0.009879,-0.006247,135.924822695035
"FALSE POSITIVE",10470206,"K00335.01",16.12,-0.0006504,0.000406,7.51824817518248
"FALSE POSITIVE",10518725,"K00336.01",-3.61,-0.003453,0.003171,78.821359223301
"CANDIDATE",10545066,"K00337.01",-4.523,0.0001394,-2.486e-05,0.345176470588235
"CANDIDATE",10552611,"K00338.01",2.481,0.0001924,-7.746e-05,-1.21726804123711
"CANDIDATE",10552611,"K00338.02",0.6354,1.059e-05,6.066e-05,-0.448056818181818
"CANDIDATE",10587105,"K00339.01",0.7708,-2.879e-05,-9.879e-05,1.89271428571429
"CANDIDATE",10587105,"K00339.02",4.781,-3.223e-05,-9.701e-05,1.14955752212389
"CANDIDATE",10587105,"K00339.03",23.7,0.0003192,-1.611e-06,2.00216718266254
"FALSE POSITIVE",10616571,"K00340.01",7.581,0.0007737,0,-1.61007345225603
"CANDIDATE",10878263,"K00341.01",1.219,-6.802e-05,9.287e-06,0.843553811659193
"CANDIDATE",10878263,"K00341.02",2.46,2.113e-05,0.0001348,0.206030769230769
"CANDIDATE",10982872,"K00343.01",0.9563,0.0001001,4.288e-05,2.8434331797235
"CANDIDATE",10982872,"K00343.02",0.9948,1.018e-05,-7.255e-06,0.994336283185841
"CANDIDATE",10982872,"K00343.03",11.01,-1.067e-05,-2.603e-05,0.291226158038147
"CANDIDATE",11015108,"K00344.01",10.71,0.000245,-0.000164,-0.475011160714286
"CANDIDATE",11074541,"K00345.01",19.8,-0.0001581,-5.119e-05,-2.21873873873874
"CANDIDATE",11100383,"K00346.01",5.161,8.93e-05,-0.0001493,-1.57535753575358
"CANDIDATE",11189127,"K00347.01",1.334,-0.001346,-0.00302,-0.00634213649851632
"CANDIDATE",11194032,"K00348.01",4.563,0.0001175,4.054e-05,0.096155737704918
"CANDIDATE",11394027,"K00349.01",-3.575,0.0002986,-0.0004363,0.0451775362318841
"CANDIDATE",11395587,"K00350.01",4.74,1.289e-05,-5.194e-05,-0.114007782101167
"CANDIDATE",11442793,"K00351.01",64.77,-9.382e-05,0.000427,-0.147882822902796
"CANDIDATE",11442793,"K00351.02",1.253,0.000318,0.0004105,-0.908416988416988
"CANDIDATE",11442793,"K00351.03",25.3,0.0001073,-0.0002498,1.08682291666667
"CANDIDATE",11442793,"K00351.04",-9.95,0.0003952,0.0001046,1.79675078864353
"CANDIDATE",11442793,"K00351.05",8.541,-0.0003696,-0.0001436,-0.338902777777778
"CANDIDATE",11442793,"K00351.06",4.086,-1.482e-05,4.227e-05,1.08435897435897
"CANDIDATE",11442793,"K00351.07",4,7.217e-05,-0.0001304,0.20512380952381
"CANDIDATE",11521793,"K00352.01",13.77,9.955e-05,0,-1.5878064516129
"CANDIDATE",11521793,"K00352.02",10.66,1.667e-05,0,0.316779026217228
"CANDIDATE",11566064,"K00353.01",-6.157,5.828e-05,-0.0002041,0.0631318822023047
"CANDIDATE",11566064,"K00353.02",7.193,-7.813e-05,-4.687e-06,1.71015
"CANDIDATE",11566064,"K00353.03",1.648,4.612e-05,7.65e-06,-0.116763565891473
"CANDIDATE",11568987,"K00354.01",3.705,0.0003316,-5.72e-05,1.34532710280374
"CANDIDATE",11568987,"K00354.02",2.738,0.0001345,-1.761e-05,1.53724465558195
"CANDIDATE",11621223,"K00355.01",3.441,2.227e-05,-1.855e-05,0.957741573033708
"CANDIDATE",11624249,"K00356.01",0.8,-0.0002533,-6.571e-05,-0.242322404371585
"FALSE POSITIVE",12017140,"K00358.01",10.26,0.01172,-0.006728,0.102168639053254
"FALSE POSITIVE",12106929,"K00359.01",2.954,0.000141,-0.001072,-3.21154499151104
"FALSE POSITIVE",12107021,"K00360.01",2.947,0.0004892,0.000375,-2.19181102362205
"CANDIDATE",12404954,"K00361.01",1.069,-5.572e-06,-1.063e-05,-1.4275
"FALSE POSITIVE",1571511,"K00362.01",7.37,-0.0001189,9.951e-05,-0.394212076583211
"FALSE POSITIVE",2438070,"K00363.01",0.3063,0.001051,-0.004085,-31.5740223463687
"CANDIDATE",11623629,"K00365.01",15.25,-4.573e-05,-0.0001404,0.386724770642202
"CANDIDATE",3545478,"K00366.01",-2.131,3.21e-05,-8.289e-05,-0.922621776504298
"CANDIDATE",4815520,"K00367.01",7.933,-0.0001202,8.014e-08,-1.77817307692308
"FALSE POSITIVE",6603043,"K00368.01",65.07,8.958e-05,0.0001117,-1.31904218928164
"CANDIDATE",7175184,"K00369.01",1.992,-5.281e-05,-2.911e-06,-1.40897610921502
"CANDIDATE",7175184,"K00369.02",-1.781,-4.505e-05,1.473e-05,0.751740506329114
"CANDIDATE",8494142,"K00370.01",32.11,2.041e-05,-2.254e-05,0.688412017167382
"CANDIDATE",8494142,"K00370.02",13.27,5.998e-05,4.971e-05,1.29118942731278
"FALSE POSITIVE",5652983,"K00371.01",150.7,-0.0006377,0.0004052,2.82141592920354
"CANDIDATE",6471021,"K00372.01",60.91,-0.0004787,0.0007538,-1.620395421436
"CANDIDATE",7364176,"K00373.01",92.56,-8.884e-05,-1.887e-05,-0.57894
"CANDIDATE",8686097,"K00374.01",-11.24,0.0002383,-0.00026,-1.7214161849711
"FALSE POSITIVE",12643589,"K00376.01",6.505,0.05866,0.04227,-86.1310541310541
"FALSE POSITIVE",12643589,"K00376.02",0.7063,-0.001228,0.000995,14.6618677042802
"CANDIDATE",3323887,"K00377.01",-1.519,-0.0001787,0.0004035,0.226839357429719
"FALSE POSITIVE",2449074,"K00378.01",2.472,-0.0108,-0.008007,96.98
"FALSE POSITIVE",2446113,"K00379.01",1.321,-0.0002371,-4.298e-05,6.77623076923077
"CANDIDATE",2446113,"K00379.02",-4.924,-0.0002301,-0.0001179,0.417326388888889
"FALSE POSITIVE",2452450,"K00380.01",4.051,0.008287,0.00778,-59.0290502793296
"FALSE POSITIVE",3230578,"K00381.01",3.169,-4.711e-05,0.0002694,-0.41994750656168
"FALSE POSITIVE",3231137,"K00382.01",1.943,0.02247,0.00862,-123.358518518519
"CANDIDATE",3353050,"K00384.01",3.009,2.317e-05,-3.706e-05,0.662727272727273
"CANDIDATE",3446746,"K00385.01",9.426,0.0001276,0.0001171,-1.0295652173913
"CANDIDATE",3656121,"K00386.01",19.55,-0.0004808,-0.0001187,-0.731795454545455
"CANDIDATE",3656121,"K00386.02",-12.91,0.0001593,0.0006536,-0.946976744186047
"CANDIDATE",3733628,"K00387.01",6.217,6.863e-05,-0.0001153,1.50795306388527
"CANDIDATE",3831053,"K00388.01",-1.28,-1.115e-05,-1.078e-05,-0.359744186046512
"FALSE POSITIVE",3847708,"K00389.01",1.882,-0.005687,-0.002733,71.0967741935484
"FALSE POSITIVE",3849155,"K00390.01",-0.1813,0.0003865,0.0006628,-14.0058548009368
"FALSE POSITIVE",3858804,"K00391.01",-5.987,-0.001462,-0.001892,5.67922077922078
"CANDIDATE",3942670,"K00392.01",16.26,-0.0001494,-0.0004271,0.245449685534591
"CANDIDATE",3942670,"K00392.02",7.939,-5.556e-05,9.193e-06,-0.0549658536585366
"CANDIDATE",3964109,"K00393.01",-1.998,-8.685e-05,-3.387e-05,0.0368246153846154
"FALSE POSITIVE",4159347,"K00394.01",4.526,0.0009346,0.001621,-23.7442922374429
"FALSE POSITIVE",4165960,"K00395.01",3.437,0.0001225,0.002168,-2.1711943793911
"CANDIDATE",4252322,"K00396.01",7.953,-3.883e-05,0.001457,-3.41561743341404
"FALSE POSITIVE",4376644,"K00397.01",3.85,-0.01474,-0.004124,-0.0316195965417867
"CANDIDATE",9946525,"K00398.01",-0.8173,-0.0006393,-0.001273,-1.11531700288184
"CANDIDATE",9946525,"K00398.02",2.531,-2.028e-05,-0.0001652,-0.806366863905325
"CANDIDATE",9946525,"K00398.03",1.109,-6.412e-05,-0.0001254,-2.57118811881188
"FALSE POSITIVE",7289157,"K00399.01",2.547,0.01616,0,-0.0648646288209607
"FALSE POSITIVE",2695110,"K00400.01",7.635,-0.01254,0.02695,22.2022315202232
"CANDIDATE",3217264,"K00401.01",3.998,-9.87e-05,-0.0001831,1.30293427230047
"CANDIDATE",3217264,"K00401.02",2.343,0.0004003,0.0002509,0.242732876712329
"CANDIDATE",3217264,"K00401.03",22.18,0.0001604,-0.0003375,-1.27763358778626
"FALSE POSITIVE",3342592,"K00402.01",8.8,0,0.02083,0.466215827338129
"FALSE POSITIVE",4247092,"K00403.01",0.3188,0.0003154,-0.0002615,0.218981481481481
"FALSE POSITIVE",4949751,"K00404.01",17.4,-0.01306,0.01915,24.2233223322332
"FALSE POSITIVE",5003117,"K00405.01",16.61,0.001759,0.001177,0.12804831625183
"FALSE POSITIVE",5035972,"K00406.01",-8.31,-0.0005093,-0.003767,-0.258777777777778
"FALSE POSITIVE",5218441,"K00407.01",1.812,-0.001944,0.0002254,15.2566371681416
"CANDIDATE",5351250,"K00408.01",5.451,0.0003998,-0.0001835,0.803310185185185
"CANDIDATE",5351250,"K00408.02",5.62,0.0001396,-0.0001034,-0.223905982905983
"CANDIDATE",5351250,"K00408.03",-6.675,-0.0004347,-0.0003213,-0.133992
"CANDIDATE",5351250,"K00408.04",1.474,0.0001184,-0.0001644,-0.12783615819209
"FALSE POSITIVE",5351250,"K00408.05",58.63,-0.001278,0.0004378,1.1212147505423
"CANDIDATE",5444548,"K00409.01",2.159,0.0001208,-4.695e-05,1.39094159713945
"FALSE POSITIVE",5449777,"K00410.01",1.063,0.0002147,0.0006684,-2.0156
"FALSE POSITIVE",5478055,"K00411.01",9.579,0.0001772,0.006505,16.5817796610169
"CANDIDATE",5683743,"K00412.01",0.6094,0.002926,-0.0006801,-1.10172268907563
"CANDIDATE",5791986,"K00413.01",11.07,0.0001157,-7.136e-05,0.701193548387097
"CANDIDATE",5791986,"K00413.02",2.531,-9.197e-05,0.0003534,-0.255224137931034
"FALSE POSITIVE",5872150,"K00414.01",9.74,-0.001247,-0.003894,-2.11819526627219
"FALSE POSITIVE",5872150,"K00414.02",2.963,0.0005063,0.003217,-11.6844702467344
"CANDIDATE",6289650,"K00415.01",115.8,0.0001874,0.001017,-0.0132488262910798
"CANDIDATE",6508221,"K00416.01",7.365,0.0006177,5.89e-05,-1.70828667413214
"CANDIDATE",6508221,"K00416.02",64.21,0.0003282,0.0001687,-1.69640350877193
"CANDIDATE",6508221,"K00416.03",5.891,0.0001337,-0.0002065,0.668047091412742
"FALSE POSITIVE",6879865,"K00417.01",14.12,-0.0003233,-1.645e-07,0.420548340548341
"FALSE POSITIVE",7975727,"K00418.01",15.06,0.0001918,0.0008023,0.442243401759531
"FALSE POSITIVE",8219673,"K00419.01",8.908,-0.002391,-0.006949,-0.693637660485021
"CANDIDATE",8352537,"K00420.01",-0.3042,-0.0004383,0.0003133,-2.02626538987688
"CANDIDATE",9115800,"K00421.01",0.3833,0.0005788,0.001585,1.5231843575419
"FALSE POSITIVE",9214713,"K00422.01",-47.61,0.009159,-0.00216,0.295623188405797
"CANDIDATE",9478990,"K00423.01",-1.349,-0.0003755,2.354e-05,2.86932599724897
"FALSE POSITIVE",9597411,"K00424.01",0.3813,-0.0003813,-3.618e-05,-1.59440353460972
"FALSE POSITIVE",9967884,"K00425.01",-0.1438,0.001212,0.00222,1.71553672316384
"CANDIDATE",10016874,"K00426.01",11.22,0.0003235,0.0001953,0.952540983606557
"CANDIDATE",10189546,"K00427.01",-5.844,-0.0009233,-0.002415,0.497815533980583
"CANDIDATE",10189546,"K00427.02",26.09,-0.0004543,-0.0008018,-0.453751724137931
"CANDIDATE",10189546,"K00427.03",-27.53,-0.0002628,-0.0006225,-1.12559139784946
"CANDIDATE",10418224,"K00428.01",3.29,9.451e-05,0.0001109,0.0198148148148148
"CANDIDATE",10616679,"K00429.01",2.095,0.0001491,-0.0004517,-0.348864265927978
"CANDIDATE",10717241,"K00430.01",5.361,0.0003427,-0.0002181,-0.490506666666667
"CANDIDATE",10717241,"K00430.02",2.016,0.0003884,0.0004113,0.612358490566038
"CANDIDATE",10843590,"K00431.01",-4.025,0.0002604,2.126e-05,0.591777323799796
"CANDIDATE",10843590,"K00431.02",23.63,0.0006085,0.0002681,0.785074626865672
"CANDIDATE",10858832,"K00432.01",2.063,-0.0001959,-0.000224,0.979689521345408
"CANDIDATE",10937029,"K00433.01",-43.75,-0.002255,0.002356,2.91048850574713
"CANDIDATE",10937029,"K00433.02",-0.8594,-0.0003935,0.0003548,2.20239099859353
"FALSE POSITIVE",11656302,"K00434.01",8.888,-0.01257,-0.006245,0.894956140350877
"CANDIDATE",11709124,"K00435.01",5.456,0.0005762,0.0004661,0.221616889804325
"CANDIDATE",11709124,"K00435.03",28.17,-0.0005819,0.0002762,-0.0943062730627306
"CANDIDATE",11709124,"K00435.04",1.595,0.000134,4.654e-05,0.240792452830189
"CANDIDATE",11709124,"K00435.05",22.23,0.0005879,1.688e-06,-0.6438671875
"CANDIDATE",11709124,"K00435.06",4.441,0.000177,0.0002928,-0.972343324250681
"CANDIDATE",11805075,"K00436.01",86.05,0.0004935,-0.000392,-0.0490392670157068
"FALSE POSITIVE",11824222,"K00437.01",-1.953,-0.03243,0.002232,-0.895127840909091
"CANDIDATE",12302530,"K00438.01",-1.333,-0.0001528,-0.0002905,-2.079792147806
"CANDIDATE",12302530,"K00438.02",37.88,0.0004441,-0.00095,-0.244422110552764
"CANDIDATE",12470954,"K00439.01",-0.4042,0.0001357,0.0001804,1.98689956331878
"CANDIDATE",2438264,"K00440.01",7.004,0.0001718,-0.0004335,-2.69768467475193
"CANDIDATE",2438264,"K00440.02",2.808,-0.0002755,-0.0005214,-1.70860869565217
"FALSE POSITIVE",3340312,"K00441.01",11.32,-0.0002789,0.03376,1.65110837438424
"CANDIDATE",3745690,"K00442.01",9.794,-0.0001432,-0.0003827,-1.03083333333333
"CANDIDATE",3745690,"K00442.02",0.9876,-0.0001235,-0.0001034,-0.713571428571429
"CANDIDATE",3745690,"K00442.03",1.51,-0.0001159,-0.0004404,-0.423333333333333
"CANDIDATE",3833007,"K00443.01",7.084,0.000137,6.349e-06,0.453953488372093
"CANDIDATE",3847138,"K00444.01",-1.008,-5.332e-05,6.365e-06,-0.33075
"CANDIDATE",4633570,"K00446.01",-1.214,0.0003789,-0.0004529,0.820552486187845
"CANDIDATE",4633570,"K00446.02",2.268,0.0002377,0.0003033,3.54897727272727
"FALSE POSITIVE",5021176,"K00447.01",2.026,-0.001877,-0.03819,-0.997509727626459
"CANDIDATE",5640085,"K00448.01",3.89,0.0003474,0.0001894,1.84323529411765
"CANDIDATE",5640085,"K00448.02",-0.4427,0.0001772,0.001232,0.0233459119496855
"FALSE POSITIVE",5779852,"K00449.01",155.6,0.0008011,0.0003162,0.0893398294762485
"FALSE POSITIVE",6042214,"K00450.01",8.971,-0.003422,-0.003059,35.9798816568047
"FALSE POSITIVE",6200715,"K00451.01",2.274,0.02596,-0.004278,-102.36943620178
"CANDIDATE",6291033,"K00452.01",0.5381,9.375e-05,-9.277e-05,-0.55825
"FALSE POSITIVE",6758917,"K00453.01",1.119,0,-0.0001041,-2.61181683899557
"CANDIDATE",7098355,"K00454.01",5.469,4.622e-05,-0.0003893,0.924125
