"koi_disposition","kepid","kepoi_name","tce_incl","tce_slogg_prov","wst_depth","tce_albedo_stat","tce_fwm_prao","tce_ingress_sn"
"CANDIDATE",8478994,"K00245.02",87.27,1,3.757,1.131,-5.604e-05,1.03532338308458
"CANDIDATE",11295426,"K00246.01",83.54,1,2.541,-0.3973,-4.282e-05,3.47738139021699
"CANDIDATE",11295426,"K00246.02",85.51,1,0.8327,0.3001,5.118e-05,0.477699041267195
"CANDIDATE",11852982,"K00247.01",87.43,42,80.26,3.059,0.0005753,3.05972045743329
"CANDIDATE",5364071,"K00248.01",85.87,42,30.8,1.332,0.000292,3.625
"CANDIDATE",5364071,"K00248.02",80.5,42,36.75,1.967,0.0003273,1.45956719817768
"CANDIDATE",5364071,"K00248.03",84.77,42,61.99,1.119,-3.725e-06,25.3386190948133
"CANDIDATE",5364071,"K00248.04",88.8,42,106.4,1.35,0.0001609,0.31549394630637
"CANDIDATE",9390653,"K00249.01",88.06,42,53.9,2.993,0.0005224,2.77832947147744
"CANDIDATE",9757613,"K00250.01",87.85,42,83.48,2.798,0.001444,4.43715239154616
"CANDIDATE",9757613,"K00250.02",88.23,42,110.4,3.076,0.001046,4.40944881889764
"CANDIDATE",9757613,"K00250.03",89.67,42,220.6,1.411,0.0003642,0.326326326326326
"CANDIDATE",9757613,"K00250.04",81.62,42,43.28,1.886,0.000243,0.527804642166344
"CANDIDATE",10489206,"K00251.01",86.26,42,39.45,1.828,-0.002341,2.79383950283707
"CANDIDATE",10489206,"K00251.02",86.04,42,48.23,0.6818,-0.0003091,0.144346431435445
"CANDIDATE",11187837,"K00252.01",88.21,42,81.37,2.456,0.0001334,2.59065420560748
"CANDIDATE",11752906,"K00253.01",86.69,42,70.72,1.699,0.0001267,2.30666666666667
"CANDIDATE",11752906,"K00253.02",86.44,42,136.4,2.398,-0.000606,1.87645011600928
"CANDIDATE",5794240,"K00254.01",87.54,43,48.24,-8.961,0.0003089,54.3606036536934
"CANDIDATE",7021681,"K00255.01",89.23,42,107.2,3.275,0.0003092,1.48418756815703
"CANDIDATE",7021681,"K00255.02",88.33,42,75.84,0.4937,0.0005235,0.102979935889825
"FALSE POSITIVE",7021681,"K00255.03",84.36,42,29.18,0.573,-0.0001288,0.11994715984148
"FALSE POSITIVE",11548140,"K00256.01",85.14,30,365.1,0.8904,-0.0008784,0.226506381715643
"CANDIDATE",5514383,"K00257.01",86.11,0,6.273,0.7012,0.0001405,3.46348265644065
"FALSE POSITIVE",11231334,"K00258.01",58.6,5,104.9,-1.703,-0.0007727,5.17388003037206
"FALSE POSITIVE",5790807,"K00259.01",89.63,18,277.4,2.29,-0.00258,266.296217140415
"CANDIDATE",8292840,"K00260.01",89.28,1,12.62,1.263,6.138e-05,2.09101796407186
"CANDIDATE",8292840,"K00260.02",83.11,1,4.591,1.737,1.493e-05,1.86034255599473
"CANDIDATE",8292840,"K00260.03",83.83,1,10.12,2.988,-4.144e-05,5.10826888756692
"CANDIDATE",5383248,"K00261.01",87.59,20,14.55,2.635,-0.0001819,6.32732797916214
"CANDIDATE",11807274,"K00262.01",86.36,1,13.42,2.877,-8.77e-06,0.772082878953108
"CANDIDATE",11807274,"K00262.02",70.44,1,3.229,0.833,-3.192e-06,7.41532976827094
"FALSE POSITIVE",10514430,"K00263.01",89.18,1,-14.05,0,5.173e-05,0.165698763581866
"FALSE POSITIVE",3097346,"K00264.01",64.04,13,7.982,0.9605,-0.004655,5.96337678460583
"CANDIDATE",12024120,"K00265.01",76.46,23,4.87,1.09,4.349e-05,0.779887785930082
"CANDIDATE",7375348,"K00266.01",87.17,23,12.6,2.43,-1.537e-05,1.05585980284775
"CANDIDATE",7375348,"K00266.02",88.13,23,20.71,2.626,-0.0001124,1.61037969853081
"CANDIDATE",3425851,"K00268.01",89.36,1,-13.88,0,0.000119,3.21439393939394
"CANDIDATE",7670943,"K00269.01",84.43,1,6.066,2.173,0,1.90029469548134
"CANDIDATE",6528464,"K00270.01",83.62,0,7.018,2.459,-3.269e-05,1.13360488798371
"CANDIDATE",6528464,"K00270.02",87.67,0,12.17,2.43,-6.429e-05,1.04252998909487
"CANDIDATE",9451706,"K00271.01",87.48,0,20.28,3.135,-0.0002136,2.78764204545455
"CANDIDATE",9451706,"K00271.02",88.54,0,18.49,2.398,-0.000242,1.86419149975574
"CANDIDATE",9451706,"K00271.03",86.39,0,9.482,1.729,-7.829e-05,0.489328876317819
"FALSE POSITIVE",5716763,"K00272.01",75.55,5,3.184,-20.45,2.496e-06,1.81615336266499
"CANDIDATE",3102384,"K00273.01",87.24,0,9.865,2.237,9.328e-05,1.53818700927909
"CANDIDATE",8077137,"K00274.01",87.57,1,9.634,1.62,7.527e-07,0.380482333146383
"CANDIDATE",8077137,"K00274.02",86.28,1,12.48,1.612,-1.107e-05,0.334358523725835
"CANDIDATE",10586004,"K00275.01",85.84,1,12.78,2.431,-1.299e-05,1.02627324171382
"CANDIDATE",10586004,"K00275.02",88.27,1,14.07,1.65,-3.616e-05,1.80450747024563
"CANDIDATE",11133306,"K00276.01",88.65,1,18.51,3.537,0.0002025,2.79416167664671
"CANDIDATE",11401755,"K00277.01",85.47,1,10.44,2.252,-8.509e-06,4.31279620853081
"CANDIDATE",11401755,"K00277.02",51.61,1,7.535,0.2978,-2.489e-05,0.0147453243135694
"CANDIDATE",12314973,"K00279.01",88.64,0,34.94,3.277,3.175e-05,8.3003300330033
"CANDIDATE",12314973,"K00279.02",82.83,0,20.4,3.251,-3.356e-05,5.4526558891455
"CANDIDATE",12314973,"K00279.03",80.55,0,7.74,1.314,-7.683e-06,0.327675624705328
"CANDIDATE",4141376,"K00280.01",87,1,9.099,2.94,5.744e-06,2.73564768003595
"CANDIDATE",4143755,"K00281.01",86.5,1,8.728,2.31,1.187e-05,1.80418788907753
"CANDIDATE",5088536,"K00282.01",88.29,0,10.51,2.134,2.016e-05,3.2155225096761
"CANDIDATE",5088536,"K00282.02",84.08,0,9.398,2.03,-2.189e-05,0.474750440399295
"CANDIDATE",5088536,"K00282.03",89.7,0,11.12,0.5357,-2.686e-05,0.13323124042879
"CANDIDATE",5695396,"K00283.01",87.54,20,14.82,2.473,4.58e-05,2.68101028999065
"CANDIDATE",5695396,"K00283.02",87.87,20,14.92,1.506,1.704e-05,0.384711388455538
"CANDIDATE",6021275,"K00284.01",79.62,23,6.919,1.863,-0.0001089,1.51938645078824
"CANDIDATE",6021275,"K00284.02",84.94,23,13.51,2.371,-1.598e-05,4.33474976392823
"CANDIDATE",6021275,"K00284.03",81.8,23,5.956,1.477,6.599e-05,0.562247838616715
"CANDIDATE",6021275,"K00284.04",89.57,23,33.84,0.8835,-5.894e-05,0.172325787838438
"CANDIDATE",6196457,"K00285.01",86.28,1,13.68,2.817,-4.106e-07,2.34602649006623
"CANDIDATE",6196457,"K00285.02",86.4,1,15.03,2.65,-5.984e-05,1.75708154506438
"CANDIDATE",6196457,"K00285.03",87.5,1,15.29,2.154,-1.481e-05,1.01549491211841
"FALSE POSITIVE",8258171,"K00286.01",74.79,7,85.71,0.8323,0.001145,51.0161443494777
"FALSE POSITIVE",8703887,"K00287.01",88.73,13,299.2,2.288,-0.001949,39.3333333333333
"CANDIDATE",9592705,"K00288.01",85.3,1,7.257,1.668,4.905e-05,1.33718411552347
"CANDIDATE",10386922,"K00289.01",89.78,23,95.65,1.917,-0.0002362,9.5
"CANDIDATE",10386922,"K00289.02",87.53,23,27.16,2.356,-1.643e-05,2.11561318206375
"FALSE POSITIVE",10488450,"K00290.01",79.48,13,20.98,1.531,0.002038,0.962324393358876
"CANDIDATE",10933561,"K00291.01",88,23,16.5,1.588,-0.0001865,0.906609195402299
"CANDIDATE",10933561,"K00291.02",86.61,23,15.65,1.016,-5.756e-05,0.260696076258036
"CANDIDATE",11075737,"K00292.01",80.89,20,10.14,1.458,5.944e-05,0.661619486504279
"FALSE POSITIVE",11200415,"K00293.01",66.39,5,10.52,1.383,0.002338,4.22135922330097
"CANDIDATE",11259686,"K00294.01",88.42,23,35.67,2.468,0.0001423,1.08757850662945
"CANDIDATE",11547513,"K00295.01",81.86,23,16.76,2.682,7.602e-06,2.0462341536167
"CANDIDATE",11547513,"K00295.02",87.3,23,22.44,1.249,0.0001061,0.25715695952616
"CANDIDATE",11802615,"K00296.01",87.53,23,28.05,2.547,-0.0001265,2.33837934105076
"CANDIDATE",11905011,"K00297.01",82.08,23,9.442,1.631,1.076e-05,0.656197230665316
"CANDIDATE",12785320,"K00298.01",88.31,23,24.07,1.114,-0.0001458,0.259073672806067
"CANDIDATE",12785320,"K00298.02",88.04,23,28.83,2.423,-1.679e-05,2.69133888781244
"CANDIDATE",2692377,"K00299.01",72.83,20,20.07,1.393,5.064e-05,0.859508852084523
"FALSE POSITIVE",3438975,"K00300.01",40.75,5,3.909,-2.24,-0.0004526,36.6847090663058
"CANDIDATE",3642289,"K00301.01",79.31,23,9.39,1.872,-3.939e-05,1.92157894736842
"CANDIDATE",3642289,"K00301.02",83.57,23,11.67,1.618,-0.0001436,0.392827356130108
"CANDIDATE",3662838,"K00302.01",87.7,5,31.71,1.599,0.0001101,4.05524419535628
"CANDIDATE",5966322,"K00303.01",89.15,23,28.87,2.351,-0.0001004,2.66666666666667
"CANDIDATE",6029239,"K00304.01",87.04,23,15.95,2.267,6.307e-05,2.02281609802472
"CANDIDATE",6029239,"K00304.02",81.07,23,4.941,0.8357,-2.715e-05,0.253297782767331
"CANDIDATE",6063220,"K00305.01",82.53,20,11.79,1.912,0.0001683,2.08087679516251
"CANDIDATE",6071903,"K00306.01",88.87,23,24.63,2.205,4.88e-05,1.30787878787879
"CANDIDATE",6289257,"K00307.01",87.28,23,20.63,2.246,-3.859e-05,0.84746778543602
"CANDIDATE",6289257,"K00307.02",80.72,23,8.759,1.753,-0.0001391,0.573388640714741
"CANDIDATE",6291837,"K00308.01",87.53,23,42.7,3.144,0.0001206,8.84442986771619
"FALSE POSITIVE",7024222,"K00309.01",75.01,7,9.004,1.036,-0.001019,0.291176470588235
"CANDIDATE",7050989,"K00312.01",86.31,23,7.892,1.559,-5.483e-07,1.40928019036288
"CANDIDATE",7050989,"K00312.02",87.15,23,17.54,2.6,-7.669e-05,1.06241266884024
"CANDIDATE",7419318,"K00313.01",87.75,16,21.66,2.437,3.233e-05,2.07915717539863
"CANDIDATE",7419318,"K00313.02",85.02,16,13.53,2.208,3.494e-05,1.24173748819641
"CANDIDATE",7603200,"K00314.01",87.74,42,21.66,3.043,-8.085e-05,3.65745995711943
"CANDIDATE",7603200,"K00314.02",87.55,42,24.4,1.354,3.272e-05,29.5113230035757
"CANDIDATE",7603200,"K00314.03",78.54,42,22.16,0.2573,5.394e-05,11.9401896425966
"CANDIDATE",7700622,"K00315.01",88.7,23,22.67,2.249,4.738e-05,3.3502653525398
"CANDIDATE",8008067,"K00316.01",87.65,23,10.47,1.438,-2.066e-05,1.29324169530355
"CANDIDATE",8008067,"K00316.02",89.6,23,78.37,2.518,-0.0004604,0.861008073314423
"CANDIDATE",8008067,"K00316.03",87.04,23,21.33,1.721,-7.572e-05,0.484064491938508
"CANDIDATE",8121310,"K00317.01",87.3,23,27.77,2.586,-5.759e-05,1.78556485355649
"CANDIDATE",8121310,"K00317.02",67.3,23,13.92,1.995,1.465e-05,1.49289368959636
"CANDIDATE",8156120,"K00318.01",88.6,23,62.98,2.003,0,8.72
"CANDIDATE",8684730,"K00319.01",88.2,0,24.15,2.43,-0.0001425,29.5777636325058
"FALSE POSITIVE",8700558,"K00320.01",84.24,5,103.1,2.423,0.0002491,0.532879818594104
"CANDIDATE",8753657,"K00321.01",74.65,23,8.311,1.68,-2.435e-05,1.09754637941352
"CANDIDATE",8753657,"K00321.02",81.12,23,4.273,0.939,-2.082e-05,0.312079634113532
"FALSE POSITIVE",8948424,"K00322.01",84.07,15,781.3,4.431,-0.03629,117.96631316282
"CANDIDATE",9139084,"K00323.01",85.62,23,12.44,1.7,-8.512e-05,2.27548335430729
"FALSE POSITIVE",9641041,"K00324.01",75.87,5,13.71,1.287,-6.577e-06,0.616549486208761
"FALSE POSITIVE",9724984,"K00325.01",79.79,5,18.47,0.7217,-0.02528,40.5199141426187
"CANDIDATE",9880467,"K00326.01",87.43,4,68.91,-4.292,-0.002696,0.497980070024239
"CANDIDATE",9880467,"K00326.02",88.3,4,211.6,2.141,-0.002291,1.97312373225152
"CANDIDATE",9881662,"K00327.01",77.02,23,8.329,1.494,-4.876e-05,0.864197530864198
"CANDIDATE",9881662,"K00327.02",88.33,23,43.81,2.315,-0.000157,1.49562634098036
"FALSE POSITIVE",9895004,"K00328.01",82.77,4,10.12,-0.8022,0.0004848,2.05944798301486
"FALSE POSITIVE",10031885,"K00329.01",62.8,7,57.09,0.5991,-0.0001957,25.0742574257426
"CANDIDATE",11361646,"K00330.01",80.71,32,20.5,2.332,7.85e-05,1.57152999645012
"CANDIDATE",11361646,"K00330.02",65.45,32,5.457,0.6217,-4.707e-05,0.250216150786789
"CANDIDATE",10285631,"K00331.01",85.06,23,25.7,1.759,-3.893e-05,2.63022113022113
"CANDIDATE",10285631,"K00331.02",88.37,23,35.28,0.4159,-6.326e-05,0.0862431896978702
"CANDIDATE",10290666,"K00332.01",81.86,23,5.648,0.8701,2.787e-05,0.882716049382716
"CANDIDATE",10290666,"K00332.02",78.93,23,12.69,0.9091,-2.311e-05,0.185878962536023
"CANDIDATE",10337258,"K00333.01",86.23,5,38.68,1.741,-2.066e-05,1.21458823529412
"FALSE POSITIVE",10383687,"K00334.01",74.78,13,46.45,1.338,-0.009879,11.9709302325581
"FALSE POSITIVE",10470206,"K00335.01",88.14,7,21.97,1.62,-0.0006504,6.33084577114428
"FALSE POSITIVE",10518725,"K00336.01",88,5,84.95,1.284,-0.003453,0.239495798319328
"CANDIDATE",10545066,"K00337.01",87.45,32,29.09,1.625,0.0001394,0.573994867408041
"CANDIDATE",10552611,"K00338.01",83.77,16,16.09,1.809,0.0001924,0.998661759785882
"CANDIDATE",10552611,"K00338.02",79.07,16,11.04,0.6894,1.059e-05,0.175785797438882
"CANDIDATE",10587105,"K00339.01",72.72,16,6.597,-0.6723,-2.879e-05,1.0495
"CANDIDATE",10587105,"K00339.02",84.07,16,29.41,2.193,-3.223e-05,2.55844155844156
"CANDIDATE",10587105,"K00339.03",85.03,16,29.23,1.82,0.0003192,2.68927562100253
"FALSE POSITIVE",10616571,"K00340.01",89.91,3,413.9,0,0.0007737,-0.3077
"CANDIDATE",10878263,"K00341.01",86.95,23,28.69,2.407,-6.802e-05,1.19241773962804
"CANDIDATE",10878263,"K00341.02",82.04,23,14.69,1.564,2.113e-05,0.97865072587532
"CANDIDATE",10982872,"K00343.01",79.7,16,11.68,0.9809,0.0001001,4.43916144370002
"CANDIDATE",10982872,"K00343.02",68.16,16,7.62,-0.5611,1.018e-05,2.41778774289985
"CANDIDATE",10982872,"K00343.03",88.57,16,31.91,1.107,-1.067e-05,0.261049723756906
"CANDIDATE",11015108,"K00344.01",88.85,23,49.96,3.059,0.000245,2.71180787191461
"CANDIDATE",11074541,"K00345.01",88.84,3,35.01,2.756,-0.0001581,2.15263157894737
"CANDIDATE",11100383,"K00346.01",87.46,32,43.77,3.021,8.93e-05,2.46374730796841
"CANDIDATE",11189127,"K00347.01",82.67,13,611.8,0.3756,-0.001346,736.194895591647
"CANDIDATE",11194032,"K00348.01",88.34,32,44.15,3.124,0.0001175,7.73128834355828
"CANDIDATE",11394027,"K00349.01",87.82,32,31.73,2.442,0.0002986,1.45430533544638
"CANDIDATE",11395587,"K00350.01",83.81,32,34.93,1.568,1.289e-05,21.8345905172414
"CANDIDATE",11442793,"K00351.01",89.93,23,51.57,1.021,-9.382e-05,13.066163410302
"CANDIDATE",11442793,"K00351.02",89.97,23,-84.95,0,0.000318,4.55788761002031
"CANDIDATE",11442793,"K00351.03",88.4,23,73.6,2.662,0.0001073,1.95816015516764
"CANDIDATE",11442793,"K00351.04",88.45,23,-6.761,0,0.0003952,2.6685393258427
"CANDIDATE",11442793,"K00351.05",88.74,23,74.38,2.476,-0.0003696,1.86844750825793
"CANDIDATE",11442793,"K00351.06",76.02,23,26.94,2.638,-1.482e-05,1.19455110623514
"CANDIDATE",11442793,"K00351.07",75.34,23,31.99,2.675,7.217e-05,2.19127943984723
"CANDIDATE",11521793,"K00352.01",87.07,16,40.61,2.324,9.955e-05,2.58953271028037
"CANDIDATE",11521793,"K00352.02",90,16,53.05,0.4734,1.667e-05,0.0964848484848485
"CANDIDATE",11566064,"K00353.01",89.45,16,183.3,2.425,5.828e-05,29.1601132431582
"CANDIDATE",11566064,"K00353.02",88.48,16,67.54,1.803,-7.813e-05,0.560845275686179
"CANDIDATE",11566064,"K00353.03",84.8,16,32.58,1.248,4.612e-05,0.286541005291005
"CANDIDATE",11568987,"K00354.01",86.97,4,20.21,1.956,0.0003316,1.80328738069989
"CANDIDATE",11568987,"K00354.02",83.2,4,16.32,1.428,0.0001345,0.344383373411199
"CANDIDATE",11621223,"K00355.01",82.89,23,9.689,1.205,2.227e-05,1.1644623346751
"CANDIDATE",11624249,"K00356.01",75.06,7,5.74,-14.39,-0.0002533,8.86174767061194
"FALSE POSITIVE",12017140,"K00358.01",88.94,18,1133,3.143,0.01172,503.047687343134
"FALSE POSITIVE",12106929,"K00359.01",71.67,7,70.07,3.896,0.000141,5.20320707768869
"FALSE POSITIVE",12107021,"K00360.01",64.17,4,32.46,0.6178,0.0004892,20.4513064133017
"CANDIDATE",12404954,"K00361.01",77.64,23,8.611,1.179,-5.572e-06,1.04749223257878
"FALSE POSITIVE",1571511,"K00362.01",89.3,7,184.8,2.271,-0.0001189,212.086457873842
"FALSE POSITIVE",2438070,"K00363.01",55.93,7,24.94,-1.472,0.001051,56.4394993045897
"CANDIDATE",11623629,"K00365.01",89,23,23.7,2.932,-4.573e-05,6.34823977164605
"CANDIDATE",3545478,"K00366.01",89.34,4,65.95,1.995,3.21e-05,47.3647642679901
"CANDIDATE",4815520,"K00367.01",89.64,23,25,2.505,-0.0001202,3.73721055465805
"FALSE POSITIVE",6603043,"K00368.01",89.18,7,30.27,2.258,8.958e-05,206.77146311971
"CANDIDATE",7175184,"K00369.01",85.04,23,11.75,1.647,-5.281e-05,0.487083333333333
"CANDIDATE",7175184,"K00369.02",86.35,23,9.172,1.376,-4.505e-05,0.423925667828107
"CANDIDATE",8494142,"K00370.01",88.11,1,19.63,3.077,2.041e-05,2.48694665153235
"CANDIDATE",8494142,"K00370.02",84.54,1,17.86,3.407,5.998e-05,3.25203516769782
"FALSE POSITIVE",5652983,"K00371.01",89.78,0,189.6,1.932,-0.0006377,27.2246313963573
"CANDIDATE",6471021,"K00372.01",90,44,74.16,2.848,-0.0004787,18.8848620016727
"CANDIDATE",7364176,"K00373.01",89.51,23,29.96,2.144,-8.884e-05,1.67869350550703
"CANDIDATE",8686097,"K00374.01",89.55,23,37.27,2.729,0.0002383,1.99729206963249
"FALSE POSITIVE",12643589,"K00376.01",88.64,7,72.57,0.8978,0.05866,10.4046563192905
"FALSE POSITIVE",12643589,"K00376.02",78.88,7,64.93,1.652,-0.001228,0.623100303951368
"CANDIDATE",3323887,"K00377.01",88.66,45,-146.4,0,-0.0001787,11.935415338857
"FALSE POSITIVE",2449074,"K00378.01",80.91,13,90.5,1.387,-0.0108,0.679981421272643
"FALSE POSITIVE",2446113,"K00379.01",84.33,16,17.99,1.666,-0.0002371,0.971091205211726
"CANDIDATE",2446113,"K00379.02",83.92,16,36.12,2.204,-0.0002301,1.68137254901961
"FALSE POSITIVE",2452450,"K00380.01",77.17,18,47.21,3.353,0.008287,10.8210180623974
"FALSE POSITIVE",3230578,"K00381.01",85.36,13,147,2.004,-4.711e-05,77.466307277628
"FALSE POSITIVE",3231137,"K00382.01",69.28,7,53.97,2.152,0.02247,46.1577868852459
"CANDIDATE",3353050,"K00384.01",75.62,23,9.209,0.186,2.317e-05,1.40483056957462
"CANDIDATE",3446746,"K00385.01",86.93,32,32.73,2.021,0.0001276,0.546490546490547
"CANDIDATE",3656121,"K00386.01",89.02,16,43.77,2,-0.0004808,0.830810628994282
"CANDIDATE",3656121,"K00386.02",89.16,16,73.51,2.309,0.0001593,1.39711092940856
"CANDIDATE",3733628,"K00387.01",87.57,4,16.4,1.556,6.863e-05,2.85689655172414
"CANDIDATE",3831053,"K00388.01",76.86,3,12.99,1.114,-1.115e-05,3.08993212669683
"FALSE POSITIVE",3847708,"K00389.01",68.87,7,55.44,1.336,-0.005687,32.4182242990654
"FALSE POSITIVE",3849155,"K00390.01",73.14,7,8.769,-0.3885,0.0003865,0.553680262541022
"FALSE POSITIVE",3858804,"K00391.01",76.78,4,421.7,0.6135,-0.001462,34.5067698259188
"CANDIDATE",3942670,"K00392.01",85.25,16,25.65,1.947,-0.0001494,2.54581280788177
"CANDIDATE",3942670,"K00392.02",84.55,16,24.86,1.09,-5.556e-05,0.222803904170364
"CANDIDATE",3964109,"K00393.01",87.25,23,18.41,1.69,-8.685e-05,0.573127477571458
"FALSE POSITIVE",4159347,"K00394.01",82.53,5,382.3,0.7451,0.0009346,63.696715583508
"FALSE POSITIVE",4165960,"K00395.01",80.68,18,26.64,0.5459,0.0001225,20.2000645369474
"CANDIDATE",4252322,"K00396.01",88.69,7,31.88,1.159,-3.883e-05,18.2538638605722
"FALSE POSITIVE",4376644,"K00397.01",89.11,7,94.27,1.747,-0.01474,192.994869980541
"CANDIDATE",9946525,"K00398.01",89.41,26,170.8,3.185,-0.0006393,18.0513629195765
"CANDIDATE",9946525,"K00398.02",84.95,26,24.63,0.8235,-2.028e-05,2.03137902559868
"CANDIDATE",9946525,"K00398.03",75.69,26,28.74,1.151,-6.412e-05,0.74135446685879
"FALSE POSITIVE",7289157,"K00399.01",85.08,4,5741,3.428,0.01616,369.679178024743
"FALSE POSITIVE",2695110,"K00400.01",87.69,7,77.83,1.29,-0.01254,61.135450894487
"CANDIDATE",3217264,"K00401.01",88.54,16,19.86,1.327,-9.87e-05,4.81876724931003
"CANDIDATE",3217264,"K00401.02",89.59,16,142,3.253,0.0004003,3.70512286547272
"CANDIDATE",3217264,"K00401.03",88.03,16,58.38,2.497,0.0001604,1.21538225360761
"FALSE POSITIVE",3342592,"K00402.01",89.07,7,561.5,2.409,0,111.309648938407
"FALSE POSITIVE",4247092,"K00403.01",88.84,32,149.2,1.406,0.0003154,13.7311935807422
"FALSE POSITIVE",4949751,"K00404.01",86.29,7,70.78,1.526,-0.01306,102.649708532061
"FALSE POSITIVE",5003117,"K00405.01",88.86,7,719.6,3.263,0.001759,139.536567704562
"FALSE POSITIVE",5035972,"K00406.01",88.64,7,1195,2.448,-0.0005093,175.622208040842
"FALSE POSITIVE",5218441,"K00407.01",76.63,7,224.5,2.265,-0.001944,45.4209065679926
"CANDIDATE",5351250,"K00408.01",85.32,16,42.85,2.122,0.0003998,3.63856502242152
"CANDIDATE",5351250,"K00408.02",87.44,16,73.97,2.435,0.0001396,0.888664648503195
"CANDIDATE",5351250,"K00408.03",86.73,16,90.07,2.5,-0.0004347,3.87738853503185
"CANDIDATE",5351250,"K00408.04",79.52,16,38.6,1.136,0.0001184,0.257789576638256
"FALSE POSITIVE",5351250,"K00408.05",89.57,16,185.4,1.064,-0.001278,0.235249621785174
"CANDIDATE",5444548,"K00409.01",86.02,32,26.89,2.505,0.0001208,2.36033519553073
"FALSE POSITIVE",5449777,"K00410.01",86.07,7,19.68,-1.581,0.0002147,97.8688185392096
"FALSE POSITIVE",5478055,"K00411.01",83.57,7,80.71,1.803,0.0001772,26.5821447437929
"CANDIDATE",5683743,"K00412.01",85.79,7,17.02,-2.353,0.002926,7.79209862706641
"CANDIDATE",5791986,"K00413.01",88.19,7,51.55,2.073,0.0001157,1.40678799803246
"CANDIDATE",5791986,"K00413.02",87.72,7,94.94,2.755,-9.197e-05,2.40422378658763
"FALSE POSITIVE",5872150,"K00414.01",88.96,7,428.6,2.387,-0.001247,139.203539823009
"FALSE POSITIVE",5872150,"K00414.02",79.54,7,23.72,1.514,0.0005063,2.82226469182991
"CANDIDATE",6289650,"K00415.01",89.83,32,65.43,2.306,0.0001874,5.73974260257397
"CANDIDATE",6508221,"K00416.01",87.96,23,20.44,1.678,0.0006177,4.60952380952381
"CANDIDATE",6508221,"K00416.02",89.38,23,68.67,2.595,0.0003282,2.83384346305203
"CANDIDATE",6508221,"K00416.03",78.2,23,22.07,0.175,0.0001337,5.74652777777778
"FALSE POSITIVE",6879865,"K00417.01",88.29,7,74.79,1.587,-0.0003233,119.622641509434
"FALSE POSITIVE",7975727,"K00418.01",88.12,7,493.9,4.988,0.0001918,100.512445095168
"FALSE POSITIVE",8219673,"K00419.01",87.88,7,51.88,1.168,-0.002391,216.334661354582
"CANDIDATE",8352537,"K00420.01",86.73,7,34.86,2.367,-0.0004383,5.9392552527564
"CANDIDATE",9115800,"K00421.01",87.18,7,48.55,-2.642,0.0005788,40.5876685934489
"FALSE POSITIVE",9214713,"K00422.01",89.92,7,170.8,2.189,0.009159,4.07889990982867
"CANDIDATE",9478990,"K00423.01",89.47,46,55.21,1.227,-0.0003755,24.3782753692234
"FALSE POSITIVE",9597411,"K00424.01",76.43,7,28.51,-62.33,-0.0003813,1230.84384093113
"FALSE POSITIVE",9967884,"K00425.01",86.41,7,166.1,0.2844,0.001212,289.100241545894
"CANDIDATE",10016874,"K00426.01",87.45,7,54.71,1.928,0.0003235,1.9047619047619
"CANDIDATE",10189546,"K00427.01",89.09,26,106.3,2.337,-0.0009233,1.09862187769165
"CANDIDATE",10189546,"K00427.02",88.98,26,110.2,2.038,-0.0004543,0.759059122695486
"CANDIDATE",10189546,"K00427.03",89.22,26,208.6,2.625,-0.0002628,1.55351477709133
"CANDIDATE",10418224,"K00428.01",86.66,47,23.85,-3.203,9.451e-05,12.6760563380282
"CANDIDATE",10616679,"K00429.01",87.49,7,52.5,2.632,0.0001491,3.73101148573546
"CANDIDATE",10717241,"K00430.01",88.74,42,75.58,2.262,0.0003427,0.794396961063628
"CANDIDATE",10717241,"K00430.02",86.88,42,58.17,0.5526,0.0003884,0.132123799359658
"CANDIDATE",10843590,"K00431.01",87.95,7,68.92,2.622,0.0002604,2.55272727272727
"CANDIDATE",10843590,"K00431.02",89.06,7,70.51,2.048,0.0006085,1.00501451570335
"CANDIDATE",10858832,"K00432.01",84.46,7,23.25,1.22,-0.0001959,4.31636726546906
"CANDIDATE",10937029,"K00433.01",89.75,23,41.11,0.5858,-0.002255,29.7714221371467
"CANDIDATE",10937029,"K00433.02",84.55,23,25.92,0.4665,-0.0003935,4.578450985996
"FALSE POSITIVE",11656302,"K00434.01",87.4,7,1387,3.022,-0.01257,163.499245852187
"CANDIDATE",11709124,"K00435.01",88.19,16,32.86,1.686,0.0005762,2.39100562148657
"CANDIDATE",11709124,"K00435.03",88.56,16,129,1.07,-0.0005819,0.264066390041494
