"koi_disposition","kepid","kepoi_name","tce_ingress","tce_model_chisq","tce_minmesd","tce_fwm_srao","tce_fwm_prao","tce_impact_sn","tce_depth_sn","tce_eqt_sn","tce_smet_sn","tce_fwm_sdeco_sn"
"CANDIDATE",10730703,"K02327.01",0.2897,5237,0.6823,-0.2051,9.364e-05,4.67481789802289,21.9215938303342,18.9463220675944,1.2,2.28528528528529
"CANDIDATE",8007644,"K02328.01",0.294,2013,-3.208,-0.3369,0.0001622,1.11971729410068,20.3134153485647,10.4347826086957,0,-0.291076115485564
"CANDIDATE",11192235,"K02329.01",0.1202,9935,0.6779,0.5172,-0.0001384,3.39622641509434,16.3265306122449,28.7857142857143,-1.86666666666667,2.1768149882904
"FALSE POSITIVE",8582291,"K02330.01",0.281,14500,0.613,11.48,-0.001616,4.69872122762148,16.7781227609267,13.2904608788853,-0.8,-16.7317073170732
"CANDIDATE",12401863,"K02331.01",0.1171,8635,-0.3587,-1.006,9.969e-05,2.25496183206107,21.6575922565033,16.4027149321267,1.06666666666667,1.39573770491803
"CANDIDATE",5534941,"K02332.01",0.2288,15290,1.035,-0.1768,1.521e-05,4.28935965334617,23.8069414316703,6.61691542288557,0.533333333333333,1.3925641025641
"CANDIDATE",11121752,"K02333.01",0.1896,7902,2.206,-0.1526,4.684e-06,3.51019622931897,18.2980277574872,15.1202749140893,-1.06666666666667,2.20790629575403
"CANDIDATE",11121752,"K02333.02",0.2229,3293,4.993,-0.7662,8.543e-05,3.96297890658631,16.1065471745083,15.1428571428571,-1.06666666666667,-0.795244215938303
"CANDIDATE",2990873,"K02335.01",0.1564,1733,10.56,-0.4916,6.951e-05,1.36135528208407,19.2459736456808,20.4229607250755,0,-0.881759379042691
"FALSE POSITIVE",6142862,"K02336.01",1.187,5063,0.7344,5.149,-0.001376,136.18118466899,12.7522935779817,22.0774647887324,-2.53333333333333,31.6765578635015
"CANDIDATE",5599774,"K02337.01",0.1131,2100,1.762,1.112,-0.000905,0.28641370869033,18.782125492012,23.7162162162162,-1.26666666666667,0.735155279503106
"CANDIDATE",8099138,"K02338.01",0.4142,741.7,1.526,0.3239,-7.033e-05,2.87150084317032,18.9063021007002,19,0.933333333333333,2.38772213247173
"CANDIDATE",7033233,"K02339.01",0.0157,7754,1.054,-0.5135,0.0001305,5.70433051269288e-05,17.2693726937269,33.7792642140468,0.4,0.0553947368421053
"CANDIDATE",8681734,"K02340.01",0.2248,3427,3.976,-0.7809,0.0002083,2.82255025125628,18.7741456166419,27.2131147540984,0.933333333333333,-0.178129298486933
"FALSE POSITIVE",10232693,"K02341.01",0.08685,8687,0.6531,-3.876,0.0003169,2.59608182080092,13.2560483870968,3.88508891928865,-1.08571428571429,9.55813953488372
"CANDIDATE",10212441,"K02342.01",1.416,4394,3.106,-0.4701,4.184e-05,114.23207790684,18.5205086870858,10.8634772462077,-2.66666666666667,-1.3083185840708
"FALSE POSITIVE",10212441,"K02342.02",0.1676,237.8,-86.02,-0.7719,0.0001726,0.120251637366425,6.68308702791461,10.8695652173913,-2.66666666666667,0.399527559055118
"FALSE POSITIVE",6119141,"K02343.01",0.5883,984.3,19.41,0.4713,0.0003372,29.9431279620853,17.1690745802421,10.8657243816254,-0.4,2.04109589041096
"CANDIDATE",8247771,"K02344.01",0.1336,14870,-0.1719,-0.2285,7.582e-05,2.25652610441767,15.4852320675105,26.1160714285714,0.2,-1.3779086892489
"CANDIDATE",5629538,"K02345.01",0.266,2446,4.884,0.08305,4.327e-05,2.06187818490658,18.2496863237139,10.3002610966057,-1.2,0.425811965811966
"CANDIDATE",8561231,"K02346.01",0.4323,2041,0.7524,1.038,-0.0007197,2.73981824301582,20.4267931238886,12.6914153132251,-0.6,0.786645962732919
"CANDIDATE",8235924,"K02347.01",0.09818,26870,0.2422,0.7129,-8.366e-05,3.8659217877095,22.725908135695,34.8973607038123,1.6,-1.57227138643068
"CANDIDATE",6941084,"K02348.01",0.4173,1112,-13.56,-0.02149,0.0001246,1.09424943988051,19.7148394241418,9.6137339055794,-0.133333333333333,0.511095505617978
"CANDIDATE",6200235,"K02350.01",0.1352,14670,-0.2125,0.5784,-0.0002266,4.39902676399027,22.9252259654889,9.94047619047619,0.56,1.20350404312668
"CANDIDATE",1872821,"K02351.01",0.6617,3277,2.438,1.276,-0.0004098,26.3684503901895,16.9312906220984,29.4833948339483,-0.266666666666667,-1.23065693430657
"CANDIDATE",8013439,"K02352.01",0.1235,6876,3.095,-0.8139,3.555e-05,5.710643722116,25.2299245024022,9.81366459627329,-2.13333333333333,-0.622929936305732
"CANDIDATE",8013439,"K02352.02",0.13,2379,2.275,0.6528,-2.427e-05,4.05390835579515,19.6681505463375,9.83333333333333,-2.13333333333333,-0.318727915194346
"CANDIDATE",8013439,"K02352.03",0.06702,2467,-0.5875,0.04752,4.025e-06,2.96299966963991,15.516115871073,9.85815602836879,-2.13333333333333,0.406024096385542
"CANDIDATE",12505654,"K02353.01",0.1145,2965,2.627,0.5392,-0.0004523,2.45626025150355,12.7733496832209,17.6954732510288,0,-0.275697865353038
"CANDIDATE",7215678,"K02354.01",0.08311,13850,0.795,0.05253,0.0002145,4.92072170585019,24.5072478882052,9.72375690607735,-0.866666666666667,-1.7777397260274
"CANDIDATE",11670125,"K02355.01",0.1564,12640,-0.275,0.7168,-0.0002092,3.44827586206897,18.3505976095618,22.8222996515679,-0.0666666666666667,-0.30546875
"CANDIDATE",11461844,"K02356.01",0.2443,3438,3.106,0.7985,-0.0001387,1.93497558810475,16.1309523809524,9.65102286401925,0,0.158831168831169
"CANDIDATE",7449554,"K02357.01",0.1939,11480,-0.6,-0.283,9.268e-05,1.90686169068617,16.5062111801242,11.0958904109589,1.06666666666667,3.80851063829787
"CANDIDATE",7449554,"K02357.02",0.05662,-1,6.067,0,0,-0.1,-1019,-863,1.06666666666667,0
"CANDIDATE",5716932,"K02358.01",0.3561,1336,13.21,-0.3273,6.467e-05,1.95070791819612,22.4583333333333,11.9473684210526,1.6,0.547987616099071
"FALSE POSITIVE",8179325,"K02359.01",3.537,16510,-0.6334,-15.28,0.004661,34.3991640543365,9.09383221280327,18.9041095890411,-0.133333333333333,-432.944228274968
"FALSE POSITIVE",7515670,"K02360.01",0.1605,26730,0.3643,-15.8,0.001455,2.28871989860583,14.4801748360912,10.609756097561,-1.42857142857143,-13.4557235421166
"CANDIDATE",11566256,"K02361.01",0.0402,2760,0.5844,-0.8464,0.000126,0.328571428571429,17.5955555555556,10.3960396039604,0.233333333333333,-1.10502512562814
"FALSE POSITIVE",8495415,"K02362.01",0.0652,6380,0.6778,0.4159,-0.0001114,0.377168234064786,15.8234473133287,20.8487084870849,0,-2.21969696969697
"CANDIDATE",8495415,"K02362.02",0.19,1320,-0.4719,0.06785,7.749e-05,1.48562191594351,13.7568355814801,20.9119496855346,0,-1.441642228739
"CANDIDATE",7987866,"K02363.01",0.1065,5840,1.422,0.4083,-2.822e-05,1.39369954092132,16.3610315186246,18.75,-1.8,-0.0244117647058824
"FALSE POSITIVE",9532710,"K02364.01",0.405,5876,0.7152,-0.71,0.0001645,2.45832131525815,17.5430794886048,3.09954751131222,-1.82857142857143,-1.48152866242038
"CANDIDATE",11560897,"K02365.01",0.2569,963.2,-6.288,-1.35,0.0003412,3.50445909267158,17.1938088829071,13.011583011583,1.33333333333333,-0.686901408450704
"CANDIDATE",11560897,"K02365.02",0.4356,1260,14.75,-2.178,0.0003017,1.33592586463677,10.5124340617935,13.0056179775281,1.33333333333333,-0.767727272727273
"CANDIDATE",11342416,"K02366.01",0.2743,1662,11.82,-0.5361,6.576e-05,4.6535677352637,18.9672801635992,16.2715517241379,0.933333333333333,0.0172093023255814
"CANDIDATE",9086251,"K02367.01",0.02248,2664,2.479,-0.4753,3.375e-05,0.461521084337349,15.5976499189627,18.0704441041348,2.53333333333333,-1.31368421052632
"CANDIDATE",10863608,"K02368.01",0.176,3532,1.92,0.4429,-0.0001048,1.37813765182186,15.8328981723238,11.3227513227513,-1.06666666666667,0.430073349633252
"CANDIDATE",5602588,"K02369.01",0.4363,3144,-2.241,-0.1374,9.278e-05,4.68072610784837,18.8856304985337,9.89411764705882,-0.342857142857143,-0.398245614035088
"CANDIDATE",5385304,"K02370.01",0.2687,470.5,17.78,1.023,-0.000169,3.301171875,16.8893442622951,7.7258883248731,0.0666666666666667,1.48063660477454
"CANDIDATE",11824786,"K02371.01",0.308,3661,7.908,1.889,-0.0004373,2.42495015665053,19.4388059701493,9.97490589711418,-0.866666666666667,1.18870056497175
"CANDIDATE",12254909,"K02372.01",0.2318,8394,2.241,-0.1287,1.601e-05,3.89003436426117,18.9076012744652,17.984496124031,2,0.142525773195876
"CANDIDATE",10798331,"K02373.01",0.2747,464,18.04,-1.716,0.0008252,0.328399807784719,12.8533568904594,18.3419689119171,0,-0.648600223964166
"CANDIDATE",9364290,"K02374.01",0.2182,6048,3.13,1.439,-0.0002225,2.36725427350427,18.2156488549618,12.3287671232877,0.933333333333333,-0.858388375165126
"CANDIDATE",9364290,"K02374.02",0.2046,1464,1.567,-1.116,0.000424,2.37029343027785,12.0680110715698,12.2841225626741,0.933333333333333,0.731771894093686
"FALSE POSITIVE",6864893,"K02375.01",4.455,1818,5.429,-4.309,0.002184,18.8679245283019,14.1854010546767,18.9177489177489,-1.46666666666667,-2.21366024518389
"CANDIDATE",11701407,"K02376.01",0.2161,848.8,1.052,-0.9887,0.0005376,1.33612228479485,17.9302587176603,16.3259668508287,-0.2,-0.346328437917223
"CANDIDATE",5906426,"K02377.01",0.2801,2591,1.619,1.513,-0.0003119,2.6685628742515,14.0690005073567,13.0505050505051,-0.2,1.24010152284264
"CANDIDATE",10813132,"K02378.01",0.1053,3750,-0.2083,-0.8051,0.0001527,0.954115316901408,12.3584173778123,11.6407982261641,-0.533333333333333,0.293693693693694
"FALSE POSITIVE",9718379,"K02379.01",1.762,803.6,-1.089,1.367,-0.0006209,9.716796875,17.6304611650485,10.655737704918,-1.4,-5.37961595273264
"CANDIDATE",3002478,"K02380.01",0.12,2017,4.032,0.1389,-0.0001346,1.63609791742784,13.4730225248821,9.51923076923077,-0.133333333333333,2.23261117445838
"FALSE POSITIVE",4055774,"K02381.01",0.2964,9444,4.72,-6.827,0.001437,1.21627533906956,13.7250996015936,12.0972222222222,-0.533333333333333,-28.3738317757009
"FALSE POSITIVE",6670075,"K02382.01",0.03023,16020,0.5628,11.22,-0.0003033,5.27549824150059,10.2532123960695,11.1661807580175,0.127272727272727,-208.681672025723
"CANDIDATE",9395024,"K02383.01",0.1993,7012,3.188,0.3384,-6.033e-05,2.04899267399267,15.5856643356643,15.0252525252525,0.933333333333333,0.702696365767878
"FALSE POSITIVE",12254688,"K02384.01",0.1634,285.8,-10.69,-1.48,0.0005341,2.52002240268832,13.7010676156584,6.99236641221374,-1.66666666666667,-1.21841779975278
"FALSE POSITIVE",8345172,"K02385.01",0.2177,839.8,20.2,-2.362,0.002651,0.307638565440149,18.9683124539425,17.7292576419214,-0.0666666666666667,9.27538726333907
"CANDIDATE",4172013,"K02386.01",2.706,1833,2.113,-1.162,0.0006021,8.925,5.63294010889292,17.4683544303797,0.933333333333333,-0.094231843575419
"CANDIDATE",12254378,"K02387.01",0.05306,8090,-0.2958,-0.004944,-2.936e-05,0.512361213915618,18.981426003595,9.39024390243902,0,2.08348134991119
"FALSE POSITIVE",12071037,"K02388.01",7.827,23140,-1.376,-8.175,0.001078,25.0450901803607,8.46517917511832,12.1078431372549,-2.2,0.36607460035524
"CANDIDATE",8494617,"K02389.01",0.4411,3771,14.13,-1.645,0.0001953,5.19235294117647,20.51201011378,18.7912087912088,-0.666666666666667,-1.16130374479889
"CANDIDATE",10289119,"K02390.01",0.2561,3014,-0.8037,0.02633,-2.388e-06,3.0199370409234,18.2134570765661,8.05555555555556,0.4,0.502077151335312
"FALSE POSITIVE",10341905,"K02391.01",0.2522,42360,0.5063,-1.787,0.0002427,3.87139784946237,16.1627758642684,14.2608695652174,-0.533333333333333,3.94677419354839
"CANDIDATE",7382313,"K02392.01",0.3618,4984,2.902,-1.453,0.0003328,6.79051094890511,13.8221317040054,19.5434782608696,1.06666666666667,0.147494553376906
"CANDIDATE",4665571,"K02393.01",0.11,16270,0.55,1.23,0.0002075,2.4009623095429,18.0513231756215,33.4056399132321,1.06666666666667,2.70299625468165
"CANDIDATE",4665571,"K02393.02",0.1804,4015,2.604,0.9496,0.0003492,1.43467378608376,16.4088085827216,33.3858267716535,1.06666666666667,-0.771267605633803
"FALSE POSITIVE",4829935,"K02395.01",0.4581,905,7.725,0.1085,8.405e-05,42.1754385964912,14.0098873935732,9.88778054862843,-0.2,-10.4799382716049
"FALSE POSITIVE",12115188,"K02396.01",0.09051,15560,0.5565,-0.2334,5.354e-05,3.63200322450625,19.4095595126523,11.7931034482759,0.466666666666667,-1.2228624535316
"CANDIDATE",9269042,"K02397.01",0.267,2904,-1.119,0.07064,-3.221e-05,2.16276140085664,18.1072555205047,23.7078651685393,-1.6,-1.02463958060288
"CANDIDATE",6199056,"K02398.01",0.06204,13550,0.3219,-0.07614,1.029e-05,3.76421404682274,23.3689205219454,9.1504854368932,2.4,-0.137530487804878
"CANDIDATE",11461433,"K02399.01",0.09619,9035,0.1906,0.4878,0,2.14927844807192,12.501047339757,26.1506276150628,1.2,0.579619565217391
"CANDIDATE",7984574,"K02400.01",1.166,1503,7.769,0.03967,0.0001313,61.0296904611497,8.34702702702703,11.099706744868,-1.06666666666667,-0.373159509202454
"CANDIDATE",10336951,"K02401.01",2.463,1069,9.874,-0.1304,0.0001846,95.538005923001,10.3407951887738,26.5925925925926,-1.86666666666667,-1.12366288492707
"CANDIDATE",8481129,"K02402.01",0.2911,2439,9.822,-0.05545,-4.546e-05,2.77629911280101,16.8545216251638,27.3039215686275,1.06666666666667,0.558639705882353
"CANDIDATE",2142522,"K02403.01",0.1989,2930,-3.297,-0.4674,3.955e-05,2.83766442091755,17.108251324754,17.5100401606426,1.46666666666667,-0.547645429362881
"CANDIDATE",6364215,"K02404.01",0.3342,27860,1.996,-0.4586,4.679e-05,0.879003144287877,15.6846699399891,10.3553299492386,-0.266666666666667,0.965022421524664
"FALSE POSITIVE",6364215,"K02404.02",0.1477,8273,1.439,0.5002,-8.619e-05,1.14858764349284,9.97445721583652,10.2985074626866,-0.266666666666667,-0.480882352941176
"FALSE POSITIVE",10202759,"K02405.01",0.05501,18110,0.6261,10.58,-0.001062,7.77873811581677,33.2783096731595,9.84472049689441,-0.933333333333333,-22.32
"CANDIDATE",5007345,"K02406.01",0.1326,3282,-0.5729,0.01797,1.235e-05,1.64044519901905,18.4936170212766,9.86394557823129,-1.73333333333333,2.07413249211356
"CANDIDATE",12120484,"K02407.01",0.7191,4405,-3.733,0.4578,-6.466e-05,15.9110498189967,19.0297790585975,16.5102040816327,0.933333333333333,0.528372739916551
"CANDIDATE",6429812,"K02408.01",0.5307,472.6,26.35,-0.5589,0.0003191,7.3980343980344,18.8826815642458,18.7309644670051,1.4,0.536018237082067
"CANDIDATE",10024051,"K02409.01",0.08142,21780,0.2815,-0.06142,-7.73e-05,4.01113585746102,22.0353982300885,19.9546485260771,-1.13333333333333,-2.33948126801153
"CANDIDATE",8073806,"K02411.01",0.6373,1744,1.219,0.1885,-0.001225,12.5561719833564,19.1233435270133,10.9029649595687,-0.866666666666667,-0.686582278481013
"FALSE POSITIVE",10419312,"K02412.01",0.1732,6900,-0.2292,-36.87,0,3.93834717971141,14.2656916514321,6.72672672672673,-0.24,61.5717539863326
"CANDIDATE",3234598,"K02413.01",0.2651,2672,8.171,-0.7833,0.0003777,2.14506480558325,18.0008984725966,37.0748299319728,1.06666666666667,-0.751782682512734
"CANDIDATE",3234598,"K02413.02",0.2814,1404,20.71,-0.4167,0.0002008,1.35647040051061,11.1584,36.9090909090909,1.06666666666667,-1.36769394261424
"CANDIDATE",8611832,"K02414.01",0.3909,3064,-2.084,0.3445,-4.157e-05,5.0292299044407,18.8630136986301,13.7860082304527,-0.266666666666667,-1.39522388059701
"CANDIDATE",8611832,"K02414.02",0.3305,1234,10.25,-2.018,0.0003378,2.99332443257677,14.1782006920415,13.7823834196891,-0.266666666666667,0.106144164759725
"CANDIDATE",5621586,"K02415.01",0.3416,5108,3.498,1.41,0.0005255,6.23023578363384,22.1603677221655,9.39655172413793,-0.4,-1.79108910891089
"CANDIDATE",9210387,"K02416.01",0.2233,5485,1.318,-1.709,0.0001026,1.61755027422303,11.6914366595895,9.61904761904762,-0.0571428571428571,-1.44908256880734
"CANDIDATE",9654468,"K02417.01",1.016,691.1,11.08,-0.002982,3.869e-05,19.2653673163418,18.7490001599744,39.2978482446206,-0.933333333333333,0.61448275862069
"CANDIDATE",10027247,"K02418.01",1.998,732,58.28,0.3539,3.465e-05,44.5292740046838,10.9106984969054,26.3440860215054,1.06666666666667,-0.142038834951456
"CANDIDATE",6343170,"K02419.01",0.4051,1273,-1.188,-0.7852,0.0003516,6.0744966442953,14.5553091894555,9.73251028806584,-0.266666666666667,0.613381001021451
"CANDIDATE",7107802,"K02420.01",0.3318,4254,7.516,-1.144,0.000231,3.88159031979257,18.5804132973944,14.4278606965174,0.933333333333333,0.511251580278129
"CANDIDATE",7107802,"K02420.02",0.09728,6104,0.5313,1.164,-9.896e-05,0.644101773323053,8.59463934595881,14.4578313253012,0.933333333333333,-1.28527607361963
"CANDIDATE",8838950,"K02421.01",0.1062,8828,0.7705,0.6392,-6.701e-05,1.3613944283757,11.6882494004796,25.6090651558074,-4.33333333333333,0.428464017185822
"CANDIDATE",8838950,"K02421.02",0.05071,6923,2.304,1.011,-8.795e-05,0.37891226269882,8.88508452814038,25.5821917808219,-4.33333333333333,0.467578125
"CANDIDATE",11360805,"K02422.01",0.3405,1821,2.343,1.877,-0.0005933,2.49388111888112,19.359243697479,32.2839506172839,0.933333333333333,1.45533141210375
"CANDIDATE",11360805,"K02422.02",0.2377,739.5,1.075,0.1073,4.946e-05,0.854396154616463,9.84010233450592,32.48,0.933333333333333,0.200827067669173
"CANDIDATE",9845898,"K02423.01",1.068,1200,17.78,0.7376,0.0004106,23.2676969092722,16.1686949223668,9.88562091503268,-0.333333333333333,-1.79208103130755
"CANDIDATE",12453581,"K02424.01",0.377,2817,4.656,0.832,-0.000744,3.99687080911936,14.8163644816364,19.5924764890282,0.233333333333333,2.587
"FALSE POSITIVE",11922678,"K02425.01",0.1504,21100,1.117,4.366,-0.000225,3.08273991183452,16.9722133503673,10.5232558139535,-0.933333333333333,1.4910197869102
"CANDIDATE",8081899,"K02426.01",0.09616,7153,2.681,-0.5598,4.942e-05,1.41744243018128,14.044233807267,14.8270676691729,-0.2,0.472294887039239
"FALSE POSITIVE",10189557,"K02427.01",0.1695,8381,1.917,14.23,-0.002559,1.56724530948624,12.2454484153742,17.2256097560976,-1.6,-13.2844036697248
"FALSE POSITIVE",9965184,"K02428.01",1.175,1860,8.027,34.38,-0.01732,52.0796943231441,15.3648325358852,11.8032786885246,-0.333333333333333,9.38212435233161
"FALSE POSITIVE",9911882,"K02429.01",0.06408,7903,0.2925,8.397,-0.001925,0.793973634651601,12.4197120708749,14.9833518312986,-1.86666666666667,-3.10021786492375
"FALSE POSITIVE",3533469,"K02430.01",0.3018,3254,7.383,-0.03549,-0.0002397,3.50781860828772,15.4341405788541,24.8407643312102,0.933333333333333,-3.21848739495798
"CANDIDATE",7047363,"K02432.01",0.2247,1406,-6.144,-0.4917,0.0003383,0.72337899543379,13.5284210526316,16.1616161616162,-1.13333333333333,-1.4950495049505
"CANDIDATE",11968463,"K02433.01",1.568,4198,2.152,0.2185,-0.0001689,104.445652173913,22.2361180590295,9.05714285714286,-0.133333333333333,-0.481209150326797
"CANDIDATE",11968463,"K02433.02",1.732,3196,4.387,-0.58,0.0001783,77.3688458434221,18.1923076923077,9.08991228070175,-0.133333333333333,-0.0254046639231824
"CANDIDATE",11968463,"K02433.03",0.4348,968.9,9.679,0.5322,-0.0003072,1.36727396560531,12.845953002611,9.09863945578231,-0.133333333333333,-0.665833333333333
"CANDIDATE",11968463,"K02433.04",0.3025,1576,17.96,1.066,-0.0003473,1.15646913240753,9.60285132382892,9.0994623655914,-0.133333333333333,0.325503355704698
"FALSE POSITIVE",11968463,"K02433.05",0.009548,17060,0.2561,16.57,-0.001823,0.0262402088772846,7.03679793415106,9.08045977011494,-0.133333333333333,-5.58943661971831
"FALSE POSITIVE",6864885,"K02434.01",1.148,2106,4.775,-9.448,0.005443,19.1270509045015,19.7376387487386,9.6697247706422,-0.466666666666667,8.57730263157895
"CANDIDATE",5097868,"K02435.01",0.3332,4957,1.444,2.517,-0.0001857,5.88224181360202,12.0055865921788,11.1860174781523,-1.33333333333333,-2.79913606911447
"CANDIDATE",8570333,"K02436.01",0.6797,823.8,37.9,0.625,-0.000623,6.17785714285714,16.7611969489536,12.1926910299003,1.2,0.766410256410256
"CANDIDATE",5036705,"K02437.01",0.232,9542,1.982,2.423,-0.0002814,2.30509342206296,12.9147417051659,16.9305724725944,1.06666666666667,0.992579908675799
"FALSE POSITIVE",5078939,"K02438.01",1.307,9876,0.3833,4.202,-0.001862,119.795390114631,11.8483412322275,14.1402714932127,0,-20.5545454545455
"CANDIDATE",6867555,"K02439.01",0.277,7712,-1.294,-0.2056,-8.5e-06,2.61207685269899,22.1223857474826,9.07692307692308,0.2,-0.331327160493827
"CANDIDATE",6867555,"K02439.02",0.2549,4232,1.317,2.245,-0.0003436,1.42490087232355,8.18557919621749,9.1304347826087,0.2,1.17590361445783
"CANDIDATE",5339567,"K02440.01",0.1563,3822,-0.3125,-0.1438,-5.338e-06,1.89445965873183,15.3658277583094,17.1516079632466,0.666666666666667,-0.272628135223555
"FALSE POSITIVE",4459924,"K02441.01",0.2452,9734,2.537,-55.86,0.006162,3.08151986183074,19.240592542142,31.0915492957746,-2,11.3111954459203
"CANDIDATE",11080405,"K02442.01",0.2522,1946,16.24,-0.3662,-0.0001114,0.939668722040866,16.8358714043993,27.7297297297297,1.06666666666667,-0.76586402266289
"CANDIDATE",11080405,"K02442.02",0.2641,2876,4.872,-1.093,0.0001208,1.34181093917573,10.9675947056139,27.7021276595745,1.06666666666667,0.692660550458716
"CANDIDATE",9209624,"K02443.01",0.209,5497,0.4938,2.004,-0.0001825,2.86113729186302,15.8712665708353,15.2453987730061,-2.53333333333333,1.05895424836601
"CANDIDATE",9209624,"K02443.02",0.1198,2544,2.479,0.649,-4.888e-05,0.906095728697145,12.5993048659384,15.239852398524,-2.53333333333333,0.0063498985801217
"CANDIDATE",3354846,"K02444.01",0.7374,1987,12.74,-0.1365,-0.000271,14.5794542536116,16.7381626871712,11.4606741573034,-0.266666666666667,-1.90983606557377
"CANDIDATE",6516185,"K02445.01",3.906,1182,5.143,0.03969,-0.000123,9.58971871968962,11.2865242040994,11.1342592592593,-0.533333333333333,0.641968911917098
"FALSE POSITIVE",9850957,"K02446.01",0.4148,6388,2.724,2.225,-0.0002374,8.72433460076046,13.0131111383409,7.25961538461539,-1.37142857142857,-4.6360153256705
"FALSE POSITIVE",3946023,"K02447.01",0.0651,29750,0.3955,100.3,-0.00259,2.71249618087382,13.4603340292276,8.54477611940299,-1.14285714285714,0.504249667994688
"CANDIDATE",5857540,"K02448.01",0.5246,1417,5.081,0.4375,-0.0001606,12.3378045442102,21.7166469893743,16.8601583113456,0.533333333333333,0.360822510822511
"CANDIDATE",12208631,"K02449.01",0.8965,1118,21.17,-1.873,-0.001348,11.6518557239937,16.5296122709842,18.6614173228346,1.06666666666667,4.14440433212996
"CANDIDATE",12208631,"K02449.02",0.01033,14590,0.1688,-2.222,-0.0001367,0.00978781925343811,6.28316326530612,18.6423505572442,1.06666666666667,1.73003194888179
"CANDIDATE",7289317,"K02450.01",0.1173,2485,11.81,-1.562,0.0005095,0.27700807479813,19.1788856304985,21.2962962962963,1.06666666666667,0.921428571428571
"CANDIDATE",7289317,"K02450.02",0.1522,4345,3.562,-1.259,0.0001555,1.10551558752998,9.9438202247191,21.2529002320186,1.06666666666667,0.617016129032258
"FALSE POSITIVE",6500206,"K02451.01",0.138,995.5,2.991,-0.3091,5.947e-06,1.12069637521112,14.5844414893617,19.830985915493,1.2,0.564015151515151
"FALSE POSITIVE",5545815,"K02452.01",0.1386,3883,2.441,-8.83,0.001451,1.76967067639519,11.9681620839363,11.3461538461538,-1.73333333333333,100.642201834862
"CANDIDATE",8631751,"K02453.01",0.0273,10450,0.8021,-0.06459,-8.423e-05,0.935134412197405,16.9760737964831,20.7849829351536,-2.8,3.32960893854749
"FALSE POSITIVE",11401822,"K02454.01",0.1969,15060,0.5721,-0.4055,7.349e-05,1.36188838518055,13.8778513612951,13.8084632516704,-0.733333333333333,-1.32058823529412
"FALSE POSITIVE",6507427,"K02455.01",0.09274,3392,-1.144,8.872,-0.002108,2.75550122249389,14.5039018952062,10.6666666666667,0.233333333333333,7.37223340040241
"FALSE POSITIVE",5521300,"K02456.01",1.008,986.6,8.608,25.32,-0.01077,21.0126311282381,3.4136546184739,9.95983935742972,-0.171428571428571,48.4425349087003
"CANDIDATE",9753154,"K02457.01",0.1393,9756,-0.5721,-0.7105,4.176e-05,3.77181208053691,16.4677516576251,8.28828828828829,-1.4,0.959306569343066
"CANDIDATE",7604328,"K02458.01",0.03666,6203,0.725,0.3428,-0.0001163,0.136508858553587,16.5146198830409,11.0185185185185,-0.666666666666667,-1.5482912332838
"CANDIDATE",7604328,"K02458.02",0.1751,5425,1.135,-0.2085,3.779e-05,1.57758931793576,15.2364864864865,11.0169491525424,-0.666666666666667,-1.907133243607
"FALSE POSITIVE",8572936,"K02459.01",2.917,-1,10.28,-0.1339,0.1099,-0.1,0,-655,-0.4,-176.08024691358
"CANDIDATE",11236244,"K02460.01",0.2542,2044,5.693,-0.3724,2.45e-05,1.93288150415391,14.3048256091734,26.3809523809524,-1.06666666666667,-2.35073779795687
"CANDIDATE",9837685,"K02461.01",0.3624,1815,0.7188,0.7694,-0.0006438,6.34208658623137,20.3356031128405,12.0714285714286,-0.2,-0.158990536277603
"CANDIDATE",5042210,"K02462.01",0.2867,5286,-0.9562,-0.3556,1.232e-05,5.47929354445798,20.2100350058343,11,0.266666666666667,-0.272937293729373
"CANDIDATE",12454461,"K02463.01",0.2604,5452,-0.3746,0.5473,-5.314e-05,5.64238008500304,16.7952269337311,16.3522012578616,1.8,0.499856733524355
"FALSE POSITIVE",9887224,"K02464.01",0.09017,23760,0.433,-8.799,0.0005409,2.98807157057654,13.7961529957992,20.2788339670469,0.0666666666666667,-331.323283082077
"FALSE POSITIVE",7542369,"K02465.01",0.9866,3984,-0.289,-1.779,0.0002839,163.547044129892,12.0395201129146,10.990099009901,-2.26666666666667,-27.5191424196018
"CANDIDATE",8544992,"K02466.01",0.08245,6523,0.675,-0.6292,0.0001348,1.09719398129321,17.1715481171548,26.5495207667732,-1.06666666666667,-2.34794520547945
"CANDIDATE",8544992,"K02466.02",0.5242,2413,-1.975,-0.3135,7.998e-05,13.3422761931658,12.2135416666667,26.5463917525773,-1.06666666666667,2.65742574257426
"CANDIDATE",11818607,"K02467.01",0.8666,6904,2.652,-0.7723,0.0001013,53.7541528239203,12.6990291262136,9.90566037735849,-0.133333333333333,-2.04400440044004
"CANDIDATE",8380709,"K02468.01",0.2517,2828,16.02,-1.15,0.0003385,0.607940446650124,15.6846267918932,10.2698412698413,-0.4,2.49333333333333
"CANDIDATE",6149910,"K02469.01",1.421,536.2,37.31,0.355,0.0002314,26.6057441253264,17.8974058903842,29.3691830403309,0.933333333333333,2.28529839883552
"FALSE POSITIVE",9108085,"K02470.01",0.1105,21640,1.587,-2.38,0.0001488,1.51146158078122,20.2789770840252,19.0597204574333,1.06666666666667,9.59937402190923
