"koi_disposition","kepid","kepoi_name","tce_ingress","tce_model_chisq","tce_minmesd","tce_fwm_srao","tce_fwm_prao","tce_impact_sn","tce_depth_sn","tce_eqt_sn","tce_smet_sn","tce_fwm_sdeco_sn"
"CANDIDATE",4851530,"K01884.02",0.06391,2483,-1.131,-0.1167,0.0002146,0.183858944954128,14.8493626882966,17.2625698324022,-1,-0.00905114638447972
"CANDIDATE",11413812,"K01885.01",0.2081,3791,-0.5371,0.4949,-0.0001363,5.87075718015666,31.7041522491349,9.62264150943396,-0.4,0.836627906976744
"CANDIDATE",9549648,"K01886.01",0.12,2974,4.292,-0.05723,2.793e-05,4.61296963458569,35.8290866326931,12.0353982300885,-0.133333333333333,-0.189160305343511
"FALSE POSITIVE",10965740,"K01887.01",2.21,1438,9.536,-59.89,0.02671,27.7056035684416,29.2277486910995,3.14199395770393,-0.342857142857143,27.3984962406015
"CANDIDATE",10063802,"K01888.01",0.6276,1136,18.2,0.2092,-0.0002282,6.57859209257473,30.375676536135,18.5490196078431,2.93333333333333,-2.06666666666667
"CANDIDATE",11074178,"K01889.01",0.6735,2632,3.835,0.5238,-0.0004146,24.8650137741047,30.6340454858718,10.8450704225352,-0.533333333333333,0.789212827988338
"CANDIDATE",11074178,"K01889.02",0.1688,3320,5.796,0.3296,-8.392e-05,0.626809864757359,14.3029180176007,10.8502024291498,-0.533333333333333,1.2294776119403
"CANDIDATE",7449136,"K01890.01",0.2362,10030,0.831,0.4809,2.583e-05,11.889961645285,48.4725965858041,60.4166666666667,0.8,-0.397402597402597
"CANDIDATE",8680979,"K01891.01",0.2694,2809,-1.812,-0.1766,7.911e-05,1.7860422405877,32.5163541212386,30,1.06666666666667,2.22615384615385
"CANDIDATE",8680979,"K01891.02",0.2631,3616,0.7135,-0.7417,0.0002001,2.53857142857143,16.6909294512878,30,1.06666666666667,1.52544529262087
"CANDIDATE",9030537,"K01892.01",0.3799,970.2,24.55,-0.03287,-0.0001131,1.40990453460621,30.4556904053126,11.9827586206897,-0.4,-1.29363817097415
"CANDIDATE",8689793,"K01893.01",0.05988,6187,0.9917,0.81,-0.0001683,0.673300970873786,35.895816890292,10.3571428571429,-1.66666666666667,-0.703672316384181
"CANDIDATE",11673802,"K01894.01",0.3722,17450,-1.117,0.2531,-7.476e-05,5.05978975032852,57.7380952380952,33.0677290836653,0.533333333333333,-0.318203125
"CANDIDATE",4263293,"K01895.01",0.2849,3372,6.343,0.08118,0.0001389,4.61297416162727,32.274331820474,24.5454545454545,-2.4,-0.911178247734139
"CANDIDATE",4263293,"K01895.02",0.3211,1796,8.74,-0.6441,0.001177,3.91686460807601,28.9203612479475,24.6242774566474,-2.4,2.26212121212121
"CANDIDATE",4263293,"K01895.03",0.1661,780.2,18.07,-1.004,0.00132,0.359452736318408,14.6886641830761,24.5390070921986,-2.4,0.50933147632312
"FALSE POSITIVE",10294613,"K01896.01",0.3565,14690,0.5417,-107.8,0.05941,17.2048512412356,36.2048588312541,13.9459459459459,0.4,-659.259259259259
"CANDIDATE",5695524,"K01897.01",0.5552,797.4,41.94,-0.374,0.0001915,16.3100436681223,31.3531723750702,9.37163375224416,-0.0666666666666667,0.493558282208589
"CANDIDATE",7668663,"K01898.01",0.1761,3743,4.654,-0.1281,-1.595e-05,5.03016759776536,33.2098111875772,16.3232963549921,0,0.5153125
"CANDIDATE",7047922,"K01899.01",0.6413,1982,13.58,0.6689,-0.0003152,35.2159218926023,30.3011583011583,7.94176706827309,-0.466666666666667,-2.95026178010471
"CANDIDATE",7047922,"K01899.02",0.1373,3515,5.496,-1.462,0.0001033,0.930178268251273,8.69302949061662,7.9349593495935,-0.466666666666667,-0.102638888888889
"CANDIDATE",9353314,"K01900.01",0.253,4793,3.613,-0.015,1.635e-05,7.40098603122432,32.9566563467492,24.2379182156134,-2.13333333333333,-0.662839879154079
"CANDIDATE",3629967,"K01901.01",0.3579,903.4,30.57,0.2385,4.086e-05,2.21732872769142,27.6777251184834,11.3973799126638,1.6,0.379710144927536
"FALSE POSITIVE",5809954,"K01902.01",0.9763,125.2,9.823,0.2908,0.0009567,8.10058187863674,22.882797731569,23.1923601637108,-0.533333333333333,0.705541561712846
"FALSE POSITIVE",3836453,"K01903.01",0.1194,12740,0.8406,2.698,-0.0003418,7.70598290598291,43.7768240343348,36.2275449101796,-0.4,76
"CANDIDATE",8766650,"K01904.01",0.6321,2675,8.089,0.08205,5.446e-06,59.7426239799121,29.7251633250732,28.7614678899083,-0.533333333333333,-0.0489513108614232
"CANDIDATE",10328393,"K01905.01",0.263,3515,2.656,0.1659,4.554e-05,7.24483306836248,30.529695024077,34.5098039215686,-0.666666666666667,-1.88976833976834
"CANDIDATE",10328393,"K01905.02",1.042,1943,11.26,-0.09221,9.669e-05,95.7665677546983,17.6237623762376,34.5911949685535,-0.666666666666667,-2.17915690866511
"CANDIDATE",10328393,"K01905.03",0.6027,1361,4.08,1.1,-0.0001967,14.0537259068144,16.1001902346227,34.7154471544715,-0.666666666666667,-2.28736842105263
"CANDIDATE",11773328,"K01906.01",0.07201,1791,-0.8094,0.4715,-0.0002548,1.46344623357394,27.8750591575958,14.4212523719165,-0.133333333333333,0.545051194539249
"CANDIDATE",7094486,"K01907.01",0.1869,2305,4.391,0.3781,-4.972e-05,1.56837782340862,37.3580394500897,28.3802816901408,2.66666666666667,0.494207317073171
"CANDIDATE",5706966,"K01908.01",0.1922,2818,1.335,0.2791,-0.000231,1.60877440128799,30.7772979642196,42.8571428571429,-1.33333333333333,-0.870189701897019
"CANDIDATE",5706966,"K01908.02",0.352,1560,7.724,-0.1103,-2.791e-05,3.91859430604982,18.6428221460069,42.6991150442478,-1.33333333333333,0.546127946127946
"CANDIDATE",10130039,"K01909.01",0.3259,3503,9.216,0.2985,-4.795e-05,11.004884004884,34.6355579670827,17.1458333333333,-0.133333333333333,-0.484584980237154
"CANDIDATE",10130039,"K01909.02",0.1795,5670,1.995,-0.1016,1.626e-05,4.68805425143453,27.4475082216038,17.1383647798742,-0.133333333333333,-1.82909090909091
"CANDIDATE",10130039,"K01909.03",0.2074,1067,-5.825,0.457,-7.561e-05,3.36534133533383,21.4975002906639,17.1279373368146,-0.133333333333333,-0.244954128440367
"CANDIDATE",8226050,"K01910.01",0.2496,1469,13.54,-0.01682,1.002e-05,1.11158996459905,29.5512820512821,24.9738219895288,1.2,1.04492753623188
"CANDIDATE",8226050,"K01910.02",0.3075,2251,5.735,-1.642,0.0002529,2.71958762886598,8.51933701657458,25.0854700854701,1.2,-1.0875
"CANDIDATE",9965957,"K01911.01",0.3493,2415,1.969,0.5919,-0.0005675,20.4356435643564,29.3320158102767,11.6730038022814,1.92,1.21529411764706
"FALSE POSITIVE",3952651,"K01912.01",2.311,1242,6.838,-37.31,0.01933,66.291751874574,6.23251326579836,376821.19205298,1.06666666666667,6.0938242280285
"CANDIDATE",9704384,"K01913.01",0.2327,5750,3.188,0.08343,-1.633e-05,7.42514474772539,37.8468368479467,23.9487179487179,0,1.69558232931727
"CANDIDATE",8426567,"K01914.01",0.4779,1955,13.41,-0.5204,0.0004188,16.8261114237479,30.3844434510505,4.03157894736842,1.44,0.0392642140468227
"CANDIDATE",9101496,"K01915.01",0.3249,6717,4.366,-0.06297,1.028e-05,8.34424695977549,35.7693926216861,11.3157894736842,1.6,0.351775147928994
"CANDIDATE",9101496,"K01915.02",0.4354,1869,20.11,-0.426,9.519e-05,1.45326747720365,12.4669836238774,11.2977099236641,1.6,-1.17106446776612
"CANDIDATE",6037581,"K01916.01",0.2282,4970,3.733,-0.5107,0,3.40272052761748,36.6750763510822,15.9472817133443,1.06666666666667,-0.59789029535865
"CANDIDATE",6037581,"K01916.02",0.4343,2308,8.528,0.1312,0,3.63277755185035,28.88,15.936170212766,1.06666666666667,-0.0384013605442177
"CANDIDATE",6037581,"K01916.03",0.1244,12720,1.488,0.2907,0,2.75229357798165,15.4111767378464,15.9803921568627,1.06666666666667,-2.69101123595506
"CANDIDATE",10074466,"K01917.01",0.282,778.1,-6.448,0.05903,1.302e-05,6.07307171853857,28.7655172413793,18.7577639751553,0.666666666666667,2.17780748663102
"FALSE POSITIVE",7369865,"K01918.01",1.701,882.9,15.71,-1.61,0.001097,193.150410574805,23.9170182841069,2.98951048951049,0.133333333333333,-6.64615384615385
"CANDIDATE",8218379,"K01920.01",0.1626,1996,7.05,-0.3126,0.0001445,0.967895822588963,36.0700169395822,14.3457943925234,-0.733333333333333,-1.29078947368421
"CANDIDATE",8218379,"K01920.02",0.3141,4071,5.221,1.692,-0.0001698,3.0218525766471,7.7124394184168,14.3168316831683,-0.733333333333333,-0.251240310077519
"CANDIDATE",7755636,"K01921.01",0.4769,4315,6.791,-0.1431,7.444e-05,20.1273284602688,38.4661957618567,9.62962962962963,0.6,-2.30578512396694
"CANDIDATE",9411166,"K01922.01",0.2193,11550,0.8875,0.2918,-9.75e-05,6.46518305814788,30.3327787021631,18.8034188034188,1.06666666666667,-0.792786069651741
"CANDIDATE",4989057,"K01923.01",0.2819,2331,4.222,0.1091,-0.0001468,9.69437914084206,31.6,23.8793103448276,0,-0.272222222222222
"CANDIDATE",5108214,"K01924.01",0.04308,25080,0.6607,27,-0.0006454,1.10552513688402,13.2150655021834,26.624203821656,1.06666666666667,-24.5157232704402
"CANDIDATE",9955598,"K01925.01",0.171,487.7,-10.31,2.771,-0.0002981,4.58987603305785,25.531453362256,49.7524752475247,0.4,2.6694045174538
"CANDIDATE",5770074,"K01928.01",0.4498,1258,13.92,0.1652,-0.0001713,3.97083333333333,41.0966212211025,18.4920634920635,0,1.86793103448276
"CANDIDATE",10136549,"K01929.01",0.2217,6309,2.949,-0.6699,6.086e-05,3.26483300589391,35.3420597678439,11.5515288788222,0.666666666666667,0.166261682242991
"CANDIDATE",10136549,"K01929.02",0.234,13960,1.063,0.1523,-2.936e-05,5.90426229508197,29.3998410174881,11.496062992126,0.666666666666667,0.546666666666667
"CANDIDATE",5511081,"K01930.01",0.4909,4327,4.577,0.04477,8.065e-05,15.315049470578,42.7466150870406,46.3302752293578,-0.4,0.341470588235294
"CANDIDATE",5511081,"K01930.02",0.6529,2989,8.282,0.009576,8.22e-05,19.5088024342534,32.7250394806106,46.1666666666667,-0.4,-0.0623851203501094
"CANDIDATE",5511081,"K01930.03",0.4973,1776,5.715,0.1207,7.441e-05,5.84132581100141,30.2640396729661,46.2585034013605,-0.4,-1.05538160469667
"CANDIDATE",5511081,"K01930.04",0.2813,4809,-1.706,0.09262,2.749e-05,4.3943870014771,20.381861575179,45.9677419354839,-0.4,0.0128472222222222
"CANDIDATE",10978763,"K01931.01",0.2417,5467,1.604,0.3252,-8.251e-05,5.65953429830082,28.2014970665588,16.8039538714992,1.06666666666667,-1.65561959654179
"CANDIDATE",10978763,"K01931.02",0.2595,4556,2.756,0.243,-3.971e-05,4.47423191278494,16.9835466179159,16.8634686346863,1.06666666666667,-1.24578096947935
"CANDIDATE",10978763,"K01931.03",0.2465,2911,2.813,-1.207,0.000238,2.65072765072765,14.5392749244713,16.864406779661,1.06666666666667,-1.47570093457944
"CANDIDATE",5202905,"K01932.01",0.8321,2516,16.05,-0.03645,-3.231e-05,44.5687984496124,38.8164893617021,12.593085106383,-0.133333333333333,0.0559051724137931
"CANDIDATE",5202905,"K01932.02",0.1832,3272,-0.8378,0.7051,-0.00014,1.1790679908327,26.0339090476945,12.5576036866359,-0.133333333333333,1.26115942028986
"CANDIDATE",9072190,"K01933.01",0.3242,1476,26.51,-0.1145,4.769e-05,1.15802717664821,36.5444100751215,13.1746031746032,1.33333333333333,1.41943005181347
"CANDIDATE",4242147,"K01934.01",1.007,1485,-1.327,0.04409,-0.000376,77.1052631578947,31.9305019305019,43.8613861386139,0.8,-1.9745704467354
"FALSE POSITIVE",5396122,"K01935.01",1.021,1042,-0.6531,-1.035,-0.001385,8.8786496350365,37.7687453203551,10.013698630137,0.84,-27.4789915966387
"CANDIDATE",4945877,"K01936.01",0.055,15120,0.3385,-4.373,0.0001175,8.85,26.896759911451,13.8,-3.1,15.7385740402194
"CANDIDATE",10190777,"K01937.01",0.1314,11480,0.88,0.1086,-3.533e-05,7.68403074295474,49.5786516853933,35.258358662614,1.2,3.24516129032258
"CANDIDATE",9651234,"K01938.01",0.3268,785.6,-15.77,-0.264,7.471e-05,1.60201973835208,40.2662307333022,32.1782178217822,0,-1.02532894736842
"CANDIDATE",7045496,"K01939.01",0.2901,2225,7.781,-0.08885,-0.0002012,4.93764302059497,31.5190415062045,17.4175824175824,-1.13333333333333,0.257083333333333
"CANDIDATE",10005788,"K01940.01",0.2932,1725,2.234,0.6855,-0.0004767,9.92551210428305,26.8335343787696,24.8543689320388,-1.46666666666667,-0.504065040650406
"FALSE POSITIVE",5213902,"K01941.01",0.1066,14160,0.4406,1.184,-5.973e-05,3.46553715825953,24.6296597753541,9.73118279569892,-0.933333333333333,-7.07588075880759
"CANDIDATE",2832589,"K01942.01",0.4074,3689,0.395,0.9356,0.001448,7.50532859680284,35.4808296668762,18.6740331491713,-0.133333333333333,-6.95142857142857
"CANDIDATE",2832589,"K01942.02",0.08119,6218,0.8243,1.153,0.0002857,1.18228145825167,6.1492673992674,18.6241610738255,-0.133333333333333,0.0170545774647887
"CANDIDATE",7810483,"K01943.01",0.1557,1012,0.6438,0.6335,-0.0001633,1.79730921923247,32.2086466165414,8.91799544419134,-0.4,-1.24325068870523
"CANDIDATE",2438513,"K01944.01",0.1143,2306,1.177,-0.3619,0.0002032,0.777183039462637,29.5479535736103,19.4075829383886,0.4,-0.591144708423326
"FALSE POSITIVE",2438513,"K01944.02",0.4655,8471,2.435,-5.936,0.000916,7.21972734562951,12.7015793848712,19.4351464435146,0.4,37.8095238095238
"CANDIDATE",11656918,"K01945.01",0.3337,719,23.49,0.08024,-7.044e-05,3.07029126213592,34.6666666666667,4.52586206896552,1.33333333333333,-1.56014319809069
"CANDIDATE",10844890,"K01946.01",0.3117,2817,2.333,-1.636,-0.0004398,9.16454146689789,35.1140684410646,10.2217036172695,-0.133333333333333,-9.3
"CANDIDATE",12253474,"K01947.01",0.07134,2545,4.292,2.084,0.0004272,2.2330651440436,27.3135285317375,9.71698113207547,-0.266666666666667,-1.95109489051095
"FALSE POSITIVE",9536692,"K01948.01",2.814,1725,2.741,-1.011,0.002163,15.4151061173533,33.7044054950261,14.2175066312997,0.133333333333333,-3.17159763313609
"FALSE POSITIVE",3122985,"K01949.01",0.115,23110,-0.2154,0.6235,-0.001429,2.51178681243594,59.3065693430657,9.13875598086124,-1.93333333333333,0.620428336079077
"CANDIDATE",3118797,"K01950.01",0.3171,1030,-10.68,0.2894,-0.0004529,0.122888373633654,30.7208588957055,14.8616600790514,-0.733333333333333,-3.13513513513514
"CANDIDATE",8081187,"K01951.01",0.3999,2206,-7.649,0.1311,-2.737e-05,4.09194831013917,35.512058720727,11.7021276595745,1.4,-1.56666666666667
"CANDIDATE",7747425,"K01952.01",0.3923,5628,3.746,-0.8773,0.0002711,7.75455333911535,31.0348468848997,17.3431734317343,0.933333333333333,-0.681715575620767
"CANDIDATE",7747425,"K01952.02",0.2558,2166,19.35,-0.3769,0.0001409,0.802101018675722,21.3427109974425,17.3259052924791,0.933333333333333,1.27508038585209
"CANDIDATE",7747425,"K01952.03",0.4073,1707,23.16,0.5139,-0.0001448,2.24500270124257,18.1647058823529,17.3311897106109,0.933333333333333,-1.62938005390836
"CANDIDATE",7747425,"K01952.04",0.149,6251,-0.8514,-0.08637,1.635e-05,1.01437297879986,15.0386847195358,17.4121405750799,0.933333333333333,1.20066152149945
"FALSE POSITIVE",8652999,"K01953.01",0.7762,4346,8.323,-3.091,0.0009234,37.8422558234573,26.2455830388693,10.5249679897567,0.0666666666666667,-41.9251336898396
"FALSE POSITIVE",9468717,"K01954.01",0.1279,3080,3.901,-0.48,2.078e-05,5.24133949191686,30.3071120689655,14.4356955380577,-1.8,12.0027700831025
"CANDIDATE",9892816,"K01955.01",0.4588,2851,-0.8514,-0.2557,6.494e-05,24.0493506493506,34.7852573865367,18.3943089430894,0.7,-0.418237082066869
"CANDIDATE",9892816,"K01955.02",2.179,2069,20.32,-0.05367,1.887e-05,168.984798182771,23.2954545454545,18.3798882681564,0.7,-1.18787878787879
"CANDIDATE",9892816,"K01955.03",0.1036,16070,-0.3057,-1.714,7.634e-05,2.81105559025609,15.659635323561,18.4466019417476,0.7,-0.58159509202454
"CANDIDATE",9892816,"K01955.04",0.49,914.5,-6.375,0.01586,2.302e-06,18.5459480418767,14.03861003861,18.390243902439,0.7,-0.145
"FALSE POSITIVE",5730389,"K01956.01",1.284,16810,0.613,-3.452,0.0007105,158.222077499186,26.2567621058187,11.8811881188119,-0.466666666666667,-305.219206680585
"CANDIDATE",10028352,"K01957.01",0.1038,9168,-0.3,-0.03068,-0.0001352,9.00360144057623,51.7700166310288,14.1340782122905,1.8,-1.18343558282209
"FALSE POSITIVE",10028352,"K01957.02",4.427,33000,0.7911,0.8044,-5.464e-05,59.0822972172883,1.99574694311536,14.1818181818182,1.8,-0.450276243093923
"CANDIDATE",9836149,"K01958.01",0.6436,2226,9.243,-0.3207,0.0002866,33.8786084381939,31.8315156073712,17.6962025316456,-1.46666666666667,-1.1039755351682
"CANDIDATE",4813563,"K01959.01",0.3072,987.7,4.536,-0.03334,3.36e-05,2.54761161411177,27.7190721649485,36.6379310344828,0.933333333333333,0.712694300518135
"CANDIDATE",6949061,"K01960.01",0.3475,5053,0.5449,-0.8577,0.0001709,7.36446280991736,35.7346113524038,13.0102040816327,0.933333333333333,0.683478260869565
"CANDIDATE",6949061,"K01960.02",0.221,1168,16.57,0.1835,-6.427e-05,2.62416883492339,13.6275862068966,13.0647985989492,0.933333333333333,-0.154685646500593
"CANDIDATE",7269493,"K01961.01",0.1157,10400,0.4875,0.3098,-2.439e-05,5.01504178272981,35.7861454440931,21.7838765008576,0.466666666666667,0.453281853281853
"CANDIDATE",5513648,"K01962.01",0.1917,732.3,18.32,-1.558,0.0002217,4.84275713516424,27.5008594018563,50.8088235294118,-0.8,-1.23420427553444
"CANDIDATE",10917681,"K01963.01",1.363,1823,-1.488,-0.1623,6.262e-05,84.2340791738382,8.83369759586728,9.71499380421313,-0.8,0.754
"CANDIDATE",7887791,"K01964.01",0.08015,9490,0.6375,0.3892,-8.377e-06,8.15126811594203,33.5475409836066,20.1587301587302,-0.4,1.32121212121212
"CANDIDATE",11657891,"K01965.01",0.1075,6829,0.5292,0.09305,7.792e-05,2.3311187882009,24.5196506550218,12.3732251521298,-0.4,-0.22061757719715
"FALSE POSITIVE",9973855,"K01966.01",0.199,7253,1.664,-33.75,0.002516,8.20562390158172,28.3206106870229,11.2037037037037,-0.333333333333333,112.233250620347
"CANDIDATE",6205897,"K01967.01",0.1707,4749,1.592,-0.7824,0.0001598,3.72247611134192,29.7798877859301,41.7989417989418,-1.6,-1.04713896457766
"CANDIDATE",7948784,"K01968.01",0.7046,2911,0.4625,-0.1449,0.0001576,63.7954239569314,30.8402432283029,10.5842696629213,-0.2,-1.758310626703
"CANDIDATE",9244756,"K01969.01",0.4113,3729,7.775,0.9784,-0.0002373,4.01466127401416,30.2291742451801,18.275,1.06666666666667,0.313978494623656
"CANDIDATE",9650808,"K01970.01",0.2136,1403,10.65,-0.3212,0.0001514,1.43536456498767,25.3661202185792,10.954003407155,-0.333333333333333,1.21632047477745
"CANDIDATE",9650808,"K01970.02",0.4725,646.1,20.05,0.3873,-0.0004418,1.60348491287718,20.5983493810179,10.9756097560976,-0.333333333333333,-0.607820512820513
"CANDIDATE",9347009,"K01971.01",0.7009,2216,9.815,0.02948,6.02e-06,20.7637614678899,26.0661345496009,21.2,0.7,-1.92574257425743
"CANDIDATE",11253711,"K01972.01",0.8045,1666,1.255,0.01455,2.18e-05,108.736985061114,29.3088552915767,11.8571428571429,-1.73333333333333,1.37657657657658
"CANDIDATE",11253711,"K01972.02",0.09623,15010,0.596,0.2616,-1.059e-05,2.31740702479339,13.6254980079681,11.812865497076,-1.73333333333333,-1.32865761689291
"CANDIDATE",4917596,"K01973.01",0.2094,5125,-0.3688,0.5634,-0.0003351,5.77313624678663,25.0136772176632,25.5414012738854,-1.86666666666667,-0.434860050890585
"CANDIDATE",7289577,"K01974.01",0.485,338.7,-6.375,0.6067,-0.0008341,6.30712166172107,24.8123271434216,26.984126984127,0,-1.0038202247191
"CANDIDATE",8543100,"K01975.01",0.3583,5302,-1.866,-0.06318,-7.045e-05,4.42641705668227,31.5129682997118,9.92399565689468,-0.0666666666666667,1.0198275862069
"CANDIDATE",2693736,"K01976.01",0.4151,3130,-0.7969,-0.7314,9.773e-05,8.92246642246642,35.6864564007421,26.2645914396887,1.06666666666667,-2.01457286432161
"CANDIDATE",9412760,"K01977.01",0.2069,1649,-0.4563,0.01609,-4.859e-05,6.94339622641509,25.0796685787126,34.4311377245509,-0.133333333333333,-1.2341935483871
"CANDIDATE",9412760,"K01977.02",0.1232,2654,2.282,0.6834,-0.0001052,1.53599454111225,12.0561594202899,34.5555555555556,-0.133333333333333,-1.21574074074074
"CANDIDATE",9518318,"K01978.01",0.1687,2736,3.997,0.2735,-0.0001377,3.67713194739075,31.2435233160622,9.52830188679245,-0.0666666666666667,-0.511614730878187
"CANDIDATE",9518318,"K01978.02",0.348,1052,9.565,1.032,-0.0008514,8.60442733397498,23.5869274042325,9.51965065502183,-0.0666666666666667,-1.28963963963964
"CANDIDATE",7273277,"K01979.01",0.1291,5844,0.5235,-0.4906,9.091e-05,7.44098883572568,24.6956842493545,18.2584269662921,0.8,0.453739612188366
"CANDIDATE",11769890,"K01980.01",0.9615,645.8,42.82,-0.04837,0.0004333,23.0140186915888,29.515002055076,25.2713178294574,0,0.279512195121951
"CANDIDATE",10153855,"K01981.01",0.09841,11830,-0.2461,-0.3659,-0.0001496,3.89822433954093,23.7463697967086,11.6197183098592,1.84,2.54552845528455
"CANDIDATE",6862721,"K01982.01",0.3086,4654,-0.5917,-0.4761,0.0002618,9.26476620180476,27.1277890466531,11.1856823266219,1.46666666666667,-1.51625282167043
"FALSE POSITIVE",12691412,"K01983.01",0.3261,2017,2.009,-23.01,0.008888,9.26532282820014,23.8141809290954,10.1515151515152,0.857142857142857,42.6737967914439
"CANDIDATE",10094670,"K01984.01",0.3728,1329,15.2,-0.1235,6.038e-05,8.66150870406189,28.074179743224,9.07006369426752,0.233333333333333,0.198726851851852
"CANDIDATE",8142942,"K01985.01",0.1445,2718,0.45,-0.2917,-5.837e-05,7.05651491365777,36.611213801602,33.9035087719298,0,-0.566222222222222
"CANDIDATE",8257205,"K01986.01",0.6606,447.2,79.9,0.4114,-0.0002292,7.60861594867094,26.6596968112912,32.2398190045249,1.06666666666667,0.137557840616967
