"koi_disposition","kepid","kepoi_name","tce_mesmad","tce_rminmes","tce_fwm_prao"
"FALSE POSITIVE",10879213,"K03730.01",0.4296,0.001263,-0.7809
"FALSE POSITIVE",5650314,"K03731.01",1.445,0.01026,-0.01899
"FALSE POSITIVE",8302302,"K03732.01",18.44,0.04042,0
"FALSE POSITIVE",9655858,"K03733.01",0.733,0.02543,0.03346
"FALSE POSITIVE",10275880,"K03734.01",2.661,0.04396,-0.542
"FALSE POSITIVE",2166200,"K03735.01",0.6705,0.009155,0.01973
"FALSE POSITIVE",3547315,"K03736.01",0.6651,0.003486,-0.0006728
"FALSE POSITIVE",6933781,"K03737.01",0.6849,0.08075,0.002643
"FALSE POSITIVE",5478083,"K03738.01",0.6471,0.004772,-0.2139
"FALSE POSITIVE",10857342,"K03739.01",37.55,0.03567,0.0007223
"FALSE POSITIVE",5215700,"K03740.01",2.333,0.001159,-0.03554
"FALSE POSITIVE",8780959,"K03741.01",0.8852,0.005139,0
"FALSE POSITIVE",8780959,"K03741.02",0.9101,0.1103,0
"CANDIDATE",8780959,"K03741.03",0.917,0.2361,0
"FALSE POSITIVE",8780959,"K03741.04",0.7124,0.333,0
"FALSE POSITIVE",5565486,"K03742.01",1.073,0.001552,0.1604
"FALSE POSITIVE",4935914,"K03743.01",0.9744,0.03462,0.04622
"FALSE POSITIVE",11303811,"K03744.01",2.542,0.4691,0.003758
"FALSE POSITIVE",2437783,"K03745.01",0.7955,0.02614,-0.02408
"FALSE POSITIVE",12062660,"K03746.01",2.069,0.01554,0.0121
"FALSE POSITIVE",9777087,"K03747.01",0.896,0.04577,-0.151
"FALSE POSITIVE",4247807,"K03748.01",0.4722,0.002659,0.09282
"FALSE POSITIVE",11547869,"K03749.01",0.6661,0.01979,0.002796
"FALSE POSITIVE",7700590,"K03750.01",21.02,0.07137,0
"FALSE POSITIVE",9053086,"K03751.01",9.995,0.09164,0
"FALSE POSITIVE",6314185,"K03752.01",2.633,0.0305,0.01059
"FALSE POSITIVE",8620561,"K03753.01",38.12,0.1105,0
"FALSE POSITIVE",8937019,"K03754.01",1.037,0.08195,0.01749
"FALSE POSITIVE",9896435,"K03755.01",0.7244,0.01477,0.02627
"FALSE POSITIVE",10352938,"K03756.01",1.104,0.02546,0.005809
"FALSE POSITIVE",6863161,"K03757.01",1.035,0.004293,0.0006898
"FALSE POSITIVE",7840035,"K03758.01",0.682,0.04987,0.007517
"FALSE POSITIVE",8543279,"K03759.01",0.8757,0.04012,0
"FALSE POSITIVE",8047283,"K03760.01",3.062,0.05746,0
"FALSE POSITIVE",8308347,"K03761.01",0.7494,0.7954,0.01131
"CANDIDATE",11518142,"K03762.01",0.6462,0.04532,-0.001891
"FALSE POSITIVE",3114667,"K03763.01",58.19,0.2033,0
"FALSE POSITIVE",3344427,"K03764.01",250.3,0.1537,0
"FALSE POSITIVE",12109845,"K03765.01",20.11,0.1067,-0.009077
"FALSE POSITIVE",8323764,"K03767.01",0.7428,0.01321,-0.00762
"FALSE POSITIVE",5360082,"K03768.01",1.23,0.1097,0.0008144
"FALSE POSITIVE",6543683,"K03769.01",1.055,0.004907,0
"CANDIDATE",5008245,"K03770.01",0.6316,0.01185,-0.001053
"CANDIDATE",10555365,"K03771.01",0.7014,0.01491,0.004678
"FALSE POSITIVE",5481426,"K03772.01",1.028,0.008279,-0.03096
"FALSE POSITIVE",10268903,"K03773.01",4.282,0.0766,0.02254
"FALSE POSITIVE",7220320,"K03775.01",54.85,0.1534,0.003258
"FALSE POSITIVE",9291378,"K03776.01",0.894,0.02431,0.006215
"FALSE POSITIVE",4075067,"K03777.01",0.7203,0.1243,4.912e-05
"FALSE POSITIVE",12405950,"K03778.01",1.347,0.08005,0.0001106
"FALSE POSITIVE",5206233,"K03779.01",0.8228,0.04192,-0.01773
"FALSE POSITIVE",6775985,"K03780.01",0.6593,0.02779,-0.005578
"FALSE POSITIVE",3324644,"K03781.01",3.17,0.0935,0.000237
"FALSE POSITIVE",11357192,"K03782.01",0.6672,0.03879,-0.004738
"CANDIDATE",9533489,"K03783.01",0.8379,0.06027,-8.115e-05
"FALSE POSITIVE",5688997,"K03784.01",0.7276,0.03485,0.0001404
"FALSE POSITIVE",4073730,"K03785.01",1.098,0.01754,0
"FALSE POSITIVE",2854948,"K03786.01",19.48,0.5207,0.0001612
"FALSE POSITIVE",7813039,"K03787.01",0.6495,0.02915,-0.0007813
"FALSE POSITIVE",9405541,"K03788.01",0.6667,0.04631,0.01837
"FALSE POSITIVE",8906045,"K03789.01",1.322,0.1383,0.0003488
"FALSE POSITIVE",7296094,"K03790.01",1.253,0.01984,-0.0005122
"CANDIDATE",5437945,"K03791.01",0.6419,0.1249,-0.001068
"CANDIDATE",5437945,"K03791.02",0.6351,0.06761,-0.0005352
"FALSE POSITIVE",12009347,"K03792.01",0.8008,0.08876,-0.004084
"FALSE POSITIVE",4037163,"K03793.01",82.63,0.2866,0.0006239
"CANDIDATE",12557548,"K03794.01",1.945,0.04523,-0.0007176
"FALSE POSITIVE",3338660,"K03795.01",165.1,0.07659,1.186
"FALSE POSITIVE",3338674,"K03796.01",6.341,0.03161,0.3048
"FALSE POSITIVE",5546277,"K03797.01",0.683,0.1209,-0.003746
"FALSE POSITIVE",5475736,"K03798.01",1.965,0.08539,0
"FALSE POSITIVE",9049673,"K03799.01",2.774,0.01608,-0.2306
"FALSE POSITIVE",9593759,"K03800.01",1.306,0.0325,-0.2068
"CANDIDATE",8827930,"K03801.01",0.6718,0.03531,-0.0007501
"FALSE POSITIVE",5020044,"K03802.01",0.9347,0.02668,0
"FALSE POSITIVE",6286155,"K03803.01",0.7989,0.08607,-0.05865
"FALSE POSITIVE",7831363,"K03804.01",1.035,0.07897,-0.0006779
"FALSE POSITIVE",4663185,"K03805.01",0.7396,0.07802,0.03978
"FALSE POSITIVE",5305471,"K03806.01",0.6199,0.2057,0.000582
"FALSE POSITIVE",10581918,"K03807.01",57.19,0.0683,0
"FALSE POSITIVE",3851949,"K03808.01",0.7822,0.333,1.529e-05
"FALSE POSITIVE",9097892,"K03809.01",0.9201,0.2922,-0.003235
"FALSE POSITIVE",5769943,"K03810.01",0.7827,0.01595,0.004702
"CANDIDATE",4638237,"K03811.01",0.6808,0.06559,-0.0003577
"FALSE POSITIVE",6148271,"K03812.01",1.132,0.04453,-0.03295
"CANDIDATE",5386904,"K03813.01",0.7786,0.05172,-0.003327
"FALSE POSITIVE",2997178,"K03814.01",0.6781,0.04325,-0.003434
"CANDIDATE",6507433,"K03815.01",0.6482,0.02359,-0.002502
"FALSE POSITIVE",7877818,"K03816.01",0.9427,0.08249,-0.04044
"FALSE POSITIVE",5636642,"K03817.01",1.497,0.07337,0.00669
"FALSE POSITIVE",6515722,"K03818.01",2.298,0.2233,4.278e-05
"FALSE POSITIVE",5560831,"K03819.01",1.285,0.001578,0.005723
"FALSE POSITIVE",5305404,"K03820.01",0.6929,0.1867,0.00425
"FALSE POSITIVE",5956776,"K03821.01",61.11,0.02469,0.2517
"FALSE POSITIVE",8883727,"K03822.01",0.7329,0.09346,0.02449
"CANDIDATE",4820550,"K03823.01",0.6692,0.07634,-0.0002983
"FALSE POSITIVE",6516874,"K03824.01",92.92,0.3543,-0.001577
"FALSE POSITIVE",5467113,"K03825.01",10.9,0.05462,0.253
"FALSE POSITIVE",8240123,"K03826.01",1.649,0.03596,0.07329
"FALSE POSITIVE",10031907,"K03828.01",1.017,0.09652,-0.004735
"FALSE POSITIVE",4474637,"K03829.01",4.716,0.01813,0.183
"FALSE POSITIVE",10676927,"K03830.01",0.9622,0.003806,-0.00455
"FALSE POSITIVE",5649836,"K03831.01",21.67,0.0234,0
"FALSE POSITIVE",7620660,"K03832.01",1.091,0.06629,0
"FALSE POSITIVE",8435232,"K03833.01",0.7546,1.267,0.00037
"FALSE POSITIVE",3836399,"K03834.01",1.52,0.06929,0.000188
"CANDIDATE",2581554,"K03835.01",0.692,0.05445,0.000165
"FALSE POSITIVE",7612691,"K03836.01",1.331,0.208,-0.0116
"FALSE POSITIVE",9761573,"K03837.01",0.6909,0.07961,-0.0007282
"FALSE POSITIVE",8042789,"K03838.01",0.7028,0.0874,-0.03973
"FALSE POSITIVE",10095484,"K03839.01",1.443,0.03395,0
"FALSE POSITIVE",5467102,"K03840.01",4.878,0.0135,0
"FALSE POSITIVE",8651551,"K03841.01",7.344,0.01096,0
"FALSE POSITIVE",9532637,"K03842.01",1082,0.4938,0
"FALSE POSITIVE",5305451,"K03843.01",0.6271,0.2121,0.005386
"FALSE POSITIVE",7174349,"K03844.01",1.219,0.05341,0.002497
"FALSE POSITIVE",11824218,"K03845.01",0.6236,0.03477,-0.03115
"FALSE POSITIVE",7983756,"K03846.01",0.9627,0.2277,0.007008
"FALSE POSITIVE",7289165,"K03847.01",0.7209,0.08788,0.004291
"CANDIDATE",12784167,"K03848.01",0.7188,0.08821,1.433e-05
"CANDIDATE",8949316,"K03849.01",2.6,0.1228,0.004064
"FALSE POSITIVE",8912730,"K03850.01",3.749,0.3737,3.814e-05
"FALSE POSITIVE",9784230,"K03851.01",68.98,0.2445,-0.0781
"FALSE POSITIVE",4949524,"K03852.01",1.258,0.2811,-0.002169
"FALSE POSITIVE",2697935,"K03853.01",0.7968,0.08086,0.0002928
"FALSE POSITIVE",3550434,"K03854.01",1.931,0.07904,-0.0004406
"FALSE POSITIVE",2558370,"K03855.01",0.8109,0.01167,-0.007491
"CANDIDATE",5397166,"K03856.01",0.8443,0.04233,-0.000599
"FALSE POSITIVE",11825057,"K03857.01",64.98,0.01557,-0.003343
"FALSE POSITIVE",12306699,"K03858.01",0.7617,0.0679,0.003699
"FALSE POSITIVE",9692336,"K03859.01",122.4,0.04243,0.09784
"FALSE POSITIVE",9641008,"K03860.01",1.621,0.1794,0.001703
"FALSE POSITIVE",8588377,"K03861.01",0.7758,0.09517,-0.006626
"FALSE POSITIVE",3644601,"K03862.01",0.6738,0.221,0.003741
"FALSE POSITIVE",3644601,"K03862.02",0.6705,0.213,0.003542
"FALSE POSITIVE",8459354,"K03863.01",1.962,0.2469,-6.066e-05
"CANDIDATE",4164922,"K03864.01",0.3438,0.03121,0
"CANDIDATE",4164922,"K03864.02",0.6663,0.3155,0
"FALSE POSITIVE",5535890,"K03865.01",0.7733,0.1053,0.001967
"FALSE POSITIVE",5215980,"K03866.01",1.381,0.1977,-0.00377
"CANDIDATE",9353742,"K03867.01",0.7346,0.06442,-0.0001877
"FALSE POSITIVE",9178185,"K03868.01",0.6586,0.05933,0.0005606
"FALSE POSITIVE",6290382,"K03869.01",0.77,0.2617,0.0005726
"FALSE POSITIVE",8258160,"K03870.01",0.7157,0.185,0.001404
"FALSE POSITIVE",9752982,"K03871.01",0.4985,0.1033,-0.0007283
"FALSE POSITIVE",4666008,"K03872.01",0.9081,0.135,0.006525
"FALSE POSITIVE",8430105,"K03873.01",0.8416,0.9726,0.0005095
"FALSE POSITIVE",11560037,"K03874.01",1.09,0.07924,-0.0002745
"CANDIDATE",11911561,"K03875.01",0.6517,0.06106,6.705e-05
"CANDIDATE",3440118,"K03876.01",0.7323,0.09715,8.289e-05
"FALSE POSITIVE",9159265,"K03877.01",0.7559,0.09811,-0.000522
"CANDIDATE",4472818,"K03878.01",0.673,0.1127,0.0002566
"CANDIDATE",4472818,"K03878.02",0.7044,0.3305,-2.878e-05
"FALSE POSITIVE",5560830,"K03879.01",1.418,0.01495,0
"FALSE POSITIVE",4147444,"K03880.01",0.3733,0.07314,-1.026e-05
"FALSE POSITIVE",9592850,"K03883.01",0.833,0.001773,-0.02249
"FALSE POSITIVE",4579313,"K03884.01",1.328,0.09653,-0.01919
"FALSE POSITIVE",11614528,"K03885.01",0.679,0.1021,0.00014
"FALSE POSITIVE",8848288,"K03886.01",1.078,0.1047,-0.0001255
"FALSE POSITIVE",5308419,"K03887.01",1.316,0.264,0.002143
"FALSE POSITIVE",8260198,"K03888.01",1.765,0.1402,0.002793
"FALSE POSITIVE",10733174,"K03889.01",0.6721,0.1761,8.397e-05
"CANDIDATE",8564976,"K03890.01",0.736,0.155,-0.0007924
"CANDIDATE",8765560,"K03891.01",0.6713,0.1008,0.000107
"CANDIDATE",11760860,"K03892.01",0.5999,0.1335,-2.017e-05
"CANDIDATE",3728432,"K03893.01",0.6722,0.09755,-9.577e-05
"FALSE POSITIVE",5473535,"K03894.01",0.8804,0.1073,0.0005686
"FALSE POSITIVE",12106934,"K03895.01",0.7593,0.07185,-0.01078
"FALSE POSITIVE",6222898,"K03896.01",0.7617,0.3304,-0.006677
"FALSE POSITIVE",9161118,"K03898.01",2.255,0.01368,0
"FALSE POSITIVE",3556229,"K03899.01",9.576,0.04308,-0.02222
"FALSE POSITIVE",11911580,"K03900.01",0.6399,0.347,-0.006861
"CANDIDATE",9480535,"K03901.01",0.6621,0.1508,0.0001829
"FALSE POSITIVE",10583225,"K03902.01",0.5966,0.09415,0.000943
"FALSE POSITIVE",5215251,"K03903.01",0.5029,0.05647,0
"FALSE POSITIVE",5480736,"K03904.01",0.7364,0.3848,0.001879
"FALSE POSITIVE",8487748,"K03905.01",1.748,0.2315,0.0004305
"FALSE POSITIVE",9892856,"K03906.01",1.19,0.2687,0.00152
"CANDIDATE",7137213,"K03907.01",0.6794,0.09937,-0.0001458
"CANDIDATE",10363115,"K03908.01",0.6156,0.1124,6.948e-05
"CANDIDATE",5966810,"K03909.01",0.642,0.1729,-0.0001319
"FALSE POSITIVE",10491062,"K03910.01",1.317,0.1018,0.04317
"CANDIDATE",9761615,"K03911.01",0.7493,0.1343,0.000112
"FALSE POSITIVE",4058881,"K03912.01",0.8198,0.2302,0.006458
"CANDIDATE",10281221,"K03913.01",0.7572,0.09847,-7.441e-05
"FALSE POSITIVE",5471496,"K03914.01",1.378,0.5273,0.001194
"FALSE POSITIVE",4544620,"K03915.01",2.724,0.4693,-5.783e-05
"CANDIDATE",5784777,"K03916.01",0.6879,0.1122,-2.293e-05
"FALSE POSITIVE",11466960,"K03917.01",0.5145,0.1899,1.081e-05
"FALSE POSITIVE",3124420,"K03918.01",3.264,0.02612,0
"FALSE POSITIVE",4649440,"K03919.01",0.6754,0.1277,0
"FALSE POSITIVE",2437488,"K03920.01",0.7339,0.08688,0.02636
"FALSE POSITIVE",10083623,"K03921.01",1.527,0.2639,-0.002377
"FALSE POSITIVE",7024530,"K03922.01",0.647,0.02439,0.008619
"FALSE POSITIVE",5015459,"K03923.01",0.6444,0.1262,-0.001602
"FALSE POSITIVE",1433980,"K03924.01",327.5,0.1308,0
"CANDIDATE",10788461,"K03925.01",0.6707,0.1028,0.0005533
"CANDIDATE",10788461,"K03925.02",0.7047,0.1559,0.0001905
"CANDIDATE",10788461,"K03925.03",0.6643,0.262,-0.0004777
"FALSE POSITIVE",11667548,"K03926.01",0.2708,0.1967,0.02786
"FALSE POSITIVE",8868649,"K03927.01",3.309,0.336,-0.0003408
"CANDIDATE",4242692,"K03928.01",0.6237,0.06052,-3.428e-05
"FALSE POSITIVE",8781480,"K03929.01",0.666,0.2549,0
"FALSE POSITIVE",11607176,"K03930.01",1.771,0.1419,0.0009098
"FALSE POSITIVE",10661718,"K03931.01",5.59,0.4664,-0.0003168
"FALSE POSITIVE",6137681,"K03932.01",0.6448,0.174,-0.083
"CANDIDATE",11244682,"K03933.01",0.6168,0.1444,0.0002756
"FALSE POSITIVE",9655419,"K03934.01",0.7012,0.1006,-4.923e-06
"CANDIDATE",5895158,"K03935.01",0.7925,0.1002,7.83e-05
"FALSE POSITIVE",4947556,"K03936.01",0.6457,0.1503,-0.0004561
"CANDIDATE",4947556,"K03936.02",0.6561,0.2376,-0.0003061
"FALSE POSITIVE",7362696,"K03937.01",0.7252,0.08079,4.271e-05
"FALSE POSITIVE",3865595,"K03938.01",0.6558,0.1361,-0.0005032
"CANDIDATE",9593528,"K03939.01",1.002,0.2245,0.002165
"FALSE POSITIVE",5195945,"K03940.01",0.7835,0.1439,0.001785
"FALSE POSITIVE",8552587,"K03941.01",1.183,0.385,0.0001743
"FALSE POSITIVE",6019872,"K03942.01",0.6604,0.1098,0.001175
"CANDIDATE",7679812,"K03943.01",0.6325,0.1551,6.143e-07
"FALSE POSITIVE",4864734,"K03944.01",0.6306,0.1351,-0.001638
"FALSE POSITIVE",3121340,"K03945.01",0.8509,0.08258,3.405e-05
"CANDIDATE",8636434,"K03946.01",0.6349,0.1344,-5.025e-05
"FALSE POSITIVE",5952366,"K03947.01",1.047,0.2174,-0.0007173
"FALSE POSITIVE",5952366,"K03947.02",0.7651,0.9479,-0.00135
"FALSE POSITIVE",6045250,"K03948.01",49.77,0.1557,0
"FALSE POSITIVE",5598595,"K03949.01",0.5267,0.07721,-6.78e-05
"FALSE POSITIVE",4544572,"K03950.01",2.152,0.5254,-0.0031
"FALSE POSITIVE",5738634,"K03951.01",0.4196,0.1015,2.823e-06
"FALSE POSITIVE",10152836,"K03952.01",0.63,0.02064,0.01051
"FALSE POSITIVE",10651816,"K03953.01",0.8896,0.217,-0.0003262
"FALSE POSITIVE",8030339,"K03954.01",1.114,0.164,0.000953
"CANDIDATE",8030339,"K03954.02",0.7013,0.3251,-0.0008209
"FALSE POSITIVE",9899414,"K03955.01",1.167,0.1375,0.0002283
"FALSE POSITIVE",5471059,"K03956.01",0.8308,0.1485,0.0006221
"FALSE POSITIVE",5471059,"K03956.02",0.7516,0.1307,0.0001901
"FALSE POSITIVE",7458309,"K03957.01",1.251,0.1798,0
"FALSE POSITIVE",7777372,"K03958.01",1.4,0.2612,6.476e-05
"FALSE POSITIVE",9282769,"K03959.01",2.371,0.05531,0
"FALSE POSITIVE",7777416,"K03960.01",0.7316,0.2655,0
"FALSE POSITIVE",7597005,"K03961.01",0.6753,0.1403,-0.002006
"FALSE POSITIVE",5479717,"K03962.01",1.86,0.02199,0.1352
"FALSE POSITIVE",3764714,"K03963.01",1.5,0.2223,6.748e-05
"FALSE POSITIVE",9957351,"K03964.01",50.39,0.2682,0.00236
"FALSE POSITIVE",5385575,"K03965.01",0.9588,0.5812,-0.00103
"CANDIDATE",3732035,"K03966.01",0.6501,0.1264,-6.617e-05
"FALSE POSITIVE",5385697,"K03967.01",1.3,0.4182,0.0004176
"FALSE POSITIVE",5385697,"K03967.02",0.526,0.1305,0.0003626
"FALSE POSITIVE",8823833,"K03968.01",0.8818,0.1688,7.376e-05
"FALSE POSITIVE",5475494,"K03969.01",1.29,0.2464,-0.0009001
"FALSE POSITIVE",9412445,"K03970.01",0.6062,0.08333,-0.001887
"FALSE POSITIVE",6057684,"K03972.01",0.9371,0.1386,0.001137
"FALSE POSITIVE",11568224,"K03973.01",1.314,0.4775,2.736e-05
"FALSE POSITIVE",7938883,"K03974.01",99.39,0.6958,-0.00661
"CANDIDATE",9280239,"K03975.01",0.6345,0.2593,0.0008924
"FALSE POSITIVE",4544571,"K03976.01",2.469,0.3863,-0.004032
"FALSE POSITIVE",3245661,"K03977.01",122.7,0.04849,0
"FALSE POSITIVE",10090219,"K03978.01",2.459,0.3525,-0.0005181
"FALSE POSITIVE",9899217,"K03979.01",1.361,0.2092,0.0004545
"CANDIDATE",6750902,"K03980.01",1.875,0.4351,1.258e-06
"FALSE POSITIVE",5895588,"K03981.01",0.7934,0.1114,-0.002186
"FALSE POSITIVE",5303557,"K03982.01",0.7272,0.08555,-0.001651
"FALSE POSITIVE",10227863,"K03983.01",0.634,0.2311,0.0002264
"CANDIDATE",8036287,"K03984.01",0.7136,0.1208,-1.948e-05
"FALSE POSITIVE",9602562,"K03985.01",0.5572,0.152,0.0001111
"FALSE POSITIVE",10668665,"K03986.01",0.6686,0.1483,0.04605
"FALSE POSITIVE",10407020,"K03987.01",0.3855,0.1974,-1.936e-06
"FALSE POSITIVE",5385491,"K03988.01",1.082,0.3553,2.823e-05
"FALSE POSITIVE",5551504,"K03989.01",0.5091,0.1048,-9.377e-05
"FALSE POSITIVE",6421503,"K03990.01",0.8007,0.09804,0.002867
"CANDIDATE",10352333,"K03991.01",0.8068,0.1392,0.0001251
"FALSE POSITIVE",3228988,"K03992.01",1.403,0.3504,0.000152
"FALSE POSITIVE",2970804,"K03993.01",0.8267,0.08557,0.0007068
"FALSE POSITIVE",7552701,"K03994.01",0.5177,0.1506,-0.0005593
"FALSE POSITIVE",7418173,"K03995.01",2.35,0.5222,-0.0007982
"FALSE POSITIVE",3228804,"K03996.01",1.337,0.3217,8.344e-05
"FALSE POSITIVE",2442359,"K03997.01",0.2907,0.1129,-0.0004437
"FALSE POSITIVE",7707742,"K03998.01",63.68,0.01626,0
"FALSE POSITIVE",2010191,"K03999.01",0.9585,0.3531,0.0003857
"FALSE POSITIVE",5471675,"K04000.01",2.646,0.1386,-0.0001635
"FALSE POSITIVE",9851943,"K04001.01",1.143,0.2436,0.0002977
"CANDIDATE",5773121,"K04002.01",0.592,0.09672,1.572e-05
"FALSE POSITIVE",2708420,"K04003.01",0.9618,0.1893,0.0001455
"CANDIDATE",4814502,"K04004.01",0.6768,0.1594,2.268e-05
"CANDIDATE",8142787,"K04005.01",0.6823,0.2092,-0.0005665
"FALSE POSITIVE",5471690,"K04006.01",1.096,0.5205,0.0002013
"CANDIDATE",8376848,"K04007.01",0.6909,0.1403,0.0003557
"FALSE POSITIVE",5350447,"K04008.01",0.6787,0.2245,-0.0008546
"CANDIDATE",8934103,"K04009.01",0.6741,0.2471,-0.000349
"CANDIDATE",8934103,"K04009.02",0.6981,0.3371,7.384e-05
"FALSE POSITIVE",5288577,"K04010.01",0.9736,0.1677,0.0002564
"CANDIDATE",11969988,"K04011.01",0.7332,0.1862,-3.179e-05
"FALSE POSITIVE",4832225,"K04013.01",3.843,1.351,0
"CANDIDATE",9009953,"K04014.01",0.6611,0.1939,3.381e-05
"CANDIDATE",8282846,"K04015.01",0.6314,0.1923,-0.000232
"CANDIDATE",5938970,"K04016.01",0.6733,0.2567,-0.0006371
"FALSE POSITIVE",8381693,"K04017.01",0.8362,0.7215,4.197e-05
"FALSE POSITIVE",4929299,"K04018.01",0.7993,0.1763,0.0001068
"FALSE POSITIVE",7038096,"K04020.01",0.6813,0.3317,2.247e-05
"CANDIDATE",11967788,"K04021.01",0.6385,0.1499,-1.425e-05
"CANDIDATE",11967788,"K04021.02",0.7183,0.1997,6.614e-06
"CANDIDATE",7733731,"K04022.01",0.5195,0.1227,-5.421e-06
"FALSE POSITIVE",6862332,"K04023.01",0.6268,0.1703,0.004907
"CANDIDATE",10714072,"K04024.01",0.6517,0.2464,-3.101e-05
"FALSE POSITIVE",10992011,"K04025.01",1.424,0.2286,0.001154
"FALSE POSITIVE",4067110,"K04026.01",1.571,0.2596,0
"FALSE POSITIVE",8694309,"K04027.01",1.309,0.1807,-0.004991
"FALSE POSITIVE",7818447,"K04028.01",32.57,0.499,0
"FALSE POSITIVE",11569475,"K04029.01",12.72,0.6428,7.263e-05
"FALSE POSITIVE",9551430,"K04030.01",1.521,0.2443,3.27e-05
"FALSE POSITIVE",3228986,"K04031.01",1.891,0.1775,0.0001253
"CANDIDATE",7100673,"K04032.01",0.8176,0.1953,4.256e-05
"CANDIDATE",7100673,"K04032.02",0.7852,0.2251,-1.341e-05
"CANDIDATE",7100673,"K04032.03",0.6364,0.2011,8.335e-06
"CANDIDATE",7100673,"K04032.04",0.8256,0.395,2.592e-05
"CANDIDATE",7100673,"K04032.05",0.6977,0.3079,9.807e-06
"FALSE POSITIVE",4138557,"K04033.01",1.744,0.5476,0
"CANDIDATE",10089911,"K04034.01",0.63,0.1995,-7.903e-05
"FALSE POSITIVE",10089911,"K04034.02",0.728,0.4075,-0.0001734
"FALSE POSITIVE",3247404,"K04035.01",0.6189,0.09467,0.0004815
"CANDIDATE",11415243,"K04036.01",0.6456,0.235,-4.069e-05
"CANDIDATE",8264402,"K04037.01",0.6332,0.2079,8.323e-05
"FALSE POSITIVE",7773179,"K04038.01",0.687,0.1487,0.0002484
"FALSE POSITIVE",11145831,"K04039.01",0.559,0.2438,-0.004302
"FALSE POSITIVE",11444952,"K04040.01",1.343,0.2478,0
"FALSE POSITIVE",8647295,"K04041.01",1.497,0.1093,-0.001461
"FALSE POSITIVE",3444098,"K04042.01",1.267,0.2174,-0.001118
"FALSE POSITIVE",5112567,"K04043.01",1.052,0.2079,-0.0006725
"FALSE POSITIVE",5201115,"K04044.01",0.416,0.1351,2.107e-05
"FALSE POSITIVE",2708203,"K04045.01",1.234,0.1578,0.0001015
"FALSE POSITIVE",4150496,"K04046.01",0.7698,0.223,-0.001402
"FALSE POSITIVE",4150496,"K04046.02",0.7188,0.1513,-0.0007916
"CANDIDATE",9655005,"K04047.01",1.175,0.2952,3.528e-06
"FALSE POSITIVE",10272389,"K04048.01",0.7774,0.09976,0.0002577
"FALSE POSITIVE",4679687,"K04049.01",1.614,0.3506,-0.001906
"FALSE POSITIVE",7968683,"K04050.01",0.6645,0.5583,-0.003777
"CANDIDATE",10360722,"K04051.01",0.6612,0.2415,-0.0009286
"FALSE POSITIVE",9091755,"K04052.01",1.051,0.2997,0.0004219
"CANDIDATE",1718958,"K04053.01",0.623,0.08738,3.637e-05
"CANDIDATE",6428794,"K04054.01",0.6224,0.193,0.0004675
"FALSE POSITIVE",3228825,"K04055.01",2.209,0.1579,4.279e-06
"CANDIDATE",4673628,"K04056.01",0.6264,0.1459,3.339e-05
"FALSE POSITIVE",3757407,"K04057.01",0.7303,0.1675,0.002875
"FALSE POSITIVE",4769931,"K04058.01",0.6477,0.1098,3.877e-05
"FALSE POSITIVE",9220612,"K04059.01",1.367,0.1372,0.0007455
"CANDIDATE",9086154,"K04060.01",0.6304,0.182,-5.573e-05
"FALSE POSITIVE",6806695,"K04061.01",1.257,0.2331,0.0003836
"FALSE POSITIVE",11858979,"K04062.01",1.053,0.2157,-0.001109
"FALSE POSITIVE",5900390,"K04063.01",1.126,0.3712,0.0004174
"FALSE POSITIVE",5444334,"K04064.01",0.6484,0.3141,6.931e-05
"CANDIDATE",8686373,"K04066.01",0.6734,0.2145,0.0001667
"CANDIDATE",5530112,"K04067.01",0.6524,0.2188,-0.0004907
"CANDIDATE",6226908,"K04068.01",0.6368,0.178,0.0002615
"CANDIDATE",5906694,"K04069.01",0.7258,0.141,0.0004519
"FALSE POSITIVE",10186945,"K04070.01",2.998,0.6318,5.31e-05
"FALSE POSITIVE",2708286,"K04071.01",0.856,0.2689,0.0002226
"CANDIDATE",6755944,"K04072.01",0.4827,0.154,9.239e-06
"FALSE POSITIVE",10419797,"K04073.01",0.6666,0.1831,2.424e-05
"FALSE POSITIVE",7777471,"K04075.01",1.128,0.1011,-0.0002002
"CANDIDATE",9455677,"K04076.01",0.6825,0.1904,0.0002457
"FALSE POSITIVE",7690855,"K04077.01",10.57,0.3563,0
"FALSE POSITIVE",5649837,"K04078.01",1.152,0.2554,0
"FALSE POSITIVE",5036480,"K04080.01",0.5315,0.0992,-1.376e-05
"FALSE POSITIVE",6592832,"K04082.01",1.567,0.2833,0.000223
"FALSE POSITIVE",8524346,"K04083.01",0.7172,0.09585,-0.0003562
"CANDIDATE",3937814,"K04084.01",0.6478,0.2536,-8.17e-05
"FALSE POSITIVE",5041847,"K04085.01",13.47,0.3796,0
"FALSE POSITIVE",3836558,"K04086.01",0.6095,0.2802,0.0001791
"CANDIDATE",6106282,"K04087.01",0.7187,0.2966,0.0009921
"FALSE POSITIVE",4946584,"K04088.01",2.215,0.4445,-0.0004742
"FALSE POSITIVE",11972872,"K04089.01",7.541,0.2471,1.279e-05
"FALSE POSITIVE",9899233,"K04090.01",1.2,0.1244,-0.0001512
"CANDIDATE",3103227,"K04091.01",0.6412,0.2031,-0.0002046
"CANDIDATE",4850961,"K04092.01",0.5689,0.1989,-0.0002976
