"koi_disposition","kepid","kepoi_name","tce_slogg","tce_minmes","tce_rmesmad","tce_rsnrmes","tce_ptemp","tce_rb_tcount1","tce_fwm_prao"
"FALSE POSITIVE",5121173,"K06126.01",3.71,-3.75,9.445,2.345,2927.84,1,-6.118e-05
"FALSE POSITIVE",5385548,"K06128.01",4.16,-12.05,11.41,1.233,5448.94,0,-0.0004446
"FALSE POSITIVE",5385778,"K06129.01",3.06,-16.76,7.932,1.226,3033.36,0,0.0004849
"CANDIDATE",5428657,"K06130.01",4.7,-2.074,28.74,1.174,2407.63,111,0.0003274
"CANDIDATE",5629353,"K06132.01",4.13,-3.587,90.06,0.9761,3256.65,0,0.002343
"CANDIDATE",5629353,"K06132.02",4.13,-2.914,27.12,1.094,3762.1,0,0.0004506
"CANDIDATE",5629353,"K06132.03",4.13,-2.612,19.19,1.017,4171.81,0,-9.995e-05
"FALSE POSITIVE",5738698,"K06134.01",4.28,-4.316,16620,-2.127e-05,0,5,0
"FALSE POSITIVE",5768927,"K06135.01",4.13,-61.23,4671,0.9277,2222.81,7,0.04669
"FALSE POSITIVE",5814635,"K06136.01",4.13,-11.81,7.237,1.037,6186.3,1,-6.657e-05
"CANDIDATE",5816144,"K06137.01",4.45,-3.212,11.65,1.141,4018.64,0,-0.0001048
"FALSE POSITIVE",5816144,"K06137.02",4.45,-3.035,17.42,1.138,4516.97,0,-0.000172
"FALSE POSITIVE",5817566,"K06138.01",3.74,-16.43,134.8,1.587,2731.35,0,0
"FALSE POSITIVE",5952403,"K06139.01",3,-25.88,62.24,0.6189,0,275,-0.0002041
"FALSE POSITIVE",5955321,"K06140.01",4.43,-2.605,22060,-6.627e-05,0,6,0
"FALSE POSITIVE",6197038,"K06144.01",3.42,-394,875.7,0.9325,2730.2,0,-0.006698
"CANDIDATE",6221385,"K06145.01",4.14,-3.373,20.04,1.31,3856.87,0,0
"CANDIDATE",6221385,"K06145.02",4.14,-2.711,22.19,0.993,4331.63,0,0
"CANDIDATE",6221385,"K06145.03",4.14,-2.718,13.1,1.097,4871.63,0,0
"FALSE POSITIVE",6362386,"K06146.01",4.14,-162.3,4337,0.863,3137.21,0,0.005145
"FALSE POSITIVE",6449358,"K06147.01",3.66,-1112,1767,0.6656,4250.56,0,-0.00539
"FALSE POSITIVE",6674908,"K06149.01",4.64,-3.346,61.9,1.106,1036.7,0,0
"FALSE POSITIVE",7108433,"K06153.01",4.12,-644.1,91.86,-0.0001748,0,0,0
"FALSE POSITIVE",7129465,"K06155.01",4.4,-2.296,23400,-5.954e-05,0,0,0
"CANDIDATE",7174617,"K06156.01",4.67,-13.98,1902,0.5266,1561.88,68,0
"FALSE POSITIVE",7422883,"K06159.01",4.19,-216,258.4,1.715,3804.52,0,0.001272
"FALSE POSITIVE",7622059,"K06161.01",4.14,-11.42,38.13,0.889,2504.92,0,1.814e-05
"FALSE POSITIVE",7750740,"K06162.01",4.36,-328.3,5287,0.7095,2718.14,3,-0.05738
"FALSE POSITIVE",7779942,"K06163.01",4.04,-6.616,33.4,1.071,4891.99,0,-0.005713
"CANDIDATE",7835312,"K06164.01",4.19,-2.953,13.14,1.079,4105.79,3,3.555e-05
"FALSE POSITIVE",7838906,"K06165.01",1.6,-79.26,462.6,0.8982,0,0,5.706e-05
"FALSE POSITIVE",7838906,"K06165.02",1.6,-3.26,189.8,1.075,0,0,-1.075e-05
"CANDIDATE",7908367,"K06166.01",4.05,-2.501,25.7,0.927,2691.08,0,0.0005567
"CANDIDATE",7908367,"K06166.02",4.05,-3.337,27.28,1.043,2941.65,0,-0.0002482
"FALSE POSITIVE",7940533,"K06167.01",4.54,-100.1,626.2,1.362,2631.86,0,-0.0002525
"FALSE POSITIVE",8043882,"K06169.01",4.37,-2.482,15.91,1.116,3358.93,0,0.0001843
"FALSE POSITIVE",8095099,"K06171.01",4.47,-2.885,22110,-5.925e-05,0,22,0
"FALSE POSITIVE",8197761,"K06175.01",4.11,-6.002,88.68,1.239,2229.25,1,0.000666
"FALSE POSITIVE",8265156,"K06177.01",4.16,-8.258,4.401,1.064,5685.78,28,-2.687e-05
"CANDIDATE",8355178,"K06178.01",4.47,-3.896,13.84,1.05,4147.97,0,0
"CANDIDATE",8374077,"K06179.01",4.48,-2.989,16.73,1.094,4267.49,6,-0.0002297
"FALSE POSITIVE",8517303,"K06181.01",2.84,-2.669,21.52,1.698,2628.83,0,-4.196e-05
"CANDIDATE",8590149,"K06182.01",4.49,-2.764,11.63,1.052,3503.22,0,0.0001824
"FALSE POSITIVE",8590780,"K06183.01",4.08,-7.384,35270,-2.667e-05,0,0,0.006136
"CANDIDATE",8653134,"K06186.01",4.63,-4.067,43.44,1.195,2981.12,0,-0.0005058
"FALSE POSITIVE",8702921,"K06187.01",3.29,-7.966,202.8,1.24,2656.96,0,-0.0001134
"FALSE POSITIVE",8822421,"K06188.01",4.6,-6.587,41.86,1.17,2901.08,0,0.0004307
"FALSE POSITIVE",8957954,"K06189.01",4.49,-2.58,40350,0.636,0,0,0.0007348
"FALSE POSITIVE",8984706,"K06190.01",4.1,-3313,907.6,0.5605,5356.09,0,0.005412
"CANDIDATE",9093086,"K06191.01",4.44,-2.693,15.09,1.113,4596.37,0,-0.0001259
"CANDIDATE",9093086,"K06191.02",4.44,-2.465,12.52,1.103,3813.93,0,-3.704e-05
"FALSE POSITIVE",9101400,"K06192.01",4.27,-1.422,6784,-0.0002921,0,0,0.001861
"FALSE POSITIVE",9119652,"K06193.01",3.87,-3.162,5450,-0.0001473,0,3,0
"CANDIDATE",9145861,"K06194.01",3.02,-3.207,10.68,0.9821,3808.23,0,0.000105
"FALSE POSITIVE",9153823,"K06195.01",4.69,-4.004,30.82,1.156,2963.8,18,-1.289e-05
"FALSE POSITIVE",9282687,"K06196.01",4.14,-107.6,210.9,-0.0004539,0,0,0
"FALSE POSITIVE",9291629,"K06198.01",3.11,-57.69,767.7,0.1664,4846.64,0,-0.0003289
"FALSE POSITIVE",9343862,"K06201.01",4.02,-321.5,49.83,-0.0002172,0,0,0.02502
"FALSE POSITIVE",9394605,"K06203.01",4.43,-4.356,11.02,1.124,4225.1,4,0.001318
"FALSE POSITIVE",9471755,"K06204.01",4.26,-4.149,100.9,1.316,3065.66,13,-0.0001524
"FALSE POSITIVE",9479460,"K06205.01",3.69,-467.5,177,-0.0001682,0,0,0.3132
"FALSE POSITIVE",9549472,"K06206.01",4.4,-141.9,2675,0.9426,3174.27,0,-0.006704
"FALSE POSITIVE",9576197,"K06207.01",4.55,-117.8,925.6,1.145,3056.64,0,-0.0002868
"FALSE POSITIVE",9579860,"K06208.01",2.63,-3.348,23.47,1.05,0,7,0.0001613
"CANDIDATE",9655711,"K06209.01",4.48,-2.285,15.72,1.047,4219.12,0,-0.000734
"CANDIDATE",9655711,"K06209.02",4.48,-3.672,10.67,1.133,4890.87,0,-0.000923
"FALSE POSITIVE",9767392,"K06211.01",4.24,-1.755,10260,-0.000183,0,0,0.0003792
"FALSE POSITIVE",9774400,"K06212.01",4.45,-174.3,118.5,0.548,4275.01,0,0.05297
"FALSE POSITIVE",9839081,"K06213.01",4.53,-12.23,647.6,0.8207,2402.29,0,-0.0005003
"CANDIDATE",10200627,"K06217.01",3.23,-3.364,13.67,1.127,2978.01,0,-0.0001025
"FALSE POSITIVE",10228942,"K06219.01",3.8,-5.184,8643,0.7764,1099.56,0,-0.01162
"FALSE POSITIVE",10341878,"K06220.01",4,-4.563,18.15,0.6271,0,103,3.488e-05
"FALSE POSITIVE",10357831,"K06221.01",4.61,-5.752,162.6,0.885,1832.77,1,0
"FALSE POSITIVE",10385682,"K06223.01",4.42,-3.08,18440,-5.406e-05,0,0,-0.004792
"FALSE POSITIVE",10483644,"K06225.01",4.52,-69.96,3996,0.7155,2452.28,0,0.004569
"FALSE POSITIVE",10601549,"K06226.01",4.6,-7.502,447.3,0.09402,2790.98,117,-0.0001221
"FALSE POSITIVE",10614158,"K06227.01",3.28,-2.196,263.5,0.7333,952.52,0,-0.0001908
"CANDIDATE",10717220,"K06228.01",4.55,-3.866,19.76,1.134,3927.62,0,-0.0001304
"FALSE POSITIVE",10728219,"K06229.01",4.46,-630,1587,-9.242e-05,0,0,0
"CANDIDATE",10735988,"K06230.01",4.53,-23.68,3626,0.5219,1143.52,24,-0.001801
"FALSE POSITIVE",10973583,"K06232.01",4.55,-4.57,120.7,1.103,3599.48,0,0.0007499
"CANDIDATE",10989274,"K06233.01",4.41,-4.287,24.86,1.149,3739.42,0,0
"FALSE POSITIVE",11099351,"K06234.01",4.09,-105.4,993.9,0.7562,5000.54,51,-0.0006349
"FALSE POSITIVE",11147460,"K06235.01",3.22,-2.348,491.3,1.348,806.55,0,0.0008567
"FALSE POSITIVE",11252617,"K06236.01",4.43,-67.81,4434,0.8072,2784.18,0,0
"FALSE POSITIVE",11252617,"K06236.02",4.43,-2.184,314.7,0.9784,2159.55,0,0
"FALSE POSITIVE",11516930,"K06240.01",4.43,-3.436,21.98,1.321,4044.97,0,-0.0004554
"FALSE POSITIVE",11558882,"K06241.01",4.4,-8.653,4466,0.5568,1951.17,0,0.07096
"FALSE POSITIVE",11673686,"K06243.01",3.94,-78.75,1010,1.827,2761.39,0,-0.02424
"FALSE POSITIVE",11724210,"K06244.01",4.43,-50.38,1372,0.9695,2676.95,0,-0.004082
"FALSE POSITIVE",11775507,"K06245.03",4.26,-4.642,9.187,1.097,6102.84,0,-0.0001416
"CANDIDATE",11856178,"K06246.01",4.49,-3.583,41.24,1.145,3194.66,8,5.171e-05
"FALSE POSITIVE",11867071,"K06247.01",4.37,-31.66,988.4,0.9237,3312.67,2,-0.0001606
"FALSE POSITIVE",11975363,"K06248.01",4.45,-5.169,26400,-5.85e-05,0,0,0
"FALSE POSITIVE",12207117,"K06249.01",4.58,-15.87,39.98,1.877,3349.28,33,-1.031e-05
"CANDIDATE",12367464,"K06250.01",4.03,-21.8,1152,0.8467,2181.26,60,-0.0002936
"FALSE POSITIVE",12470041,"K06251.01",3.72,-2.666,1012,1.14,1420.11,0,-0.0003905
"FALSE POSITIVE",1026032,"K06252.01",4.64,-289,1210,0.6187,3669.18,1,-0.01324
"FALSE POSITIVE",2012722,"K06257.01",3.83,-4.734,3.372,1.066,5851.72,0,-4.606e-05
"FALSE POSITIVE",2013883,"K06258.01",4.07,-2.281,9.107,1.049,4237.13,371,0.0001659
"CANDIDATE",2161949,"K06259.01",4.33,-2.765,13.75,1.078,3836.42,0,-1.024e-06
"CANDIDATE",2161949,"K06259.02",4.33,-3.514,9.838,1.165,4483.54,1,1.283e-05
"FALSE POSITIVE",2162994,"K06260.01",4.53,-2.292,29220,-4.143e-05,0,54,0.1149
"FALSE POSITIVE",2167444,"K06261.01",4.13,-4.324,6.517,0.1875,9156.97,0,-7.615e-05
"CANDIDATE",2301068,"K06263.01",3.45,-2.582,12.08,1.177,3921.41,4,-4.32e-05
"FALSE POSITIVE",2305372,"K06264.01",4.04,-505.4,119.6,-5.513e-05,0,0,0
"FALSE POSITIVE",2306740,"K06265.01",4.22,-4019,259.8,-7.773e-05,0,0,0
"FALSE POSITIVE",2308957,"K06266.01",3.61,-3.686,8882,0.01646,0,3,0
"CANDIDATE",2422820,"K06267.01",4.5,-3.346,15.12,1.095,3953.17,1,0.0001867
"FALSE POSITIVE",2437452,"K06268.01",4.57,-2.655,2774,0.4226,905.08,0,0.01331
"FALSE POSITIVE",2437804,"K06269.01",2.33,-3.353,19.6,1.022,2023.19,0,0.002912
"FALSE POSITIVE",2438061,"K06270.01",4.44,-3.127,692.6,0.6153,1397.29,0,0.001547
"FALSE POSITIVE",2438062,"K06271.01",4.44,-2.786,189.2,0.853,1837.87,0,0.004508
"FALSE POSITIVE",2438517,"K06272.01",4.48,-3.176,17.32,1.034,3064.29,0,0.00444
"FALSE POSITIVE",2442084,"K06273.01",4.71,-281,3593,0.6931,2942.37,0,0
"CANDIDATE",2449245,"K06274.01",4.46,-2.228,11.82,1.21,4686.36,0,0.0004944
"CANDIDATE",2557350,"K06276.01",4.84,-1.852,15.1,1.141,2336.61,3,0.000275
"FALSE POSITIVE",2557430,"K06277.01",4.12,-1304,31.02,0.5058,4830.71,17,0
"FALSE POSITIVE",2568971,"K06278.01",4.05,-9.261,7.109,1.106,4692.05,0,0.0003795
"FALSE POSITIVE",2570505,"K06279.01",4.56,-3.094,17.12,1.02,2618.7,0,-1.396e-05
"FALSE POSITIVE",2570767,"K06280.01",3.72,-2.25,38.79,1.04,0,0,6.198e-05
"FALSE POSITIVE",2576692,"K06282.01",3.98,-7095,16890,-4.813e-05,0,0,0.003123
"FALSE POSITIVE",2580872,"K06283.01",4.47,-2352,2666,-0.0001185,0,0,0.1899
"FALSE POSITIVE",2583777,"K06284.01",4.15,-44.02,48.93,0.7195,5248.92,108,-7.749e-05
"FALSE POSITIVE",2693092,"K06285.01",3.95,-101.9,9947,0.615,2125.89,0,-0.06417
"FALSE POSITIVE",2708156,"K06286.01",3.64,-354.2,382.3,-4.21e-05,0,1,0
"FALSE POSITIVE",2708172,"K06287.01",4.64,-2.103,32.14,1.017,3526.45,0,9.814e-05
"FALSE POSITIVE",2708445,"K06288.01",2.66,-2.43,10.62,0.6273,0,0,-0.0003394
"FALSE POSITIVE",2708614,"K06289.01",4.42,-7.268,84.45,0.9819,3744.06,0,0.001941
"FALSE POSITIVE",2711114,"K06290.01",4.22,-2.968,798.2,1.108,1084.22,0,-0.0004926
"FALSE POSITIVE",2720354,"K06292.01",4.12,-15.67,1000,0.9441,2202.17,0,0.0001643
"CANDIDATE",2834463,"K06293.01",4.39,-3.076,10.15,1.154,3081.74,19,3.169e-05
"FALSE POSITIVE",2852560,"K06294.01",4.59,-1985,2784,-0.0001206,0,0,-0.1027
"FALSE POSITIVE",2856960,"K06295.01",4.58,-36.21,111.3,0.8936,4775.53,0,0.004579
"FALSE POSITIVE",2860594,"K06296.01",3.83,-327.8,145.4,1.508,4578.91,1,0.004971
"FALSE POSITIVE",2860788,"K06297.01",4.38,-2.199,11290,0.6894,726.82,8,0.04881
"FALSE POSITIVE",2969638,"K06298.01",4.24,-5.602,7.93,1.1,3716.89,7,0.0001084
"CANDIDATE",2970670,"K06299.01",4.57,-2.272,22.76,0.9925,3349.47,301,-5.299e-05
"FALSE POSITIVE",2973509,"K06300.01",4.23,-4427,439.4,0.7582,4858.06,0,0.02543
"CANDIDATE",2994092,"K06301.01",4.38,-3.088,12.38,1.012,5074.96,0,-0.0004224
"FALSE POSITIVE",2998124,"K06302.01",3.79,-64.79,9086,0.6114,2926.85,0,0.06618
"FALSE POSITIVE",3098194,"K06303.01",4.32,-6621,691,-5.461e-05,0,0,0
"FALSE POSITIVE",3102024,"K06304.01",4.6,-5958,8962,0.615,3468.01,1,0.2292
"FALSE POSITIVE",3110937,"K06305.01",4.44,-2.91,14.12,0.983,0,0,-0.000423
"FALSE POSITIVE",3115480,"K06306.01",4.26,-1.944,2696,0.7914,910.94,4,0.0004045
"FALSE POSITIVE",3120320,"K06307.01",4.17,-863.7,12870,0.655,3083.12,0,-0.01802
"FALSE POSITIVE",3127817,"K06308.01",4.04,-4.621,3161,0.6958,766.82,30,0
"FALSE POSITIVE",3228740,"K06309.01",4.37,-2.803,5.763,1.14,4573.39,38,-7.642e-06
"FALSE POSITIVE",3230206,"K06310.01",4.52,-3.186,13.2,1.102,5051.75,0,0.001589
"FALSE POSITIVE",3230227,"K06311.01",3.97,-205.4,2313,1.164,1728.98,3,-0.01997
"FALSE POSITIVE",3241619,"K06312.01",4.66,-3496,279.6,0.4374,3899.66,19,0
"FALSE POSITIVE",3241662,"K06313.01",4.55,-2.6,10.1,1.145,4687.55,46,-0.0001057
"FALSE POSITIVE",3245000,"K06314.01",4.57,-3.137,12.58,1.14,4107.28,0,-0.002081
"FALSE POSITIVE",3247294,"K06316.01",4.42,-765.7,4040,0.516,4403.54,0,0.02266
"FALSE POSITIVE",3248332,"K06317.01",4.21,-1736,1645,0.5115,5405.78,0,-0.00265
"FALSE POSITIVE",3323289,"K06319.01",4.45,-2151,10060,-7.99e-05,0,0,-0.02006
"FALSE POSITIVE",3327980,"K06321.01",3.88,-5.925,17100,-2.223e-05,0,13,0
"FALSE POSITIVE",3329643,"K06322.01",4.32,-4.057,15.6,1.286,2986.22,0,-0.0003699
"FALSE POSITIVE",3335816,"K06323.01",4.26,-2.824,6473,0.488,882.18,1,-0.002582
"FALSE POSITIVE",3337438,"K06324.01",3.16,-2.588,26.38,1.09,2897.6,2,-0.0001555
"FALSE POSITIVE",3337548,"K06325.01",4.51,-2.229,8.772,1.086,3701.26,0,0.0002362
"FALSE POSITIVE",3339538,"K06326.01",3.99,-2.613,13620,0.6185,644.6,0,0.0009519
"FALSE POSITIVE",3341934,"K06327.01",4.45,-200.5,4533,0.7421,3671.02,0,-0.00405
"FALSE POSITIVE",3343866,"K06328.01",3.78,-2.206,29.35,1.277,2315.3,70,0.000358
"CANDIDATE",3346543,"K06329.01",3.88,-3.573,12.44,1.132,4096.63,0,-4.817e-05
"FALSE POSITIVE",3352751,"K06330.01",4.25,-77.34,1119,0.928,3461.17,0,-0.03107
"CANDIDATE",3356193,"K06331.01",4.58,-2.875,9.859,1.014,4135.56,11,-0.0008503
"FALSE POSITIVE",3427776,"K06332.01",4.5,-151.4,1121,0.8619,3585.66,13,-0.0008723
"FALSE POSITIVE",3437739,"K06333.01",4.41,-2.008,23.4,1.027,0,0,0.0001711
"FALSE POSITIVE",3440230,"K06334.01",3.67,-903.9,221.8,-6.759e-05,0,0,0.1379
"FALSE POSITIVE",3441340,"K06335.01",4.47,-1.617,11.93,1.205,5009.26,1,0.0002093
"FALSE POSITIVE",3448323,"K06336.01",4.5,-3.266,6.928,1.313,4505.74,33,-2.113e-05
"FALSE POSITIVE",3458919,"K06337.01",4.51,-438.6,17.47,0.5515,1774.33,0,0
"FALSE POSITIVE",3542573,"K06338.01",4.1,-3.628,18890,0.6916,357.32,0,0.0007634
"FALSE POSITIVE",3543270,"K06339.01",4.63,-508.3,415.1,0.9185,3812.86,0,0.004142
"FALSE POSITIVE",3544678,"K06340.01",4.55,-2.613,11.57,1.103,5211.98,0,-0.007176
"CANDIDATE",3547178,"K06342.01",4.28,-2.498,13.89,1,5050.81,0,3.49e-06
"FALSE POSITIVE",3548622,"K06343.01",4.5,-4.029,12.69,1.014,5420.44,0,-0.000286
"FALSE POSITIVE",3556742,"K06344.01",4.61,-3.832,30.51,1.057,3822.14,23,0
"FALSE POSITIVE",3558803,"K06345.01",2.87,-7.588,9.067,0.2956,0,11,-2.607e-05
"FALSE POSITIVE",3644174,"K06347.01",4.59,-3.246,12.34,1.084,3113.35,2,-0.001131
"FALSE POSITIVE",3655326,"K06348.01",4.03,-805.5,1707,0.5944,4292.19,2,0.03996
"FALSE POSITIVE",3656322,"K06349.01",3.67,-5.181,1320,0.6614,1067.38,9,-0.0004015
"FALSE POSITIVE",3656700,"K06350.01",3.83,-7.716,20.2,1.747,2823.64,298,0.002003
"FALSE POSITIVE",3659940,"K06351.01",4.49,-3.533,62.06,0.038,5859.32,40,0.0001649
"CANDIDATE",3663494,"K06352.01",4.52,-2.517,14.35,1.039,4430.78,6,8.213e-05
"CANDIDATE",3733638,"K06353.01",3.63,-2.753,13.03,1.233,3684.21,0,-7.141e-05
"CANDIDATE",3748855,"K06355.01",4.49,-2.285,13.87,1.083,3933.49,3,0.0001282
"FALSE POSITIVE",3757588,"K06356.01",4.5,-26.05,271.4,1.004,3411.22,0,-0.002333
"CANDIDATE",3765692,"K06358.01",4.65,-3.476,11.94,1.128,3439.29,27,-0.0001396
"FALSE POSITIVE",3766353,"K06359.01",4.48,-76.31,242.2,1.166,2468.53,12,-0.00029
"FALSE POSITIVE",3830820,"K06360.01",4.7,-26.31,1492,-0.0007377,0,0,-0.01128
"CANDIDATE",3831523,"K06361.01",3.83,-3.154,7.975,0.9722,4645.91,17,-3.341e-06
"FALSE POSITIVE",3834364,"K06362.01",4.52,-236.3,1341,0.8393,2900.75,6,-0.02198
"FALSE POSITIVE",3836413,"K06363.01",4.44,-17.93,394.6,0.5379,2866.01,51,0.0008088
"FALSE POSITIVE",3836439,"K06364.01",3.9,-218.9,1302,0.5389,3485.78,295,0
"FALSE POSITIVE",3838004,"K06365.01",3.83,-3.366,8.048,1.473,3721.4,124,-1.645e-05
"FALSE POSITIVE",3851134,"K06366.01",4.38,-3.33,11.86,0.7745,4593.97,12,4.832e-05
"FALSE POSITIVE",3851193,"K06367.01",4.32,-68.99,1436,0.5657,1979.26,8,-0.0007583
"CANDIDATE",3854496,"K06368.01",4.43,-2.265,13.02,1.02,5211.82,1,-6.212e-05
"FALSE POSITIVE",3858884,"K06371.01",4.01,-1176,1174,-0.0002434,0,1,-0.2248
"FALSE POSITIVE",3938073,"K06373.01",4,-688.1,5802,0.7869,3657.03,0,0.000942
"CANDIDATE",3972432,"K06375.01",4.54,-1.971,13.17,1.081,4376.86,9,-0.0002942
"FALSE POSITIVE",3973002,"K06376.01",4.52,-2.136,6902,0.6107,0,10,0.007109
"FALSE POSITIVE",3973504,"K06377.01",4.52,-130.6,759.8,0.888,3707.4,5,-0.01752
"FALSE POSITIVE",4055092,"K06379.01",4.71,-7.314,233.6,0.811,2530.18,0,0.001488
"FALSE POSITIVE",4067549,"K06380.01",4.51,-91.39,1002,0.7579,3297.72,0,0.01396
"FALSE POSITIVE",4069213,"K06382.01",3.9,-165.4,1649,0.9583,3022.76,3,0.004114
"FALSE POSITIVE",4075064,"K06383.01",4.69,-368.2,4773,-0.0002315,0,2,0
"FALSE POSITIVE",4076952,"K06385.01",3.89,-7.559,7120,-7.406e-05,0,17,0.009674
"FALSE POSITIVE",4078693,"K06386.01",4.02,-35.94,272.2,1.007,3756.55,29,1.044e-05
"FALSE POSITIVE",4142768,"K06387.01",3.6,-15.97,1087,0.9945,1792.99,0,0.0001794
"FALSE POSITIVE",4149684,"K06388.01",4.38,-404.3,993.6,0.7673,3064.27,0,0.02482
"FALSE POSITIVE",4150703,"K06389.01",4.56,-2.318,12.32,1.016,4855.95,0,0.0009165
"FALSE POSITIVE",4157488,"K06390.01",4.05,-4.153,5594,0.6568,640.09,0,-0.04765
"FALSE POSITIVE",4160669,"K06391.01",0.05,-5.046,791.7,0.419,0,15,-0.001823
"FALSE POSITIVE",4174507,"K06393.01",4.52,-2.701,1209,0.6158,1279.3,5,-0.001468
"FALSE POSITIVE",4180396,"K06394.01",4.15,-12.4,8.209,1.038,7842.91,33,-6.875e-05
"FALSE POSITIVE",4245897,"K06395.01",4.01,-28.02,1282,-0.0004297,0,0,-0.07481
"FALSE POSITIVE",4252226,"K06396.01",3.9,-935.6,5629,0.8124,3780.57,0,-0.0007928
"FALSE POSITIVE",4261960,"K06397.01",4.65,-2.481,40.58,0.8517,2612.91,13,-0.002757
"FALSE POSITIVE",4269252,"K06398.01",2.42,-2.67,9.658,0.771,3352.25,0,-0.0002055
"CANDIDATE",4274071,"K06399.01",4.33,-2.519,13.76,1.096,3842.25,2,-7.025e-05
"FALSE POSITIVE",4281895,"K06400.01",3.84,-2502,1106,0.6785,4664.95,13,-0.009392
"CANDIDATE",4282390,"K06401.01",3.94,-4.405,9.927,1.072,5107.32,4,-4.096e-05
"FALSE POSITIVE",4284147,"K06402.01",4.37,-2.9,12.48,1.031,3531.89,45,-6.109e-05
"FALSE POSITIVE",4349935,"K06403.01",4.63,-4.853,7.753,0.4344,0,0,-7.481e-05
"FALSE POSITIVE",4352168,"K06404.01",4.58,-2272,8523,-4.23e-05,0,0,-0.0671
"FALSE POSITIVE",4356621,"K06405.01",4.09,-2.33,11.73,0.9273,4315.97,0,-2e-05
"FALSE POSITIVE",4357985,"K06406.01",4.54,-3.247,15.69,1.135,4214.14,0,-0.0003392
"FALSE POSITIVE",4367544,"K06407.01",4.12,-2.071,554,0.781,1341.83,0,-0.03069
"FALSE POSITIVE",4372410,"K06408.01",4.01,-3.126,8.01,1.248,6253.08,1,-6.132e-05
"FALSE POSITIVE",4372961,"K06410.01",3.87,-5.888,4.296,0.0006494,37065.62,0,0
"FALSE POSITIVE",4375101,"K06411.01",4.53,-837.2,3134,0.547,5341.58,0,0.007595
"FALSE POSITIVE",4380283,"K06412.01",4.39,-5.79,12200,0.5187,517.42,4,0
"FALSE POSITIVE",4445630,"K06414.01",4.36,-3.356,36060,-2.527e-05,0,0,0
"FALSE POSITIVE",4446411,"K06415.01",4.39,-4.992,8.83,3.3,2842.87,103,-0.0008379
"FALSE POSITIVE",4454219,"K06416.01",4.44,-2.455,672.4,0.803,1630.49,0,-0.0179
"FALSE POSITIVE",4456622,"K06417.01",4.46,-3.417,856.6,0.6945,1436.71,0,9.677e-05
"FALSE POSITIVE",4482738,"K06418.01",3.06,-2.702,11.83,1.122,0,175,0
"FALSE POSITIVE",4484312,"K06419.01",4.2,-1.323,14.57,1.128,3448.41,23,-2.355e-05
"FALSE POSITIVE",4484356,"K06420.01",4.62,-3.931,7467,0.4635,276.68,140,-0.0003087
"FALSE POSITIVE",4489844,"K06421.01",4.41,-2.33,16.04,0.9748,9181.62,0,-2.345e-05
"FALSE POSITIVE",4540632,"K06422.01",3.9,-409.8,10100,-0.0001099,0,0,0.01641
"FALSE POSITIVE",4544623,"K06423.01",4.85,-11.12,14.8,1.143,2367.23,0,0.002426
"FALSE POSITIVE",4565985,"K06424.01",1.79,-100,287.6,1.013,2642.53,0,7.026e-05
"FALSE POSITIVE",4569590,"K06426.01",2.78,-26.06,82.51,0.8095,2810.18,0,0.001265
"FALSE POSITIVE",4574310,"K06427.01",4.24,-823.8,160.9,0.3387,3330.11,3,0
"FALSE POSITIVE",4578594,"K06429.01",4.61,-25.21,964.3,0.9628,0,0,-0.01211
"FALSE POSITIVE",4587448,"K06430.01",4.34,-12.66,6.878,1.085,5317.97,48,5.683e-05
"FALSE POSITIVE",4633434,"K06431.01",4.56,-39.58,3570,0.7975,2230.07,0,-0.0004779
"FALSE POSITIVE",4661634,"K06432.01",4.47,-107.1,4979,0.8556,3185.4,0,0.005166
"FALSE POSITIVE",4665989,"K06433.01",4.21,-6.902,61730,-2.31e-05,0,0,0
"FALSE POSITIVE",4671584,"K06434.01",4.15,-1.929,842.9,0.5472,1707.78,16,-0.00265
"FALSE POSITIVE",4678171,"K06435.01",4.58,-2.453,10200,-0.0001183,0,0,0.0402
"FALSE POSITIVE",4681152,"K06436.01",4.47,-18.13,2558,0.6029,890.1,0,-0.0007326
"FALSE POSITIVE",4725292,"K06437.01",4.63,-10.14,16.04,0.4426,3500.56,0,0.001355
"FALSE POSITIVE",4729553,"K06438.01",4.19,-728.6,17.71,0.03407,6840.88,0,0
"FALSE POSITIVE",4736208,"K06439.01",4.39,-1347,784.1,-0.0001006,0,0,0
"FALSE POSITIVE",4737302,"K06441.01",3.49,-3459,536.1,0.9477,5444.68,0,-0.003404
"FALSE POSITIVE",4739194,"K06442.01",4.37,-402.3,349.4,-7.432e-05,0,3,0
"FALSE POSITIVE",4739565,"K06443.01",3.96,-4.286,17.6,0.9382,4306.42,0,-1.784e-05
"FALSE POSITIVE",4740688,"K06444.01",4.66,-1.618,18.66,1.066,2797.1,0,0.003674
"FALSE POSITIVE",4753988,"K06445.01",4.52,-363.3,1017,0.6609,4161.39,0,-0.02469
"FALSE POSITIVE",4757331,"K06446.01",4.58,-6.33,1049,0.6707,872.17,0,0.002445
"FALSE POSITIVE",4758350,"K06447.01",3.37,-4.623,6.466,1.058,1635.58,0,-6.171e-05
"FALSE POSITIVE",4758368,"K06448.01",2.23,-3.037,856.5,1.188,0,0,0
"FALSE POSITIVE",4768756,"K06451.01",4.55,-2.722,14.88,1.058,3432.99,0,0.0002245
