"koi_disposition","kepid","kepoi_name","tce_ror","tce_duration","tce_fwm_prao","tce_dicco_mra"
"CANDIDATE",6528464,"K00270.02",0.013232078,8.302,-6.429e-05,-1.2166
"CANDIDATE",9451706,"K00271.01",0.018544088,7.184,-0.0002136,1.1435
"CANDIDATE",9451706,"K00271.02",0.019065862,7.213,-0.000242,1.197
"CANDIDATE",9451706,"K00271.03",0.010725923,3.556,-7.829e-05,1.1964
"FALSE POSITIVE",5716763,"K00272.01",0.017716134,0.6652,2.496e-06,0.15059
"CANDIDATE",3102384,"K00273.01",0.019450119,1.823,9.328e-05,0.14304
"CANDIDATE",8077137,"K00274.01",0.0067214976,6.353,7.527e-07,0.54717
"CANDIDATE",8077137,"K00274.02",0.0074079356,5.202,-1.107e-05,-0.016052
"CANDIDATE",10586004,"K00275.01",0.014158059,7.43,-1.299e-05,0.39896
"CANDIDATE",10586004,"K00275.02",0.015806591,11.05,-3.616e-05,-0.65066
"CANDIDATE",11133306,"K00276.01",0.021697422,4.844,0.0002025,0.15947
"CANDIDATE",11401755,"K00277.01",0.022271066,7.976,-8.509e-06,-0.0020894
"CANDIDATE",11401755,"K00277.02",0.015413982,14.82,-2.489e-05,0.25416
"CANDIDATE",12314973,"K00279.01",0.035731525,8.221,3.175e-05,0.081141
"CANDIDATE",12314973,"K00279.02",0.017321694,7.102,-3.356e-05,-0.16724
"CANDIDATE",12314973,"K00279.03",0.0060816544,5.348,-7.683e-06,-0.65663
"CANDIDATE",4141376,"K00280.01",0.019985799,2.538,5.744e-06,0.17889
"CANDIDATE",4143755,"K00281.01",0.017193616,8.156,1.187e-05,0.020841
"CANDIDATE",5088536,"K00282.01",0.024952756,5.997,2.016e-05,-0.16034
"CANDIDATE",5088536,"K00282.02",0.0094469672,3.409,-2.189e-05,0.21876
"CANDIDATE",5088536,"K00282.03",0.012077219,1.971,-2.686e-05,-0.20015
"CANDIDATE",5695396,"K00283.01",0.022328678,3.058,4.58e-05,-0.67774
"CANDIDATE",5695396,"K00283.02",0.0079757987,5.15,1.704e-05,-0.15718
"CANDIDATE",6021275,"K00284.01",0.012427958,3.53,-0.0001089,0.26946
"CANDIDATE",6021275,"K00284.02",0.016223463,3.695,-1.598e-05,-0.45818
"CANDIDATE",6021275,"K00284.03",0.010855333,3.323,6.599e-05,-0.22207
"CANDIDATE",6021275,"K00284.04",0.011421389,4.362,-5.894e-05,-0.41705
"CANDIDATE",6196457,"K00285.01",0.020464073,6.141,-4.106e-07,0.022026
"CANDIDATE",6196457,"K00285.02",0.014611775,8.845,-5.984e-05,-0.13516
"CANDIDATE",6196457,"K00285.03",0.012146525,11.11,-1.481e-05,-0.30538
"FALSE POSITIVE",8258171,"K00286.01",0.023372995,10.74,0.001145,-4.8327
"FALSE POSITIVE",8703887,"K00287.01",0.1141854,3.805,-0.001949,2.4821
"CANDIDATE",9592705,"K00288.01",0.0142934,6.376,4.905e-05,-1.0519
"CANDIDATE",10386922,"K00289.01",0.049368431,16.48,-0.0002362,0.049612
"CANDIDATE",10386922,"K00289.02",0.022059787,8.052,-1.643e-05,-0.11995
"FALSE POSITIVE",10488450,"K00290.01",0.015407901,1.986,0.002038,-5.5742
"CANDIDATE",10933561,"K00291.01",0.01861993,7.819,-0.0001865,0.59552
"CANDIDATE",10933561,"K00291.02",0.012995932,2.02,-5.756e-05,0.0098855
"CANDIDATE",11075737,"K00292.01",0.014649521,2.259,5.944e-05,0.076399
"FALSE POSITIVE",11200415,"K00293.01",0.011354733,3.686,0.002338,-7.3435
"CANDIDATE",11259686,"K00294.01",0.02091973,6.017,0.0001423,-0.73511
"CANDIDATE",11547513,"K00295.01",0.018403684,3.079,7.602e-06,0.020176
"CANDIDATE",11547513,"K00295.02",0.011752941,2.006,0.0001061,-0.33626
"CANDIDATE",11802615,"K00296.01",0.022881377,5.581,-0.0001265,0.027588
"CANDIDATE",11905011,"K00297.01",0.01269671,3.124,1.076e-05,0.097651
"CANDIDATE",12785320,"K00298.01",0.017809544,2.652,-0.0001458,0.94282
"CANDIDATE",12785320,"K00298.02",0.019671166,4.761,-1.679e-05,0.57788
"CANDIDATE",2692377,"K00299.01",0.016001175,1.915,5.064e-05,0.15639
"FALSE POSITIVE",3438975,"K00300.01",0.02007267,5.421,-0.0004526,5.2722
"CANDIDATE",3642289,"K00301.01",0.015480521,4.177,-3.939e-05,-0.28815
"CANDIDATE",3642289,"K00301.02",0.0093683517,5.015,-0.0001436,1.0376
"CANDIDATE",3662838,"K00302.01",0.026341057,9.013,0.0001101,0.1902
"CANDIDATE",5966322,"K00303.01",0.027176914,6.499,-0.0001004,-0.0030424
"CANDIDATE",6029239,"K00304.01",0.025534307,2.305,6.307e-05,0.00048765
"CANDIDATE",6029239,"K00304.02",0.0056353554,3.63,-2.715e-05,0.22869
"CANDIDATE",6063220,"K00305.01",0.023420006,2.525,0.0001683,-0.096946
"CANDIDATE",6071903,"K00306.01",0.027308545,2.707,4.88e-05,0.017298
"CANDIDATE",6289257,"K00307.01",0.015511595,3.728,-3.859e-05,-0.030576
"CANDIDATE",6289257,"K00307.02",0.010930792,3.398,-0.0001391,0.064733
"CANDIDATE",6291837,"K00308.01",0.027051672,6.531,0.0001206,-0.065926
"FALSE POSITIVE",7024222,"K00309.01",0.0079012328,1.675,-0.001019,3.7411
"CANDIDATE",7050989,"K00312.01",0.01620978,2.995,-5.483e-07,0.23097
"CANDIDATE",7050989,"K00312.02",0.015417433,3.647,-7.669e-05,-0.30421
"CANDIDATE",7419318,"K00313.01",0.026075231,3.21,3.233e-05,-0.070804
"CANDIDATE",7419318,"K00313.02",0.019845572,3.39,3.494e-05,0.020537
"CANDIDATE",7603200,"K00314.01",0.028727054,2.473,-8.085e-05,-0.023921
"CANDIDATE",7603200,"K00314.02",0.036406783,2.475,3.272e-05,0.045039
"CANDIDATE",7603200,"K00314.03",0.019966753,3.274,5.394e-05,0.033318
"CANDIDATE",7700622,"K00315.01",0.032424789,4.386,4.738e-05,0.092799
"CANDIDATE",8008067,"K00316.01",0.022759878,5.151,-2.066e-05,0.73587
"CANDIDATE",8008067,"K00316.02",0.023308732,7.897,-0.0004604,0.76247
"CANDIDATE",8008067,"K00316.03",0.017449957,1.522,-7.572e-05,0.33615
"CANDIDATE",8121310,"K00317.01",0.02118439,7.527,-5.759e-05,0.39978
"CANDIDATE",8121310,"K00317.02",0.0093480589,7.564,1.465e-05,0.77675
"CANDIDATE",8156120,"K00318.01",0.035063339,10.53,0,0.08226
"CANDIDATE",8684730,"K00319.01",0.046575708,6.383,-0.0001425,-0.044259
"FALSE POSITIVE",8700558,"K00320.01",0.012440146,1.902,0.0002491,-1.7834
"CANDIDATE",8753657,"K00321.01",0.013988947,2.652,-2.435e-05,0.25072
"CANDIDATE",8753657,"K00321.02",0.0085999128,3.006,-2.082e-05,0.15671
"FALSE POSITIVE",8948424,"K00322.01",0.17256946,3.782,-0.03629,3.1715
"CANDIDATE",9139084,"K00323.01",0.025146675,2.169,-8.512e-05,-0.020139
"FALSE POSITIVE",9641041,"K00324.01",0.010484544,2.114,-6.577e-06,-1.7185
"FALSE POSITIVE",9724984,"K00325.01",0.030289656,3.397,-0.02528,0.25238
"CANDIDATE",9880467,"K00326.01",0.029940584,3.154,-0.002696,0.49177
"CANDIDATE",9880467,"K00326.02",0.036170112,10.01,-0.002291,1.1707
"CANDIDATE",9881662,"K00327.01",0.013627702,3.089,-4.876e-05,0.24212
"CANDIDATE",9881662,"K00327.02",0.015771885,9.314,-0.000157,0.13466
"FALSE POSITIVE",9895004,"K00328.01",0.024236429,1.186,0.0004848,-0.92951
"FALSE POSITIVE",10031885,"K00329.01",0.026492468,8.103,-0.0001957,4.0104
"CANDIDATE",11361646,"K00330.01",0.018087037,5.622,7.85e-05,0.18088
"CANDIDATE",11361646,"K00330.02",0.0085313884,3.458,-4.707e-05,0.69246
"CANDIDATE",10285631,"K00331.01",0.021250208,7.073,-3.893e-05,0.051243
"CANDIDATE",10285631,"K00331.02",0.01194388,1.173,-6.326e-05,-0.076927
"CANDIDATE",10290666,"K00332.01",0.016356475,4.1,2.787e-05,0.037903
"CANDIDATE",10290666,"K00332.02",0.0071125296,4.911,-2.311e-05,-0.46335
"CANDIDATE",10337258,"K00333.01",0.019142411,6.228,-2.066e-05,-0.15277
"FALSE POSITIVE",10383687,"K00334.01",0.015048796,4.119,-0.009879,9.675
"FALSE POSITIVE",10470206,"K00335.01",0.029226347,7.737,-0.0006504,0.97172
"FALSE POSITIVE",10518725,"K00336.01",0.011374883,3.408,-0.003453,8.1956
"CANDIDATE",10545066,"K00337.01",0.019433984,5.63,0.0001394,0.022862
"CANDIDATE",10552611,"K00338.01",0.020257339,3.204,0.0001924,-0.013052
"CANDIDATE",10552611,"K00338.02",0.0090943783,2.369,1.059e-05,-0.18114
"CANDIDATE",10587105,"K00339.01",0.017268774,2.496,-2.879e-05,0.097332
"CANDIDATE",10587105,"K00339.02",0.019065189,3.842,-3.223e-05,0.096312
"CANDIDATE",10587105,"K00339.03",0.018274486,7.974,0.0003192,0.49948
"FALSE POSITIVE",10616571,"K00340.01",0.11313002,3,0.0007737,-0.06465
"CANDIDATE",10878263,"K00341.01",0.028521662,3.029,-6.802e-05,0.009243
"CANDIDATE",10878263,"K00341.02",0.018608096,2.836,2.113e-05,0.18596
"CANDIDATE",10982872,"K00343.01",0.024133547,3.594,0.0001001,0.029954
"CANDIDATE",10982872,"K00343.02",0.017188253,2.705,1.018e-05,-0.095055
"CANDIDATE",10982872,"K00343.03",0.013010179,8.036,-1.067e-05,-0.0918
"CANDIDATE",11015108,"K00344.01",0.033441325,5.96,0.000245,-0.088745
"CANDIDATE",11074541,"K00345.01",0.035271415,4.639,-0.0001581,0.068708
"CANDIDATE",11100383,"K00346.01",0.033328035,2.793,8.93e-05,-0.12081
"CANDIDATE",11189127,"K00347.01",0.17008802,1.904,-0.001346,0.034388
"CANDIDATE",11194032,"K00348.01",0.045242154,4.735,0.0001175,0.02111
"CANDIDATE",11394027,"K00349.01",0.025940391,2.337,0.0002986,-0.021871
"CANDIDATE",11395587,"K00350.01",0.027094692,3.242,1.289e-05,-0.049824
"CANDIDATE",11442793,"K00351.01",0.083663123,14.49,-9.382e-05,-0.050972
"CANDIDATE",11442793,"K00351.02",0.058750164,12.06,0.000318,-0.086355
"CANDIDATE",11442793,"K00351.03",0.024783925,8.537,0.0001073,0.17748
"CANDIDATE",11442793,"K00351.04",0.024605215,10.03,0.0003952,0.54395
"CANDIDATE",11442793,"K00351.05",0.024601482,11.74,-0.0003696,-0.23648
"CANDIDATE",11442793,"K00351.06",0.012752043,4.417,-1.482e-05,0.3701
"CANDIDATE",11442793,"K00351.07",0.014864977,4.809,7.217e-05,0.043838
"CANDIDATE",11521793,"K00352.01",0.02296076,5.062,9.955e-05,-0.27672
"CANDIDATE",11521793,"K00352.02",0.015059044,1.073,1.667e-05,0.27322
"CANDIDATE",11566064,"K00353.01",0.065219361,7.512,5.828e-05,0.012065
"CANDIDATE",11566064,"K00353.02",0.018073987,5.156,-7.813e-05,0.35692
"CANDIDATE",11566064,"K00353.03",0.0099571887,4.951,4.612e-05,0.0093731
"CANDIDATE",11568987,"K00354.01",0.02395383,4.498,0.0003316,-0.04501
"CANDIDATE",11568987,"K00354.02",0.011649048,3.445,0.0001345,0.44103
"CANDIDATE",11621223,"K00355.01",0.019075155,3.016,2.227e-05,0.059799
"CANDIDATE",11624249,"K00356.01",0.037057002,2.204,-0.0002533,-0.028913
"FALSE POSITIVE",12017140,"K00358.01",0.20659293,5.312,0.01172,-0.025767
"FALSE POSITIVE",12106929,"K00359.01",0.02281581,4.773,0.000141,-1.9665
"FALSE POSITIVE",12107021,"K00360.01",0.023201011,5.167,0.0004892,-2.6485
"CANDIDATE",12404954,"K00361.01",0.016035126,2.658,-5.572e-06,-0.077019
"FALSE POSITIVE",1571511,"K00362.01",0.13030247,8.084,-0.0001189,-0.0048492
"FALSE POSITIVE",2438070,"K00363.01",0.03963372,4.058,0.001051,-2.1944
"CANDIDATE",11623629,"K00365.01",0.0267371,7.133,-4.573e-05,0.70569
"CANDIDATE",3545478,"K00366.01",0.063870471,4.981,3.21e-05,0.0034411
"CANDIDATE",4815520,"K00367.01",0.043946606,2.175,-0.0001202,-0.28574
"FALSE POSITIVE",6603043,"K00368.01",0.084449935,13.38,8.958e-05,-0.061735
"CANDIDATE",7175184,"K00369.01",0.011755871,2.009,-5.281e-05,-0.30195
"CANDIDATE",7175184,"K00369.02",0.011578119,2.526,-4.505e-05,0.34197
"CANDIDATE",8494142,"K00370.01",0.020040613,9.928,2.041e-05,0.12502
"CANDIDATE",8494142,"K00370.02",0.0137456,5.112,5.998e-05,0.35556
"FALSE POSITIVE",5652983,"K00371.01",0.054196648,6.278,-0.0006377,0.22162
"CANDIDATE",6471021,"K00372.01",0.081016473,9.038,-0.0004787,-0.081313
"CANDIDATE",7364176,"K00373.01",0.025244374,9.012,-8.884e-05,-0.12405
"CANDIDATE",8686097,"K00374.01",0.02471852,11.63,0.0002383,-0.14557
"FALSE POSITIVE",12643589,"K00376.01",0.10429152,3.755,0.05866,-5.9753
"FALSE POSITIVE",12643589,"K00376.02",0.01845091,1.095,-0.001228,3.8315
"CANDIDATE",3323887,"K00377.01",0.077362694,3.084,-0.0001787,0.0055241
"FALSE POSITIVE",2449074,"K00378.01",0.018748498,3.175,-0.0108,8.2859
"FALSE POSITIVE",2446113,"K00379.01",0.018020047,2.643,-0.0002371,1.1716
"CANDIDATE",2446113,"K00379.02",0.014319776,4.781,-0.0002301,0.95583
"FALSE POSITIVE",2452450,"K00380.01",0.02561434,5.572,0.008287,-5.2872
"FALSE POSITIVE",3230578,"K00381.01",0.051974046,1.724,-4.711e-05,-0.011728
"FALSE POSITIVE",3231137,"K00382.01",0.026521652,3.604,0.02247,-8.2399
"CANDIDATE",3353050,"K00384.01",0.015575698,5.41,2.317e-05,0.14809
"CANDIDATE",3446746,"K00385.01",0.017922385,3.732,0.0001276,0.063961
"CANDIDATE",3656121,"K00386.01",0.029685196,5.265,-0.0004808,0.0023866
"CANDIDATE",3656121,"K00386.02",0.027869044,6.476,0.0001593,-0.20879
"CANDIDATE",3733628,"K00387.01",0.034835027,3.606,6.863e-05,0.085554
"CANDIDATE",3831053,"K00388.01",0.019400655,5.872,-1.115e-05,-0.055945
"FALSE POSITIVE",3847708,"K00389.01",0.032340376,3.33,-0.005687,4.8342
"FALSE POSITIVE",3849155,"K00390.01",0.016857232,1.424,0.0003865,-1.1493
"FALSE POSITIVE",3858804,"K00391.01",0.04520651,14.27,-0.001462,2.6486
"CANDIDATE",3942670,"K00392.01",0.018571194,8.533,-0.0001494,0.16891
"CANDIDATE",3942670,"K00392.02",0.010517092,4.574,-5.556e-05,0.056735
"CANDIDATE",3964109,"K00393.01",0.017297048,7.196,-8.685e-05,0.14818
"FALSE POSITIVE",4159347,"K00394.01",0.042866933,3.646,0.0009346,-2.0792
"FALSE POSITIVE",4165960,"K00395.01",0.033674965,2.504,0.0001225,-0.22609
"CANDIDATE",4252322,"K00396.01",0.047915856,1.11,-3.883e-05,-0.15042
"FALSE POSITIVE",4376644,"K00397.01",0.15090304,2.183,-0.01474,5.1535
"CANDIDATE",9946525,"K00398.01",0.096720683,4.832,-0.0006393,0.0046038
"CANDIDATE",9946525,"K00398.02",0.042471086,2.559,-2.028e-05,0.021017
"CANDIDATE",9946525,"K00398.03",0.023790633,1.852,-6.412e-05,-0.16155
"FALSE POSITIVE",7289157,"K00399.01",0.29942559,3.525,0.01616,-0.045322
"FALSE POSITIVE",2695110,"K00400.01",0.095716898,6.697,-0.01254,1.4034
"CANDIDATE",3217264,"K00401.01",0.04541402,5.387,-9.87e-05,0.055066
"CANDIDATE",3217264,"K00401.02",0.042879607,5.597,0.0004003,-0.03382
"CANDIDATE",3217264,"K00401.03",0.020120396,7.211,0.0001604,-0.75027
"FALSE POSITIVE",3342592,"K00402.01",0.14437106,7.684,0,0.0047357
"FALSE POSITIVE",4247092,"K00403.01",0.046653195,1.369,0.0003154,0.034955
"FALSE POSITIVE",4949751,"K00404.01",0.10818275,7.748,-0.01306,1.5995
"FALSE POSITIVE",5003117,"K00405.01",0.16197976,7.183,0.001759,-0.021233
"FALSE POSITIVE",5035972,"K00406.01",0.12632735,5.504,-0.0005093,-0.04252
"FALSE POSITIVE",5218441,"K00407.01",0.069418049,5.773,-0.001944,1.0982
"CANDIDATE",5351250,"K00408.01",0.039607247,3.349,0.0003998,0.019281
"CANDIDATE",5351250,"K00408.02",0.03024353,3.895,0.0001396,-0.090319
"CANDIDATE",5351250,"K00408.03",0.031728238,5.844,-0.0004347,-0.063878
"CANDIDATE",5351250,"K00408.04",0.01504285,2.582,0.0001184,-0.13591
"FALSE POSITIVE",5351250,"K00408.05",0.024844345,3.439,-0.001278,0.47904
"CANDIDATE",5444548,"K00409.01",0.026549207,4.694,0.0001208,0.061729
"FALSE POSITIVE",5449777,"K00410.01",0.097054129,1.892,0.0002147,-0.084474
"FALSE POSITIVE",5478055,"K00411.01",0.034684003,5.031,0.0001772,2.2002
"CANDIDATE",5683743,"K00412.01",0.058599,2.998,0.002926,-0.70107
"CANDIDATE",5791986,"K00413.01",0.035305542,2.668,0.0001157,0.070794
"CANDIDATE",5791986,"K00413.02",0.029068706,3.575,-9.197e-05,-0.084221
"FALSE POSITIVE",5872150,"K00414.01",0.1500915,5.364,-0.001247,0.021002
"FALSE POSITIVE",5872150,"K00414.02",0.022340295,3.591,0.0005063,-0.64063
"CANDIDATE",6289650,"K00415.01",0.065045174,6.038,0.0001874,-0.030384
"CANDIDATE",6508221,"K00416.01",0.041254724,3.96,0.0006177,0.013779
"CANDIDATE",6508221,"K00416.02",0.036320905,4.542,0.0003282,-0.01949
"CANDIDATE",6508221,"K00416.03",0.019113538,3.309,0.0001337,0.6533
"FALSE POSITIVE",6879865,"K00417.01",0.11597267,2.536,-0.0003233,0.024039
"FALSE POSITIVE",7975727,"K00418.01",0.11220624,5.359,0.0001918,0.021284
"FALSE POSITIVE",8219673,"K00419.01",0.14593771,3.257,-0.002391,-0.036018
"CANDIDATE",8352537,"K00420.01",0.052545902,2.329,-0.0004383,0.010988
"CANDIDATE",9115800,"K00421.01",0.12225118,2.399,0.0005788,-0.0045756
"FALSE POSITIVE",9214713,"K00422.01",0.095062567,8.038,0.009159,-0.08797
"CANDIDATE",9478990,"K00423.01",0.087426598,5.95,-0.0003755,0.0055183
"FALSE POSITIVE",9597411,"K00424.01",0.19105747,2.538,-0.0003813,0.0061919
"FALSE POSITIVE",9967884,"K00425.01",0.1474622,1.915,0.001212,-0.044313
"CANDIDATE",10016874,"K00426.01",0.031613615,3.709,0.0003235,-0.069747
"CANDIDATE",10189546,"K00427.01",0.042248964,2.785,-0.0009233,0.59237
"CANDIDATE",10189546,"K00427.02",0.03055001,5.563,-0.0004543,0.86235
"CANDIDATE",10189546,"K00427.03",0.031029685,7.315,-0.0002628,0.27164
"CANDIDATE",10418224,"K00428.01",0.057594018,6.927,9.451e-05,-0.020821
"CANDIDATE",10616679,"K00429.01",0.050338371,4.111,0.0001491,-0.015041
"CANDIDATE",10717241,"K00430.01",0.039201283,2.766,0.0003427,-0.046492
"CANDIDATE",10717241,"K00430.02",0.014803112,2.792,0.0003884,0.32528
"CANDIDATE",10843590,"K00431.01",0.035346136,3.416,0.0002604,0.013653
"CANDIDATE",10843590,"K00431.02",0.029427917,4.179,0.0006085,0.08537
"CANDIDATE",10858832,"K00432.01",0.034645917,2.238,-0.0001959,0.019499
"CANDIDATE",10937029,"K00433.01",0.11755284,12.19,-0.002255,0.21455
"CANDIDATE",10937029,"K00433.02",0.053739954,2.928,-0.0003935,0.17915
"FALSE POSITIVE",11656302,"K00434.01",0.13483489,8.817,-0.01257,0.47652
"CANDIDATE",11709124,"K00435.01",0.038568214,5.573,0.0005762,-0.38462
"CANDIDATE",11709124,"K00435.03",0.013015459,16.32,-0.0005819,-0.68774
"CANDIDATE",11709124,"K00435.04",0.016540907,3.019,0.000134,-0.40316
"CANDIDATE",11709124,"K00435.05",0.02505712,3.506,0.0005879,-0.64577
"CANDIDATE",11709124,"K00435.06",0.01480552,4.603,0.000177,-0.85058
"CANDIDATE",11805075,"K00436.01",0.22679636,4.373,0.0004935,-0.019056
"FALSE POSITIVE",11824222,"K00437.01",0.22973596,1.847,-0.03243,3.435
"CANDIDATE",12302530,"K00438.01",0.034761514,2.557,-0.0001528,-0.048494
"CANDIDATE",12302530,"K00438.02",0.032962133,3.205,0.0004441,0.086291
"CANDIDATE",12470954,"K00439.01",0.05115585,2.434,0.0001357,-0.027574
"CANDIDATE",2438264,"K00440.01",0.031145191,4.156,0.0001718,-0.094749
"CANDIDATE",2438264,"K00440.02",0.029645331,1.699,-0.0002755,-0.045647
"FALSE POSITIVE",3340312,"K00441.01",0.04069837,5.024,-0.0002789,0.033448
"CANDIDATE",3745690,"K00442.01",0.023499605,4.82,-0.0001432,0.1349
"CANDIDATE",3745690,"K00442.02",0.014168851,2.354,-0.0001235,0.12156
"CANDIDATE",3745690,"K00442.03",0.014763042,2.267,-0.0001159,0.058344
"CANDIDATE",3833007,"K00443.01",0.027322432,5.066,0.000137,-0.059201
"CANDIDATE",3847138,"K00444.01",0.022359535,4.31,-5.332e-05,-0.1445
"CANDIDATE",4633570,"K00446.01",0.031332806,2.769,0.0003789,-0.17248
"CANDIDATE",4633570,"K00446.02",0.028976128,4.187,0.0002377,0.26666
"FALSE POSITIVE",5021176,"K00447.01",0.038379838,2.846,-0.001877,-0.30018
"CANDIDATE",5640085,"K00448.01",0.033181712,2.695,0.0003474,0.0955
"CANDIDATE",5640085,"K00448.02",0.074803886,6.48,0.0001772,-0.058057
"FALSE POSITIVE",5779852,"K00449.01",0.1164014,4.024,0.0008011,-0.12114
"FALSE POSITIVE",6042214,"K00450.01",0.035066032,2.734,-0.003422,3.0364
"FALSE POSITIVE",6200715,"K00451.01",0.024691862,3.245,0.02596,-6.7025
"CANDIDATE",6291033,"K00452.01",0.019735067,5.239,9.375e-05,-0.026226
"FALSE POSITIVE",6758917,"K00453.01",0.20774141,1.855,0,-0.017996
"CANDIDATE",7098355,"K00454.01",0.031175713,5.178,4.622e-05,0.23596
"FALSE POSITIVE",7101828,"K00455.01",0.043727766,3.995,0.0028,-1.3184
"CANDIDATE",7269974,"K00456.01",0.039425258,5.038,-3.273e-06,-0.051683
"CANDIDATE",7269974,"K00456.02",0.017253582,3.114,-9.978e-05,-0.065921
"CANDIDATE",7440748,"K00457.01",0.030420638,2.08,-1.059e-05,-0.10439
"CANDIDATE",7440748,"K00457.02",0.032935842,1.773,-9.405e-05,0.023303
"CANDIDATE",7504328,"K00458.01",0.066173578,4.131,0.0009709,-0.18134
"CANDIDATE",7977197,"K00459.01",0.031800299,3.708,8.451e-05,-0.11596
"CANDIDATE",7977197,"K00459.02",0.013547301,3.497,-8.131e-05,-0.041683
"CANDIDATE",8043638,"K00460.01",0.036475299,4.525,-0.0002067,-0.008579
"FALSE POSITIVE",8621348,"K00461.01",0.033928761,5.455,-0.02727,7.3473
"FALSE POSITIVE",8773869,"K00462.01",0.013521896,2.861,0.004726,-5.4127
"CANDIDATE",8845205,"K00463.01",0.052972537,2.086,-0.0003651,0.0014414
"CANDIDATE",8890783,"K00464.01",0.068296955,6.405,0.0003778,-0.0043287
"CANDIDATE",8890783,"K00464.02",0.027585888,2.384,0.000248,-0.013811
"FALSE POSITIVE",9008220,"K00466.01",0.073116125,2.856,-0.0003803,-0.0059783
"CANDIDATE",9583881,"K00467.01",0.053191089,5.027,-0.001402,0.06456
"CANDIDATE",9589524,"K00468.01",0.04123553,3.23,-0.0002644,0.074651
"CANDIDATE",9703198,"K00469.01",0.056930179,1.56,5.015e-05,-0.063118
"CANDIDATE",9844088,"K00470.01",0.048521472,2.045,0.0001752,-0.025608
"CANDIDATE",10019643,"K00471.01",0.026860485,4.108,-2.62e-05,-0.037579
"CANDIDATE",10019643,"K00471.02",0.012118701,3.298,0.0001141,-0.24947
"CANDIDATE",10123064,"K00472.01",0.035832377,3.421,0.0004709,0.064582
"CANDIDATE",10155434,"K00473.01",0.036729859,3.288,-0.0006139,0.04599
"CANDIDATE",10460984,"K00474.01",0.025010146,3.26,0.0003243,0.010991
"CANDIDATE",10460984,"K00474.02",0.021944612,3.612,-0.0003193,-0.20951
"CANDIDATE",10460984,"K00474.03",0.033432657,6.248,-3.678e-06,-0.046054
"CANDIDATE",10460984,"K00474.04",0.013517211,1.736,-0.0001197,-0.022431
"CANDIDATE",10577994,"K00475.01",0.028725643,2.914,0.0001121,-0.17635
"CANDIDATE",10577994,"K00475.02",0.029849901,3.199,-0.0009909,-0.12923
"CANDIDATE",10599206,"K00476.01",0.02796553,3.011,0.0004856,0.040875
"CANDIDATE",10934674,"K00477.01",0.027541678,3.985,1.301e-05,-0.030007
"CANDIDATE",10990886,"K00478.01",0.04632837,1.62,0.0001413,0.046456
"CANDIDATE",11015323,"K00479.01",0.03444765,5.684,-0.0003393,-0.16343
"CANDIDATE",11134879,"K00480.01",0.02893332,2.223,7.443e-07,0.047152
"CANDIDATE",11192998,"K00481.01",0.031447975,2.861,-0.0002698,0.037895
"CANDIDATE",11192998,"K00481.02",0.022001773,1.91,-0.0001734,0.029193
"CANDIDATE",11192998,"K00481.03",0.03474611,5.213,2.662e-05,0.11837
"FALSE POSITIVE",11255761,"K00482.01",0.037656037,3.059,-0.001816,1.4287
"CANDIDATE",11497977,"K00483.01",0.028795279,3.078,0.0002281,0.080489
"CANDIDATE",12061222,"K00484.01",0.034924492,3.986,0.0001205,0.048158
"FALSE POSITIVE",12316431,"K00485.01",0.039788104,5.395,-0.02393,6.9138
"CANDIDATE",12404305,"K00486.01",0.027478013,5.315,-1.728e-05,-0.22769
"CANDIDATE",12834874,"K00487.01",0.028189052,3.332,-0.000326,0.22081
"CANDIDATE",2557816,"K00488.01",0.0238608,3.418,3.853e-05,0.23044
"FALSE POSITIVE",2576197,"K00489.01",0.021278466,2.075,-0.003306,4.4685
"CANDIDATE",3239945,"K00490.01",0.12261523,16.16,0.003338,-0.014968
"CANDIDATE",3239945,"K00490.02",0.023150967,2.565,0.0002468,-0.13722
"CANDIDATE",3239945,"K00490.03",0.022540808,3.083,-5.262e-05,0.080386
"CANDIDATE",3239945,"K00490.04",0.017349305,3.325,-4.347e-05,0.76005
"FALSE POSITIVE",3541800,"K00491.01",0.033004313,3.756,-0.001621,2.5456
"CANDIDATE",3559935,"K00492.01",0.030046448,6.792,0.001266,-0.34815
"FALSE POSITIVE",3834360,"K00493.01",0.020227158,1.957,-0.01322,0
"CANDIDATE",3966801,"K00494.01",0.032633823,3.991,-0.0001268,-0.11462
"FALSE POSITIVE",4049108,"K00495.01",0.038038036,3.442,-0.1383,0
"CANDIDATE",4454752,"K00496.01",0.023352295,1.666,3.709e-05,0.057216
"CANDIDATE",4757437,"K00497.01",0.024485909,5.213,-0.0004406,0.1904
"CANDIDATE",4757437,"K00497.02",0.013524003,3.579,-0.0001137,0.24059
"CANDIDATE",4847534,"K00499.01",0.02227158,2.537,-8.647e-06,0.14029
"CANDIDATE",4852528,"K00500.01",0.041299143,2.725,0,0.128
"CANDIDATE",4852528,"K00500.02",0.040893856,2.624,0,-0.020586
