"koi_disposition","kepid","kepoi_name","tce_time0bk","tce_ldm_coeff2","tce_ldm_coeff3","tce_robstat","tce_dof1","tce_sma","tce_smet_prov","tcet_period","tcet_time0bk","tcet_time0","tce_maxmes","boot_fap","boot_messtd","tce_rb_tcount0","tce_fwm_prao","tce_time0bk_sn","tce_sma_sn","tce_fwm_sra_sn"
"CANDIDATE",3728701,"K02536.01",137.158,0.5720136,-0.2781172,17.52,252,0.2703,5,51.1324,137.149,2454970,3.034,3.7557e-59,1.0044,26,-0.0003031,22421.8061619997,3.93564356435644,1293514.69387755
"CANDIDATE",1849702,"K02538.01",155.643,-0.5617736,1.2869864,12.83,315,0.2118,30,39.8307,155.652,2454990,3.042,2.6253e-36,1.054,32,5.235e-05,30487.7475465711,17.4464579901153,1031661.08108108
"FALSE POSITIVE",7289162,"K02539.01",131.688,0.7119664,-0.4772372,13.74,2268,0.05974,5,5.26641,131.698,2454960,2.207,2.5292e-38,1.0144,243,0.0008992,32147.0158162107,3.74545454545455,946742.077294686
"FALSE POSITIVE",3001885,"K02540.01",133.705,-0.797178,1.47362,16.5,2853,0.03475,5,2.67595,133.711,2454970,3.195,6.4034e-54,1.0243,312,0.003057,39298.300272462,11.5910607071381,1903360.77669903
"CANDIDATE",12306058,"K02541.01",137.967,-0.6142148,1.3217368,14.27,1575,0.07767,14,7.41697,137.948,2454970,2.173,2.8206e-41,1.0743,172,-2.704e-05,20885.4206088497,6.06796875,1113494.36781609
"CANDIDATE",12306058,"K02541.02",146.926,-0.6142148,1.3217368,11.79,486,0.1529,14,20.4867,146.867,2454980,2.454,8.9957e-29,1.0779,53,-2.054e-06,11166.1169460869,6.06746031746032,998700.567010309
"CANDIDATE",6183511,"K02542.01",131.643,0.601862,-0.24382,16.74,12600,0.01151,40,0.727331,131.643,2454960,1.024,1.4196e-45,1.0508,1327,-0.0002848,196702.278670153,8.34057971014493,1104881.4619883
"CANDIDATE",12469800,"K02543.01",131.944,-0.6343176,1.338876,20.31,9108,0.02151,25,1.30201,131.942,2454960,2.216,1.8233e-77,1.0339,961,6.487e-05,125260.119996962,14.1420118343195,1032842.61780105
"CANDIDATE",8676148,"K02544.01",158.117,-0.0123496,0.5151328,13.82,414,0.1856,5,28.6256,158.114,2454990,3.165,4.2144e-44,1.067,43,0.0003172,29305.6186230991,3.94809614975537,828414.608695652
"CANDIDATE",9696358,"K02545.01",132.773,0.3696598,-0.054138,13.24,1701,0.08054,0,6.98151,132.775,2454970,1.963,4.0403e-38,1.051,186,5.447e-06,15219.2801467217,14.6197131965874,1493929.84251969
"FALSE POSITIVE",5039129,"K02546.01",132.071,0.6687072,-0.460056,15.8,8964,0.0245,5,1.31967,132.071,2454970,2.26,3.4967e-53,1.0307,971,0.000923,69790.213485521,3.81857855361596,1104972.55555556
"CANDIDATE",4484336,"K02547.01",137.301,1.0085642,-0.8059754,15.83,1053,0.08063,5,8.94342,137.299,2454970,2.508,4.9742e-52,1.024,110,0.0002038,43018.0060218504,4.40360458765702,1068308.91891892
"CANDIDATE",9580167,"K02548.01",132.088,-0.85568,1.5434448,19.93,12140,0,55,0.827143,132.087,2454970,1.173,2.9191e-85,1.0294,1334,6.549e-05,169230.335595922,0,9903210.30927835
"FALSE POSITIVE",10679583,"K02549.01",133.78,0.1253982,0.4756038,11.09,2673,0.04223,5,3.5479,133.785,2454970,1.743,1.1999e-26,1.036,284,-0.0004547,36601.0139285216,7.40487462738909,879884.8
"CANDIDATE",11622985,"K02550.01",144.278,0.457062,-0.092382,15.07,675,0.1346,5,18.0243,144.278,2454980,3.417,4.4798e-48,1.0257,72,-0.0001028,26196.7360753012,3.81303116147309,917408.518518518
"CANDIDATE",11361283,"K02551.01",142.932,-0.6045564,1.337756,12.49,729,0.1165,5,16.4792,142.948,2454980,3.196,2.082e-33,1.0105,77,0.0004456,17850.2785593592,11.5690168818272,831156.386554622
"CANDIDATE",8757824,"K02552.01",134.954,0.318598,0.024848,13.78,3240,0.04881,25,3.65691,134.954,2454970,2.497,2.7648e-35,1.0159,344,0.0001116,53967.7842472327,6.82561879457419,885369.683257919
"CANDIDATE",9832208,"K02553.01",214.513,-0.6475892,1.3501028,11.97,135,0.3574,25,88.073,214.504,2455050,2.729,4.1892e-26,1.1874,15,-0.002147,27016.9207614658,14.059795436664,755319.031007752
"CANDIDATE",10471621,"K02554.01",135.176,0.2096984,0.122362,14.04,1125,0.07408,5,10.2712,135.176,2454970,3.927,7.1366e-42,1.024,116,-0.0001649,34974.2950212289,13.5727372663979,836566.480686695
"CANDIDATE",10471621,"K02554.02",150.6,0.2096984,0.122362,7.879,297,0.1826,5,39.7555,150.611,2454980,2.837,3.0411e-14,1.0283,27,0.0004706,42286.7411692031,13.5661218424963,473105.970873786
"CANDIDATE",5350244,"K02555.01",143.064,0.5054628,-0.20285,15.77,936,0.1072,22,12.5723,143.063,2454980,2.545,7.1921e-63,1.006,102,-2.581e-05,24886.0623856275,7.04336399474376,1654351.12068966
"CANDIDATE",5374403,"K02556.01",152.871,-0.1748538,0.772852,15.22,234,0.2236,30,40.8361,152.883,2454990,4.115,8.2322e-53,1.0386,25,-3.669e-05,26802.0288549032,9.37526205450734,851666.796536797
"FALSE POSITIVE",10925113,"K02557.01",142.707,-0.1728612,0.8868056,11.96,855,0.09075,5,11.7761,142.71,2454980,2.37,4.3214e-31,1.0196,95,0.001376,22377.969992724,10.5144247480014,1675898.29059829
"FALSE POSITIVE",5307858,"K02558.01",132.097,0.46721,-0.1515808,24.89,5364,0.03062,5,1.86725,132.09,2454970,1.462,6.0426e-98,1.0879,597,0.01598,31202.8609964828,3.95096774193548,1367111.64383562
"CANDIDATE",6605493,"K02559.01",136.402,0.1073566,0.3654108,17.07,1269,0.08653,46,9.30989,136.4,2454970,2.873,3.5192e-58,1.0274,137,0.0001668,33677.0947265505,7.24706867671692,1143553.52941176
"CANDIDATE",4670217,"K02560.01",134.167,-0.6279752,1.3541896,13.82,423,0.1227,5,18.1208,134.182,2454970,2.719,2.1688e-39,1.0091,47,-0.00045,13359.9203385611,11.674595623216,724767.794117647
"CANDIDATE",7259298,"K02561.01",133.981,0.9024318,-0.674559,16.2,3636,0.04188,5,3.23939,133.99,2454970,3.194,4.8684e-57,1.021,391,-4.112e-05,51594.4562751992,4.12610837438424,842133.973214286
"FALSE POSITIVE",10415227,"K02562.01",133.763,0.5867408,-0.295,13.03,3204,0.04069,5,2.93224,133.763,2454970,2.323,5.3225e-34,1.0047,343,-0.0009128,33457.3113691277,4.069,741491.090225564
"CANDIDATE",5175024,"K02563.01",145.351,0.8862992,-0.7308674,12.63,477,0.1633,5,23.4773,145.356,2454980,3.654,3.67e-46,1.0318,54,4.799e-05,20094.7286780981,3.83333333333333,1091270.39772727
"CANDIDATE",5175024,"K02563.02",133.236,0.8862992,-0.7308674,8.138,1827,0.06764,5,6.26123,133.246,2454970,2.301,4.0835e-16,1.0265,207,6.902e-05,16871.5097947348,3.83229461756374,583779.118541033
"CANDIDATE",9026749,"K02564.01",181.322,0.0178702,0.4514606,15.11,198,0.3798,25,66.5552,181.341,2455010,3.306,1.4476e-54,1.0191,21,5.631e-05,18654.2388749145,3.13366336633663,1230917.42138365
"CANDIDATE",9026749,"K02564.02",144.195,0.0178702,0.4514606,8.05,684,0.1569,25,17.6638,144.229,2454980,2.197,7.721e-15,1.0198,73,-0.0001321,9896.36594488864,3.13361294188137,567294.202898551
"FALSE POSITIVE",12216278,"K02565.01",132.937,0.32179,0.0832164,19.94,4950,0.03111,5,2.01944,132.942,2454970,0.7288,7.5324e-75,1.0486,536,-0.03854,47701.3556475747,4.01471157568719,0
"FALSE POSITIVE",9159242,"K02566.01",132.433,0.1581284,0.37549,18.54,3897,0.0383,5,3.04474,132.444,2454970,1.709,1.1336e-61,1.0808,427,-0.0001697,33762.7407290323,3.27350427350427,1779850.27272727
"FALSE POSITIVE",9842937,"K02567.01",133.748,0.2379928,0.251432,20.47,1863,0.05451,5,4.98847,133.743,2454970,3.217,4.6307e-75,1.0315,204,-0.001058,15466.3268456663,4.30568720379147,1085901.7032967
"FALSE POSITIVE",6525185,"K02568.01",131.613,0.117552,0.367416,18.8,6903,0.02796,5,1.7103,131.612,2454960,1.703,1.7858e-65,1.0584,748,-0.0007053,44008.7473792972,4.0598228546537,875087.085201794
"CANDIDATE",8247770,"K02569.01",136.249,-0.1735976,0.7293072,12.57,1377,0.07952,25,8.28151,136.259,2454970,2.466,3.6317e-31,1.0358,148,0.000273,32490.9859208669,6.68797308662742,907043.532110092
"FALSE POSITIVE",10812504,"K02570.01",197.214,0.549241,-0.5800854,16.09,126,0.285,52,79.92,197.221,2455030,3.22,1.9432e-54,1.0588,14,-0.0007124,43093.5097740155,11.9296776894098,909153.302752294
"CANDIDATE",6867588,"K02571.01",132.267,-0.516928,1.1941496,14.82,14360,0.01655,25,0.826287,132.267,2454970,1.266,1.0062e-39,1.0509,1422,-2.627e-05,150963.186837017,13.5433715220949,1329420
"CANDIDATE",7501646,"K02572.01",136.922,-0.3372836,0.9105816,16.07,1602,0.0691,5,6.37702,136.921,2454970,2.509,1.8137e-56,1.0042,177,0.0005555,28486.4258712554,4.75895316804408,1411492.70676692
"CANDIDATE",8256453,"K02573.01",132.136,0.5901426,-0.0632162,51.53,7380,0.02077,5,1.3475,132.133,2454970,3.329,0,1.0131,822,-0.000809,340253.279292178,10.5592272496187,3192070.3525641
"FALSE POSITIVE",9474493,"K02574.01",131.789,-0.035569,0.6041338,24.48,23110,0.01216,5,0.512581,131.783,2454960,1.547,2.0105e-92,1.0806,2486,-0.0003784,131890.687720232,5.64531104921077,1165550.65088757
"FALSE POSITIVE",4551663,"K02576.01",140.458,-0.0917072,0.726864,15.1,981,0.09446,5,12.0776,140.459,2454970,2.271,5.512e-44,1.0109,103,0.000964,36325.1256242419,6.84492753623188,1093821.81818182
"CANDIDATE",12257999,"K02577.01",132.064,0.2614232,0.025316,18.64,630,0.1919,25,18.556,132.065,2454970,2.491,3.2066e-87,1.0658,69,-4.243e-05,73115.4220923022,3.11172369061132,4071107.54716981
"CANDIDATE",6922203,"K02578.01",133.789,0.5450232,-0.2116424,17.79,891,0.1091,5,13.3309,133.787,2454970,3.622,7.2905e-52,1.0287,96,-0.0006519,76484.0730831675,4.08308383233533,1077625
"CANDIDATE",9896018,"K02579.01",133.287,0.1000208,0.3447884,15.78,4311,0.03934,25,2.72959,133.29,2454970,1.428,3.2941e-47,1.0281,470,-2.799e-06,53496.0445991018,6.78743961352657,1020794.0625
"CANDIDATE",9896018,"K02579.02",132.775,0.1000208,0.3447884,13.28,2817,0.04728,25,3.5964,132.781,2454970,2.472,1.9036e-37,1.0215,320,4.908e-06,41601.9125443357,6.78725236864772,920152.34741784
"CANDIDATE",9896018,"K02579.03",134.881,0.1000208,0.3447884,10.14,891,0.09537,25,10.3012,134.903,2454970,2.03,8.2378e-21,1.0227,106,-0.0002675,19237.2476449237,6.78790035587189,796718.902439024
"CANDIDATE",11037511,"K02580.01",133.847,-0.1605406,0.7352574,17.11,3726,0.04144,5,3.11606,133.847,2454970,2.783,4.152e-58,1.0218,385,-8.267e-05,70161.4509618913,4.28896708755951,810300.658436214
"CANDIDATE",11818872,"K02581.01",136.018,-0.2834832,0.9196632,12.02,945,0.102,30,12.737,136.032,2454970,2.943,7.5958e-28,1.0416,101,7.12e-05,27808.4334270381,10.9313042546351,824511.512605042
"CANDIDATE",11771430,"K02582.01",148.861,-0.0221868,0.499359,15.56,333,0.2407,46,40.0302,148.866,2454980,2.896,5.6697e-53,1.064,35,0.0001915,25804.7684589702,5.99203385611153,1095725.72222222
"CANDIDATE",10387742,"K02583.01",134.077,-0.0968456,0.6486856,14.53,3942,0.04047,22,3.03268,134.066,2454970,2.757,2.281e-36,1.0304,426,3.337e-05,59962.0756429923,7.78269230769231,768099.796747967
"FALSE POSITIVE",10387742,"K02583.02",271.04,-0.0968456,0.6486856,7.275,54,0.7701,22,251.753,271.042,2455100,3.512,2.4838e-12,1.1153,6,0.0001992,33830.1850525102,7.78193209377526,380185.955734406
"CANDIDATE",7673841,"K02585.01",136.322,0.2898608,0.1575738,15.87,2142,0.05796,22,5.34174,136.33,2454970,2.267,1.0612e-52,1.0204,188,1.231e-05,36405.7342463119,5.81810881349127,1002294.21875
"CANDIDATE",7673841,"K02585.02",135.153,0.2898608,0.1575738,8.8,1089,0.09051,22,10.4231,135.151,2454970,3.037,2.358e-19,1.0072,101,6.675e-05,24183.4357430941,5.81683804627249,610921.555555556
"CANDIDATE",7673841,"K02585.03",138.577,0.2898608,0.1575738,8.151,1368,0.0751,22,7.87849,138.581,2454970,1.593,3.4344e-16,1.022,120,-0.0001114,17995.6574699568,5.81719597211464,583155.03030303
"CANDIDATE",9827149,"K02586.01",131.522,-0.0742568,0.5692868,20.83,4716,0.03349,5,2.13194,131.526,2454960,1.543,9.1851e-87,1.0147,525,-0.0001431,94384.5220923307,3.9572255701288,1272702.82894737
"CANDIDATE",5546691,"K02587.01",139.421,0.8269848,-0.5770144,12.5,702,0.1061,5,12.9456,139.441,2454970,2.563,2.5962e-38,1.0484,75,-2.867e-05,11534.9803090975,4.53612654980761,721520.146520147
"CANDIDATE",12156347,"K02588.01",136.534,0.019029,0.2551944,17.4,2025,0.05314,45,5.77959,136.528,2454970,2.717,2.0963e-62,1.0041,223,0.0002674,53980.0896676603,24.2870201096892,915457.725118483
"CANDIDATE",10468885,"K02589.01",132.078,-0.5357684,1.2197976,19.48,17870,0.01434,5,0.66407,132.079,2454970,1.382,8.4816e-68,1.047,1515,-0.0002319,154938.383844308,8.41055718475073,966100.945273632
"FALSE POSITIVE",5513897,"K02591.01",131.812,-0.2020216,0.8202904,22.3,12160,0.0157,5,0.755119,131.801,2454960,1.905,3.2798e-77,1.1564,1301,0.0002162,85088.308200785,5.53011623811201,1425417.51879699
"CANDIDATE",6765135,"K02592.01",202.371,0.7111776,-0.4779376,10.88,63,0.6285,5,175.599,202.387,2455040,3.065,8.9387e-29,1.1371,7,0.0005761,17147.1784443315,3.65194654270773,713139.665427509
"CANDIDATE",8212002,"K02593.01",142.738,0.2774504,0.0460032,12.14,774,0.1268,22,14.7966,142.749,2454980,2.54,2.0729e-38,1.0291,84,3.55e-05,25623.9576769728,7.16789146410401,925568.02955665
"CANDIDATE",8212002,"K02593.02",135.533,0.2774504,0.0460032,8.249,1170,0.0947,22,9.55373,135.54,2454970,2.469,2.5075e-15,1.0273,128,1.831e-05,17776.6148188079,7.16881150643452,626301.066666667
"CANDIDATE",8004903,"K02594.01",136.889,0.415024,-0.0594394,15.49,504,0.09905,5,11.2538,136.906,2454970,2.587,3.0704e-51,1.0109,51,9.942e-05,24178.1591329782,3.95883293365308,808824.891774892
"CANDIDATE",8883329,"K02595.01",134.04,0.6020724,-0.3534796,14.4,1260,0.08859,14,9.18257,134.038,2454970,2.892,1.54e-46,1.0179,132,8.048e-06,30684.4949900763,6.38256484149856,708018.613138686
"CANDIDATE",8883329,"K02595.02",140.408,0.6020724,-0.3534796,10.92,792,0.1208,14,14.6137,140.405,2454970,2.733,1.718e-31,1.0197,84,0.0002677,19909.3919048261,6.38815441565309,577369.672619048
"FALSE POSITIVE",3644653,"K02596.01",176.098,0.0315014,0.4674528,27.5,99,0.4798,5,119.686,176.071,2455010,16.97,3.8669e-160,1.0054,12,0.00374,7989.23867724652,4.15051903114187,1688115.13043478
"CANDIDATE",12120307,"K02597.01",138.712,0.7658696,-0.5930952,13.92,1458,0.08181,5,8.00502,138.715,2454970,2.152,5.2696e-45,1.0011,149,-0.0001103,29111.3923359924,3.62311780336581,685885.243055556
"CANDIDATE",12120307,"K02597.02",131.816,0.7658696,-0.5930952,13.24,1998,0.06457,5,5.61362,131.811,2454960,1.373,1.8592e-37,1.004,218,-8.166e-05,33747.3150075397,3.62345679012346,674180.614334471
"CANDIDATE",12120307,"K02597.03",139.902,0.7658696,-0.5930952,12.47,837,0.1079,5,12.1309,139.888,2454970,2.155,7.5069e-33,0.9988,92,-0.000374,21833.419167564,3.62202081235314,633125.993589744
"CANDIDATE",7446631,"K02598.01",143.989,0.4053868,-0.0571832,11.96,396,0.19,5,29.225,143.996,2454980,3.037,4.7173e-31,1.0389,41,-0.0004208,20144.6045409967,3.53028613898179,743829.770992366
"FALSE POSITIVE",10664416,"K02599.01",138.492,0.2183936,0.4301312,39,441,0.1461,5,25.3239,138.514,2454970,3.071,6.0975e-134,1.0549,43,-6.913e-05,9121.27718429337,11.3255813953488,5426458.37988827
"FALSE POSITIVE",9777251,"K02600.01",132.086,0.3052506,0.141088,16.46,7497,0.02289,5,1.33256,132.053,2454970,1.685,1.3341e-46,1.1053,833,-0.0003336,55693.7153458563,4.11099137931035,1283382.22222222
"FALSE POSITIVE",7531677,"K02601.01",131.874,0.0897818,0.3614478,21.88,4491,0.0382,25,2.62217,131.862,2454960,1.451,2.6091e-84,1.0279,486,3.078e-05,50396.6798128955,5.67945286946179,1302198.06666667
"CANDIDATE",10068659,"K02602.01",139.633,-0.2626352,0.8514432,15.36,1026,0.09758,25,11.4767,139.642,2454970,3.191,6.4727e-47,1.0134,112,-0.0002222,34969.44653143,8.31884057971014,909229.575471698
"CANDIDATE",2443393,"K02603.01",202.812,0.5968146,-0.4098912,14.31,153,0.374,22,73.7124,202.761,2455040,3.596,1.5637e-52,1.0184,17,-0.0002187,20418.1239391358,6.10114192495922,912231.408450704
"CANDIDATE",9019191,"K02604.01",143.613,-0.542694,1.2829204,15.68,801,0.106,5,14.4335,143.61,2454980,2.69,2.2905e-43,1.0175,87,-0.0002265,40541.3874287908,11.5142298500978,655010.27027027
"FALSE POSITIVE",10407221,"K02605.01",131.54,-0.6424908,1.4160016,22.64,12320,0.01622,5,0.93374,131.527,2454960,2.016,1.0379e-76,1.1425,1374,0.0004368,56179.5833297742,14.3159752868491,1049617.09677419
"CANDIDATE",5095635,"K02607.01",131.966,-0.1860232,0.7605176,22.13,15680,0.0158,25,0.754457,131.966,2454960,1.698,7.4668e-89,1.0625,1554,-0.0001443,366487.726440848,5.44264553909749,2721768.3988764
"CANDIDATE",6269070,"K02608.01",131.612,0.8028988,-0.6742876,12.56,3312,0.04344,12,2.76122,131.61,2454960,1.875,8.629e-38,1.0408,360,1.141e-05,56722.4645301429,2.29477020602219,1465197
"FALSE POSITIVE",6705137,"K02609.01",131.871,0.3335712,0.110492,15.3,2061,0.06026,5,5.59729,131.865,2454960,2.783,1.0127e-43,1.0112,224,-0.0003059,60606.1023866316,4.16447823082239,1330785.33783784
"CANDIDATE",2305866,"K02610.01",145.928,0.8789792,-0.8250944,12.79,468,0.1871,12,24.1072,145.946,2454980,4.677,5.7092e-31,1.0699,56,-5.244e-05,10906.1829704865,2.1324367449282,1509527.05426357
"CANDIDATE",2305866,"K02610.02",176.645,0.8789792,-0.8250944,10.3,99,0.5309,12,115.238,176.571,2455010,2.737,6.1148e-20,1.1165,12,4.28e-05,8320.22344895152,2.13212851405622,1240310.89171975
"FALSE POSITIVE",8885673,"K02611.01",132.273,-0.6124432,1.3439991,19.01,9603,0.02033,5,1.22872,132.273,2454970,2.303,1.4296e-69,1.0304,987,-0.00455,223871.654568134,12.1445639187575,1581879.91869919
"CANDIDATE",9602613,"K02612.01",133.854,-0.3160276,0.9245336,11.57,2025,0.05298,25,4.61224,133.863,2454970,2.3,8.5863e-29,1.0403,217,4.063e-06,36010.2337568702,9.07658043515504,798786.935483871
"CANDIDATE",9602613,"K02612.02",131.941,-0.3160276,0.9245336,9.32,1098,0.07374,25,7.57302,131.941,2454960,1.819,3.9222e-16,1.0463,120,3.723e-05,25668.4564802926,9.0768094534712,651641.019736842
"CANDIDATE",9712350,"K02613.01",158.068,-0.3495086,0.9928402,11.91,216,0.2637,5,51.5743,158.065,2454990,3.182,7.2033e-28,1.0696,25,-0.0001767,27304.2282618835,5.7917856358445,694432.846975089
"CANDIDATE",5807769,"K02614.01",132.27,0.068993,0.4346652,15.07,1521,0.07843,17,7.99021,132.271,2454970,2.79,4.9943e-46,1.02,162,0,31717.9792767236,4.61896348645465,833723.080168776
"CANDIDATE",8025596,"K02615.01",133.934,0.3979608,-0.0365976,14.46,2556,0.05572,5,4.695,133.941,2454970,2.7,1.6528e-47,1.0186,275,5.152e-05,35407.1716349255,3.98854688618468,797490.164609053
"FALSE POSITIVE",5956787,"K02616.01",132.03,-0.4589524,1.260726,13.58,7326,0.01158,12,0.569113,132.025,2454970,2.048,-1,-1,678,0.001557,49101.3153931118,12.9806075552068,216489.38547486
"CANDIDATE",4915638,"K02617.01",139.582,-0.170262,0.8174108,14,1368,0.07788,5,8.63047,139.581,2454970,3.041,2.6753e-37,1.0165,149,-0.0001065,28783.8888419177,6.9597855227882,994423.453608247
"FALSE POSITIVE",6351097,"K02618.01",136.314,0.3820784,0.0606032,14.31,954,0.1008,5,12.4911,136.323,2454970,2.048,2.3281e-42,1.0176,103,0.001178,32739.8494073567,4.55902306648575,1063466.5
"CANDIDATE",8081905,"K02619.01",131.988,-0.0665956,0.5686284,15.67,3051,0.0443,5,3.27645,131.982,2454960,2.213,1.401e-52,1.0133,336,8.492e-05,49286.954573461,3.90652557319224,719458.522727273
"CANDIDATE",11465950,"K02620.01",132.39,0.206194,0.3082672,15.94,729,0.1199,5,16.0572,132.4,2454970,3.398,9.636e-52,1.0223,79,-0.0002615,27368.1773360318,5.35506922733363,827764.267782427
"FALSE POSITIVE",9996632,"K02621.01",136.287,0.3480472,0.0038024,16.86,1206,0.08432,5,8.44313,136.281,2454970,3.155,3.0153e-67,0.99553,133,-0.001323,26365.9666669891,3.5045719035744,1325326.01398601
"FALSE POSITIVE",10527135,"K02622.01",132.118,-0.284502,0.916884,15.86,18050,0.01427,5,0.657372,132.117,2454970,13.55,2.3492e-46,1.0972,1930,-2.691e-05,133106.44848646,5.55901830931048,911270.09478673
"CANDIDATE",10916600,"K02623.01",136.437,0.2940592,0.025516,11.72,2106,0.06588,25,5.57647,136.436,2454970,2.702,3.2889e-37,1.0212,229,7.159e-05,31441.0812430147,5.56889264581572,920715.285714286
"CANDIDATE",10916600,"K02623.02",134.387,0.2940592,0.025516,8.308,2655,0.05302,25,4.02664,134.396,2454970,1.619,1.7891e-16,1.0199,300,1.873e-05,23205.8213566013,5.5669886602268,664434.467353952
"CANDIDATE",8429314,"K02624.01",246.986,0.0228236,0.4616424,16.88,99,0.4682,25,115.684,247.001,2455080,3.52,6.0581e-60,1.0547,10,-0.0007859,44181.8032206246,7.20196892785725,1221250.44025157
"CANDIDATE",9153570,"K02625.01",132.574,-0.035569,0.6041338,11.75,3042,0.04636,5,3.8137,132.578,2454970,2.577,1.8714e-27,1.0242,330,0.000376,46837.3302432062,5.2008077181961,676881.324041812
"CANDIDATE",11768142,"K02626.01",140.004,0.6987046,-0.4280848,16.06,342,0.1667,40,38.097,140.005,2454970,2.7,5.4868e-47,1.0193,34,-0.002383,26216.3574161147,10.0180288461538,691002.746478873
"CANDIDATE",6124512,"K02627.01",134.419,-0.265671,0.8715516,12.17,1422,0.08958,55,8.38398,134.415,2454970,2.639,1.3822e-33,1.0292,155,5.159e-05,17745.5041835978,3.70165289256198,763725.294117647
"CANDIDATE",10070468,"K02628.01",133.081,0.0519792,0.4161722,15.46,6939,0.02831,25,1.68189,133.08,2454970,1.122,4.5006e-48,1.0377,755,3.278e-05,48628.8080038879,5.80241852838697,836814.718614719
"FALSE POSITIVE",10031656,"K02629.01",131.975,0.2890516,0.1503624,16.28,1089,0.08116,5,8.58991,131.982,2454960,5.11,1.6864e-60,1.0127,117,-0.002437,19116.5606848502,4.11353269133299,790365.714285714
"CANDIDATE",7584650,"K02631.01",160.229,-0.001804,0.4766736,15.9,261,0.2554,25,44.9978,160.23,2454990,3.597,1.0277e-53,1.0453,30,-7.633e-05,17719.9581079572,7.77710109622412,1039557.40331492
"CANDIDATE",11337566,"K02632.01",136.881,0.540822,-0.3379684,15.57,1314,0.08194,22,7.1281,136.884,2454970,2.221,4.6679e-56,1.0473,128,4.375e-06,29821.1138392225,4.55475264035575,1185094.6875
"FALSE POSITIVE",11769801,"K02633.01",151.722,0.8661896,-0.7482312,27.7,414,0.2048,5,29.7102,151.859,2454980,2.796,4.1341e-58,1.0172,45,4.904e-05,7274.70620106348,3.67288378766141,8164395.02074689
"CANDIDATE",1995519,"K02634.01",142.348,0.3990568,0.0721188,16.49,603,0.1357,5,19.9401,142.355,2454980,2.974,7.5939e-54,1.0094,64,-0.0001855,25999.3972657784,6.32634032634033,939737.142857143
"CANDIDATE",4914566,"K02635.01",144.722,0.6160908,-0.3333064,10.84,531,0.1654,22,22.2415,144.739,2454980,2.7,5.9284e-32,1.031,58,5.738e-05,16672.2539603544,3.95693779904306,1113806.1849711
"CANDIDATE",6198182,"K02636.01",135.118,0.1249366,0.3368108,14.81,3078,0.04881,22,3.88155,135.11,2454970,2.945,3.3975e-51,1.0389,302,-2.188e-06,57406.3924612633,7.32333083270818,1409667.88321168
"CANDIDATE",9574179,"K02637.01",134.841,-0.1122584,0.6456352,10.53,2997,0.04922,25,3.98873,134.817,2454970,2.851,4.4618e-25,1.0294,327,0.0002211,25193.2357672539,6.69568766154265,573470
"CANDIDATE",6211812,"K02638.01",133.86,-0.1994888,0.8190298,16.25,4635,0.03436,5,2.52402,133.86,2454970,2.266,1.7517e-49,1.0327,513,5.929e-05,97030.2340584385,5.67652403766727,859477.061403509
"CANDIDATE",11391755,"K02639.01",146.347,0.5288636,-0.2423624,10.68,171,0.1706,5,25.1119,146.356,2454980,2.532,9.0925e-27,1.0466,18,0.0007543,11957.4311626767,3.67276641550054,454040.453460621
"CANDIDATE",8894646,"K02641.01",132.753,0.3775236,0.032139,14.55,3339,0.04448,5,3.55557,132.755,2454970,1.522,-1,-1,365,5.418e-05,35519.4824306282,4.30174081237911,910480
"CANDIDATE",6933567,"K02643.01",135.116,-0.234895,0.8775298,16.49,2646,0.05134,5,4.5412,135.109,2454970,2.733,3.4944e-51,1.0226,285,4.613e-05,56065.8934832673,6.57614960932496,984893.865979381
"FALSE POSITIVE",9993529,"K02644.01",131.876,-0.6999072,1.4140874,22.15,14960,0.01518,5,0.790541,131.875,2454960,2.558,7.0266e-82,1.06,1516,-0.0003129,219532.455598597,11.9339622641509,1354467.91366906
"FALSE POSITIVE",11303815,"K02645.01",132.308,-0.406372,1.0400552,18.36,13820,0.01694,5,0.852889,132.306,2454970,1.663,7.7562e-62,1.0505,1491,0.001141,127936.412775462,4.22338568935428,1046309.46808511
"FALSE POSITIVE",6044553,"K02646.01",131.94,0.0153128,0.6380732,21.04,22110,0.01177,5,0.532084,131.917,2454960,2.207,3.385e-63,1.1779,2402,-8.607e-05,63518.8091547194,8.37126600284495,886325.045454546
"CANDIDATE",11962284,"K02647.01",135.546,-0.3755172,1.0328999,13.22,1296,0.07943,5,8.8393,135.541,2454970,2.782,1.2395e-34,1.0185,142,-8.633e-05,42333.3864273065,6.47879282218597,541879.69273743
"FALSE POSITIVE",2573056,"K02648.01",132.544,0.741967,-0.5876674,15,9297,0.02467,17,1.26359,132.543,2454970,7.36,6.4709e-50,1.0331,1002,-0.001264,112871.607524547,6.19226907630522,1275659.01315789
"CANDIDATE",6842682,"K02649.01",135.639,0.2834042,0.1405322,13.32,1224,0.0751,5,7.56124,135.642,2454970,2.734,8.0653e-40,1.0102,132,-0.0001773,34567.6589693338,4.25254813137033,796323.529411765
"CANDIDATE",8890150,"K02650.01",144.207,0.470028,-0.201537,9.754,342,0.169,40,34.99,144.203,2454980,2.905,5.9297e-22,1.0864,38,-0.0004503,19878.7208760549,14.0950792326939,746848.473282443
