"koi_disposition","kepid","kepoi_name","tce_impact","tcet_model_chisq","boot_mesmean","tce_fwm_sra","tce_fwm_prao","tce_slogg_sn","tce_albedo_sn"
"CANDIDATE",5031857,"K01573.01",0.873,71350,-0.058185,19.789738,-0.0001894,20.5,1.78640776699029
"CANDIDATE",5031857,"K01573.02",0.8932,65910,0.01125,19.7897,0.0002155,20.5,1.05139896373057
"CANDIDATE",10028792,"K01574.01",0.6345,55430,0.0024584,19.861113,0.001482,79.2,1.92854552049329
"CANDIDATE",10028792,"K01574.02",1,53560,0.0718,19.861122,-3.921e-05,79.2,0.323179670956182
"CANDIDATE",10028792,"K01574.03",0.8066,52540,-0.1909,19.861102,6.371e-05,79.2,0.732305536089699
"CANDIDATE",10028792,"K01574.04",0.9073,46950,-0.15802,19.861108,3.937e-05,79.2,0.849462365591398
"FALSE POSITIVE",5553652,"K01575.01",0.9635,67760,-0.064861,19.799223,0.01009,45.9,2.75277777777778
"CANDIDATE",5299459,"K01576.01",0.8807,71890,-0.074805,19.853015,-7.306e-06,44.3,2.35705209656925
"CANDIDATE",5299459,"K01576.02",0.9435,69450,-0.095967,19.85301,0.0001411,44.3,2.07044673539519
"CANDIDATE",12506770,"K01577.01",0.862,68560,-0.017532,19.286046,0.0005349,156,1.00815998161131
"FALSE POSITIVE",5629985,"K01578.01",0.9946,55680,-0.66603,19.65032,-0.006424,26.5294117647059,0.612837285363859
"FALSE POSITIVE",9898364,"K01579.01",0.991,64840,0.049319,19.655399,-0.001091,22.6666666666667,1.73696498054475
"FALSE POSITIVE",5193400,"K01580.01",0.5699,57050,-0.43118,19.577406,0.004479,23.2631578947368,1.81494454173964
"CANDIDATE",7939330,"K01581.01",0.9601,67650,-0.022765,18.829278,0,30.4666666666667,2.2452068617558
"CANDIDATE",7939330,"K01581.02",0.7134,63680,0.017907,18.829284,0,30.4666666666667,2.20336943441637
"CANDIDATE",4918309,"K01582.01",0.006872,69440,-0.40352,19.341905,0.0008746,14.75,1.20173453996983
"CANDIDATE",12602568,"K01583.01",0.9293,67510,-0.10746,19.372455,-9.039e-05,23.9473684210526,1.97668393782383
"CANDIDATE",9941066,"K01584.01",0.8843,71450,-0.054623,19.105717,-0.000428,233,1.54924514737599
"CANDIDATE",5470739,"K01585.01",0.818,67430,-0.10526,19.832186,-0.0001313,22.7,1.86410843161415
"CANDIDATE",10022908,"K01586.01",0.8989,54980,0.073155,19.745134,0.0002825,76.8333333333333,2.11888586956522
"FALSE POSITIVE",9932970,"K01587.01",0.9667,68490,-0.025579,18.774593,-0.0006414,56.875,1.05746268656716
"CANDIDATE",5617854,"K01588.01",0.8992,70000,-0.042125,19.41019,-2.568e-05,156.666666666667,2.59785589628522
"CANDIDATE",5301750,"K01589.01",0.9295,68260,-0.30183,19.883475,0.0001722,36.0833333333333,1.92336144400059
"CANDIDATE",5301750,"K01589.02",0.9756,63470,-0.34637,19.883471,0.0002769,36.0833333333333,2.08879310344828
"CANDIDATE",5301750,"K01589.03",0.8156,59570,-0.55586,19.883489,-9.561e-05,36.0833333333333,1.72308816366293
"CANDIDATE",5301750,"K01589.04",0.8891,57550,-0.2575,19.883488,-2.489e-05,36.0833333333333,1.05033112582781
"CANDIDATE",5301750,"K01589.05",0.7026,52320,-0.26101,19.883465,0.0002908,36.0833333333333,0.762331838565022
"CANDIDATE",5542466,"K01590.01",0.8907,52030,-0.23034,19.624343,-6.785e-05,64.4285714285714,2.033865967088
"CANDIDATE",5542466,"K01590.02",0.8966,50360,-0.31196,19.624335,5.239e-05,64.4285714285714,0.712946750437738
"CANDIDATE",5542466,"K01590.03",0.8804,44870,-0.24372,19.62431,0.0003452,64.4285714285714,0.545588451907497
"CANDIDATE",10028140,"K01591.01",0.9586,55080,-0.053628,19.849305,0.000899,51.2222222222222,2.28522336769759
"FALSE POSITIVE",5217586,"K01592.01",0.9913,68190,-0.044343,19.926779,0.002126,22.05,1.01696129957
"CANDIDATE",5289854,"K01593.01",0.8541,52330,-0.13955,19.719057,-0.0006449,21.5238095238095,1.12275295326143
"CANDIDATE",5289854,"K01593.02",0.8854,50280,-0.14445,19.719018,0.0001903,21.5238095238095,1.4679225164386
"FALSE POSITIVE",9895709,"K01594.01",0.9082,67650,-0.099332,19.591552,-0.0001425,21.3809523809524,1.52611367127496
"CANDIDATE",10006581,"K01595.01",0.843,67570,0.029615,19.31545,-3.941e-05,25.0588235294118,2.11515255990347
"CANDIDATE",10027323,"K01596.01",0.8657,55350,-0.013995,19.833993,9.949e-05,119,1.70602409638554
"CANDIDATE",10027323,"K01596.02",0.6397,51730,-1.173,19.834026,-0.001204,119,1.1248382923674
"CANDIDATE",5039228,"K01597.01",0.8305,70560,-0.040127,19.891258,-0.0001539,31.0714285714286,1.89457432730481
"CANDIDATE",10004738,"K01598.01",0.8841,68140,-0.24348,19.25596,-7.984e-05,76.1666666666667,2.43125572868928
"CANDIDATE",10004738,"K01598.02",0.9314,66560,-0.29564,19.255964,-0.0001437,76.1666666666667,3.03090359422237
"CANDIDATE",10004738,"K01598.03",0.9229,65140,0.039316,19.255942,0.0001063,76.1666666666667,1.20036429872495
"CANDIDATE",5474613,"K01599.01",0.9788,67980,-0.088538,19.891593,2.847e-05,21.2857142857143,1.70889278069663
"CANDIDATE",5474613,"K01599.02",0.9968,63880,-0.057876,19.891588,0.0001085,21.2857142857143,0.321919619249075
"FALSE POSITIVE",4860932,"K01600.01",0.9922,67170,0.024038,19.856443,-0.002514,21.4285714285714,0.434480918067788
"CANDIDATE",5438757,"K01601.01",0.8908,67780,-0.12983,19.251407,-4.304e-05,31,1.70033488171114
"CANDIDATE",5438757,"K01601.02",0.9339,61990,-0.10321,19.251394,0.0001526,31,1.93349553933496
"CANDIDATE",4860678,"K01602.01",0.7681,67300,-0.26311,19.853127,6.79e-05,19.2380952380952,0.926470588235294
"CANDIDATE",4860678,"K01602.02",0.8927,62020,-0.58665,19.853196,-0.0002324,19.2380952380952,0.721506761107534
"CANDIDATE",5177104,"K01603.01",0.9018,68760,-0.086082,19.25485,7.856e-05,22.35,1.71419228253761
"FALSE POSITIVE",10033279,"K01604.01",0.9767,52870,-0.054973,19.949698,0.005397,13,1.24826254826255
"FALSE POSITIVE",5009189,"K01605.01",0.9245,68860,-0.10556,19.41592,9.922e-05,24,1.60816326530612
"CANDIDATE",9886661,"K01606.01",0.8999,68210,0.044577,19.33675,-8.256e-05,41.3636363636364,1.78893740902475
"FALSE POSITIVE",5477805,"K01607.01",0.9949,67020,-0.064957,19.930685,0.001337,16,0.517633816908454
"CANDIDATE",10055126,"K01608.01",0.9449,66580,-0.12476,18.804095,-7.814e-05,28.6666666666667,1.79953447774222
"CANDIDATE",10055126,"K01608.02",0.858,62510,-0.091427,18.804058,0.0001441,28.6666666666667,1.3226556445363
"CANDIDATE",10055126,"K01608.03",0.6803,60610,-0.17223,18.804051,0.000347,28.6666666666667,1.1635204707036
"CANDIDATE",5009743,"K01609.01",0.8769,67140,-0.13155,19.427046,-0.0001712,40.6363636363636,2.9966208061791
"FALSE POSITIVE",5474733,"K01610.01",0.9011,67690,-0.53113,19.892867,0.000542,23.4210526315789,0
"FALSE POSITIVE",12644769,"K01611.01",0.5121,5107000,-1,19.271718,0.01095,232.5,20.9839291571007
"CANDIDATE",10963065,"K01612.01",0.8991,53980,-0.039741,18.98583,-6.597e-05,143,1.63423555230432
"CANDIDATE",6268648,"K01613.01",0.8805,52580,-0.072723,19.031766,6.833e-06,209.5,1.74938875305623
"CANDIDATE",6268648,"K01613.02",0.7386,50420,-0.25864,19.031729,8.519e-05,209.5,1.36086529006883
"CANDIDATE",6268648,"K01613.03",0.8886,49430,-0.11853,19.031717,0.0002228,209.5,1.65056611613171
"FALSE POSITIVE",10514429,"K01614.01",0.9503,67780,-0.10531,18.751563,-5.77e-05,20.7,2.02208955223881
"CANDIDATE",4278221,"K01615.01",0.9026,71830,-0.016252,19.688176,3.229e-06,36.5,2.22202263337525
"CANDIDATE",9015738,"K01616.01",0.8979,34730,-0.09579,19.300426,7.682e-06,36,1.6848792884371
"CANDIDATE",7215603,"K01618.01",0.9013,69130,0.12765,19.736483,2.339e-06,418,1.69592656339644
"CANDIDATE",4276716,"K01619.01",0.8784,60500,-0.082422,19.665962,0.0001511,115.25,1.24180127263828
"FALSE POSITIVE",6468337,"K01620.01",0.9147,78790,-0.0406,19.903749,0.0002078,10.3333333333333,1.40803897685749
"CANDIDATE",5561278,"K01621.01",0.8514,67580,-0.051391,19.905959,-6.368e-05,397,2.33069306930693
"CANDIDATE",7287683,"K01622.01",0.7642,67470,-0.41868,19.569921,5.868e-05,24,1.90353143841516
"FALSE POSITIVE",11392618,"K01623.01",0.8961,53780,-0.48737,19.060386,0.0003556,20.75,2.26679462571977
"FALSE POSITIVE",6233890,"K01624.01",0.9983,76590,-0.016404,0,0,10.6764705882353,0.536859323882225
"FALSE POSITIVE",6312314,"K01625.01",0.9,67320,-0.35134,19.922902,-0.0003331,23.0526315789474,0.959272097053726
"CANDIDATE",6387542,"K01626.01",0.9014,57240,-0.075778,19.874078,0.000208,32.3571428571429,1.49098621420997
"CANDIDATE",6543893,"K01627.01",0.8863,58570,-0.070241,19.838869,0.001532,22.4444444444444,2.21082792942241
"CANDIDATE",6543893,"K01627.02",0.8997,56230,-0.031861,19.838898,0.0001357,22.4444444444444,1.08159645232816
"CANDIDATE",6543893,"K01627.03",0.9021,53600,-0.12409,19.838916,-9.058e-05,22.4444444444444,0.959767940471686
"CANDIDATE",6975129,"K01628.01",0.8876,80300,-0.37978,19.89304,3e-04,31.5,2.09573980760421
"CANDIDATE",6975129,"K01628.02",0.9,86150,-0.001361,19.89305,2.024e-05,31.5,0.402448210922787
"FALSE POSITIVE",6975129,"K01628.03",0.8937,77920,-1.5215,19.893052,3.293e-05,31.5,2.37
"CANDIDATE",8685497,"K01629.01",0.9081,67530,-0.11286,19.360808,-1.313e-05,36.25,1.30125725338491
"CANDIDATE",9017682,"K01630.01",0.8489,68400,0.018232,19.350628,0.0002378,22.8,1.06808278867102
"FALSE POSITIVE",9084778,"K01631.01",0.9033,67430,-1.1418,19.352059,0.0007163,77.6666666666667,0.380749093838099
"CANDIDATE",9277896,"K01632.01",0.8993,67190,-0.085932,19.37283,-9.948e-05,30.1428571428571,1.68550420168067
"CANDIDATE",9401997,"K01633.01",0.8822,69650,-0.048495,19.398918,-0.0003902,55.875,1.86607142857143
"FALSE POSITIVE",10487119,"K01635.01",0.7632,151400,-0.15625,19.844089,-0.004499,23.7368421052632,2.17353198948291
"FALSE POSITIVE",10621666,"K01636.01",0.9116,53860,-0.032677,19.937797,1.854e-05,25.3888888888889,1.89997663005375
"CANDIDATE",10686864,"K01637.01",0.9067,53910,-0.15077,19.936754,5.255e-05,57.625,1.91124025888258
"FALSE POSITIVE",10747439,"K01638.01",0.9788,54900,-0.0065017,19.831181,-0.01021,21.3809523809524,1.44553072625698
"CANDIDATE",10879038,"K01641.01",0.9771,54440,-0.05034,19.88002,0.0002556,37.3333333333333,1.75114006514658
"FALSE POSITIVE",10879656,"K01642.01",0.9033,53980,-1.5707,19.89335,-0.0005945,66,0.989844278943805
"CANDIDATE",10990917,"K01643.01",0.9001,53540,-0.051012,19.874302,0.0002664,20.1363636363636,1.87959317585302
"FALSE POSITIVE",11043136,"K01644.01",0.9685,51530,0.028184,19.825444,0.0008974,26.1176470588235,2.07663125948407
"FALSE POSITIVE",11045383,"K01645.01",0.9768,60210,-0.16133,19.880735,-0.0007849,50,2.12248224473163
"CANDIDATE",11046025,"K01646.01",0.2756,55730,-0.06203,19.897724,-2.406e-05,50.2222222222222,0.507002801120448
"CANDIDATE",11153121,"K01647.01",0.8089,55030,-0.051135,19.886342,5.895e-05,22.8888888888889,1.57069187795445
"CANDIDATE",11153121,"K01647.02",0.9418,52860,-0.14739,19.886351,-2.72e-05,22.8888888888889,2.07135168383823
"CANDIDATE",11177543,"K01648.01",0.907,54220,-0.071121,18.942137,0.0004991,44.4,1.37555414819506
"CANDIDATE",11337141,"K01649.01",0.9008,55970,-0.014234,18.942173,0.0002084,94.8,1.13972341440153
"CANDIDATE",11337372,"K01650.01",0.8876,44190,0.015358,18.953125,0.0004675,33.7692307692308,2.44907935473358
"CANDIDATE",11337372,"K01650.02",0.6128,41100,-0.085446,18.953126,0.001086,33.7692307692308,2.0583458003847
"CANDIDATE",11337833,"K01651.01",0.9307,53390,-0.060522,18.974451,-0.0006608,21.4761904761905,2.09421387458346
"FALSE POSITIVE",11391667,"K01652.01",0.9107,79530,-1,19.020135,0.0003368,11.1379310344828,0
"FALSE POSITIVE",11392017,"K01653.01",0.9026,54120,0.00054344,19.030947,0.03119,3.62,0.585209003215434
"FALSE POSITIVE",11546211,"K01654.01",0.7,174800,-0.40261,18.919761,-9.25e-05,82,4.9307745030843
"CANDIDATE",11547505,"K01655.01",0.8954,54200,-0.51174,18.982095,7.154e-05,28.8,1.59681546772818
"CANDIDATE",4471747,"K01656.01",0.9404,54220,-0.31903,19.575053,5.222e-05,32.9230769230769,1.99724011039558
"FALSE POSITIVE",4474645,"K01657.01",0.926,312800,-1,19.622061,0.1005,28.6875,3.22677698382851
"CANDIDATE",4570949,"K01658.01",0.9,55230,-1,19.612794,0,28,3.71610403984505
"CANDIDATE",4650733,"K01659.01",0.8402,67570,0.017144,19.366239,-0.0004928,20.8095238095238,1.2364810330912
"CANDIDATE",4830605,"K01660.01",0.7869,67760,-0.031626,19.349398,-2.948e-05,26.6470588235294,0.968087584439786
"FALSE POSITIVE",4832197,"K01661.01",0.9081,799700,0.22157,0,0,14.4137931034483,0
"FALSE POSITIVE",4844004,"K01662.01",0.9,53560,-0.34514,19.608777,0.0001895,32.7142857142857,1.28592127505433
"FALSE POSITIVE",4927315,"K01663.01",0.974,53680,-0.066128,19.519652,-0.0007627,20.1818181818182,2.04185409739879
"FALSE POSITIVE",4928119,"K01664.01",0.9499,44480,-0.027914,19.535074,-0.0003537,20.2272727272727,1.86178089994304
"CANDIDATE",4932442,"K01665.01",0.8794,53660,0.027606,19.611382,0.0001305,23.3888888888889,1.39667306461932
"FALSE POSITIVE",5008501,"K01666.01",0.9106,67560,-0.45665,19.401324,-8.157e-05,24.3333333333333,0
"FALSE POSITIVE",5015913,"K01667.01",0.9015,57370,-0.11476,19.546806,9.861e-05,13.96,1.95597014925373
"FALSE POSITIVE",5103942,"K01668.01",0.9789,54730,-0.031742,19.542757,0.0003215,21.6190476190476,1.14793650793651
"CANDIDATE",5183357,"K01669.01",0.8952,68790,-0.16918,19.377901,6.808e-05,31.9230769230769,2.63930497303775
"FALSE POSITIVE",5184709,"K01670.01",0.8765,68660,0.01531,19.407929,6.41e-05,23.2631578947368,1.2602637472008
"CANDIDATE",5195172,"K01671.01",0.8908,53580,-0.24642,19.607545,-1.009e-05,26.5625,1.25875897002955
"CANDIDATE",5269467,"K01672.01",0.8784,68520,-0.07654,19.340444,-0.0002838,91.8,2.54134929270947
"FALSE POSITIVE",5271608,"K01673.01",0.8963,58100,-0.14442,19.382769,-0.003851,22.15,1.04545454545455
"FALSE POSITIVE",5357470,"K01674.01",0.8978,76080,-0.10628,19.349677,-0.0003167,18.8695652173913,1.16228748068006
"CANDIDATE",5360920,"K01675.01",0.9503,70450,-0.1016,19.422467,0.000776,30.4666666666667,2.62400411205346
"FALSE POSITIVE",5443775,"K01676.01",0.9168,67090,-0.054495,19.355687,0.0005423,18.2380952380952,1.74244783556524
"CANDIDATE",5526717,"K01677.01",0.8686,66620,0.026743,19.311948,0.0002386,28.3333333333333,1.80074487895717
"FALSE POSITIVE",5527172,"K01678.01",0.683,375100,-1,19.321207,0.0001791,18,2.68342644320298
"FALSE POSITIVE",5529643,"K01679.01",0.9036,69060,-0.69446,19.367325,0.0003688,22.3,1.14567458538772
"FALSE POSITIVE",5530882,"K01680.01",0.8822,67470,-0.07263,19.394844,0.0001344,25.3333333333333,0.968534906588004
"CANDIDATE",5531953,"K01681.01",0.9006,68310,-0.090119,19.418989,-2.132e-05,80.6666666666667,1.98736887176194
"FALSE POSITIVE",5531953,"K01681.02",0.8982,65470,-0.113,19.418987,9.988e-06,80.6666666666667,0.882383690538421
"CANDIDATE",5531953,"K01681.03",0.7837,58470,-0.22878,19.419035,-0.001005,80.6666666666667,0.457840236686391
"CANDIDATE",5531953,"K01681.04",0.9316,57640,-0.12776,19.419001,-0.0001565,80.6666666666667,1.01350630886796
"CANDIDATE",6034945,"K01683.01",0.7086,80450,-0.050915,19.292246,-0.0001649,21.0952380952381,1.24105844722303
"FALSE POSITIVE",6048024,"K01684.01",0.9932,68020,-0.35241,19.568971,-0.0006886,38.4545454545455,1.27484407484407
"CANDIDATE",6049190,"K01685.01",0.7863,67570,-0.16849,19.591986,0.0003177,22,1.7786308381318
"CANDIDATE",6198999,"K01687.01",0.8975,74550,-0.076439,19.328038,0.0001358,64.7142857142857,2.06215040397763
"CANDIDATE",6310636,"K01688.01",0.9023,69710,-0.75636,19.898709,0.0001177,22.6111111111111,0
"FALSE POSITIVE",6312534,"K01689.01",0.9322,103700,-0.48656,19.92523,0.03577,64.7142857142857,3.46414803392444
"FALSE POSITIVE",6470917,"K01690.01",0.9047,68340,-0.41669,19.939766,0.001988,26.1764705882353,1.07920792079208
"FALSE POSITIVE",6611330,"K01691.01",0.9541,57580,-0.064815,19.555869,-0.006608,41.3636363636364,1.54286706004859
"CANDIDATE",6616218,"K01692.01",0.9013,39820,0.04368,19.644947,-4.06e-05,45.3,1.85337620578778
"CANDIDATE",6616218,"K01692.02",0.8884,41490,0.03905,19.644942,1.349e-05,45.3,1.24253544620517
"CANDIDATE",6696462,"K01693.01",0.9656,67680,-0.16332,19.550615,-0.0001672,26.6470588235294,1.87940074906367
"CANDIDATE",6699368,"K01694.01",0.9777,67790,-0.036945,19.601003,-0.0001236,20.9047619047619,1.23279648609078
"CANDIDATE",6803855,"K01695.01",0.8513,67100,-0.047764,19.887614,-5.412e-05,14.75,1.30731707317073
"FALSE POSITIVE",6891366,"K01696.01",0.9904,70310,-0.52461,19.918396,-0.0002522,20.6190476190476,1.40817650876055
"FALSE POSITIVE",6891637,"K01697.01",0.9766,70140,-0.3848,19.921473,-3.585e-05,78.5,1.96423392943451
"FALSE POSITIVE",6975615,"K01698.01",0.8996,67940,-0.13615,0,-0.0043,45.4,1.29856759176365
"FALSE POSITIVE",7137725,"K01699.01",0.9146,70520,-0.093232,19.808127,-4.418e-05,30.1428571428571,1.09338391163673
"CANDIDATE",7220429,"K01700.01",0.8451,68130,-0.043844,19.808821,0.0002686,7.91228070175439,0.839673913043478
"CANDIDATE",7222086,"K01701.01",0.9,71420,-1,19.834621,-6.29e-05,22.4705882352941,0
"CANDIDATE",7304449,"K01702.01",0.8993,69400,-0.15744,19.84862,6.408e-05,71.1428571428571,1.17589743589744
"FALSE POSITIVE",7380829,"K01703.01",0.9776,68700,-0.21308,19.780875,0.02029,23.2631578947368,1.25281803542673
"CANDIDATE",7386827,"K01704.01",0.8434,75100,-0.058644,19.867639,-0.0004333,21.8,1.23081981587023
"CANDIDATE",7522911,"K01705.01",0.8703,67830,-0.014451,19.355103,-4.681e-06,22.15,1.45968636147632
"CANDIDATE",7626370,"K01706.01",0.8989,67280,-0.18845,19.796802,2.68e-05,16.5555555555556,1.35098893731143
"CANDIDATE",7703955,"K01707.01",0.9455,67680,-0.47735,19.8682,0.0002149,33.6923076923077,2.47177890229661
"CANDIDATE",7703955,"K01707.02",0.9588,66530,-0.95283,19.868212,-0.0002676,33.6923076923077,2.88004895960832
"CANDIDATE",7750419,"K01708.01",0.9678,67510,-0.05557,19.392112,0.000789,20.4,2.1110533159948
"FALSE POSITIVE",7768952,"K01709.01",0.9024,66210,-0.055748,19.787188,0.0009507,4.2,0.651356080489939
"CANDIDATE",7815744,"K01710.01",0.8096,34580,0.021824,19.304549,0.0006068,46.5,1.58314893617021
"CANDIDATE",7955580,"K01711.01",0.8044,68450,-0.22028,19.352568,-0.0001164,75.5,1.36163194444444
"FALSE POSITIVE",8162790,"K01712.01",0.8709,57940,-0.038773,19.382377,0.001502,26.2352941176471,1.67729083665339
"CANDIDATE",8230616,"K01713.01",0.8966,67590,-0.14389,19.388366,0.0004896,156.333333333333,1.60369088811995
"CANDIDATE",8230616,"K01713.02",0.8956,61290,-0.038241,19.388369,0.0005614,156.333333333333,1.89305470190535
"CANDIDATE",9655129,"K01714.01",0.7531,1115000,-0.21991,19.616542,0,40.8181818181818,5.04792332268371
"CANDIDATE",9836959,"K01715.01",0.8987,67420,-0.1676,19.618468,0.0001252,36.3333333333333,2.50599041533546
"CANDIDATE",9838949,"K01716.01",0.8515,71800,0.012004,19.668107,9.837e-05,8,0.89607965152458
"CANDIDATE",9895006,"K01717.01",0.9672,67080,0.0036896,19.571815,0.0003241,24,2.05688202247191
"CANDIDATE",9896558,"K01718.01",0.5419,46310,0.038202,19.611253,2.296e-07,22.9473684210526,1.69465408805031
"CANDIDATE",9896558,"K01718.02",0.9339,45400,0.13701,19.611234,0.0002614,22.9473684210526,2.03734238603298
"FALSE POSITIVE",9899483,"K01719.01",0.9881,69460,-0.45226,19.683532,0.0001771,24.1764705882353,1.01629169899147
"CANDIDATE",10015937,"K01720.01",0.9464,66610,-0.0012503,19.576274,0.0001278,56.875,2.84774121583938
"CANDIDATE",10019065,"K01721.01",0.8632,68570,-0.16505,19.6526,0.0001903,11.0810810810811,1.30925110132159
"CANDIDATE",10080248,"K01722.01",0.7061,68050,-0.14916,19.591021,0.0002145,22.8,1.09054726368159
"CANDIDATE",10213902,"K01723.01",0.8411,68970,-0.53158,19.616099,-0.0007194,26.2941176470588,2.18226844972759
"CANDIDATE",10214162,"K01724.01",0.8752,57240,-0.038392,19.621774,-0.0006432,21.2380952380952,1.79666858127513
"CANDIDATE",10905746,"K01725.01",0.8342,38790,0.16218,18.908555,0.0006897,80.6666666666667,3.27107728337237
"CANDIDATE",8242434,"K01726.01",0.8546,70150,-0.51051,19.663673,9.689e-06,92.4,2.5
"CANDIDATE",6185331,"K01727.01",0.6817,52890,-0.01368,18.951593,0.0002814,28.5625,2.3697664778223
"CANDIDATE",11820830,"K01728.01",0.8428,118600,-1,0,0,20.0952380952381,2.25796812749004
"CANDIDATE",6603756,"K01729.01",0.2908,352300,-0.16743,19.406107,0.001208,37.25,4.65332512315271
"FALSE POSITIVE",8460600,"K01730.01",0.2515,163600,-0.0017559,20.051694,0.04709,65.4285714285714,7.60810071154899
"CANDIDATE",8266276,"K01731.01",0.9126,34340,-0.081633,20.097999,7.469e-05,64.7142857142857,1.08990398603433
"FALSE POSITIVE",8266276,"K01731.02",0.8108,32800,-0.44901,20.097851,0.001431,64.7142857142857,0.485182119205298
"CANDIDATE",6869184,"K01732.01",0.8946,73710,-0.7486,19.573417,4.655e-05,32.7857142857143,2.3921568627451
"CANDIDATE",8396405,"K01733.01",0.7628,67690,-0.044563,20.072422,0,77.8333333333333,0.740172133054199
"FALSE POSITIVE",8845574,"K01734.01",0.904,66410,-0.098305,20.020665,0.002547,65.7142857142857,3.40107591153616
"FALSE POSITIVE",3446451,"K01735.01",0.9008,69820,-0.16251,19.475815,2.755e-05,14.7692307692308,1.80602006688963
"CANDIDATE",6604328,"K01736.01",0.7758,68210,-0.043304,19.417957,0.0006553,26.1764705882353,1.52355072463768
"CANDIDATE",4365645,"K01738.01",0.9005,75180,-0.062764,19.449879,9.237e-05,56.75,1.24564834734989
"FALSE POSITIVE",6762829,"K01740.01",0.2338,180800,-0.1913,19.122024,-0.004565,65.3333333333333,9.62686567164179
"FALSE POSITIVE",8180020,"K01741.01",0.002611,133300,-0.19101,19.766243,0.03558,30.5333333333333,3.54191033138402
"FALSE POSITIVE",9528420,"K01742.01",0.4221,622700,-0.10441,19.510656,-0.001378,21.95,2.67449956483899
"FALSE POSITIVE",6364327,"K01744.01",0.9997,56960,-0.24712,19.460993,0.0006118,26.1764705882353,0.58853611762199
"FALSE POSITIVE",9574614,"K01745.01",0.9,79240,-0.27167,18.997807,0.0004585,45.7,2.99626168224299
