"koi_disposition","kepid","kepoi_name","tce_impact","tcet_model_chisq","boot_mesmean","tce_fwm_sra","tce_fwm_prao","tce_slogg_sn","tce_albedo_sn"
"FALSE POSITIVE",9402583,"K04168.01",0.3142,66960,-1.7851,19.416488,0.0003586,76.6666666666667,0
"CANDIDATE",7838675,"K04169.01",0.8941,95230,0.012406,19.794882,8.903e-05,25.2777777777778,1.1132626963829
"FALSE POSITIVE",8700537,"K04170.01",1,69190,-0.1092,19.729071,0.0016,26.0588235294118,0.273560209424084
"FALSE POSITIVE",10858785,"K04171.01",0.9095,67550,-0.91789,19.381614,0.0002442,25.0555555555556,0.904175222450377
"FALSE POSITIVE",9640907,"K04172.01",0.9084,77240,0.070394,19.196889,-0.0003011,20.2272727272727,1.29358552631579
"FALSE POSITIVE",9490653,"K04173.01",0.9017,66660,-0.29194,20.01503,0.001827,26.0588235294118,0.682895984824534
"FALSE POSITIVE",3328027,"K04174.01",0.9859,67110,-0.8776,19.145901,0.0004574,21.3809523809524,0.968740031897927
"FALSE POSITIVE",9640931,"K04175.01",0.8988,67880,-0.18269,19.198009,-0.0007547,51.4444444444444,1.0957928802589
"FALSE POSITIVE",9640962,"K04177.01",0.9057,96500,-0.50635,19.199174,-0.0006395,56.875,1.09280109177755
"CANDIDATE",5197233,"K04178.01",0.8999,55400,0.050913,19.642353,0.000203,23.1052631578947,1.51020408163265
"FALSE POSITIVE",10936786,"K04179.01",0.9044,54160,-0.70696,19.897729,-0.0002101,11.3055555555556,0.99343339587242
"CANDIDATE",6938264,"K04180.01",0.9,90870,-0.098094,19.229603,-0.000114,114.75,0.734751329371286
"FALSE POSITIVE",9899315,"K04181.01",0.8916,68810,-1.1083,19.680127,-0.0003733,22.5,0
"FALSE POSITIVE",9541089,"K04182.01",0.222,55160,-1.6478,0,0,23.6315789473684,0.000148708957602805
"FALSE POSITIVE",10858737,"K04183.01",0.9929,69860,-2.0464,19.380352,0.0001048,22.3684210526316,2.11843817787419
"CANDIDATE",6752002,"K04184.01",0.9,71310,0.038632,18.793191,2.199e-05,56.375,0.990627662595854
"CANDIDATE",7257966,"K04185.01",0.8977,66450,-0.11088,18.822335,0,28.125,0.970349115255858
"FALSE POSITIVE",9406892,"K04186.01",0.8989,67570,-0.16662,19.530817,0.001076,29.7333333333333,1.08445106805763
"FALSE POSITIVE",3124598,"K04187.01",0.9918,66650,-0.039445,19.552991,-0.000913,22.3157894736842,0.612094395280236
"CANDIDATE",6879171,"K04188.01",0.9008,79370,-0.19815,19.740268,1.409e-06,8.65217391304348,0.970059880239521
"CANDIDATE",9897364,"K04189.01",0.9086,18660,0.1231,19.630374,0.0002453,21.4,1.90433314575127
"CANDIDATE",12505503,"K04190.01",0.8235,68580,-0.12402,19.238239,-4.538e-06,22.7,0.888888888888889
"FALSE POSITIVE",3548639,"K04191.01",0.9012,67040,-0.05333,19.498557,0.0001289,14.4074074074074,1.28333333333333
"CANDIDATE",9828127,"K04192.01",0.876,68060,0.011809,19.372409,6.017e-05,45,1.46173149309912
"CANDIDATE",9828127,"K04192.02",0.8509,65840,-0.06998,19.372364,0.0003188,45,0.625428140841211
"CANDIDATE",9092496,"K04193.01",0.9486,70410,-1,19.546773,-0.00044,19.4347826086956,1.9286196802522
"CANDIDATE",5644412,"K04194.01",0.8973,74910,0.11015,19.863587,-0.0001098,57.75,0.962927756653993
"FALSE POSITIVE",9959545,"K04195.01",0.9033,68890,-0.66215,19.681394,-8.764e-06,32.7142857142857,0.91032083494395
"FALSE POSITIVE",8179190,"K04196.01",0.9721,194200,-1,19.749845,2.394e-05,12.8666666666667,1.84442361761949
"FALSE POSITIVE",9777724,"K04197.01",0.8708,59050,-0.74159,19.646674,9.158e-05,23.2631578947368,0.737214791502754
"FALSE POSITIVE",9072639,"K04198.01",0.8017,66640,-0.11274,18.923522,7.667e-06,14.8,1.35702524698134
"CANDIDATE",5340878,"K04199.01",0.346,53830,-0.57256,18.905833,-1.172e-05,64.2857142857143,0.740749876665022
"CANDIDATE",5084171,"K04202.01",0.5633,66430,-0.43248,19.113002,0.0004059,22.5,1.09706144256456
"FALSE POSITIVE",3834317,"K04203.01",0.9996,81000,-0.47195,19.06981,1.331e-05,11.4375,0.306207418622256
"CANDIDATE",10593535,"K04204.01",0.8335,67350,0.015173,19.27888,-0.0001241,30.5714285714286,0.994376757263355
"CANDIDATE",3450040,"K04205.01",0.9081,66760,-0.32536,19.536958,-1.699e-05,37.8333333333333,0.789965694682676
"FALSE POSITIVE",8487805,"K04206.01",0.9,68840,2.7085,19.262658,0.0002827,46.1,0.932654216185625
"CANDIDATE",9456281,"K04207.01",0.8968,77910,-0.28687,19.187,1.829e-06,78.3333333333333,0.266148076121684
"CANDIDATE",5129453,"K04208.01",0.8821,67160,-0.084757,19.932335,0.0004659,76.1666666666667,0.551770386266094
"CANDIDATE",7918478,"K04209.01",0.8665,61600,-0.30095,19.977759,-0.0001188,46.3,1.50931887495764
"FALSE POSITIVE",5078025,"K04211.01",0.898,53090,-1.828,18.914854,0.0001982,20.6363636363636,0.749074074074074
"FALSE POSITIVE",5078025,"K04211.02",0.9,31950,-2.3146,18.91488,9.327e-05,20.6363636363636,0.163415829453565
"CANDIDATE",1724719,"K04212.01",0.8996,68310,-0.12107,19.480347,-0.0001584,35.3333333333333,1.26021798365123
"CANDIDATE",1724719,"K04212.02",0.8416,62590,-0.09183,19.480344,-0.0001195,35.3333333333333,0.651011804384486
"FALSE POSITIVE",5632701,"K04213.01",0.8982,54330,-0.615,19.694739,-5.296e-05,50.3333333333333,1.14992061691994
"FALSE POSITIVE",10549924,"K04214.01",0.9061,69500,-0.30925,19.814459,0.0003443,26.4117647058824,1.24940617577197
"CANDIDATE",9366617,"K04215.01",0.831,66870,-0.055719,19.990818,-9.12e-05,5.50724637681159,0.727663734115347
"CANDIDATE",6187341,"K04216.01",0.8992,43210,-0.52174,19.017083,-0.0002074,65.2857142857143,1.58756618944891
"FALSE POSITIVE",4678919,"K04219.01",0.9937,91800,-0.099803,19.828389,0.0005887,22.65,0.910285285285285
"FALSE POSITIVE",5563080,"K04220.01",0.9,78760,-0.75334,19.92866,0,37.25,0.979661543238628
"FALSE POSITIVE",6364067,"K04221.01",0.9487,57750,0.25393,19.455152,-0.0001054,22.35,0
"CANDIDATE",9183378,"K04222.01",0.8938,74590,-0.061937,20.062433,-0.0002238,9.69047619047619,0.764056571231459
"FALSE POSITIVE",1724513,"K04224.01",0.9,67150,-0.026109,19.477756,-0.0002626,20.15,0.977981651376147
"FALSE POSITIVE",9535876,"K04225.01",0.9004,68420,-0.94849,19.7041,-0.0006242,23.0526315789474,0.779928680590932
"CANDIDATE",9491832,"K04226.01",0.7959,66170,-0.17776,20.037441,0.000143,30.0714285714286,1.11861406170966
"FALSE POSITIVE",7816665,"K04227.01",0.8372,56960,-0.22537,19.328367,-0.008425,22.45,0.96518668012109
"FALSE POSITIVE",9535881,"K04228.01",0.9069,91000,-0.26979,0,0,22.0526315789474,2.42404850117885
"FALSE POSITIVE",11616596,"K04229.01",0.8937,70950,-0.076455,19.650062,-0.000137,14.6296296296296,1.41294964028777
"CANDIDATE",9872831,"K04230.01",0.8824,65340,-0.047697,18.793171,-5.62e-05,16,0.780545670225386
"CANDIDATE",11509504,"K04232.01",0.9037,68550,-0.1309,19.532507,0.0001912,22.25,0.844471445929526
"CANDIDATE",11611275,"K04234.01",0.8644,67620,-0.094159,19.477282,-0.0001857,20.3181818181818,0.902309731162438
"CANDIDATE",10794974,"K04235.01",0.9783,66960,-0.16664,19.394892,-0.0004466,28.9333333333333,2.44463300806109
"FALSE POSITIVE",7259249,"K04237.01",0.9149,67730,-0.41686,18.861955,-0.0006792,20.3636363636364,0.475520833333333
"FALSE POSITIVE",9640924,"K04239.01",0.9035,67230,-0.44048,19.197734,0.0001006,20.0454545454545,0.838173400673401
"FALSE POSITIVE",9593773,"K04240.01",0.9957,67160,-0.26982,19.607545,-0.0004333,20.2727272727273,0.369671195934032
"CANDIDATE",9285568,"K04241.01",0.8994,57520,-0.12047,19.582917,-8.091e-05,25.1111111111111,0.804905803514983
"CANDIDATE",9514372,"K04242.01",0.9662,68390,-0.69178,19.043987,0.0002823,44.4,2.5451197053407
"FALSE POSITIVE",9777757,"K04243.01",0.9023,77630,0.010272,19.647511,1.659e-05,9.675,1.14419795221843
"FALSE POSITIVE",5097454,"K04244.01",0.9824,569800,-1,19.414618,0,66,4.90354535974974
"CANDIDATE",12737015,"K04245.01",0.8317,66420,-0.032165,19.365322,3.512e-05,24.4117647058824,1.31541906589891
"CANDIDATE",5177859,"K04246.01",0.9678,85120,-0.075679,19.271609,-4.238e-05,25.1764705882353,2.1547557840617
"CANDIDATE",5177859,"K04246.02",0.8956,80770,-0.13949,19.271566,0.000112,25.1764705882353,1.05707729815001
"FALSE POSITIVE",4568117,"K04248.01",0.903,55340,-0.063911,19.565937,-5.717e-05,20.8571428571429,1.13805970149254
"FALSE POSITIVE",3650049,"K04249.01",0.939,67450,-3.9279,19.505651,-0.01403,45.2,3.69762934247801
"FALSE POSITIVE",9641076,"K04250.01",0.8795,67260,-0.35298,19.203366,-0.0002037,24.6111111111111,0.857142857142857
"CANDIDATE",8741470,"K04251.01",0.4242,78490,-0.027454,19.090238,-5.921e-05,23.8888888888889,0.605753311258278
"CANDIDATE",10525049,"K04252.01",0.8772,79680,-0.025848,19.157604,-4.016e-05,157,0.634664568168405
"FALSE POSITIVE",8487645,"K04254.01",0.2902,68350,-3.2762,19.25674,-2.63e-05,24.2352941176471,0
"CANDIDATE",10407482,"K04255.01",0.9163,64210,0.057695,19.530373,-0.0001394,5.95454545454545,0.700250208507089
"FALSE POSITIVE",5817613,"K04256.01",0.8121,57590,-0.57212,19.898901,0.0005223,25.3333333333333,1.05435565154788
"CANDIDATE",7901016,"K04257.01",0.9614,67620,-0.14485,19.675547,3.156e-05,8.42553191489362,1.18622696411251
"FALSE POSITIVE",7115925,"K04258.01",0.7057,67780,-2.9543,19.414205,6.906e-06,17.6521739130435,0
"CANDIDATE",5785279,"K04259.01",0.8992,68210,-0.31167,19.334174,-4.935e-05,24.3888888888889,0.473842139595564
"FALSE POSITIVE",7429287,"K04260.03",0.7661,68200,-2.0161,19.093012,0.0003783,407,1.76044751563014
"CANDIDATE",7429287,"K04260.04",0.7361,68320,-1.5232,19.093097,-5.721e-05,407,1.40712036812788
"CANDIDATE",10526887,"K04261.01",0.8979,67200,-0.20251,19.220116,8.767e-05,22.1,0.722574055158325
"FALSE POSITIVE",9641144,"K04262.01",0.9351,68620,-0.37079,19.205967,5.762e-05,22.1,1.16697936210131
"FALSE POSITIVE",8572168,"K04263.01",0.9113,66310,0.033352,19.747129,-0.0001957,7.68,0.886437908496732
"FALSE POSITIVE",12509829,"K04264.01",0.9004,66440,-1.1358,19.40402,0.0006214,30.5333333333333,0.817438692098093
"FALSE POSITIVE",7368137,"K04265.01",0.5689,67390,-0.29262,19.561274,0.0008133,25.4444444444444,0.697491989835377
"FALSE POSITIVE",9027841,"K04266.01",0.1,69920,-1.1768,19.596837,-0.0008049,93.8,0
"CANDIDATE",7450747,"K04267.01",0.8802,68480,-0.1591,19.569484,-8.63e-06,27.9333333333333,0.42875816993464
"CANDIDATE",7826620,"K04268.01",0.8827,82240,-0.3542,19.552527,3.499e-05,67.5714285714286,0.709335507541786
"CANDIDATE",8890924,"K04269.01",0.8465,66320,-0.086504,19.586492,-0.0001901,4.18604651162791,0.604639684106614
"FALSE POSITIVE",8890924,"K04269.02",0.9008,65270,-0.29122,19.586445,1.851e-05,4.18604651162791,0.540084388185654
"FALSE POSITIVE",5992210,"K04271.01",0.897,34750,-0.0069707,19.973649,0.0007119,22.25,0.694885361552028
"FALSE POSITIVE",9302543,"K04272.01",0.4427,58860,-1.4615,19.939106,1.127e-05,6.36842105263158,0.471675302245251
"CANDIDATE",9716028,"K04273.01",0.9828,67180,-0.036425,19.613985,2.681e-05,26,1.97637164597517
"CANDIDATE",6223324,"K04274.01",0.9051,56800,-0.33874,19.787408,0.0001744,21.4285714285714,0.927803602556653
"FALSE POSITIVE",3336845,"K04275.01",0.6095,77550,-0.69723,19.331946,-0.000695,50.2222222222222,1.73479705330059
"CANDIDATE",6026924,"K04276.01",0.8266,52000,-0.11993,19.064607,-0.0001104,21.4444444444444,1.84609375
"FALSE POSITIVE",6525280,"K04277.01",0.8816,68030,-0.29889,19.516272,8.7e-05,45.2,0.84535701072882
"FALSE POSITIVE",4861784,"K04278.01",0.8335,70040,-0.061332,19.869305,-0.003175,30.4666666666667,1.65829489150863
"FALSE POSITIVE",5876360,"K04279.01",0.9213,42340,-1,19.454745,0.004171,0,0.473182957393484
"FALSE POSITIVE",5026326,"K04280.01",0.9096,46040,-0.095412,19.711392,2.69e-05,20.8571428571429,1.27166099129777
"FALSE POSITIVE",11670599,"K04282.01",0.9041,69160,-0.22238,19.741875,-0.0002785,20.1363636363636,0
"FALSE POSITIVE",10156055,"K04284.01",0.892,54710,-0.12421,19.799218,0.000314,22.4,1.28330084470435
"FALSE POSITIVE",5024177,"K04286.01",0.9013,55510,-3.4436,19.685135,0.0008815,29.8666666666667,1.01675485008818
"CANDIDATE",11081504,"K04287.01",0.9454,67270,-0.86496,19.363856,3.576e-05,22.6111111111111,1.05001397038279
"CANDIDATE",11081504,"K04287.02",0.9195,66430,-0.6344,19.363869,1.077e-05,22.6111111111111,1.22209695603157
"CANDIDATE",4548011,"K04288.01",0.9001,67270,-0.088591,19.158062,4.075e-05,30.5714285714286,1.14148273910583
"CANDIDATE",4548011,"K04288.02",0.9195,61650,-0.093052,19.158036,8.443e-05,30.5714285714286,1.01543037739357
"CANDIDATE",5868793,"K04290.01",0.7496,17320,0.077392,19.291803,-0.002182,509,0.572868927589368
"CANDIDATE",10063208,"K04292.01",0.9001,67470,-0.0046881,19.092468,1.32e-05,34.6923076923077,0.882361847085541
"FALSE POSITIVE",5817533,"K04293.01",0.9986,68860,-0.21689,19.898028,9.428e-05,37.6666666666667,0.212712397734424
"FALSE POSITIVE",7681230,"K04294.01",0.9005,34870,-0.66041,19.424282,0.0002338,20.1363636363636,1.5577358490566
"CANDIDATE",7596240,"K04295.01",0.9003,67960,-0.080402,19.184221,-0.0003124,23.1052631578947,1.12430535244223
"CANDIDATE",7661893,"K04296.01",0.9007,66910,0.12424,18.842386,4.12e-05,49.7777777777778,0.964507542147294
"FALSE POSITIVE",12107008,"K04297.01",0.9147,66780,-0.063358,19.280563,-4.745e-05,37.4166666666667,1.37859966120836
"CANDIDATE",2852941,"K04298.01",0.8818,68670,0.30521,19.4362,8.446e-05,21.7894736842105,1.14788902291918
"FALSE POSITIVE",8508126,"K04299.01",0.9014,68770,-0.50501,19.756347,0.0008607,23,1.15188032412217
"CANDIDATE",8507475,"K04300.01",0.03796,59660,-0.0086309,19.743915,0.0003266,30.1333333333333,0.407954752782339
"CANDIDATE",8773015,"K04301.01",0.8934,67500,-0.093316,19.880162,3.291e-05,14.8888888888889,1.13457377758546
"CANDIDATE",8773015,"K04301.02",0.7939,64950,0.32526,19.880197,-0.0001516,14.8888888888889,1.25023169601483
"CANDIDATE",6290935,"K04302.01",0.9045,67400,-0.25379,19.578755,-9.791e-06,24.4117647058824,0.869665071770335
"FALSE POSITIVE",12734396,"K04303.01",0.6244,66920,-1.6393,19.260678,-0.00132,26.75,0.378258022265881
"CANDIDATE",11612280,"K04304.01",0.9008,67240,-0.10599,19.511887,-0.0001007,26.5,1.07196589769308
"FALSE POSITIVE",8149484,"K04306.01",0.9237,69230,-0.61501,18.97952,-2.336e-06,13.4827586206897,1.2647327546825
"CANDIDATE",3558849,"K04307.01",0.8012,58630,0.24251,19.663245,0.0007948,26.0625,1.10141206675225
"FALSE POSITIVE",11151677,"K04308.01",0.9126,71160,-1,0,0.01751,20.1363636363636,1.68493611297915
"FALSE POSITIVE",11037128,"K04309.01",0.9263,64460,-0.041471,19.679785,-0.0007277,25.4444444444444,1.16459977452086
"CANDIDATE",7103919,"K04310.01",0.8725,80580,-0.0562,19.139186,-3.07e-05,26.2352941176471,0.794797687861272
"FALSE POSITIVE",8645191,"K04311.01",0.9001,68140,-0.80038,19.886611,0.000139,25.3333333333333,0.871743486973948
"CANDIDATE",10722485,"K04312.01",0.9273,67270,-0.091735,19.215519,-8.488e-06,31.2142857142857,1.10825082508251
"FALSE POSITIVE",8128067,"K04314.01",0.9496,79620,-0.066312,20.037603,-0.001163,35.3846153846154,3.3582395087001
"FALSE POSITIVE",10342248,"K04315.01",0.9016,35170,-0.21461,19.527392,0.0001423,35.2307692307692,0.644917582417582
"FALSE POSITIVE",9777290,"K04316.01",0.9118,44450,-0.86236,19.636358,0.0004723,21.9,0
"CANDIDATE",9286088,"K04318.01",0.9773,69040,-0.0084516,19.595913,-8.306e-05,38.8181818181818,1.50068870523416
"FALSE POSITIVE",6289344,"K04319.01",0.9024,75160,-2.7144,19.547329,-0.01487,51.3333333333333,4.07910271546635
"CANDIDATE",5095082,"K04320.01",0.876,67860,-0.077473,19.366654,2.976e-05,18.1304347826087,1.15809733296673
"FALSE POSITIVE",12418891,"K04321.01",0.9,69200,-0.87646,19.764654,0.0003923,30.3333333333333,0.508574091332712
"CANDIDATE",5385410,"K04323.01",0.9052,67720,-0.083513,19.838838,-0.0002003,16.52,0.845479082321188
"FALSE POSITIVE",5385410,"K04323.02",0.6751,66970,-0.23535,19.838805,-2.689e-05,16.52,1.71824104234528
"FALSE POSITIVE",9910942,"K04324.01",0.9002,53720,-0.12417,19.921568,0.0001407,12.3548387096774,1.05559322033898
"CANDIDATE",7749002,"K04325.01",0.902,66780,-0.77741,19.359444,1.635e-05,20.4545454545455,0
"FALSE POSITIVE",10924340,"K04326.01",0.9046,69770,-1.7122,19.587315,-0.0001213,19.5652173913043,1.67843227137291
"CANDIDATE",5371777,"K04327.01",0.8701,54270,-0.42741,19.629422,6.661e-05,33.2307692307692,0.489024829075207
"CANDIDATE",12456063,"K04329.01",0.8917,67850,-0.072377,19.267434,2.946e-05,36.0833333333333,1.64244344880341
"CANDIDATE",5096053,"K04331.01",0.1,67580,-0.040839,19.387578,2.669e-06,16.32,0.602117694970475
"FALSE POSITIVE",8953414,"K04332.01",0.9108,50720,-0.15375,19.465773,-0.0003561,56.75,1.62608385794037
"CANDIDATE",10140274,"K04334.01",0.7046,67220,-0.01261,19.434563,-0.0001304,76,0.513075676926637
"CANDIDATE",10730070,"K04335.01",0.859,67660,-0.10843,19.427194,-1.875e-06,20,1.08250719539495
"CANDIDATE",8573193,"K04337.01",0.8459,67260,0.018769,19.767788,-4.093e-05,23.7894736842105,0.930334159877199
"FALSE POSITIVE",9240664,"K04338.01",0.991,66330,-0.001617,19.947115,4.865e-06,4.24096385542169,0.202812330989724
"FALSE POSITIVE",7281411,"K04339.01",0.5585,58480,-2.7267,19.439116,-1.925e-05,66,0.257084561323963
"FALSE POSITIVE",6528141,"K04340.01",0.9845,67970,-0.58609,19.574925,-0.0003779,21.3809523809524,0.131533646322379
"CANDIDATE",6792908,"K04341.01",0.8862,65670,0.010746,19.730819,7.289e-05,23.6666666666667,1.42101950912524
"FALSE POSITIVE",7211879,"K04342.01",0.5,81400,-0.23749,19.677174,0.0009526,22.75,1.07095890410959
"CANDIDATE",8087812,"K04343.01",0.975,67370,-0.095981,19.20511,-5.033e-05,21.9473684210526,1.86152362584378
"CANDIDATE",10534155,"K04345.01",0.9071,72580,0.037839,19.433401,4.892e-05,7.73076923076923,0.793081180811808
"CANDIDATE",9509343,"K04346.01",0.8892,67650,0.026361,18.850771,-0.0004326,40.1818181818182,0.590687361419069
"CANDIDATE",3244792,"K04347.01",0.8418,54890,-0.1098,19.590019,0.000161,24.0526315789474,0.857478465152702
"FALSE POSITIVE",11872139,"K04350.01",0.8543,70360,-0.15385,19.718489,2.12e-05,7.44,0.853825136612022
"FALSE POSITIVE",2708221,"K04352.01",0.9923,34200,0.24417,19.353589,-0.0004125,56.5,0.437026598555575
"CANDIDATE",4571844,"K04353.01",0.9416,8882,-0.03402,19.628111,-0.001226,21.1904761904762,1.53336921420883
"FALSE POSITIVE",5040223,"K04354.01",0.9051,68750,-0.90255,19.904761,-0.0006137,20.9047619047619,0.789993823347745
"CANDIDATE",8459663,"K04356.01",0.5875,70330,-0.75833,20.032581,-0.002347,80.3333333333333,1.19536598209584
"CANDIDATE",3550372,"K04357.01",0.6999,66320,-0.34752,19.527163,0.0001263,25.9285714285714,0.583988563259471
"CANDIDATE",7191646,"K04358.01",0.9778,65660,-0.048924,19.272236,-0.0006186,20.4090909090909,0.674572531715389
"CANDIDATE",1575873,"K04359.01",0.7764,70800,-0.21921,19.461844,-5.14e-05,15.1923076923077,1.33417721518987
"CANDIDATE",10669994,"K04360.01",0.8706,67310,-0.010887,19.574884,-3.655e-05,44.5,0.759886086248983
"CANDIDATE",7801070,"K04361.01",0.9775,67630,-0.087709,18.810953,-0.002169,24.5,0.211509517485613
"CANDIDATE",9776794,"K04363.01",0.9706,19280,-0.077415,19.624325,-0.0007601,17.64,0.330623556581986
"CANDIDATE",7427764,"K04364.01",0.9125,73230,-0.079261,19.048177,4.1e-05,34.6153846153846,1.12568306010929
"CANDIDATE",10647452,"K04366.01",0.9004,58130,-0.26683,18.860913,-0.0001597,41.9090909090909,0.56731272917758
"CANDIDATE",4773392,"K04367.01",0.869,66780,0.052107,19.868885,-0.0001547,21,1.49596965386439
"FALSE POSITIVE",5471489,"K04368.01",0.9714,68530,-0.18527,19.844329,4.167e-05,11.5625,1.74788057500922
"FALSE POSITIVE",12407623,"K04370.01",0.9044,68080,-0.18252,19.423346,-0.0007783,57.25,0.411036585365854
"CANDIDATE",11444514,"K04371.01",0.7116,53440,-0.32298,19.037134,0.0004901,20.3181818181818,1.27975270479134
"CANDIDATE",9702006,"K04372.01",0.8863,73770,-0.081655,19.197853,0.0001752,77,0.727117031398668
"FALSE POSITIVE",6778008,"K04373.01",0.9072,69110,-0.70225,19.467709,-0.0004159,26.7647058823529,1.14122681883024
"CANDIDATE",10991114,"K04374.01",0.5003,53280,0.033243,19.878924,-9.897e-05,38.25,0.769466927156015
"FALSE POSITIVE",11969092,"K04375.01",0.1,69950,0.0014404,19.642654,0,57.125,0
"FALSE POSITIVE",2570773,"K04376.01",0.9535,33370,-0.58758,19.355426,-0.001602,115.25,2.84057341442224
"CANDIDATE",4945764,"K04377.01",0.8502,66550,-0.0067793,19.810727,2.061e-06,26.8,1.79615850493165
"FALSE POSITIVE",7703910,"K04379.01",0.9908,68560,-0.063096,19.867438,-0.0004628,22.1,0.545093945720251
"CANDIDATE",7777818,"K04380.01",0.9448,66760,0.0045973,19.930324,-0.001101,13.4,1.20947630922693
"FALSE POSITIVE",9851360,"K04381.01",0.8971,54250,-0.13255,19.923883,0.00028,50.5555555555556,1.25866851595007
"CANDIDATE",6937529,"K04382.01",0.9204,68330,-0.18058,19.210896,7.824e-05,25.7647058823529,0.935250195029533
"CANDIDATE",9883606,"K04383.01",0.903,77500,-0.018499,19.2313,-6.509e-05,20.8571428571429,0.996668054977093
"CANDIDATE",9883606,"K04383.02",0.8509,76000,0.0064441,19.2313,-4.096e-05,20.8571428571429,0.924845995893224
"CANDIDATE",5860968,"K04384.01",0.9656,52650,-0.072481,19.081448,-0.0008656,22.7368421052632,1.93664407248582
"CANDIDATE",3645438,"K04385.01",0.6202,57110,0.54061,19.426606,0.001488,75.1666666666667,1.3156146179402
"CANDIDATE",3645438,"K04385.02",0.8944,56540,-0.057864,19.426613,0.0002896,75.1666666666667,1.10810179780528
"CANDIDATE",3645438,"K04385.03",0.8648,53570,-0.059085,19.426705,-0.001079,75.1666666666667,0.535616726202984
"CANDIDATE",8480582,"K04386.01",0.8832,67640,-0.0017517,18.998191,-0.0004122,51.2222222222222,1.03205128205128
"FALSE POSITIVE",2830919,"K04387.01",0.8992,68720,-0.22808,19.031695,-5.564e-05,23.2631578947368,0.682545410802358
"FALSE POSITIVE",9588822,"K04388.01",0.001176,2950000,-0.42782,19.475617,4.308e-05,5.19718309859155,0.856441717791411
"CANDIDATE",9588822,"K04388.02",0.8032,236800,-0.41667,19.475617,6.837e-06,5.19718309859155,0.806998158379374
"CANDIDATE",2997459,"K04389.01",0.9023,67380,-0.032804,19.542068,-2.934e-05,26.4117647058824,1.05398288347597
"CANDIDATE",8330207,"K04390.01",0.8948,13320,-0.069555,20.061702,0.0002645,8.6,0.822632944228275
"CANDIDATE",6359926,"K04391.01",0.6648,68010,-0.17953,19.359679,-0.0001097,23.5263157894737,1.0708357685564
"FALSE POSITIVE",6629993,"K04392.01",0.4565,69100,-0.13822,19.856017,-0.003356,64.7142857142857,0.739220877458396
"CANDIDATE",8324518,"K04393.01",0.6739,67290,-0.1409,19.951772,2.54e-05,32.6428571428571,0.788679245283019
"FALSE POSITIVE",10427700,"K04394.01",0.7704,52980,-0.11619,19.961355,0,10.5294117647059,1.37271721084671
"CANDIDATE",3103473,"K04395.01",0.9114,68690,-0.08645,19.189321,0.0001758,51.2222222222222,0.669197396963124
"FALSE POSITIVE",3247503,"K04397.01",0.8999,53630,-0.56235,19.632004,0.002971,23.9473684210526,0.655683690280066
"CANDIDATE",5802637,"K04398.01",0.7077,46500,-0.019501,19.680761,-0.0007061,32.5714285714286,0.407869107908064
"CANDIDATE",8345384,"K04399.01",0.7018,78450,-0.40836,18.80856,0.0002534,50.7777777777778,1.08313331878682
"CANDIDATE",2831055,"K04400.01",0.8899,67730,-0.12995,19.034209,-3.811e-05,21.9,0.955001044059303
"CANDIDATE",7703882,"K04403.01",0.9027,67450,0.02183,19.866834,0.000226,22.75,0.903614457831325
"CANDIDATE",10745365,"K04405.01",0.8864,53730,0.038393,19.793092,-0.0001475,20.3181818181818,1.09249461101313
"FALSE POSITIVE",5563937,"K04406.01",0.9026,58470,-0.69015,19.938654,0.001988,20.2727272727273,1.04901408450704
"CANDIDATE",8396660,"K04407.01",0.3078,71220,0.029323,20.077016,5.499e-05,35.8333333333333,1.24690966719493
"FALSE POSITIVE",10736179,"K04408.01",0.9256,70110,-0.088076,19.588519,2.318e-06,46,1.10526315789474
"CANDIDATE",5308537,"K04409.01",0.8892,66800,-0.02378,19.968981,3.048e-05,26.5,0.964384318056323
"CANDIDATE",6350882,"K04410.01",0.9855,66380,-0.01757,19.136125,0.0003431,19.5217391304348,0.611530715005035
"CANDIDATE",5281113,"K04411.01",0.9033,53620,-0.03849,19.572074,-6.074e-05,16.7083333333333,1.06802156781419
"FALSE POSITIVE",7847104,"K04412.01",0.9011,68680,-0.47952,19.93007,-0.0002094,12.03125,1.19698058950395
"FALSE POSITIVE",6891513,"K04413.01",0.7095,58100,0.06961,19.918908,0.01509,20.5,0.517584097859327
"FALSE POSITIVE",4579598,"K04414.01",0.9092,59970,-0.42189,19.740897,-7.558e-05,20.8095238095238,0.894937229882692
"FALSE POSITIVE",7777522,"K04415.01",0.8933,67400,-1.0432,19.924745,0.0007343,21.6666666666667,0.685458224920497
"FALSE POSITIVE",9597729,"K04417.01",0.9032,67170,-1.0732,19.703036,0.0004625,21.4761904761905,1.07375050792361
"FALSE POSITIVE",9597729,"K04417.02",0.8988,50860,-1.0732,19.702962,0.0006303,21.4761904761905,0.965031020868584
"CANDIDATE",7582691,"K04419.01",0.1085,59210,-2.5694,18.741034,-2.126e-05,118.5,0.526614987080103
"FALSE POSITIVE",7031942,"K04420.01",0.711,79390,-2.8355,19.41713,4.675e-05,24.1111111111111,0.759754108643834
"CANDIDATE",9836563,"K04421.01",0.9172,67330,-0.08429,19.608342,-1.253e-05,30.8571428571429,0.726648599819331
"CANDIDATE",9836563,"K04421.02",0.8856,59910,-0.06418,19.608303,1.833e-05,30.8571428571429,1.04361634554309
